SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
105,1,149562,-0.081995557071871,0.141389070695392,0.562332768327907
106,1,150447,-0.0438269216353935,0.14300645555627,0.759428921038629
107,1,151446,0.0592650244512383,0.2873151655922,0.836697499989395
108,1,154084,-0.0683520421735816,0.143421220080454,0.633954321837645
109,1,156633,-0.052237078808051,0.145407691925804,0.719626130951758
110,1,157269,-0.102049778782783,0.140758774587308,0.468933779841235
111,1,160054,-0.111581771857037,0.142077779513679,0.432771101269215
112,1,166222,-0.0963639268297396,0.14105687270759,0.494956044370367
113,1,166416,-0.0993387917959638,0.140764268396551,0.480833772476729
114,1,167326,-0.127999610929301,0.141500084773169,0.366299393368314
115,1,168836,-0.114754784108882,0.140860299595293,0.415809987226568
116,1,171200,-0.177727214936855,0.140886593671409,0.207964855678293
117,1,171431,-0.220247593285155,0.141600939874586,0.12074439016421
118,1,173339,-0.204626731173237,0.140559077305395,0.146335059035757
119,1,173845,-0.188319968515121,0.140506472211327,0.181011811069317
120,1,175121,-0.205946563090973,0.140156252149515,0.142613093564467
121,1,175281,-0.187523752303912,0.14034928594642,0.182370112892314
122,1,175315,-0.197025682411854,0.140267988660845,0.161008389321232
123,1,175523,-0.181181142316872,0.141127326154147,0.200049316025686
124,1,175541,-0.192816502458266,0.140504801208097,0.170837509094143
125,1,175653,-0.21400379839504,0.140865128863077,0.12960461002649
126,1,175805,-0.125190538445469,0.149169477412105,0.401896816461989
127,1,175818,-0.195185749444173,0.14551744651408,0.180678258490644
128,1,175856,-0.183464397122268,0.143325730832014,0.20136738203368
129,1,175876,-0.167190950955236,0.141176233709892,0.237102499144436
130,1,175989,-0.170386800235291,0.141569837088542,0.229568891890822
131,1,176001,-0.172381362765021,0.14230372645037,0.226566899497181
132,1,176451,-0.149671959147692,0.144093260816588,0.299647842142622
133,1,177692,-0.202514123145076,0.14024584343844,0.149627656031682
134,1,178191,-0.20300040986833,0.140383928257891,0.1490539733663
135,1,178224,-0.202514123145076,0.14024584343844,0.149627656031682
136,1,178960,-0.258965601837413,0.141111303268396,0.0673192243702334
137,1,179139,-0.160680478760327,0.280879321787996,0.567643862647662
138,1,179139,-0.527910809078165,0.565262858282133,0.350983065705581
139,1,180955,-0.0677420084910068,0.162784968363955,0.677557430870395
140,1,183802,-0.228023454996798,0.140152656353147,0.104636810707217
141,1,183954,-0.202086095613361,0.141292511572381,0.153524767384351
142,1,184450,-0.147127199267955,0.140242183366374,0.294852686236988
143,1,184641,-0.158830714617397,0.14430073767501,0.27178058366728
144,1,184718,-0.197381940248521,0.140867500826858,0.162036199052581
145,1,185296,-0.155648281397489,0.140415269209239,0.268406884575635
146,1,185438,-0.180794954624785,0.140336555988693,0.198486895200049
147,1,185469,-0.189576708363843,0.140507257239944,0.178127624057979
148,1,185503,-0.169169295732759,0.140215946582731,0.22843611071636
149,1,185705,-0.208575169244427,0.141640702451072,0.141759343202288
150,1,185749,-0.173076466849665,0.141776121348897,0.222986756131547
151,1,185806,-0.216250165930323,0.14179842692463,0.12814119425577
152,1,185879,-0.205854725421792,0.142531730354876,0.149549178255312
153,1,185916,-0.110901182236392,0.14276524148489,0.437792268873865
154,1,185941,-0.0946643014940935,0.143421175624309,0.509655957357752
155,1,185954,-0.127820705468974,0.143767884588417,0.374567205085053
156,1,186055,-0.172474492202935,0.140757206070925,0.221266596287905
157,1,186896,-0.160095009918802,0.143115362284625,0.26405308777925
158,1,187697,-0.754292756925221,0.289618199111956,0.00959136820713791
159,1,189392,-0.252908358900445,0.293612105527783,0.389619570136842
160,1,189416,-0.211135829798115,0.284092367650718,0.457858373701455
161,1,190132,0.0667612990604432,0.141190457395698,0.636615503000151
162,1,190148,0.0881557474771335,0.14119982285171,0.53281202369141
163,1,190165,0.0649533445753347,0.142321389329475,0.648393832724064
164,1,190169,0.090024641676183,0.142105083722274,0.526812494747309
165,1,190933,-0.0620168328269761,0.140994168547944,0.660312111065516
166,1,192149,0.115145914135067,0.142053700554524,0.418152935290006
167,1,192302,0.297540556923367,0.187069918132244,0.112610229608094
168,1,192303,0.16334534826256,0.169283783459357,0.335245329469733
169,1,192305,0.232022054731202,0.17571420428718,0.187539858514395
170,1,192315,-0.0415130133245647,0.199811674637156,0.835535629069699
171,1,192795,0.0928315555198541,0.140679070553501,0.50976000419948
172,1,194020,-0.0295411649562328,0.148260508083415,0.842180543366081
173,1,194187,0.0423879100630991,0.140864367126813,0.763658046052751
174,1,194867,-0.0777016531163233,0.140745015538477,0.581247053861466
175,1,197325,-0.137938970748988,0.144054671017206,0.338947086661772
176,1,197392,-0.182936448767847,0.14577088616573,0.210323930158501
177,1,198857,-0.349312701521622,0.67490757402221,0.605081685326455
178,1,206666,-0.0927064788276568,0.158281096983178,0.558446132327565
179,1,206675,-0.0914205745019636,0.206110807664906,0.657639255244426
180,1,223051,-0.0655336587484666,0.163137243016314,0.688141472413902
181,1,223059,-0.158908349580625,0.169227909434116,0.348362666995674
182,2,7366,-0.309901619432655,0.203552915336111,0.128788592650947
183,2,8180,0.262746188742431,0.280820482973377,0.350099455480501
184,2,8187,-0.0518177698198983,0.292374541630514,0.859428762405243
185,2,8250,0.216520944670913,0.287831079009525,0.452402000485572
186,2,8253,0.188905011898402,0.287886170854829,0.512136100290057
187,2,8285,0.0773152864601143,0.156119753434496,0.620745443186369
188,2,8302,0.138332728628813,0.146003277578443,0.344050948867156
189,2,8306,0.138332728628813,0.146003277578443,0.344050948867156
190,2,8314,0.159887952025499,0.142936723641056,0.264074631545272
191,2,8317,0.124922297555265,0.146304423468576,0.39376614442268
192,2,8328,0.0893043725871203,0.145722711727981,0.540378263854247
193,2,8331,0.0978836358053757,0.145432824427669,0.501355537182357
194,2,8498,0.0932314931857074,0.142893986720755,0.514534151069688
195,2,8651,0.0866331823649427,0.143039692707827,0.545130861249781
196,2,9418,-0.28805371483572,0.363653208924541,0.428827920550464
197,2,9812,0.104288533245212,0.143857300382513,0.468966445818243
198,2,9932,0.0578749400541846,0.143363851930231,0.686683143386328
199,2,10135,0.0449579205237373,0.14282773934556,0.753122087418095
200,2,11616,0.092160418095325,0.142611828521989,0.518548607853508
201,2,12133,0.0849451002531703,0.143192084616784,0.553410577944052
202,2,12194,0.100049553182678,0.143718808585831,0.486794278993177
203,2,12359,0.0718095074307334,0.143345996757019,0.616716908391568
204,2,13061,0.0743398157621097,0.14333178569109,0.604325981780746
205,2,14298,0.0604578852206099,0.143802729122479,0.674432733470315
206,2,15222,0.0862239232369267,0.145168840262351,0.55292188083744
207,2,17986,0.107030930915396,0.142582405927132,0.453357285859818
208,2,19770,0.0798817954654216,0.143619834273285,0.578424414997822
209,2,19836,0.0661176541697591,0.143244786611424,0.644673219636223
210,2,19851,0.0727396880522155,0.1436553733396,0.612928087157728
211,2,21595,0.0556297371928631,0.143083361795547,0.69766405475146
212,2,22385,0.0745863759117418,0.143194394187748,0.602780446301274
213,2,23441,0.0789511982466548,0.144579674321175,0.585360026179031
214,2,24209,0.0953826926951828,0.143359879747345,0.506269175987756
215,2,24341,0.106222466144069,0.143677852901832,0.460210138232839
216,2,26815,0.152627606947215,0.143386800983497,0.287853953814898
217,2,28209,0.214329536144735,0.143211438707486,0.135392188515685
218,2,28695,0.0682356998209848,0.150045495379514,0.649556603831554
219,2,35849,-1.4896046280838,1.53667357451815,0.333024525247381
220,2,35850,-2.78952134902728,1.87601425579587,0.1379231928206
221,2,41245,-0.0611443752850285,0.143076986806537,0.669382814400606
222,2,43214,-0.15383546920118,0.145203602843414,0.290120798285862
223,2,47104,-0.0025186699750282,0.141379858561393,0.985796572023485
224,2,50915,0.0258891353724084,0.142762368659951,0.856201450277025
225,2,55834,-0.0126336603516042,0.142107717408997,0.929210209295026
226,2,56422,0.0327971002946816,0.142352668949036,0.817919631402958
227,2,57715,0.00391390535728942,0.1418939269609,0.978010073643008
228,2,59046,0.015609568468245,0.142609460435256,0.912902417890485
229,2,59191,-0.000943805043133739,0.141795325721175,0.994692993114994
230,2,59383,0.0429000285771455,0.141817789458451,0.762448307089436
231,2,59477,0.00225672057207288,0.143970231006621,0.987502598005597
232,2,59755,-0.208725891954082,0.323286818492679,0.518933997751796
233,2,60471,-0.00315281828580288,0.14202710193957,0.982301990064273
234,2,60478,0.00995657497762653,0.142188283868493,0.944214305938752
235,2,60786,0.015396046214746,0.141953108711106,0.913693481322613
236,2,61035,0.0371633490504756,0.141931453612915,0.793597423494885
237,2,61071,0.0518763136726513,0.141274336766194,0.713687883648084
238,2,61675,0.0117539446110431,0.141706730222019,0.93394183828502
239,2,62776,0.0192437241286447,0.147904947450637,0.896554516118993
240,2,62939,0.0576658482962336,0.1414298631714,0.683715705023187
241,2,63527,0.0828404915186365,0.141925698010821,0.559802221032041
242,2,63857,0.0591830677049399,0.141992265157847,0.677074479004962
243,2,65527,-0.0180024276119864,0.141555716109122,0.898873859493795
244,2,67007,-0.0422036027189951,0.155839123793646,0.786691452858364
245,2,67023,0.101872355424029,0.322253893760712,0.752094838047103
246,2,67024,0.158944771682574,0.323367000531395,0.623356705994148
247,2,67976,0.0229899398193682,0.143592676531788,0.872889749753161
248,2,69628,0.0905564577451383,0.145897205342816,0.535206299506273
249,2,71825,-0.305859390264157,0.281810238608725,0.278512574606161
250,2,72389,0.129129159785463,0.142546752582158,0.365621315950587
251,2,72392,0.00839575541582771,0.143682058330801,0.953436894257437
252,2,73646,0.141694298274641,0.140534767745079,0.314024663747097
253,2,74564,0.138762022014855,0.140266335314621,0.323206063937969
254,2,74739,0.210003911692277,0.140478513048155,0.135829136717724
255,2,79931,0.287426740710465,0.158100290455673,0.0699112138196701
256,2,80748,0.215174865033598,0.146112332541918,0.141731789510863
257,2,80873,0.24022007131192,0.140678881944348,0.0885940378862398
258,2,81501,0.268144211309407,0.14051222391617,0.0571590304170807
259,2,83526,0.260037710858088,0.140335223500021,0.06472025886477
260,2,83845,0.272770997830264,0.140401463853883,0.0528359742055746
261,2,84412,0.413144519206618,0.35503319202463,0.245340240327547
262,2,84412,0.168653790692538,0.17789729246913,0.343757521292294
263,2,84447,0.278770432173023,0.142180132046204,0.0507018192224657
264,2,87391,0.328264804399558,0.139436444927003,0.0191086690147411
265,2,87562,0.34162661653566,0.139704116446448,0.0149588133580586
266,2,87849,0.351964539970258,0.139617937057898,0.012145056273905
267,2,87878,0.333438654279033,0.140356870319161,0.0180514075936085
268,2,88125,0.300445269100881,0.156506327883443,0.0557014834578188
269,2,89785,0.292209347743974,0.140632808191352,0.0384484751263473
270,2,93441,0.311700874865952,0.144766492390274,0.0319855262495944
271,2,93588,0.351585528847052,0.149665084526179,0.0193670309743165
272,2,93721,0.293847723542048,0.140193235800638,0.0367921051505653
273,2,93952,0.264036723172588,0.139955649382261,0.0600381314641974
274,2,95085,0.325203135329359,0.139788223406351,0.0205628383446181
275,2,103188,0.397946357900152,0.142711874472176,0.0055828597296639
276,2,107124,0.38816992059487,0.13940316969126,0.00564976008242424
277,2,111645,0.414987075281168,0.139275528350276,0.00308602412647167
278,2,111916,0.40210146452177,0.139718844194535,0.00424655955880126
279,2,111931,0.418564324528308,0.139800678748323,0.0029475512966716
280,2,111999,0.421617682380868,0.139259785613448,0.002646609544893
281,2,114528,0.347901975014475,0.140654324530795,0.0138513654057031
282,2,116024,0.420661236231413,0.14043165701433,0.00293364800509529
283,2,119244,0.0992108487203509,0.154896368260655,0.522264285041729
284,2,119246,0.118862666931308,0.156511801769466,0.448091106751633
285,2,119247,0.160828897133871,0.157538207539319,0.30800654195758
286,2,120090,0.133882361479391,0.141464289020744,0.344589968794307
287,2,120291,0.176110138971451,0.142956474211753,0.218801033768458
288,2,120726,0.118347343670794,0.142296369343547,0.406142715304094
289,2,121716,0.165039700154658,0.142002518671918,0.245926894756647
290,2,123100,0.128393604063741,0.142306222543611,0.367547439454365
291,2,124677,0.105056513050313,0.142164029028059,0.46040962426418
292,2,127636,-0.189504035646482,0.179661872992598,0.292246616434748
293,2,127887,0.184006282081001,0.142914233710394,0.198753301116234
294,2,128935,0.183090545288291,0.142781832160415,0.200575431953182
295,2,129053,0.222786446577207,0.143059048211279,0.120294354258868
296,2,130040,0.177601179958524,0.144116113676795,0.218639350054535
297,2,130976,0.0770125005930911,0.14319075600974,0.591032284364791
298,2,132199,0.153229443154597,0.143682074157394,0.286950062622061
299,2,133355,0.1651413160032,0.144620003145231,0.254270329568398
300,2,133435,0.167220062106883,0.144926918204147,0.249353192765817
301,2,133943,0.140272284209094,0.169833095035585,0.409394863997573
302,2,135183,0.143797620190071,0.145078629474777,0.322281370994459
303,2,135402,0.153754547436923,0.145027720364126,0.289790514277604
304,2,135898,0.178399835319651,0.145719750234478,0.221668073739905
305,2,135912,0.169143816019859,0.145859084244241,0.246979765448854
306,2,135925,0.171582888667184,0.145187722603024,0.238080471246086
307,2,136002,0.124243170763101,0.145215321411416,0.392811070941341
308,2,136173,0.131328212564353,0.146227282203307,0.369738961015166
309,2,138209,0.179444625647402,0.150384348467614,0.233576731102116
310,2,138318,0.21373264742701,0.149827914843893,0.154601869034381
311,2,138695,0.18278435315749,0.147363019627837,0.215663162558478
312,2,138818,0.170175146605404,0.147134449916614,0.248219482658542
313,2,139728,0.180822335276732,0.146833626078343,0.218964025702104
314,2,140174,0.190495165497008,0.146798974740221,0.19525150734785
315,2,140863,0.187238420798072,0.146751187212739,0.202833183022013
316,2,141152,0.137268656533423,0.147322458525035,0.352099197712297
317,2,141292,0.181309412165406,0.146124635359002,0.215508774334894
318,2,141545,0.179485731366799,0.146845891198284,0.222419998741764
319,2,145823,0.292483006462553,0.151971436076353,0.0550838885225512
320,2,145934,0.127213398010648,0.251620087999287,0.613468976513563
321,2,145980,0.187684395615632,0.153851503924622,0.223314837819418
322,2,146723,0.202469629025169,0.146495050799054,0.167817387247085
323,2,147946,0.178453911520307,0.147931841823653,0.228499969522378
324,2,150394,0.196082287176282,0.161142706678948,0.224484167657674
325,2,151274,-0.0666577771530417,0.252932281558451,0.792288155400791
326,2,151397,0.150133710393893,0.148392044055755,0.312356826942742
327,2,153035,0.219832946041414,0.14652286766047,0.134422279690345
328,2,153228,0.171751131911563,0.147779404719482,0.245934148294674
329,2,153455,0.166158526233281,0.148917023713477,0.265275607096456
330,2,153732,0.209535151235892,0.153832986676537,0.174036410809567
331,2,153815,0.176347574261944,0.148310330595548,0.235221405530998
332,2,154160,0.170301764848477,0.146770330199901,0.246699312361292
333,2,154235,0.151634093067198,0.148298917188779,0.307249459408223
334,2,155527,0.226446140670437,0.160748506790421,0.159804604920546
335,2,159870,0.197797275302174,0.144383954954873,0.17157651140713
336,2,161229,0.263594951611595,0.146318212725536,0.072474385675243
337,2,161451,-0.153690561288008,0.314638243612786,0.62552202901754
338,2,161451,0.505497093513786,0.314605469150412,0.108999991889684
339,2,162696,0.333858847637077,0.145274109293487,0.0221384199422832
340,2,163284,0.323263527129,0.143388823059841,0.0247801180935642
341,2,164166,0.270031761676332,0.145048004506401,0.0634802810729368
342,2,165270,0.26952118398955,0.143818882782444,0.0617518455153843
343,2,165675,0.237394861710803,0.146376813675711,0.105737579367433
344,2,166404,-0.69730653920169,0.378964714025059,0.0666031766517258
345,2,168012,0.196909019586364,0.177286033723302,0.26745973043374
346,2,168062,0.168153197470237,0.145325605414878,0.248022482994363
347,2,168518,0.134789556412333,0.144589386116516,0.351858422777445
348,2,168980,0.146574958148043,0.144488070092287,0.311066060021534
349,2,169651,0.182082175828252,0.144442508237595,0.208290703467705
350,2,169902,0.523439551270804,0.240365489209079,0.0300913561700697
351,2,169960,0.036510630649655,0.225382379824045,0.871403130812526
352,2,170725,0.1672072672097,0.144751631661123,0.248817613957832
353,2,171254,0.203122602336119,0.144856768970658,0.161725141166289
354,2,172242,0.0570316956722052,0.143510474998977,0.691309451595771
355,2,173254,0.0654675153076691,0.142399989248441,0.645983129335648
356,2,173340,0.0742193909350927,0.142370583733932,0.602476835977585
357,2,173385,0.0708458000215808,0.14250666541384,0.619399637452326
358,2,173973,0.121791190131988,0.142029989940046,0.391748572060832
359,2,174714,-0.31104021534698,0.364176835604029,0.393633707169505
360,2,177341,0.13776287214876,0.141503555139684,0.330939353610687
361,2,180314,0.0487903418034876,0.141717152115094,0.730840933497493
362,2,180339,0.0272852195060712,0.142091615950485,0.847832612594434
363,2,182758,0.106530051704175,0.141475853979045,0.451957166515191
364,2,183619,0.0385279209851374,0.142132196209912,0.786494840934629
365,2,183913,0.0357325071912895,0.145734827834158,0.806452939192675
366,2,184146,0.100380281327606,0.146627470119059,0.494049398980828
367,2,187176,-0.00886138276433579,0.142920093204226,0.950596044882329
368,2,191066,-0.0170890959857757,0.143986400796823,0.905592044837228
369,2,191124,0.521939440542581,0.179789898225219,0.00392775659663831
370,2,191128,-0.435844064694657,0.165855297831014,0.00896748214483293
371,2,191599,-0.0702034969167299,0.141944998344015,0.621202593585942
372,2,191762,-0.0180894290611392,0.147611536888183,0.902535144648787
373,2,191763,-0.0618334234478571,0.142518550005359,0.664653486234629
374,2,191959,-0.083846879104765,0.142138670792198,0.555638494962688
375,2,192390,-0.00230039720091813,0.146132872211462,0.987449257747237
376,2,195759,0.0957747167059642,0.143339173399053,0.504462697080497
377,2,196912,0.106513502515982,0.14099591636242,0.450490703872074
378,2,197598,0.426891838169389,0.46027437073669,0.354314945632111
379,2,198110,0.067111360867893,0.141910526555018,0.636567384355163
380,2,198283,0.0933666655956082,0.146336107475227,0.523868533731206
381,2,198805,0.0873202299663867,0.142491140255071,0.540395479418858
382,2,198891,0.0733726468545908,0.141402491385142,0.604161070692083
383,2,199248,0.0679689998933865,0.141733302908616,0.631840391545953
384,2,201782,0.068115798634798,0.141558818469068,0.630684056705192
385,2,203285,0.21935103560615,0.140572254345151,0.119557914481462
386,2,203783,0.172551862046692,0.140452556699306,0.220062000619095
387,2,204179,0.142694708036521,0.140888523715218,0.311839871977535
388,2,205406,0.14177745764797,0.142342839734372,0.319918787228244
389,2,205834,0.145926140842794,0.141647228184495,0.30361760644986
390,2,205965,0.0176779581235645,0.155005706439559,0.909265258571178
391,2,207192,0.141165017624237,0.141528057205701,0.319236703902357
392,2,207561,0.12789888415425,0.140936598094008,0.364765575822203
393,2,208682,0.0916956963384337,0.140778959732169,0.51524748757326
394,2,210102,0.0758968630543241,0.141169536791958,0.591171838071609
395,2,212519,0.224463395875222,0.300345577949261,0.455349587271264
396,2,214801,0.0826765044490502,0.14115202534502,0.558433494160314
397,2,215016,0.0879084322360856,0.141062447579144,0.533563371408003
398,2,218876,-0.083230506555404,0.1425303681703,0.55962738694689
399,2,227511,-0.10229972075326,0.143505232546176,0.476400842793943
400,2,230378,-0.072552975096639,0.141746144893495,0.609075005983869
401,2,231943,-0.077655779156823,0.142145201752744,0.585195882027011
402,2,232156,-0.0757365088764395,0.142089820028364,0.594356141292689
403,2,232789,-0.0781341557264541,0.141582584329771,0.581391577032114
404,2,238524,-0.0569394842632337,0.141810599948283,0.68828187683063
405,2,241518,-0.114888059364661,0.142943642831895,0.422093952211707
406,2,250396,-0.273042443053887,0.141353954227475,0.0542063069689685
407,2,250466,-0.252617577180511,0.141411089358663,0.0748917049628568
408,2,252305,-0.24488918641213,0.141827709819075,0.0851023970867766
409,2,254571,-0.148733180485386,0.144208673562605,0.303071244351769
410,2,254742,-0.167316548853974,0.144020309687046,0.24611924758728
411,2,254908,-0.167597863751308,0.145123687793943,0.24892801648754
412,2,255033,-0.152455879277929,0.170221518999204,0.371059534431098
413,2,255862,-0.170893274243926,0.144235221360413,0.236884321109044
414,2,255975,-0.136145734854331,0.143817521818588,0.344461601950223
415,2,258311,-0.235826347359295,0.141064858838419,0.0954581342785635
416,2,259284,-0.169441286370508,0.141812566107838,0.232957321495266
417,2,266330,-0.096691048793627,0.142617208064044,0.498231039213857
418,2,267100,-0.118278989130811,0.14256069787672,0.40728349624534
419,2,268086,-0.0450874528609203,0.142689852628346,0.752202768633698
420,2,274614,-0.106508930871439,0.141729652090904,0.452856352047339
421,2,274729,-0.114624300763227,0.142488253956333,0.421680092056176
422,2,275746,-0.0603183860499273,0.142520389270581,0.672387841953084
423,2,277029,-0.0597056511470657,0.141858490828478,0.674097549462707
424,2,277741,-0.0777565798969012,0.141889442878566,0.584032624810284
425,2,278218,-0.066905511609045,0.14164864634277,0.636980071599621
426,2,278379,-0.0622244451627174,0.145162175299283,0.668436001415741
427,2,279910,-0.0933772836054313,0.141556427038533,0.509910462701437
428,2,280616,-0.0828519007727567,0.147768127033224,0.575365551528999
429,2,283431,-0.0914969482056235,0.143635625445018,0.524532950328716
430,2,283573,-0.0874061404176778,0.141917940414294,0.538362637399713
431,2,286762,-0.0152946796133413,0.142355306725462,0.914500818033422
432,2,287187,-0.0692455679238049,0.141645460420661,0.625240559663789
433,2,288379,-0.0339353805651119,0.140608011312041,0.809425990500163
434,2,294941,0.0274304115717038,0.140696156854005,0.845534816669541
