SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
86,1,112742,0.0262548765889743,0.0919385210596308,0.775375031921674
87,1,113050,-0.00328167381228717,0.0917942893287728,0.971501666100539
88,1,113135,0.00134277629699303,0.0915606221948272,0.988307380759141
89,1,114076,0.0410554569847252,0.0915345711404575,0.654050218302091
90,1,114628,0.0315081026353839,0.0917769620265026,0.731568369091516
91,1,116283,0.0816221343808095,0.0922005308155313,0.376614986673013
92,1,126880,-1.29984014583524,1.73048258853061,0.453066957906657
93,1,127853,0.102708516639175,0.0919686392159284,0.264848985377334
94,1,128302,0.0397607839398271,0.0917526729450568,0.665027075311943
95,1,128704,0.0130681020052643,0.0918657993611717,0.886962042562271
96,1,128911,0.0327774875733269,0.0918620358417162,0.721445656985023
97,1,130267,0.0866707798310202,0.091719115309682,0.345326278257564
98,1,130271,0.0891017047553144,0.0918216579932184,0.332522590291726
99,1,130613,0.0935251502012497,0.0926696580215056,0.313554834477628
100,1,132012,0.0681138758325306,0.0925352832450847,0.462167539123289
101,1,133231,-0.00258614916825617,0.0919490372522928,0.977577633116383
102,1,137074,0.00900381664623565,0.091817119043785,0.921938318257682
103,1,137304,-0.0135634510955083,0.0918474472600845,0.882684610597942
104,1,139686,-0.0681011757576213,0.0918995364364541,0.45916222379543
105,1,149562,-0.0801022525715633,0.0920821613512597,0.384946298111843
106,1,150447,-0.0951916693698277,0.0930654892813989,0.307081076141219
107,1,151446,-0.12300002816348,0.187127229032755,0.511411910214033
108,1,154084,-0.088309182236227,0.0933730243219365,0.344914047560395
109,1,156633,-0.11019627566023,0.0945913405786793,0.244816913788722
110,1,157269,-0.0476840367552619,0.0917593635239656,0.603623488285998
111,1,160054,-0.0796087709326772,0.092569655601006,0.390379461512628
112,1,166222,-0.128220098797284,0.091727674328308,0.163040554530463
113,1,166416,-0.123985735237004,0.0915569440780049,0.176541178700224
114,1,167326,-0.0751453592844223,0.0922293999152016,0.41575572331421
115,1,168836,-0.103756144170232,0.0917124879475304,0.258688540533819
116,1,171200,-0.102698951871824,0.0918536972320264,0.26429700277927
117,1,171431,-0.107127930402866,0.0924149271203047,0.24715578936379
118,1,173339,-0.148371509434885,0.0915305754776308,0.105909454168003
119,1,173845,-0.167816918789318,0.0913588614018081,0.0670655061040721
120,1,175121,-0.126387739220222,0.0913651449536128,0.167439295967997
121,1,175281,-0.139668178275169,0.0913884773486092,0.127335866547198
122,1,175315,-0.140298255525494,0.0913567836594826,0.125503352958998
123,1,175523,-0.137001913338963,0.0918919456226838,0.136880169708705
124,1,175541,-0.14037666421122,0.0915000605233597,0.125883536523829
125,1,175653,-0.0771215566017194,0.0920035761908619,0.402460226930485
126,1,175805,-0.0839250532897174,0.0972014155612113,0.388496192402188
127,1,175818,-0.0932255269379661,0.0949389747376288,0.326795958183769
128,1,175856,-0.157819021178566,0.0932378666849614,0.0914045469149149
129,1,175876,-0.140074741277305,0.0918788209938985,0.128264353865025
130,1,175989,-0.141836411434666,0.0921350552802684,0.124592742931903
131,1,176001,-0.147827077748265,0.0925918144217913,0.111261764713252
132,1,176451,-0.0775760087204807,0.0939518305589264,0.409532078503138
133,1,177692,-0.136852053873898,0.0913715909418233,0.135091134208463
134,1,178191,-0.133693906258431,0.0914761224889351,0.144763205223429
135,1,178224,-0.136852053873898,0.0913715909418233,0.135091134208463
136,1,178960,-0.155306565143225,0.0920230292450255,0.0923535828875331
137,1,179139,-0.20740235146288,0.182788273615065,0.257288129731589
138,1,179139,-0.460943741155588,0.367994388544623,0.211186453083306
139,1,180955,-0.163617279847202,0.105747720313362,0.122700999742245
140,1,183802,-0.0497837932881879,0.0916346978672003,0.587276214397286
141,1,183954,-0.0558340295894482,0.0922925741350468,0.54558912142808
142,1,184450,-0.0161832539957136,0.0915278560640871,0.859757200043481
143,1,184641,-0.0181922943133651,0.0941905804516543,0.846957698834742
144,1,184718,-0.0238629099994679,0.092043205917199,0.795587536386966
145,1,185296,-0.00844549303029204,0.0916603555029688,0.926639873013308
146,1,185438,-0.0209652993380925,0.0916589933409592,0.819210059341333
147,1,185469,-0.0196276036951208,0.091792133228367,0.830805698621688
148,1,185503,0.0231302831813613,0.0915523731829156,0.800689317520371
149,1,185705,0.0105698511372089,0.0925822579896886,0.909170210025343
150,1,185749,0.0180775153015678,0.0925789674677638,0.845297134614995
151,1,185806,-0.00995190681555103,0.0927060790963111,0.91457308100226
152,1,185879,-0.0245161551227786,0.0931464273097277,0.792549861967394
153,1,185916,-0.0503758477360386,0.0930745867059083,0.588682399016608
154,1,185941,-0.00147439180402433,0.0935187799664026,0.987430195543954
155,1,185954,-0.020379002346949,0.0937856564292854,0.82810525343733
156,1,186055,-0.0244823655022755,0.0919107952237002,0.79010906093877
157,1,186896,-0.00803248681059363,0.0934260520823513,0.931533486783341
158,1,187697,-0.21397073721395,0.190195216983229,0.261350895321993
159,1,189392,0.0488051451137679,0.191517218382843,0.798999524038236
160,1,189416,0.0695572302327854,0.185238062071401,0.7075128243179
161,1,190132,0.121146223670955,0.0918104861049297,0.187848852500058
162,1,190148,0.116888797921598,0.0918539408799821,0.204015061426123
163,1,190165,0.146124426314402,0.0924452538463495,0.114851593140471
164,1,190169,0.112806511770774,0.092461409954767,0.223264595628747
165,1,190933,0.13080535264541,0.0916406826948544,0.154356655255783
166,1,192149,-0.0107450896494483,0.0926543808557886,0.907742594573382
167,1,192302,0.145604664004284,0.12209542521772,0.23384741638463
168,1,192303,-0.0124667101356923,0.110458055028751,0.910202732899031
169,1,192305,0.0875342324423851,0.114692932689569,0.445850824259025
170,1,192315,-0.0342050765112125,0.130203554162183,0.792931500492892
171,1,192795,0.140956401297111,0.0914234648104642,0.124018926840586
172,1,194020,0.069545459942821,0.0965492377302065,0.471810336830809
173,1,194187,0.00810625193856127,0.0918057587557399,0.929690010915077
174,1,194867,0.0866136904561905,0.0916409315866625,0.345232871638793
175,1,197325,-0.019261573403224,0.093990224037598,0.837743626898393
176,1,197392,-0.0544246777901944,0.0951599497669493,0.567734496630785
177,1,198857,-0.35545852731517,0.439566933430463,0.419257587158154
178,1,206666,0.133547508028381,0.102949720365383,0.195405766240719
179,1,206675,0.153920066002438,0.134100600746502,0.251830263707383
180,1,223051,0.0128088935092601,0.106331346665126,0.904185663054425
181,1,223059,0.0312327711694911,0.110403382130395,0.777421710784228
182,2,7366,0.437768443289201,0.131025520078868,0.000923731797333788
183,2,8180,0.0589675576988533,0.183198022425536,0.747735044989204
184,2,8187,-0.0416006552967101,0.190523007024023,0.827282771631294
185,2,8250,-0.0705146902615557,0.18767938232732,0.707351567326473
186,2,8253,-0.0705146902615574,0.18767938232732,0.707351567326465
187,2,8285,0.00322028523971113,0.101771443329863,0.974775171439166
188,2,8302,-0.032075180348147,0.0952493993833915,0.736505913077955
189,2,8306,-0.032075180348147,0.0952493993833915,0.736505913077955
190,2,8314,-0.0414067569525498,0.093284368780991,0.657403697989077
191,2,8317,-0.0315489980198291,0.0954236716666105,0.741127497359402
192,2,8328,-0.0304583966281056,0.0949976372033641,0.748686068394866
193,2,8331,-0.0327110672799406,0.0948168659170317,0.730305793943819
194,2,8498,0.00403498336391916,0.0931734946083551,0.965481991052412
195,2,8651,0.0127825771549964,0.093258499343493,0.891056703422561
196,2,9418,0.16520402909622,0.237023984889918,0.486265996307045
197,2,9812,0.0459932543629831,0.0937831748220695,0.62414059023286
198,2,9932,0.0480136045242375,0.0934104151655071,0.607568725272515
199,2,10135,0.0559419325253742,0.0930398720037033,0.548047159301834
200,2,11616,0.00995707318538142,0.0929871886213841,0.914786301013698
201,2,12133,0.0465631951256039,0.0933254697597537,0.618137066142814
202,2,12194,0.0498139609085868,0.0936818670319839,0.59524376303332
203,2,12359,0.0285662692731071,0.0934329950775924,0.759982302959594
204,2,13061,0.0486259134196136,0.09340263839292,0.602968099159689
205,2,14298,0.0407257575030227,0.0937081906350879,0.664116963042584
206,2,15222,0.0233529055592011,0.0946391299023202,0.80523941892536
207,2,17986,0.00451944934895432,0.0929883876871826,0.961263724911446
208,2,19770,0.0161527326808846,0.0936276690367666,0.86312687694231
209,2,19836,0.0148509887851036,0.0933710317916113,0.873717688132801
210,2,19851,0.0353440069949864,0.0936288680400962,0.706035988962568
211,2,21595,0.00418418726054315,0.0932607150795085,0.964239896474224
212,2,22385,0.0354826784322534,0.0933301215142145,0.70403701192592
213,2,23441,0.0193170505512439,0.0942502778948319,0.837725537162888
214,2,24209,0.0234596425201681,0.093471432744746,0.801974092429144
215,2,24341,0.0436408481532202,0.0936720868964623,0.641581877724008
216,2,26815,0.044596318210254,0.0935584902234297,0.63389363452267
217,2,28209,0.0465708282210663,0.0935872674867747,0.619062246452583
218,2,28695,-0.00155493667496565,0.0978065337046813,0.987324678573836
219,2,35849,1.42098826175029,0.999856899513904,0.156143841544959
220,2,35850,-0.630211758830209,1.22587825685025,0.607510733341832
221,2,41245,-0.00735249108814884,0.0932601599353936,0.937205752477033
222,2,43214,0.0267975351559523,0.0947622681600327,0.777505886913291
223,2,47104,-0.00118396064142279,0.092130942643719,0.989754049550641
224,2,50915,0.0636797305755791,0.0929744185082085,0.493845967213843
225,2,55834,0.0793807639782232,0.092509842614902,0.391431012397621
226,2,56422,0.0138845951643078,0.0927688906488835,0.8811115130761
227,2,57715,0.0404775835148512,0.0924409161912587,0.661744568802072
228,2,59046,0.0818814175456155,0.0928315338166825,0.378353692749645
229,2,59191,0.0960469689608731,0.0922601506729577,0.298567139408628
230,2,59383,0.108486392518082,0.0922477437023889,0.240374186045587
231,2,59477,0.0580201463443265,0.0937681481573719,0.536472380060356
232,2,59755,0.239196710225957,0.210411089319943,0.256390260484606
233,2,60471,0.129012514831379,0.092297691583781,0.163054777259715
234,2,60478,0.128700763215857,0.092404828640006,0.164559074316194
235,2,60786,0.136235289132776,0.0922214004462091,0.14049666260047
236,2,61035,0.10793936302694,0.0923207727562217,0.243121041708796
237,2,61071,0.130514355802979,0.0918173381396991,0.156066917572594
238,2,61675,0.14008156292745,0.0920433533027297,0.12892726196378
239,2,62776,0.0798684803198919,0.0962915541989316,0.407413576828476
240,2,62939,0.088579088402811,0.0920645714171065,0.336637435315919
241,2,63527,0.126998468075246,0.0922840217625069,0.169641499846507
242,2,63857,0.120182040041025,0.0923314550974917,0.19388930301065
243,2,65527,0.112960147743271,0.0920515006526134,0.220587464477414
244,2,67007,0.00298377454976165,0.10156380332307,0.97657946066941
245,2,67023,0.22968745306972,0.209672064495933,0.274061798332618
246,2,67024,0.14910249644846,0.210646457224143,0.47951610304189
247,2,67976,0.0140521869018297,0.0935733255873213,0.880713896885305
248,2,69628,0.0635342074013545,0.0950664180938639,0.504370001877188
249,2,71825,0.263866581758821,0.183412357180713,0.151135128192901
250,2,72389,0.079137521891799,0.092903808911391,0.3948903230774
251,2,72392,0.108035482319915,0.0934548839026249,0.248455788244226
252,2,73646,0.073863662486466,0.09162768596355,0.420711651977759
253,2,74564,0.0457964372609469,0.0914994478511188,0.617027544049726
254,2,74739,0.0324068209316116,0.0918166724266329,0.724335555735033
255,2,79931,0.0650431998014843,0.1034501662561,0.529926272946616
256,2,80748,0.139923795891734,0.0952160978268177,0.142577227447599
257,2,80873,0.0589514573995267,0.0919984778455373,0.522076638113371
258,2,81501,0.0736351795322059,0.091953147934285,0.423791749486705
259,2,83526,0.0847564665694666,0.0917830638612451,0.356406939834245
260,2,83845,0.0227673544276702,0.0919732089826347,0.804631681038409
261,2,84412,0.377801693757708,0.230928743530213,0.102728784737424
262,2,84412,-0.0125182330402365,0.11607327602093,0.914177794896626
263,2,84447,0.149337215623696,0.0928158512344358,0.10851848012036
264,2,87391,0.0584727949131648,0.0915221313368938,0.523307248458324
265,2,87562,0.052135359746247,0.0917648271607716,0.570300442820504
266,2,87849,0.0928937704408277,0.0916648328821754,0.311559964500861
267,2,87878,0.0731996441345312,0.0921101870569703,0.42732402433204
268,2,88125,0.050680297176005,0.102483658219003,0.621246060486955
269,2,89785,0.0433859770314165,0.0921739004873488,0.638147850595162
270,2,93441,0.0760132416311138,0.0948690623130077,0.423529540421403
271,2,93588,0.0154634741209448,0.0982859816015628,0.875073601869641
272,2,93721,0.0506456890897522,0.0918848648964203,0.581854588366214
273,2,93952,0.0746502972587366,0.0915753036405348,0.415519300726915
274,2,95085,-0.0293758243768327,0.0917760679615011,0.74909589570361
275,2,103188,0.00357712734635393,0.094017407126095,0.969671317034413
276,2,107124,0.0123860706388849,0.0918326819029879,0.892786392106757
277,2,111645,-0.0972919899005439,0.0917478393017406,0.289674876252983
278,2,111916,-0.0751904710798044,0.0920234847638238,0.414434295820913
279,2,111931,-0.0744940188006282,0.092166066068459,0.419486065284202
280,2,111999,-0.0838678461589575,0.0918115811494642,0.361614755338688
281,2,114528,-0.0689610845425869,0.0923761024402897,0.455847129881065
282,2,116024,-0.0511365159755515,0.0926288354291689,0.581257757653491
283,2,119244,-0.00109987211283569,0.10099764588424,0.991317299532803
284,2,119246,-0.0655592722306201,0.102015361718454,0.520874127444583
285,2,119247,0.00978788327846636,0.10281071349024,0.924207645926508
286,2,120090,-0.0228862372826921,0.092294783696362,0.80430263855944
287,2,120291,-0.048107773472538,0.0933232504043042,0.606529063685416
288,2,120726,-0.0293070448331815,0.0928058718440205,0.752349524553353
289,2,121716,-0.0554915077819995,0.0926665066143042,0.549670164379625
290,2,123100,-0.0771569327606386,0.0927505863234846,0.406041650351935
291,2,124677,-0.0560731275929363,0.0926655147744376,0.545492569937123
292,2,127636,-0.031650804389673,0.11724984997949,0.787361659568908
293,2,127887,-0.109115574215279,0.0931683936529565,0.24232234721666
294,2,128935,-0.0898315745085697,0.093138339043599,0.335457475004529
295,2,129053,-0.0782657869170227,0.0934520700156998,0.402880166356556
296,2,130040,-0.0836160485082733,0.0940105377487356,0.374376283697489
297,2,130976,-0.117159394114984,0.0931407184992847,0.20926835686758
298,2,132199,-0.133905591191997,0.0935106770247578,0.153033859503525
299,2,133355,-0.134085677564909,0.0941461719987252,0.155263668744236
300,2,133435,-0.154988765239966,0.0942600266270083,0.101011045190248
301,2,133943,-0.0926768687538145,0.110669636089291,0.402923620975582
302,2,135183,-0.148383243723256,0.0943427237989207,0.11665848855874
303,2,135402,-0.167878542225244,0.0942357445154306,0.0756946897761922
304,2,135898,-0.169830745462068,0.0947301357391995,0.0738634062538141
305,2,135912,-0.179376049744531,0.0947509282445616,0.0591579453582634
306,2,135925,-0.191571137413694,0.0942493848476389,0.0428411910898679
307,2,136002,-0.219434402953015,0.0940056446745276,0.0201420620500607
308,2,136173,-0.168876151269128,0.0949741955801554,0.0762437518776561
309,2,138209,-0.155085908392672,0.0978486373484058,0.113871443314819
310,2,138318,-0.154332684755201,0.0975720046257564,0.114606478553041
311,2,138695,-0.150396451156902,0.095905439002153,0.117736378074582
312,2,138818,-0.174529709035106,0.0956122401960121,0.0687868931223743
313,2,139728,-0.102941023626878,0.0957335583070911,0.282980778735891
314,2,140174,-0.0761411335238025,0.0958045414863369,0.427290067321819
315,2,140863,-0.137875685434746,0.095570104041491,0.150001447440021
316,2,141152,-0.139394240840031,0.095834675938326,0.14668849447159
317,2,141292,-0.143952085854917,0.0951222367963409,0.131088632838425
318,2,141545,-0.175333107118267,0.0954400173147095,0.0670352345164625
319,2,145823,-0.0574780898943001,0.0995041866115862,0.563872119114536
320,2,145934,-0.167855686426839,0.163785414904572,0.306135162328692
321,2,145980,-0.0992973925915326,0.100330142855372,0.322995506883752
322,2,146723,-0.0633681107991282,0.0956627701668995,0.508139830076533
323,2,147946,-0.0783338024688169,0.096509038425292,0.417526130452451
324,2,150394,-0.0765043527926852,0.1051506747761,0.46735985078675
325,2,151274,-0.0772461998108529,0.164789574950205,0.639532975476363
326,2,151397,-0.0205431426901721,0.0968343792619279,0.83211463688611
327,2,153035,-0.0672351372195457,0.0957194711311025,0.482881063115354
328,2,153228,0.014929488730844,0.0964820185579983,0.87711586361341
329,2,153455,-0.0602750962991203,0.0971605808218787,0.53541730598723
330,2,153732,-0.0346061191885245,0.100492282484682,0.730776158393965
331,2,153815,-0.0932569594984385,0.0967132645221962,0.335574512237315
332,2,154160,-0.0472580559071989,0.09579285617965,0.622082028886851
333,2,154235,-0.0268392788391674,0.0967722243290198,0.78167766437339
334,2,155527,-0.122336476201621,0.104844634305392,0.244064310828486
335,2,159870,0.0232124873869457,0.0943302481263989,0.80576578774562
336,2,161229,0.0346634047157244,0.095768572371556,0.717606200131514
337,2,161451,0.190821507864586,0.204853318913081,0.352229993722764
338,2,161451,-0.288961403720899,0.205187030562506,0.159927395223162
339,2,162696,0.0719488422820613,0.0952972830964609,0.450756217508109
340,2,163284,0.053018942511192,0.0940680379240177,0.573368356760383
341,2,164166,0.0452512003401486,0.0949536295224892,0.633969584715422
342,2,165270,0.0666688927699899,0.0941185162982141,0.479195138390426
343,2,165675,0.0400419945162425,0.0957182039104022,0.675958725690726
344,2,166404,-0.0418322287427948,0.248125818820475,0.866213494990844
345,2,168012,0.145647477579989,0.115471142554397,0.208022064995307
346,2,168062,0.0990872651823818,0.0947349243101771,0.296303342620186
347,2,168518,0.11593064365221,0.0941363304023288,0.218948747413149
348,2,168980,0.0781520868397003,0.09420175926981,0.407311792496323
349,2,169651,0.0867457368366737,0.0942252903105103,0.357877287086369
350,2,169902,-0.166984224953959,0.157433386167718,0.289566918914591
351,2,169960,0.0671501799281327,0.14683357229552,0.647721153245617
352,2,170725,0.0492199297311544,0.094469950912405,0.602685441286773
353,2,171254,0.0647154255589195,0.0945965156156339,0.494347871421156
354,2,172242,0.121711536210506,0.0933156822130775,0.192981488754866
355,2,173254,0.0452013766301413,0.0927922908563708,0.626472614393058
356,2,173340,0.0381888316007161,0.0927899807758104,0.680910246144597
357,2,173385,0.0499079366229671,0.0928597303140513,0.591291918210529
358,2,173973,0.0452670871194413,0.0926195997309756,0.625327869967038
359,2,174714,0.391715004340775,0.236646182940001,0.0987570250091158
360,2,177341,0.0234428904529108,0.0923268135115272,0.799711335006945
361,2,180314,-0.0211937607622658,0.0923593367712601,0.818635998570465
362,2,180339,-0.0103634121119063,0.0925979363769418,0.910951725512907
363,2,182758,0.0358981785248791,0.0922477053855295,0.697399957603156
364,2,183619,0.0522815800902626,0.092589021249089,0.572661743168042
365,2,183913,0.0717695916233578,0.0949000994813069,0.449994927364928
366,2,184146,0.0556407278086494,0.0955680914933046,0.56079668983696
367,2,187176,0.0705370181337495,0.0930594324468991,0.448969769108372
368,2,191066,0.146071368243216,0.0935087168263222,0.119156927030613
369,2,191124,0.126699906859066,0.118359406574636,0.285140269675633
370,2,191128,-0.0963896970234033,0.109011869087855,0.377183147266496
371,2,191599,0.0669203456605421,0.0924626643230132,0.469695302823116
372,2,191762,0.0649355745259489,0.0961317657911082,0.499809861148034
373,2,191763,0.0634893480097479,0.0928362355882266,0.494496200956039
374,2,191959,0.133048313933561,0.092400088949785,0.150777568568083
375,2,192390,0.110858415226021,0.0950453105807234,0.244250503248585
376,2,195759,0.0286870408127724,0.0934542974816628,0.759052293880871
377,2,196912,0.091873556340917,0.0918248559280901,0.317739258585391
378,2,197598,-0.622524975907567,0.298471958690445,0.0377229068744729
379,2,198110,0.0848246369446693,0.0923957883241784,0.359215651793203
380,2,198283,0.0547634935882509,0.0953711268783454,0.56618830036857
381,2,198805,0.0831561348825202,0.0927989882164,0.370815991698821
382,2,198891,0.0367779390473386,0.0921600203532201,0.690085814815199
383,2,199248,0.0941476727454471,0.0922553388795472,0.308184619862546
384,2,201782,0.0401097194844356,0.09225309358073,0.663988425263374
385,2,203285,0.040969178960944,0.0918941639810182,0.655993335619252
386,2,203783,0.119628881112901,0.0915008348815526,0.191925243227887
387,2,204179,0.0675171415239894,0.0918737911696692,0.462894337645131
388,2,205406,0.0684137489599407,0.0928173092898777,0.461563529450268
389,2,205834,0.087639126864876,0.0923260557342845,0.343150490398512
390,2,205965,0.0946141747487839,0.100886534359304,0.348974226719838
391,2,207192,0.124792916405631,0.0921182225542616,0.176378298133803
392,2,207561,0.086813988018446,0.0918329682774458,0.345128551375987
393,2,208682,0.113013684833725,0.091597164231093,0.21809378726687
394,2,210102,0.155851731191317,0.0916569221274063,0.0899399643926295
395,2,212519,0.331157752532665,0.195081913063977,0.0904775154586618
396,2,214801,0.128948703639934,0.0917708592267702,0.160866191503813
397,2,215016,0.160821421535587,0.0915754623153264,0.0799277680421876
398,2,218876,0.0216809747192613,0.0929183434329415,0.81563758896709
399,2,227511,0.0593441283775001,0.0935299035754689,0.526169702801706
400,2,230378,0.0849341022508601,0.0922932421981253,0.358063524357657
401,2,231943,0.062240356004917,0.0926095827168471,0.50197715458063
402,2,232156,0.0831690967359408,0.0925249961651755,0.36932799508548
403,2,232789,0.0257212830365953,0.0922926688118692,0.780643936114927
404,2,238524,0.0651505163486681,0.0923676510173558,0.481064392407669
405,2,241518,0.0522653057053614,0.0931936543983044,0.575272824777397
406,2,250396,0.0242129448623845,0.0925906110746714,0.793855296345962
407,2,250466,0.0807808040572037,0.0924669716838784,0.382920274628353
408,2,252305,0.029451602067593,0.0927990017462809,0.751150641516709
409,2,254571,0.0821839279040837,0.0940141152073821,0.38262227124457
410,2,254742,0.0570641889359502,0.0939817695664411,0.544119428758786
411,2,254908,0.101816556711301,0.0945939935284852,0.282504345538004
412,2,255033,0.0031116214472115,0.111051580143537,0.9776623482225
413,2,255862,0.029591237927451,0.0941651714182987,0.753518156842411
414,2,255975,-0.00492476492301819,0.0938379595965359,0.95817465372299
415,2,258311,-0.00752225774124748,0.0922879631190752,0.935083722409658
416,2,259284,-0.0168914959660897,0.0925952147361666,0.855355501972589
417,2,266330,-0.0454439420933593,0.09296627724323,0.625271421544789
418,2,267100,-0.0509553940520449,0.0929514006275831,0.583905243311386
419,2,268086,-0.0592263482282651,0.0929442951179538,0.524391912475299
420,2,274614,-0.0738554104777432,0.0923490936724594,0.424398365341853
421,2,274729,-0.0952376894961253,0.0927999487480682,0.305467636963249
422,2,275746,-0.104666372898108,0.0927305315193167,0.259784429245119
