SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
76,1,91472,-0.184500559179316,0.102129451534406,0.0716860879946364
77,1,93789,-0.109191964791568,0.101376952254504,0.282176185688015
78,1,94351,-0.0847347057056834,0.10171070574333,0.405354322756445
79,1,99148,-0.0652054997737793,0.10148407603808,0.520952997357828
80,1,101281,0.392203733722478,1.11035650554542,0.724131919243877
81,1,106011,-0.0728422743044628,0.105756232856748,0.491417153797374
82,1,106800,0.00807646658318364,0.101679462829897,0.936735093598788
83,1,107970,-0.000938808778871737,0.10137911648793,0.992616625398933
84,1,109000,-0.0469015012422296,0.101527108416823,0.644394306850929
85,1,112549,0.0529453862960588,0.101403680773938,0.601910853029238
86,1,112742,0.0530620396823712,0.101798882025927,0.602523762406895
87,1,113050,0.0696183773302852,0.10159918236107,0.493651176705899
88,1,113135,0.046259324739475,0.101377884935363,0.648450651642437
89,1,114076,0.0722145406423129,0.101334912365397,0.47654403967928
90,1,114628,0.106194353173551,0.101507082034419,0.296195241872566
91,1,116283,0.106458150955037,0.102072621207729,0.297678328102951
92,1,126880,-2.97915316645683,1.91155772395301,0.12001200454227
93,1,127853,0.0324893746280428,0.10202477564697,0.750335024855972
94,1,128302,0.0367581409025313,0.101628650339373,0.717799554100115
95,1,128704,0.0565816984483761,0.101704085405248,0.578333301374899
96,1,128911,0.0433994337874891,0.101733703266146,0.669931912079885
97,1,130267,-0.0616359482657532,0.101658769763779,0.544703706027158
98,1,130271,-0.0564521425680754,0.101788069630959,0.579516278516353
99,1,130613,-0.0757675273043277,0.102704883622187,0.461174243405093
100,1,132012,-0.138143386302801,0.102301972517478,0.177769090746369
101,1,133231,-0.147953615142268,0.101533129698911,0.145951407112973
102,1,137074,-0.104889645272806,0.101539861440301,0.30231583491548
103,1,137304,-0.0956130458977646,0.101601195258065,0.347316513146874
104,1,139686,-0.12139511237378,0.101657123249022,0.233216272634784
105,1,149562,-0.0726852157913155,0.102021309054033,0.476655984901171
106,1,150447,-0.124287138112577,0.103014914034273,0.228434025489763
107,1,151446,-0.369136943492073,0.206446320628402,0.0746250605933363
108,1,154084,-0.0635956959601371,0.103490670836362,0.539276506893568
109,1,156633,-0.121837423726113,0.104765106218353,0.245632080433538
110,1,157269,-0.0864741224482697,0.101562495252062,0.395103558143089
111,1,160054,-0.141533568801182,0.102355815151016,0.167612426984827
112,1,166222,-0.151849636549791,0.101552444278452,0.13573404313347
113,1,166416,-0.133383669168927,0.101418558104514,0.189303042797794
114,1,167326,-0.161507270191561,0.101882454715857,0.113809146514282
115,1,168836,-0.0730233128563694,0.101685673248874,0.473153472900561
116,1,171200,-0.108117554696042,0.101749721331242,0.288697344391813
117,1,171431,-0.111162030990076,0.102377740213708,0.278307199167042
118,1,173339,-0.0745798033297371,0.101673617880533,0.463727175549558
119,1,173845,-0.0815570890097959,0.101574017319302,0.422553973756255
120,1,175121,0.0077062251463835,0.101464323668605,0.939501826219295
121,1,175281,-0.0255139293870304,0.10154231597348,0.8017562011412
122,1,175315,-0.00647566500868613,0.101518843267954,0.949175287245603
123,1,175523,-0.021368013094285,0.102088297288478,0.834327659422163
124,1,175541,-0.0160367365663472,0.101674381045399,0.874762560114232
125,1,175653,-0.0223777557626289,0.101992751843249,0.826461111621231
126,1,175805,-0.0639522663128324,0.107715043544364,0.553081574763552
127,1,175818,-0.045886632901275,0.105264617253538,0.663163426127277
128,1,175856,-0.040118387279407,0.103661607393915,0.69897981075463
129,1,175876,-0.0366958350137227,0.102075948287145,0.719439465813378
130,1,175989,-0.0341516655705061,0.102369788203569,0.738871356958156
131,1,176001,-0.0401190196443545,0.102897271397296,0.69685013592641
132,1,176451,-0.0667902931018022,0.104095880983591,0.521534506085253
133,1,177692,-0.0314234754828064,0.101505650417018,0.757067848676666
134,1,178191,-0.0300877289929681,0.101607609717457,0.767314945741365
135,1,178224,-0.0314234754828064,0.101505650417018,0.757067848676666
136,1,178960,-0.00746128562498863,0.102329477689171,0.941915584472127
137,1,179139,0.0146517173524643,0.202814058983676,0.942450140386841
138,1,179139,0.329723819689329,0.408098895727902,0.419663039364771
139,1,180955,-0.185996701159277,0.11709939277866,0.113098827005697
140,1,183802,-0.0810979126095624,0.101440419263087,0.42455932075309
141,1,183954,-0.107558837009828,0.102111043674683,0.292900320627653
142,1,184450,-0.0975452930136876,0.101242914338526,0.335967380239692
143,1,184641,-0.0891057562925461,0.104218209689596,0.393135371376266
144,1,184718,-0.0581964924323258,0.101904873066441,0.568304430718232
145,1,185296,-0.0372694088413273,0.101500046616174,0.713700212873774
146,1,185438,-0.0827839746982613,0.101428563223546,0.414947551623022
147,1,185469,-0.0799296436857599,0.101581697326611,0.431897125582983
148,1,185503,-0.108848929054359,0.101242153633226,0.283048831586039
149,1,185705,-0.106205351032537,0.10238522495257,0.300300829395935
150,1,185749,-0.0857901361198685,0.102439436028496,0.402894073151798
151,1,185806,-0.0516414595968598,0.102641276906974,0.615189707761233
152,1,185879,-0.0999066231429688,0.10303710491841,0.332900857410046
153,1,185916,-0.106567778078262,0.102971200506638,0.301411000251901
154,1,185941,-0.0996013821313011,0.103440784676191,0.33626532081425
155,1,185954,-0.0622658471732243,0.103826147836712,0.549082543096806
156,1,186055,-0.0910680260651958,0.101690359682661,0.371107478624145
157,1,186896,-0.103282410586449,0.103328760607312,0.3182123140105
158,1,187697,-0.153340487641211,0.210869668443049,0.467596858382161
159,1,189392,0.166440930681309,0.211948895079361,0.432811446689468
160,1,189416,0.301892289108475,0.204570875314107,0.140906601944512
161,1,190132,0.0450889236760285,0.101906697976352,0.658432411323032
162,1,190148,0.0344198557222309,0.101949235830221,0.735852055060504
163,1,190165,0.0582058677419032,0.102702508825986,0.571249370803304
164,1,190169,0.0443837052158383,0.102593899446794,0.665558345465522
165,1,190933,-0.138471500107173,0.101521729363926,0.17344944706112
166,1,192149,-0.0358020848676263,0.102603399375853,0.727344918755461
167,1,192302,0.401118771735442,0.133806129178337,0.00291239848079947
168,1,192303,0.211519686712728,0.121820661373115,0.0833796796140035
169,1,192305,0.364645134500117,0.125642487774049,0.00393766521967754
170,1,192315,0.225867227743609,0.143718815819389,0.116941244208772
171,1,192795,0.0132449248339357,0.101593755501551,0.896346817296546
172,1,194020,0.00415723354881714,0.107011206042359,0.969033072745573
173,1,194187,0.00927909720717945,0.101679172070566,0.927338889000702
174,1,194867,0.14065213368987,0.101348928983615,0.166073032279328
175,1,197325,0.101700645748015,0.103964019725673,0.328630870162969
176,1,197392,0.0721448907909258,0.105373053365541,0.49400671640732
177,1,198857,-0.056448791409045,0.487282766794489,0.907842039237095
178,1,206666,-0.0527485312057607,0.114258677713239,0.644610335885456
179,1,206675,-0.174964091420159,0.14850800636007,0.239532074693106
180,1,223051,0.21325611012796,0.11722120056633,0.0697184549410231
181,1,223059,0.137146450663919,0.122072811357024,0.261996850917123
182,2,7366,0.390497905943233,0.145920906800753,0.00779586330620686
183,2,8180,-0.201429349269262,0.202646907067091,0.320907752690786
184,2,8187,-0.433735270702817,0.209761033911325,0.0393908519811358
185,2,8250,-0.490956870595118,0.206256709563479,0.0178278671509006
186,2,8253,-0.512074810215559,0.206111194942294,0.0134377885792503
187,2,8285,-0.302057309921179,0.11156445842057,0.00710962312134299
188,2,8302,-0.288679757912869,0.104385441633883,0.00598198243159538
189,2,8306,-0.288679757912869,0.104385441633883,0.00598198243159538
190,2,8314,-0.277474644735151,0.102285029956942,0.0069994415195298
191,2,8317,-0.288304240881127,0.104582879380314,0.00614201282106486
192,2,8328,-0.282986853768772,0.104146219587554,0.00690799226034732
193,2,8331,-0.28759423840417,0.103910499051657,0.00594273371168198
194,2,8498,-0.247500210300453,0.102350106126838,0.0161042512959303
195,2,8651,-0.262934084290761,0.102338545348603,0.0106017457311392
196,2,9418,0.196030683034941,0.262488640768257,0.455671828154105
197,2,9812,-0.206451845037896,0.103322047787599,0.0464683088595875
198,2,9932,-0.1961249260549,0.102967415006126,0.0576279784818845
199,2,10135,-0.18709082856095,0.102616823809649,0.0691189673695979
200,2,11616,-0.187917375408509,0.102502595744843,0.0676008039240291
201,2,12133,-0.168634093309005,0.103008546874621,0.102503133952247
202,2,12194,-0.186366427673072,0.103323628785371,0.0721283574083601
203,2,12359,-0.175364539272445,0.103073451136202,0.0897568971588985
204,2,13061,-0.195827876271081,0.102961361243571,0.0579908261990767
205,2,14298,-0.167224622630738,0.103431801807888,0.106822889780308
206,2,15222,-0.180816440199788,0.104383672465143,0.084106265066832
207,2,17986,-0.215932502149455,0.102346135298915,0.0355767602233704
208,2,19770,-0.196417238343314,0.103173176691988,0.0577540880273606
209,2,19836,-0.181974195723544,0.102962020009929,0.0780266217054551
210,2,19851,-0.179862983427319,0.103276619164941,0.0824556347005106
211,2,21595,-0.184721107785005,0.102821997941782,0.0732677275830726
212,2,22385,-0.185780762530535,0.102914776830201,0.0718968336597905
213,2,23441,-0.169057894413949,0.104004368899394,0.10495095029235
214,2,24209,-0.175556401062495,0.103110789573741,0.089523308197443
215,2,24341,-0.17881734280434,0.103340841423622,0.0844390955799842
216,2,26815,-0.157248317504688,0.103315377310974,0.128898732241911
217,2,28209,-0.12093726120215,0.103488715760153,0.243352053181248
218,2,28695,-0.140320556306265,0.108067666042313,0.194980070248106
219,2,35849,-1.39798443118151,1.10805726335556,0.207906499740143
220,2,35850,-1.4654943719673,1.35598513720607,0.280541734404659
221,2,41245,-0.114579136390017,0.103110789727097,0.267228428139613
222,2,43214,-0.0698961831591819,0.104899664487136,0.5056452261837
223,2,47104,0.101062408709265,0.101897553251073,0.321972458280033
224,2,50915,0.0875859160515633,0.102936489629338,0.395416501813506
225,2,55834,0.0402647140156706,0.102543463901191,0.694807632110896
226,2,56422,0.0437776447684588,0.102722800326836,0.670241815930035
227,2,57715,0.0591973614989272,0.102362037427309,0.563421150366317
228,2,59046,0.0162143634164014,0.102924963781241,0.874912690484673
229,2,59191,0.037217788713422,0.102320075406376,0.716270763516569
230,2,59383,0.0156963136224565,0.102365311880847,0.878220726382092
231,2,59477,0.0239318894682936,0.103901185209974,0.817966309878457
232,2,59755,0.254861045548734,0.233072081208188,0.274926127764454
233,2,60471,0.0307579250340844,0.102493522423214,0.764280357076075
234,2,60478,0.0294807412228211,0.10261157184266,0.774047944134394
235,2,60786,0.0152973879324541,0.102451592186782,0.881391668111482
236,2,61035,0.0171214257728551,0.102443385280565,0.867362977189779
237,2,61071,0.00634119138030004,0.101982137503297,0.950455132873842
238,2,61675,0.0612100501807975,0.102224394990531,0.549702815763104
239,2,62776,0.0775694545440775,0.106671488417558,0.467597208948028
240,2,62939,0.0801904641143528,0.102010257518583,0.432335112835595
241,2,63527,0.0714528704453579,0.102412167700576,0.485824720002037
242,2,63857,0.0598793367495935,0.102457039016606,0.559301937307539
243,2,65527,0.0526559304680099,0.10213020078646,0.606472975155092
244,2,67007,0.0713801569710961,0.112422709129839,0.525887665253043
245,2,67023,0.144183489617608,0.232489560504891,0.535544768996791
246,2,67024,0.131021114143473,0.233362316437552,0.574847526451175
247,2,67976,0.105806500681441,0.1034871103163,0.307285924633788
248,2,69628,0.0776347673803398,0.105276113223662,0.461344991550759
249,2,71825,-0.158980963702449,0.203556772038721,0.435316917140238
250,2,72389,-0.0303889378193186,0.102988389066511,0.768112732592856
251,2,72392,0.011196914759717,0.103699760146961,0.914077378753006
252,2,73646,0.0803191085378788,0.101485392577632,0.429221553220174
253,2,74564,0.0847319567099697,0.10127558480132,0.403356792617283
254,2,74739,0.0831281704842995,0.101612997882348,0.413859955011454
255,2,79931,0.161533454188258,0.114317275217294,0.158528754348864
256,2,80748,0.160536546603188,0.105432778921444,0.128743185806329
257,2,80873,0.165200356376335,0.101572070557068,0.104749497223937
258,2,81501,0.141977128995492,0.101654468256669,0.163392136627451
259,2,83526,0.146069365503437,0.101479450938309,0.150923813547187
260,2,83845,0.179660336963119,0.101423770910082,0.0773597910409213
261,2,84412,0.352650977674613,0.25604533321469,0.16929250332159
262,2,84412,0.102553549938143,0.128442868633352,0.425153718910514
263,2,84447,0.138482064212995,0.102910612395512,0.179277834042644
264,2,87391,0.173558241410123,0.101002155788743,0.0866074786664047
265,2,87562,0.161026818007059,0.101318521935238,0.112884995560532
266,2,87849,0.162396818570799,0.101302662324139,0.109810160068584
267,2,87878,0.163393255541877,0.101736615979728,0.109158874421333
268,2,88125,0.114943478400328,0.11337990621435,0.311377060948011
269,2,89785,0.102053798579985,0.101974452725982,0.31761961804743
270,2,93441,0.0905342747368617,0.105057055009779,0.389403002124304
271,2,93588,0.103853699001345,0.108719793643315,0.3401090912494
272,2,93721,0.0870301491707924,0.101705214872064,0.392738764362037
273,2,93952,0.0986655418638067,0.101383513169765,0.331124680034272
274,2,95085,0.0532039977550482,0.101621667218335,0.600920257425414
275,2,103188,0.0323480055806682,0.104114733303953,0.756215297762691
276,2,107124,0.0482571748078147,0.10167925276179,0.635364161525196
277,2,111645,-0.00422108757756645,0.101776574659883,0.966941421336872
278,2,111916,-0.00437409794021282,0.102016458874503,0.965824307820131
279,2,111931,0.0113410976842233,0.102170935360838,0.91167846956973
280,2,111999,0.0183722340480636,0.101801115224031,0.85688572674746
281,2,114528,-0.0337690822544044,0.102375885202724,0.741706031687831
282,2,116024,-0.0237118302200752,0.102627362709665,0.81741149536501
283,2,119244,-0.123225336537909,0.111667280045606,0.270559861501276
284,2,119246,-0.10732021676611,0.112908548820283,0.342505683916644
285,2,119247,-0.123072950359141,0.113680651187827,0.27971607210248
286,2,120090,0.0384480866202748,0.102209285688271,0.70701635253578
287,2,120291,0.0161688458231405,0.103395258592687,0.875823693328748
288,2,120726,0.0253106361179229,0.102792611961803,0.805647223143875
289,2,121716,-0.0193112399011056,0.102679540425848,0.850927563221568
290,2,123100,-0.00470671377832843,0.102826026755549,0.96351661240542
291,2,124677,-0.00854669535327979,0.102683677060221,0.933713259222697
292,2,127636,-0.0577722475946711,0.129836787559464,0.656620980693352
293,2,127887,0.0246481874405298,0.103380389808388,0.811691938234358
294,2,128935,0.022564503374934,0.103283994217068,0.827188807112924
295,2,129053,0.00579881337129884,0.103604934295247,0.955397024259634
296,2,130040,-0.0184727338066248,0.104233114323525,0.85943315210805
297,2,130976,0.0085557796070036,0.10338771051088,0.934093797266131
298,2,132199,-0.058081862038576,0.103821888214201,0.57621791740973
299,2,133355,-0.0172949000597811,0.104566471777522,0.868726801152209
300,2,133435,-0.00485891413288519,0.104796174232309,0.963045250576747
301,2,133943,-0.0610673815912402,0.122650521868646,0.618866357777772
302,2,135183,-0.0620142965054935,0.104802571669694,0.554413545590168
303,2,135402,-0.0543876404482602,0.104798724001161,0.60410521713491
304,2,135898,-0.0696929728225608,0.105329398312766,0.508616414699574
305,2,135912,-0.0608446512825851,0.105422815551264,0.564206832761055
306,2,135925,-0.0631214813094927,0.104940996393064,0.547896440754062
307,2,136002,-0.0497263466408326,0.104882812086727,0.635712166129111
308,2,136173,-0.0413907177675328,0.105635497585313,0.695423335681109
309,2,138209,-0.0794074385595234,0.108674796907914,0.465454045795084
310,2,138318,-0.0691512158568297,0.108385445867771,0.523879516916616
311,2,138695,-0.107099803188897,0.10643665195093,0.314993950341395
312,2,138818,-0.0981772425236844,0.10626531943387,0.356175776740482
313,2,139728,-0.0834880223211616,0.106109976906243,0.431923034875652
314,2,140174,-0.0891043686390474,0.106097036702939,0.401567416691922
315,2,140863,-0.093135222428125,0.10604422470715,0.380395827958715
316,2,141152,-0.10589336138985,0.10630976425297,0.319892058813586
317,2,141292,-0.103949631896152,0.105548698529052,0.325372308488886
318,2,141545,-0.16122378140189,0.105861247575913,0.128660863359037
319,2,145823,-0.163990927210959,0.109911672251211,0.136585805273673
320,2,145934,-0.352927215299731,0.1806960624093,0.0515911216726846
321,2,145980,-0.164353418904412,0.110930100255363,0.139340314715521
322,2,146723,-0.162629287210081,0.105662950907579,0.124667818466171
323,2,147946,-0.170326248109302,0.106603279387996,0.110991547014852
324,2,150394,-0.245181439045862,0.115813777477845,0.0349562029908394
325,2,151274,0.0168634085976276,0.18256688908984,0.926457755060856
326,2,151397,-0.19312453652408,0.106761835528397,0.0713127524800442
327,2,153035,-0.155781051331267,0.105763427488788,0.141663722201739
328,2,153228,-0.145619866562259,0.10658061337378,0.172718130083221
329,2,153455,-0.118485828849315,0.107483766405044,0.271056096150139
330,2,153732,-0.226546349242778,0.110663711644089,0.0413822747661449
331,2,153815,-0.163913867733163,0.106900113990573,0.126088635548289
332,2,154160,-0.156821650323462,0.105802989967569,0.139178073119018
333,2,154235,-0.172384090978308,0.106798129301188,0.107396731079315
334,2,155527,-0.231405438224284,0.115690382115359,0.0462428886958348
335,2,159870,-0.0820439518648539,0.104392910364291,0.432444516228832
336,2,161229,-0.21927348113702,0.105444029326655,0.0382904669771425
337,2,161451,-0.17460530628746,0.226973306615333,0.442243406531115
338,2,161451,-0.263456511208278,0.227460089848979,0.247543495315208
339,2,162696,-0.230640417824999,0.104915734623841,0.0285734728344878
340,2,163284,-0.174982683660813,0.103814776656564,0.0927704968942765
341,2,164166,-0.116115619241974,0.105017797292763,0.269619927139012
342,2,165270,-0.152234316775083,0.103999636236703,0.144139422779134
343,2,165675,-0.154147667635927,0.105720868005558,0.145712324218855
344,2,166404,0.112578398046751,0.274756892234991,0.68224652533926
345,2,168012,-0.140499531015558,0.127959336739574,0.272952249986081
346,2,168062,-0.0785550692674197,0.105002690030068,0.454883278612238
347,2,168518,-0.10649526557651,0.10433034148765,0.308071622666514
348,2,168980,-0.0942003213623099,0.104314175452621,0.367118187052697
349,2,169651,-0.118974656685767,0.104292134199815,0.254733735494425
350,2,169902,-0.138057370575659,0.174487947930622,0.429350199390384
351,2,169960,-0.146929346798085,0.162485258421651,0.366472859463979
352,2,170725,-0.129599823210469,0.104442652459483,0.215477556479899
353,2,171254,-0.193580385116336,0.104332065178594,0.0643688723394744
354,2,172242,-0.113982943311495,0.103422518359884,0.271164904820343
355,2,173254,-0.112846991789025,0.102630815584566,0.272280605528882
356,2,173340,-0.0894129235840685,0.102683754621376,0.384476889282962
357,2,173385,-0.086643842663942,0.102785242864016,0.399821647145921
358,2,173973,-0.0948246788125306,0.102491127009481,0.355494498110238
359,2,174714,0.0721576418848216,0.263084098628121,0.784032996207336
360,2,177341,-0.150847661875182,0.101950023643647,0.139865578149598
361,2,180314,-0.18591296180397,0.10182030425411,0.0687110512939487
362,2,180339,-0.16951944936206,0.102160788255773,0.0979354839027426
363,2,182758,-0.176711681349719,0.101756890612724,0.0833290350333112
364,2,183619,-0.11446839166819,0.102411986982057,0.264444769801474
365,2,183913,-0.0934030779760826,0.105073952963545,0.374647634411691
366,2,184146,-0.129410589872953,0.105672779512485,0.221529359775962
367,2,187176,-0.113028941360056,0.102976015298064,0.273116871549437
368,2,191066,-0.00725208992295812,0.103921983525777,0.944405110567482
369,2,191124,-0.0957109240627738,0.1312024157461,0.466185399649351
370,2,191128,0.0936486106262131,0.120766647991537,0.438592415669602
371,2,191599,-0.0686186272644704,0.10241765829015,0.503303315079145
372,2,191762,-0.0661115747618639,0.106481171425509,0.535082065751668
373,2,191763,-0.0732203357889837,0.102814810678584,0.476837677604697
374,2,191959,-0.033725470015231,0.102621901060655,0.742624090741698
375,2,192390,-0.0917685903523777,0.105356697725846,0.384331062053446
376,2,195759,-0.12943132357817,0.103289421801451,0.211001001162666
377,2,196912,-0.18676408458415,0.101358226357031,0.0662237869308433
378,2,197598,-0.0366781207053037,0.332596828895676,0.912251554408466
379,2,198110,-0.138981576840997,0.1021874378601,0.174677240825799
380,2,198283,-0.126387625990007,0.105463063285265,0.231562726036622
381,2,198805,-0.164128049535554,0.102524638543148,0.110301455458813
382,2,198891,-0.143454059156939,0.101808723911523,0.159699269755522
383,2,199248,-0.151708644010798,0.102008713754377,0.137851332252378
384,2,201782,-0.162406598146522,0.101835844138635,0.111654510192958
385,2,203285,-0.135136216384866,0.101551416169936,0.184141003145318
386,2,203783,-0.171991304651799,0.101173303912927,0.0900179367320249
387,2,204179,-0.169241664352945,0.101433219893098,0.0961025324556196
388,2,205406,-0.157799588328256,0.102535260283696,0.124705355379536
389,2,205834,-0.151412448050145,0.10206827223206,0.138849063596975
390,2,205965,-0.105201590045987,0.11173554351221,0.347080749069599
391,2,207192,-0.155669467918654,0.101954073968283,0.127691623923503
392,2,207561,-0.178857279711379,0.10139213730823,0.0785943234712901
393,2,208682,-0.131725723697097,0.101424696574193,0.19487612695929
394,2,210102,-0.112377538019798,0.101753648789249,0.270168443944109
395,2,212519,-0.258142763911518,0.216507077727151,0.23394202622163
396,2,214801,-0.133247769654244,0.101677402657593,0.19088030442887
397,2,215016,-0.163384162867739,0.101494425848791,0.108338743274002
398,2,218876,-0.117959487072537,0.102727748800576,0.251633467486965
399,2,227511,-0.172259184223457,0.103241569099197,0.0961019879049103
400,2,230378,-0.164085934674611,0.101968386307186,0.108469931513801
401,2,231943,-0.157958206875745,0.102290205865808,0.123431911109475
402,2,232156,-0.155265388429586,0.102259676038805,0.129822716780539
403,2,232789,-0.165651614082343,0.101848862373579,0.104747254799863
404,2,238524,-0.158622512260138,0.10202491521293,0.120903376763593
405,2,241518,-0.128200159370485,0.103036695737273,0.214244682745783
406,2,250396,-0.0877315273611676,0.10245208695358,0.392403022554341
407,2,250466,-0.0913184993909576,0.102406947759535,0.373149528816095
408,2,252305,-0.136065591793591,0.102538549347701,0.185376248808881
409,2,254571,-0.158162425025566,0.103897275184208,0.128830159991013
410,2,254742,-0.12609255843956,0.103927157553814,0.225834684277045
411,2,254908,-0.135481240013966,0.104691087788323,0.196475217666474
412,2,255033,-0.032907975076212,0.12298257699448,0.789177040971772
413,2,255862,-0.107426105739544,0.104150167761637,0.303034141652493
414,2,255975,-0.0848254495828904,0.103832304013485,0.414509934805006
415,2,258311,-0.0294764441914949,0.102202233856052,0.773199958377463
416,2,259284,-0.0587810299607496,0.102510711720668,0.566729841330762
417,2,266330,-0.118680764431304,0.1028055420176,0.249108977068272
418,2,267100,-0.0788331970377547,0.10290640835405,0.44414842201326
419,2,268086,-0.0578742556963089,0.102953349636964,0.57437700952871
420,2,274614,-0.0903859644438549,0.10226053894408,0.377363004204278
421,2,274729,-0.0864034594023929,0.102830795295933,0.401337608305209
422,2,275746,-0.0880293283822791,0.102781907833652,0.392320450116622
423,2,277029,-0.0946054174553795,0.102286652834603,0.3556472557547
424,2,277741,-0.0815501814521462,0.102358735448912,0.426155245283814
425,2,278218,-0.0903157678361738,0.102152638990861,0.377230158005967
426,2,278379,-0.0879018766743508,0.104692006539906,0.401687747578727
427,2,279910,-0.0815894302312047,0.102137494992228,0.424932162946979
428,2,280616,-0.0888900166406339,0.106592581379154,0.404888254649393
429,2,283431,-0.0473679233054293,0.103696381735106,0.648099808214711
