SNP,Chr,Pos,Effect,SE,PLM2_SNA3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
68,1,84858,0.151740745703338,0.134184968647611,0.258893233917322
69,1,85751,0.118908931995825,0.134831878150022,0.378428195614507
70,1,87445,0.122331738643109,0.135108874400588,0.365854757817422
71,1,87467,0.109176309442282,0.13584957230091,0.422136564399586
72,1,89070,0.154120211143313,0.134873553811786,0.253936978084606
73,1,89616,0.139428177529195,0.13419084183345,0.299502401691054
74,1,89679,0.124917869028544,0.134248363044595,0.352749060353279
75,1,89880,0.148560175003298,0.134214243974967,0.269095938777539
76,1,91472,0.168096041892717,0.135149113636698,0.214405107358439
77,1,93789,0.0510871719770971,0.134021889978461,0.703295086081869
78,1,94351,-0.011070713595908,0.134400973048569,0.93439855364742
79,1,99148,0.0369837689756022,0.134035016657404,0.782766233632566
80,1,101281,0.950446588977287,1.46518977269031,0.516963787892742
81,1,106011,-0.0130122989624742,0.139702979637603,0.925843113806107
82,1,106800,-0.0641987180784666,0.134186789614192,0.632641777944739
83,1,107970,-0.0533086182258114,0.133802531040566,0.690566917093123
84,1,109000,0.0538112818462158,0.134037873226741,0.688322006827018
85,1,112549,-0.0147962681141863,0.133914387486396,0.912083171220247
86,1,112742,-0.0512853989070888,0.134410728362144,0.703019302994358
87,1,113050,0.0157732818377532,0.134209652989521,0.906509149486076
88,1,113135,-0.0352845230054261,0.133857259352953,0.79224340629085
89,1,114076,0.0505726761143505,0.133843369181383,0.705769350197115
90,1,114628,0.0526560333371595,0.134179835898195,0.694978243221454
91,1,116283,0.0770313514511798,0.134893265673406,0.568326341128187
92,1,126880,-2.67096295034473,2.52815858029875,0.29146893328597
93,1,127853,-0.0328407420037776,0.134692945460333,0.807512397737786
94,1,128302,0.0136996316303075,0.134184885855325,0.918739086542814
95,1,128704,-0.0379337365997914,0.134305265044876,0.777768497520255
96,1,128911,0.0090448260160686,0.134334443550848,0.946356592594432
97,1,130267,0.157100032278017,0.134011022549592,0.241870430450801
98,1,130271,0.161585909942864,0.134155602019739,0.229216316943926
99,1,130613,0.160702584944625,0.135417385127598,0.236135932015447
100,1,132012,-0.0431607347908407,0.135379743923195,0.750057366888177
101,1,133231,-0.0905263307238595,0.134352073015595,0.500879878923575
102,1,137074,-0.0967767880353942,0.134148389954217,0.471131176387922
103,1,137304,-0.134366498057281,0.134103346840491,0.317048126480135
104,1,139686,-0.107106088401253,0.134349498181308,0.425859249708046
105,1,149562,-0.171133107461616,0.134469024203754,0.203976940755525
106,1,150447,-0.16180224945289,0.135999753981632,0.234954235710025
107,1,151446,0.0923402712013885,0.273721180296026,0.736052385794003
108,1,154084,-0.121338863379383,0.136540506300898,0.374787922885363
109,1,156633,-0.149840937460802,0.13833750033816,0.279478978116789
110,1,157269,-0.211540407832874,0.133739175566607,0.114604804591605
111,1,160054,-0.157174263294713,0.135228896450784,0.245905676104298
112,1,166222,-0.171866088548734,0.134173843364956,0.201062328190574
113,1,166416,-0.156336383142271,0.133954087722379,0.243962079521229
114,1,167326,-0.164742290852411,0.134689836446311,0.222098988916446
115,1,168836,-0.185878560818906,0.133970506998295,0.166177164919066
116,1,171200,-0.170408294159225,0.134230405497838,0.205091676930714
117,1,171431,-0.172406627721352,0.135065043721242,0.202628155947847
118,1,173339,-0.150031352578438,0.134086055464412,0.263935771439987
119,1,173845,-0.151005323700123,0.133971411646913,0.260446398754838
120,1,175121,-0.167778232693712,0.133648170543013,0.210173953769005
121,1,175281,-0.158836971366228,0.133793196116452,0.235953829158285
122,1,175315,-0.165562036208635,0.133727805569737,0.216519376051505
123,1,175523,-0.1365368803995,0.134581098487478,0.311023652897534
124,1,175541,-0.162656340245763,0.1339476297749,0.225434273699857
125,1,175653,-0.162287454056569,0.134374515088413,0.227961614522389
126,1,175805,-0.138074679428266,0.142077822613711,0.331803399906779
127,1,175818,-0.18239421657637,0.138659900769583,0.189226863799124
128,1,175856,-0.150250960372995,0.13664096774784,0.272254020792246
129,1,175876,-0.147316082786214,0.134548892009262,0.274311816340415
130,1,175989,-0.152438407550367,0.134917965105578,0.259302383168909
131,1,176001,-0.162518919539606,0.135590352561032,0.231486632045245
132,1,176451,-0.0610946584015225,0.137460701784554,0.656988318275403
133,1,177692,-0.178318553441556,0.133681333840713,0.183094086864864
134,1,178191,-0.178515113035067,0.133813994451247,0.183046123612466
135,1,178224,-0.178318553441556,0.133681333840713,0.183094086864864
136,1,178960,-0.156165933311308,0.134832248670222,0.247555672309993
137,1,179139,-0.247601942882428,0.267416337783518,0.355128265454278
138,1,179139,-0.389447510341045,0.538838855695106,0.47031009080661
139,1,180955,-0.0760647693090135,0.155083840440942,0.624102442520777
140,1,183802,-0.0538096959363348,0.134004096923395,0.688256292846542
141,1,183954,-0.044804715959401,0.134989447601707,0.740152140384253
142,1,184450,-0.0374511126664393,0.133813564839337,0.779737098226812
143,1,184641,-0.00707252031953298,0.137722404842454,0.959072925461355
144,1,184718,-0.0554095059425973,0.134556472078621,0.680740574724139
145,1,185296,-0.0386237793348835,0.134002055534482,0.773337752924697
146,1,185438,-0.0243039981949939,0.13401790805315,0.856197818983196
147,1,185469,-0.0293531347172123,0.134208481614171,0.827000044003949
148,1,185503,-0.014928167427732,0.13386807492128,0.911272126261283
149,1,185705,-0.0326553113209868,0.135355461826887,0.809496817413756
150,1,185749,-0.0429921293531944,0.135347278804252,0.750943484595627
151,1,185806,-0.0617462366216419,0.135507525708834,0.648909999804181
152,1,185879,-0.0548906674804701,0.136171016390558,0.687117986838262
153,1,185916,-0.0218080928534665,0.136135458793475,0.872819830262809
154,1,185941,-0.0388562555287158,0.136717813149739,0.776417850503384
155,1,185954,-0.0459796558171589,0.137110937027584,0.737563016217104
156,1,186055,-0.0252676121588511,0.134389154401769,0.850970386917801
157,1,186896,0.00571904369125406,0.136598920130392,0.966628063067364
158,1,187697,-0.222960983487976,0.27832881012092,0.423629715358227
159,1,189392,-0.271718003098751,0.279668578589137,0.331929051138668
160,1,189416,-0.325328886784121,0.270335882313129,0.229618430746767
161,1,190132,0.128886536935923,0.134391396502572,0.338195695424843
162,1,190148,0.145542803413802,0.134383863587226,0.279530866209712
163,1,190165,0.131600110915763,0.13546033010361,0.331963088107918
164,1,190169,0.145404190507847,0.135250917466132,0.283077695583811
165,1,190933,0.104388193993156,0.13425864269236,0.437375372201024
166,1,192149,0.217209546251061,0.134977960221174,0.108461635658148
167,1,192302,0.123710588515493,0.17875320755184,0.489345328672414
168,1,192303,0.0325775327364806,0.161493853094758,0.840247017529429
169,1,192305,0.0824098257281811,0.167773013580964,0.623591418309432
170,1,192315,-0.289860953892281,0.189762558420716,0.127534006507829
171,1,192795,0.314806915437185,0.133068427267411,0.0185332497632453
172,1,194020,0.159795559551204,0.141011673837667,0.257895969899432
173,1,194187,0.178359565720038,0.13389417729299,0.183688832463331
174,1,194867,0.0275420054301483,0.134149228992927,0.837449277765082
175,1,197325,0.07860086692292,0.137367187644367,0.567553844606836
176,1,197392,0.0650819295031304,0.139154293768655,0.640290483918314
177,1,198857,0.330042679625288,0.643044040779872,0.608097162504496
178,1,206666,-0.0828556253676496,0.150816226904016,0.583091125315611
179,1,206675,0.0166319453907331,0.19643144981798,0.932571362741533
180,1,223051,-0.00597252508050539,0.155469475229499,0.96937767058865
181,1,223059,-0.138420813610989,0.161270411046517,0.39130095829443
182,2,7366,0.361750049284773,0.193622343100062,0.0625445498537009
183,2,8180,0.316121940483388,0.267363446109618,0.237855578895478
184,2,8187,0.24023027315776,0.278288099876312,0.388589962898777
185,2,8250,0.243371244370913,0.274154238127654,0.375297702594064
186,2,8253,0.273171670860778,0.274074696910946,0.319590357555164
187,2,8285,0.123598023086998,0.148654312357701,0.406283816095653
188,2,8302,0.106885511687153,0.139169877709501,0.442987636218095
189,2,8306,0.106885511687153,0.139169877709501,0.442987636218095
190,2,8314,0.082479361785303,0.136358085556239,0.54565181730305
191,2,8317,0.102685492864602,0.139433066762291,0.461945962948387
192,2,8328,0.103929412007392,0.13880568225432,0.454512329772802
193,2,8331,0.0991637694219998,0.138554210594863,0.474647429065151
194,2,8498,0.156427083464623,0.135974270545334,0.250750967982955
195,2,8651,0.145329752168193,0.136136906591203,0.286463681421975
196,2,9418,0.092057331029471,0.346755514524149,0.790793182534545
197,2,9812,0.149732045661122,0.136934972244664,0.274940279956301
198,2,9932,0.152341191812791,0.136385253995195,0.26475757377848
199,2,10135,0.160099604708708,0.135835823452211,0.239341076645044
200,2,11616,0.16620490293714,0.13567028063974,0.221367562739271
201,2,12133,0.183874417106042,0.136147580106438,0.177704066618302
202,2,12194,0.179383478987955,0.1366936694406,0.190270652733208
203,2,12359,0.172212667115583,0.136318257597539,0.207310344778856
204,2,13061,0.189269583878855,0.136244094298176,0.165649221187786
205,2,14298,0.17733149842549,0.136721595692919,0.195469249970516
206,2,15222,0.173516427111611,0.138074882887383,0.20969919781465
207,2,17986,0.193240311143369,0.135568787033,0.154924018448487
208,2,19770,0.148786924105786,0.136669143394994,0.277044291193419
209,2,19836,0.145121551456281,0.136303598632129,0.28774238804882
210,2,19851,0.156624732947192,0.136667986321236,0.252561684791794
211,2,21595,0.135905408135105,0.136164480363879,0.318915830910327
212,2,22385,0.15440527680155,0.136237860018299,0.257836143673097
213,2,23441,0.156752617046449,0.137558347113297,0.255252527747811
214,2,24209,0.147506269243521,0.136450699093437,0.280425097317723
215,2,24341,0.168637419529988,0.136705314532111,0.21817888115356
216,2,26815,0.210087972277563,0.136377840938651,0.124338167546518
217,2,28209,0.220739507007345,0.136376385409597,0.106425355565895
218,2,28695,0.0854586072051673,0.142930207870002,0.55028707675563
219,2,35849,0.171771241059949,1.46603429254883,0.906794134213374
220,2,35850,0.25713594655924,1.79296993080715,0.886045516598678
221,2,41245,0.268236715893106,0.135607014709701,0.0487009129245466
222,2,43214,0.253836269831876,0.137906993812298,0.0665143969775821
223,2,47104,0.115033941499962,0.134565070247687,0.39320991870918
224,2,50915,0.268922765526329,0.135272648737869,0.0475831605708622
225,2,55834,0.218988535666121,0.134896625704257,0.105400744732929
226,2,56422,0.258406571462703,0.134942212973676,0.0563077693861346
227,2,57715,0.278005542768484,0.134381989971668,0.0392951748158767
228,2,59046,0.280534905239233,0.13505519426648,0.0385069915504427
229,2,59191,0.287877623052455,0.134228400819966,0.0326602214420716
230,2,59383,0.280286670950593,0.134313050879399,0.0376217974517256
231,2,59477,0.279527947339469,0.136363123159392,0.041114591149933
232,2,59755,0.305809863026354,0.307773675961817,0.321088848061466
233,2,60471,0.300732987601011,0.134371011885475,0.0258389805612351
234,2,60478,0.305746455487168,0.134494502141605,0.0236083182857774
235,2,60786,0.338907863590126,0.13404441177112,0.0118961305881879
236,2,61035,0.343361170973384,0.134002457267202,0.0108109517221245
237,2,61071,0.335842131334356,0.133437457161577,0.0122833952895127
238,2,61675,0.32366860739837,0.133913443299304,0.0161554091735032
239,2,62776,0.30939048824286,0.139959182486022,0.0277059372121177
240,2,62939,0.316687540750999,0.133725493203903,0.01841346055415
241,2,63527,0.370787220303252,0.133842394622294,0.00589623140022484
242,2,63857,0.358074233902981,0.133972207295963,0.00787238088776801
243,2,65527,0.271064404763227,0.134101019511211,0.0439983411627348
244,2,67007,0.294256527497498,0.147667963015981,0.0470649860550269
245,2,67023,0.486606097646325,0.305987126321549,0.112666191734903
246,2,67024,0.538888486203133,0.306866255409741,0.0799381434576274
247,2,67976,0.297385688901534,0.135898868547196,0.0293036574681946
248,2,69628,0.426925000060367,0.137215369894019,0.00201408885466641
249,2,71825,0.521341050645979,0.267516186861199,0.0521087391317786
250,2,72389,0.414561478838882,0.134171582343845,0.00216198631171241
251,2,72392,0.419822986233892,0.135062473615256,0.00203401210524543
252,2,73646,0.397898785963617,0.132408745903496,0.00284495205962377
253,2,74564,0.400842081765592,0.132116900002407,0.00259223905370396
254,2,74739,0.436186346981492,0.132246134200961,0.00107173856177792
255,2,79931,0.392532681542712,0.149889669611232,0.00920403682575319
256,2,80748,0.311639213855497,0.138651616309427,0.0252159382537367
257,2,80873,0.323818973075751,0.133480678180167,0.015768412656375
258,2,81501,0.342787089322972,0.133323803388216,0.0105469519294958
259,2,83526,0.273780614035599,0.13356507454567,0.0411231706430182
260,2,83845,0.290671136099585,0.133592475625297,0.0302326684482966
261,2,84412,0.528956222434537,0.337746174076783,0.118212904184413
262,2,84412,0.347749090133126,0.168700733623301,0.0400027428610543
263,2,84447,0.385206005552027,0.134650401943489,0.00447752901695831
264,2,87391,0.275452947606407,0.133086367873369,0.0392045900866882
265,2,87562,0.275494612336782,0.133426997312059,0.0396756875342603
266,2,87849,0.278851758039211,0.133394448423469,0.0372941197410027
267,2,87878,0.268113106713093,0.134036826795779,0.04623409606544
268,2,88125,0.269730093767711,0.149203725473333,0.0714890956459614
269,2,89785,0.25284071569211,0.134135976922732,0.0602566859670632
270,2,93441,0.223689494431706,0.138322285711153,0.106736615994132
271,2,93588,0.225278432807653,0.143207466370418,0.116593477062216
272,2,93721,0.2254130431644,0.133865709315495,0.0930899441638982
273,2,93952,0.21109128291477,0.133546044407935,0.114850701530625
274,2,95085,0.211306292170648,0.133732784591036,0.114987921441173
275,2,103188,0.0822127805434726,0.137393066091414,0.549972489164049
276,2,107124,0.0754263538268889,0.134211600987711,0.574475552755814
277,2,111645,0.155467823978255,0.134102563874136,0.24710924351649
278,2,111916,0.143505479660379,0.134457544824118,0.28656930870108
279,2,111931,0.163205267144896,0.134600239178988,0.226124860018907
280,2,111999,0.168790102119773,0.134095283185797,0.208958743140087
281,2,114528,0.109529966507794,0.135043503095989,0.417870992870673
282,2,116024,0.151881547474301,0.135249303428599,0.262211410095383
283,2,119244,-0.221864961568189,0.147195335242781,0.132632627226882
284,2,119246,-0.20095841015643,0.148859677825604,0.17788560879451
285,2,119247,-0.104273626482213,0.150218544045012,0.48804710607395
286,2,120090,-0.194286891713639,0.134558796456603,0.149659355146625
287,2,120291,-0.198145537353142,0.136090849167009,0.146286978164496
288,2,120726,-0.202228402929032,0.135282715967155,0.135844984296897
289,2,121716,-0.143459447675008,0.13534088290948,0.289875671225969
290,2,123100,-0.202013428728975,0.135316590912779,0.136357948053445
291,2,124677,-0.140850020996355,0.135348646992048,0.298752114653661
292,2,127636,-0.256091023649725,0.170905520790918,0.134913647447133
293,2,127887,-0.104271373801926,0.136372623270714,0.445016808841192
294,2,128935,-0.111027883787779,0.136228367938126,0.415614420477529
295,2,129053,-0.109987782916968,0.13664620875446,0.421413902521604
296,2,130040,-0.0909539154037013,0.137521156384871,0.508799294295689
297,2,130976,-0.13596008895906,0.136293531995567,0.319179228855115
298,2,132199,-0.103094160295984,0.137008255121157,0.452271870980479
299,2,133355,-0.040005194710061,0.138029212501601,0.77211542051386
300,2,133435,-0.060987509807173,0.138305855097253,0.659511058229479
301,2,133943,-0.0874741862877692,0.161903316787259,0.589340127901765
302,2,135183,-0.09533633320652,0.138327527036516,0.491145624952562
303,2,135402,-0.0866496332666491,0.138322792333248,0.531437400707181
304,2,135898,-0.0612785226522536,0.139095406553165,0.659808247946457
305,2,135912,-0.056486635473697,0.139203947103407,0.685147686432789
306,2,135925,-0.0620644625617883,0.138566308984995,0.654496934252241
307,2,136002,-0.0781344451848918,0.138439521285816,0.572844405344669
308,2,136173,-0.0639520066301746,0.139440311847613,0.646779573843906
309,2,138209,-0.0263279798244378,0.143565381525181,0.854599907921046
310,2,138318,-0.0286151104326562,0.143156161566806,0.841683757249718
311,2,138695,-0.0452131277902215,0.140689933854081,0.748122343459461
312,2,138818,-0.0634058451271371,0.140411921738351,0.651855922677545
313,2,139728,-0.0851799533339852,0.140127351262512,0.543661066370498
314,2,140174,-0.104134546548631,0.140091074630692,0.457773544188105
315,2,140863,-0.128151067007304,0.139977881677688,0.360549237130102
316,2,141152,-0.101655974337302,0.140434542843044,0.469626630895637
317,2,141292,-0.113601615564201,0.139397167336972,0.415650839497842
318,2,141545,-0.05221750205662,0.140180369113256,0.709742485174915
319,2,145823,-0.00768948797656144,0.145552811558547,0.957897608940389
320,2,145934,-0.140375932287983,0.23970953720779,0.558512854691054
321,2,145980,0.055817386716432,0.146865608554188,0.704131244157508
322,2,146723,0.0769655533886149,0.139895063680813,0.58255324252439
323,2,147946,0.0331798749177832,0.141226022100194,0.814390244327007
324,2,150394,0.0732085884154032,0.153806231598352,0.63438353845014
325,2,151274,-0.112308906327129,0.240938966495241,0.641409872450692
326,2,151397,0.0874352539666448,0.141513656413082,0.537067763466583
327,2,153035,0.0970266505658843,0.139953552804786,0.488591304047271
328,2,153228,0.0725459792465317,0.141017876079769,0.607262640524639
329,2,153455,0.0522880247218365,0.142108236600529,0.71313472127744
330,2,153732,0.0908610365952844,0.146874416835399,0.536558590683477
331,2,153815,0.0773975016689934,0.141530216076777,0.584819041124442
332,2,154160,0.0262341706444471,0.140099639371091,0.851569331705881
333,2,154235,0.00866069269354308,0.14150491713546,0.951231236419732
334,2,155527,0.0822905175300634,0.153525763239481,0.592292936152093
335,2,159870,0.026825755933521,0.137924289088661,0.845899222193037
336,2,161229,0.0116647815890549,0.14004742240751,0.933666847097832
337,2,161451,-0.207407973778551,0.299679790117668,0.489330372917218
338,2,161451,0.0332475290471752,0.300839444426827,0.912063079783505
339,2,162696,0.0480953258138179,0.139422700797776,0.730329504254704
340,2,163284,0.0563177555992278,0.137565692617656,0.682503173961622
341,2,164166,0.00391648949185042,0.138875789954418,0.977517469864106
342,2,165270,0.0463648593489396,0.137685931060058,0.736510281994724
343,2,165675,0.0355887927233314,0.139971044063598,0.799444094170443
344,2,166404,-0.505507817045171,0.361799255251169,0.163229466937219
345,2,168012,0.0988320794965984,0.169128104211547,0.559349880597271
346,2,168062,0.0135248832047634,0.138724124873425,0.92238878181194
347,2,168518,-0.0510621821661039,0.137904901498093,0.711402664147645
348,2,168980,-0.0374323058898116,0.137851799848731,0.786134313345124
349,2,169651,-0.00482043098825691,0.137931440513063,0.97214094137247
350,2,169902,0.282049304524177,0.230059918198548,0.221022704626465
351,2,169960,-0.0883240194056043,0.214696862195489,0.681036656460875
352,2,170725,0.0159910768990961,0.138174585475372,0.9079315781128
353,2,171254,0.038539312854132,0.13838561463451,0.780797622067514
354,2,172242,0.0115973474641964,0.136763430388666,0.932469578033905
355,2,173254,-0.0459297306019246,0.135694783254723,0.735204058224048
356,2,173340,-0.0403461507188687,0.135683385379483,0.766370305079404
357,2,173385,-0.0380014299991476,0.135810290472039,0.779785174201979
358,2,173973,-0.0127196504020484,0.13546283680766,0.92524368404736
359,2,174714,0.341649870559676,0.346863250239134,0.325313460121198
360,2,177341,0.0538796832408784,0.134972502264596,0.689994547570889
361,2,180314,-0.00687752912817108,0.135047764502233,0.959412780278099
362,2,180339,0.00646073447073714,0.135389009955555,0.961966552026103
363,2,182758,0.178081582875705,0.134570516340639,0.18658118004768
364,2,183619,0.119026019545873,0.13528688690401,0.379563738253969
365,2,183913,0.167345949071765,0.138579444141169,0.228016810774689
366,2,184146,0.183721997061229,0.139454352495533,0.188547415056532
367,2,187176,0.122008267821763,0.136017547249213,0.370328182207374
368,2,191066,0.143461778673493,0.136977773077591,0.295661129402253
369,2,191124,0.41104594549222,0.171947206703506,0.0173473734375421
370,2,191128,-0.354689902921063,0.158441489423333,0.0258035621527619
371,2,191599,0.0992412498051042,0.135186378597181,0.463370923077372
372,2,191762,0.151898626405537,0.140412088405281,0.280077238439114
373,2,191763,0.118067139554686,0.1356799038139,0.384788551194147
374,2,191959,0.0919665525333987,0.135405496628823,0.497460256834291
375,2,192390,0.123998278367637,0.139076356918242,0.373223174595056
376,2,195759,0.223775732934264,0.136137347556591,0.101118201273756
377,2,196912,0.0921060408062778,0.134357553734521,0.493459914151421
378,2,197598,0.34637206306811,0.43868807560826,0.430312790789186
379,2,198110,0.0842414149618667,0.135178322593555,0.533563861161845
380,2,198283,0.0677051664388763,0.139460273078934,0.627637106352883
381,2,198805,0.106586903507138,0.135716715139667,0.43276748774029
382,2,198891,0.102270979631585,0.134667194513456,0.448099227631735
383,2,199248,0.100715699989436,0.134978559941997,0.456066940367074
384,2,201782,0.0676256966416088,0.134870941695974,0.616394848575
385,2,203285,0.172129409322248,0.134083257510222,0.200071384100362
386,2,203783,0.190423667727641,0.133722953089277,0.155325087610507
387,2,204179,0.178758359706048,0.134093880430612,0.183364048542093
388,2,205406,0.160628306712842,0.135542820483925,0.236785285698777
389,2,205834,0.136085087673985,0.134967491068653,0.314010457077438
390,2,205965,0.104607365097145,0.147584429104922,0.478918432049897
391,2,207192,0.131020437826091,0.13485513013688,0.331932570319775
392,2,207561,0.137470026010394,0.134239187402588,0.306504521176885
393,2,208682,0.12084570887708,0.134058067821632,0.367967439001787
394,2,210102,0.0969647565597105,0.134459883437819,0.47129908209859
395,2,212519,0.494434308601251,0.285178609407214,0.0838318898927531
396,2,214801,0.128224241529676,0.134379297589053,0.340637187927249
397,2,215016,0.130813675384409,0.134295351570961,0.330686568779381
398,2,218876,0.076096758164044,0.135805603978142,0.575605765492196
399,2,227511,0.100454253956255,0.136723124526259,0.46299320135803
400,2,230378,0.0596216875554973,0.135066051988444,0.659174775284135
401,2,231943,0.0445322931820125,0.135469939890213,0.742558831904619
402,2,232156,0.0324205703661183,0.135424140605809,0.810934191843746
403,2,232789,0.0470649834268371,0.134932307958945,0.72744410709561
404,2,238524,0.0494387154806236,0.135119859613166,0.714667927337865
405,2,241518,0.047102088743167,0.136295676560823,0.729858557780806
406,2,250396,-0.0929777936117069,0.135298974669021,0.492406354382666
407,2,250466,-0.0722473523699542,0.135286995418796,0.593656717604857
408,2,252305,-0.0467808120332727,0.135677532680033,0.730454509070007
409,2,254571,-0.0649958255109111,0.137562844988786,0.636875497072192
410,2,254742,-0.0609196234985263,0.137443837377458,0.657868835827094
411,2,254908,-0.0431493522769906,0.138513204657906,0.755590780669237
412,2,255033,-0.0532247606915977,0.162343503759157,0.743217380382681
413,2,255862,-0.0947768014789265,0.137605317595142,0.491427814979995
414,2,255975,-0.0990533471798929,0.137099282550115,0.470469460015222
415,2,258311,-0.0871337805510473,0.134855383020609,0.518616565795784
416,2,259284,-0.0955901735827193,0.135293817476634,0.480319942646186
417,2,266330,-0.100938035122226,0.135865414676025,0.458020216730784
418,2,267100,-0.100700629126138,0.135855995197969,0.459046405195946
419,2,268086,-0.113988857754788,0.135836168992755,0.40194506352477
420,2,274614,-0.0408728196229874,0.135127968833425,0.762468209033334
421,2,274729,-0.0690696629983829,0.135834932624874,0.61143275449871
422,2,275746,-0.0306240409759911,0.13581557057228,0.821734383580451
423,2,277029,-0.0205933975697911,0.135189723797801,0.879014001451031
424,2,277741,-0.0307236493505422,0.135237356599414,0.820412838819266
425,2,278218,-0.048376515985852,0.134978407575813,0.720256816822162
426,2,278379,-0.041915540537251,0.138325952826633,0.762053057249384
427,2,279910,-0.0590042421010221,0.13491901359681,0.662138880570893
428,2,280616,-0.0599993620209363,0.140817327700136,0.670309676461099
429,2,283431,-0.0456111617882924,0.136910594523227,0.739222160296367
430,2,283573,-0.0454885313732731,0.13526786587901,0.736855897623224
431,2,286762,-0.0225512954703895,0.135630522518595,0.868039617064718
432,2,287187,-0.020285951774867,0.13499864607535,0.880639147365288
433,2,288379,0.0110224452429295,0.133978591899685,0.934478481485563
434,2,294941,-0.162912688245303,0.133779312394472,0.224124034620102
