SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
96,1,128911,0.00292713720017873,0.0973497787821627,0.976029616863702
97,1,130267,-0.04010425919601,0.0972803427735105,0.680403133791744
98,1,130271,-0.0371583523751877,0.0973991674024384,0.703057460154419
99,1,130613,0.00522874391844361,0.0983292286923419,0.957621848092872
100,1,132012,0.00476703380448512,0.0981205801785085,0.961278755445542
101,1,133231,-0.0521341711781709,0.0973851203920995,0.592751713579151
102,1,137074,0.00690628308844404,0.0972853919052022,0.943445971489662
103,1,137304,0.00588489614733036,0.0973193974130592,0.951815592682167
104,1,139686,0.0326713552292203,0.0974322784189604,0.737580080823663
105,1,149562,0.027631388715938,0.0976590333129092,0.777390699430764
106,1,150447,0.0284041981981837,0.098741915646063,0.773775049485893
107,1,151446,-0.221945650742382,0.198039811312897,0.263172207859401
108,1,154084,0.0283348151162159,0.099047104464114,0.774989145805947
109,1,156633,0.0270027074631141,0.100406378572412,0.788137443042204
110,1,157269,0.0609044914391466,0.0972067128988972,0.531361739090299
111,1,160054,0.049700152043045,0.0981491635553116,0.612910465332232
112,1,166222,0.0422016713689593,0.097432716503174,0.665180101720366
113,1,166416,0.0370711474841358,0.0972407322587538,0.703261455698017
114,1,167326,0.0479348664116818,0.0977801571712739,0.624274986740302
115,1,168836,0.0621725383829173,0.0972936456822083,0.523224653992891
116,1,171200,0.0791251033127146,0.0974046918121195,0.417147713049832
117,1,171431,0.090404371126615,0.0979862908639123,0.356834058264888
118,1,173339,0.0680438386851355,0.0972740438745151,0.484696147611216
119,1,173845,0.0677188746254672,0.0971939404551787,0.486424273779526
120,1,175121,0.0995055420532753,0.096923317081932,0.305292071753634
121,1,175281,0.0812998980099161,0.0970539972303826,0.402778945119154
122,1,175315,0.0791280314170962,0.0970284711770961,0.415328325464499
123,1,175523,0.0824952736184077,0.0975713621243036,0.398411959310051
124,1,175541,0.0804390202349353,0.0971772295469517,0.408368028250992
125,1,175653,0.108008562643703,0.0974098089986115,0.268268812500566
126,1,175805,0.0600009532693451,0.103048908289702,0.560765243893077
127,1,175818,0.103220276968588,0.100579882486903,0.30547566341013
128,1,175856,0.099954691769835,0.0990474366236697,0.313589226470685
129,1,175876,0.0852893753277687,0.0975645562721964,0.382612389102355
130,1,175989,0.0839154740933703,0.0978468910286488,0.391684083613403
131,1,176001,0.0756456755944138,0.0983767999216312,0.442444180105845
132,1,176451,0.133003047758521,0.0993908979677613,0.181698652981987
133,1,177692,0.0449349565431131,0.0970903779236473,0.643781608733713
134,1,178191,0.0532483799884972,0.097174942114706,0.584062879748138
135,1,178224,0.0449349565431131,0.0970903779236473,0.643781608733713
136,1,178960,0.013430541519588,0.0978929015146287,0.890953871791338
137,1,179139,0.0702286485525034,0.193990031106506,0.717552249065224
138,1,179139,-0.434013541498479,0.390090358553751,0.266638450469224
139,1,180955,0.0116751132012328,0.112422490474728,0.917347097414959
140,1,183802,0.077919672130964,0.0970434819885962,0.422552203519193
141,1,183954,0.0752101067276024,0.0977572841478426,0.442196762385649
142,1,184450,0.112476750690856,0.0967976226053851,0.246029251591291
143,1,184641,0.10768938565835,0.0996401130853047,0.280531272140332
144,1,184718,0.0927175726213794,0.097408672498284,0.341828870779472
145,1,185296,0.0973810013038848,0.0969814274330103,0.316008523576434
146,1,185438,0.0956981707143029,0.0969907646282592,0.324478759896081
147,1,185469,0.0954891541221229,0.0971317103291502,0.326236754440246
148,1,185503,0.108408911721009,0.0968412764569735,0.263709576106053
149,1,185705,0.0907430613930961,0.0979783071073205,0.354998376649069
150,1,185749,0.0791116893274526,0.0980068639854887,0.420091590404121
151,1,185806,0.111584790242767,0.0980485540070648,0.255868721805443
152,1,185879,0.0806479351410078,0.0986095316495915,0.413993783180296
153,1,185916,0.095366264122443,0.0985273619581395,0.333748729105151
154,1,185941,0.107593775746704,0.0989221698188339,0.277486906256075
155,1,185954,0.105048729889729,0.0992197584175275,0.290438452839547
156,1,186055,0.102684639678005,0.0972403346659354,0.291695799919103
157,1,186896,0.0804112398101147,0.0988979783634183,0.4167244538967
158,1,187697,0.0650613932939312,0.201852443115704,0.747399912299904
159,1,189392,0.118178908117889,0.202843091821093,0.560526188135871
160,1,189416,0.249029457291961,0.195860072066535,0.204399954526071
161,1,190132,0.0843960697186844,0.0974138343328229,0.386877754873656
162,1,190148,0.0801446798110094,0.0974534440264182,0.411410462217182
163,1,190165,0.084525866640204,0.0981933223114717,0.389926580583443
164,1,190169,0.0955715697642255,0.0980418805609416,0.330325256035757
165,1,190933,0.0354157789759799,0.0973593761149665,0.716252451345861
166,1,192149,-0.0476647941835125,0.0981409670613258,0.627497625561834
167,1,192302,0.0216594582748675,0.129621326074738,0.867388655367692
168,1,192303,-0.0869252862611467,0.116946381966495,0.457799435778943
169,1,192305,-0.0215686193995173,0.121617615437699,0.859336905184913
170,1,192315,-0.00953144352490476,0.137969632901022,0.944962164880639
171,1,192795,0.0312414613673471,0.0971790511748907,0.748034284389759
172,1,194020,0.00139442023692025,0.10237380013865,0.989140148833209
173,1,194187,-0.0665745942318891,0.0972092391071155,0.493882508966248
174,1,194867,-0.0283624879288064,0.0972091407633037,0.770635624182277
175,1,197325,0.00603767844381942,0.0995926784732892,0.951693191558016
176,1,197392,-0.0434085608511223,0.100846896799243,0.667138120002221
177,1,198857,-0.632750970035083,0.464955918588955,0.17441859760505
178,1,206666,0.073815179049287,0.109269378431437,0.499778842684504
179,1,206675,0.156641875727725,0.142106730916752,0.271089482412958
180,1,223051,0.0620998231066847,0.112617123274449,0.581691687907568
181,1,223059,0.10712555991166,0.11685205924309,0.359893110737296
182,2,7366,0.18912671955151,0.140646220607786,0.179586087770556
183,2,8180,0.0476008413371565,0.19411928136988,0.806432926708561
184,2,8187,0.175448532478797,0.201666057099049,0.384894141987146
185,2,8250,0.0760325883227155,0.19885413607349,0.702429222608299
186,2,8253,0.0658006446041952,0.198864472859548,0.740930048909212
187,2,8285,0.101491458844338,0.107696623468914,0.346641113687501
188,2,8302,0.108280895737331,0.100772975844028,0.283331070840861
189,2,8306,0.108280895737331,0.100772975844028,0.283331070840861
190,2,8314,0.117742914105384,0.0986681486984555,0.233544518927815
191,2,8317,0.104013239006732,0.100970080484474,0.30364995652448
192,2,8328,0.0949592057969205,0.100542378018105,0.345575786353225
193,2,8331,0.0913672350880119,0.100362328537364,0.363246607132143
194,2,8498,0.0787630454690806,0.0986331227886987,0.425090860343858
195,2,8651,0.0683942416204587,0.0987475291224684,0.489005167445176
196,2,9418,0.240547456925556,0.250985001501924,0.338510155803622
197,2,9812,0.08169216753614,0.0993065985956852,0.411276171988419
198,2,9932,0.0793187502400809,0.0989199220146976,0.423180284286708
199,2,10135,0.1027221596635,0.0984791447691301,0.297622545717582
200,2,11616,0.0985543475782945,0.0983863732562817,0.317171135242338
201,2,12133,0.106234698774666,0.0987560561876068,0.282783395644193
202,2,12194,0.113899651571897,0.0991150751080562,0.251265659971957
203,2,12359,0.106779265846083,0.09884672005872,0.280767925521988
204,2,13061,0.119517072937625,0.098798104725194,0.22719962329317
205,2,14298,0.0968901657384633,0.0991810264310782,0.329286551090668
206,2,15222,0.104856792317632,0.100128052659647,0.295711438745642
207,2,17986,0.0994587293437565,0.0983837950854376,0.312744306234359
208,2,19770,0.0965688996235105,0.0990740754155163,0.330369549988911
209,2,19836,0.106442233942141,0.0987724113208458,0.281925199060637
210,2,19851,0.120136875460836,0.0990181761462651,0.225833615176241
211,2,21595,0.136811230007722,0.0985459407523566,0.165921490593594
212,2,22385,0.141427866943263,0.0986212495020329,0.152443024267719
213,2,23441,0.119801081557076,0.0996649891390283,0.23015463849168
214,2,24209,0.141727856878525,0.0987587519158813,0.152146393201269
215,2,24341,0.139843101904351,0.0990013014290783,0.158672619533967
216,2,26815,0.138302980018101,0.0988881290904727,0.162816831773176
217,2,28209,0.126858553206483,0.0989650305651588,0.200735726190673
218,2,28695,0.0234492567441556,0.103623362398954,0.821104402502886
219,2,35849,0.270292606939098,1.06232673296199,0.799308025458176
220,2,35850,-0.659211495495579,1.29889075123284,0.612107770996512
221,2,41245,0.128280725832482,0.0985784387201764,0.194002375236806
222,2,43214,0.180702479235979,0.0999550094698401,0.0714827237694797
223,2,47104,0.0271872718330265,0.0976065700128,0.780761444655333
224,2,50915,0.0522354003405151,0.0985371984648816,0.596370027051861
225,2,55834,0.0584512682986626,0.0980715759849373,0.551553041720595
226,2,56422,0.0387211609004861,0.0982747214718526,0.693812025720487
227,2,57715,0.048491343276222,0.0979383001264056,0.620822509931729
228,2,59046,0.0802502214342064,0.0983752321968398,0.415189586833306
229,2,59191,0.0771241514853445,0.0978180290594406,0.430965525923607
230,2,59383,0.0613268793736376,0.0978779051297273,0.531349326613305
231,2,59477,0.0724333240437463,0.0993310504602209,0.466355968266891
232,2,59755,-0.0122522533490321,0.223347682948147,0.956283175290524
233,2,60471,0.0849906879005271,0.0979598264781335,0.386198601384392
234,2,60478,0.0895800552777153,0.0980602770002222,0.361592464347384
235,2,60786,0.0910070223797571,0.0978949295292655,0.353192890774972
236,2,61035,0.110022244434079,0.0978325233985699,0.261523605785971
237,2,61071,0.113450809468099,0.0973759780546308,0.244773289056815
238,2,61675,0.0906906625320912,0.0977247590839455,0.354030596775153
239,2,62776,0.087678211278977,0.102018340944683,0.390683399672792
240,2,62939,0.100331629970573,0.0975286824864921,0.304306364729536
241,2,63527,0.0858283855136667,0.0979349261600075,0.38141850009512
242,2,63857,0.0755818823894609,0.0979816690979903,0.440993038046214
243,2,65527,0.0419991501446698,0.0977153479348866,0.667595237854811
244,2,67007,0.0833427227090526,0.107520520076255,0.438779893164626
245,2,67023,-0.0623418170611383,0.222510439224007,0.779507515505195
246,2,67024,-0.0423808243488604,0.223337243965076,0.849605045911885
247,2,67976,0.0700681404735888,0.0990785534192906,0.479910123890119
248,2,69628,0.0370188350166576,0.100771997633243,0.713576308530912
249,2,71825,0.20952351997928,0.194584010815698,0.282315386243317
250,2,72389,-0.0223170490992595,0.0985301203452664,0.820943841306416
251,2,72392,0.0416598925230137,0.0991825279578168,0.67471720083841
252,2,73646,0.0327886448486575,0.0971576959896157,0.735956712232071
253,2,74564,0.0352116918919962,0.0969644572180164,0.716717514951882
254,2,74739,-0.03537304192962,0.097283236128837,0.716367809377965
255,2,79931,0.0426563524577476,0.109648402911084,0.697489631950371
256,2,80748,0.0089443260322526,0.101193151664675,0.929617904416094
257,2,80873,-0.0121861522252125,0.0975314391333728,0.900637512802953
258,2,81501,-0.0306373625913613,0.0975037110611122,0.753541546694015
259,2,83526,-0.0733405278422907,0.0972877899469374,0.451441047004261
260,2,83845,-0.0628422086891413,0.0974011916910988,0.519223614288224
261,2,84412,-0.350939858223499,0.24489494480955,0.152736562711005
262,2,84412,-0.0286962564998999,0.122977896528879,0.815628901521306
263,2,84447,-0.026552342339604,0.0986927944249821,0.788055822836016
264,2,87391,0.0158501309202155,0.0970245893503712,0.870326905950337
265,2,87562,0.0107087527648345,0.0972721288126111,0.912400036676929
266,2,87849,0.0199519536403297,0.0972587886977174,0.837578690951033
267,2,87878,0.00977987719586149,0.0976811578485127,0.920305571509415
268,2,88125,-0.0425164490693586,0.108600517877823,0.695668350122191
269,2,89785,-0.0358073690536832,0.0976748407626047,0.714138782529544
270,2,93441,-0.0302799867478771,0.100596900035709,0.76358928631804
271,2,93588,-0.0309722412880508,0.104129443139206,0.76630572024366
272,2,93721,-0.0578635635760115,0.09734972312356,0.552632997878103
273,2,93952,-0.0501782986641301,0.0970831020587647,0.605578088780644
274,2,95085,-0.0608923132097754,0.0972013592979478,0.531421195448236
275,2,103188,0.0226942646526536,0.0996089557391891,0.819907529995779
276,2,107124,-0.000264481233941988,0.0973037570128414,0.997832808918292
277,2,111645,0.0683817892215728,0.0972980210764728,0.482638872087767
278,2,111916,0.109598923655283,0.0974210867672198,0.261352509767792
279,2,111931,0.107518260723967,0.0975771449883122,0.271264750467738
280,2,111999,0.0803830348396696,0.0972997863134595,0.409283919899963
281,2,114528,0.0342901479108196,0.0979372591777738,0.726454736591268
282,2,116024,0.0206870271976611,0.0981809993241244,0.833240638691775
283,2,119244,0.0665881724792489,0.106953294588525,0.533955211210498
284,2,119246,0.0491146566439435,0.108121916150874,0.649926240140468
285,2,119247,0.123429365396332,0.108736142126448,0.257092131649195
286,2,120090,0.123006859258957,0.0975800030258106,0.208294790409411
287,2,120291,0.117731158742955,0.0987191194329567,0.233832102376044
288,2,120726,0.166571265276695,0.0979458557693887,0.0898901218481532
289,2,121716,0.105429506986804,0.0980741853662114,0.283110050896312
290,2,123100,0.0160005196836965,0.0983664095902692,0.870877300375333
291,2,124677,-0.0260900543367462,0.0982247721482129,0.790690147612896
292,2,127636,0.0326812309591498,0.124232637717657,0.792654128301945
293,2,127887,0.0166647265262885,0.0989041281812216,0.866291366916741
294,2,128935,0.0193273190779085,0.0988092494935641,0.845033982298718
295,2,129053,0.00392645042054784,0.0991151752185045,0.968422441400727
296,2,130040,0.0185776964872913,0.0997154457498201,0.852310950684388
297,2,130976,-0.0263343240441452,0.098898173462962,0.790181231738391
298,2,132199,-0.0887846602706878,0.0992540988093512,0.371653854665635
299,2,133355,-0.0280235900668151,0.100027578796426,0.779519903255575
300,2,133435,-0.0451949081384555,0.100226013268501,0.652316921496052
301,2,133943,0.00281790138696008,0.117376252737509,0.980860252518787
302,2,135183,0.0204995170663728,0.100304468127071,0.83817986991084
303,2,135402,0.00174697243381755,0.100295206295991,0.986112747191117
304,2,135898,-0.0196786127192404,0.100821712155601,0.84536253539594
305,2,135912,-0.00997516885971911,0.100900230896677,0.921304190005551
306,2,135925,-0.0142147506369489,0.100441701053329,0.887537995569391
307,2,136002,-0.00923119023236912,0.100368192317528,0.92677145338445
308,2,136173,-0.00194884035510107,0.101079439965541,0.984628404671302
309,2,138209,-0.0139392840919956,0.1040410508812,0.893495773247781
310,2,138318,-0.0147750882220501,0.10374507792522,0.886831692159168
311,2,138695,-0.0186397959584484,0.101965052324535,0.855055395191326
312,2,138818,-0.0365977677157604,0.101764240358961,0.71933673164941
313,2,139728,-0.0120659420404026,0.10159837892145,0.905532128053209
314,2,140174,-0.0268025903234926,0.101590393047481,0.792064888704405
315,2,140863,-0.0472096640882056,0.101528223736159,0.64222492543754
316,2,141152,-0.0445757030486123,0.10181775502568,0.661799807832477
317,2,141292,-0.0494158875382992,0.10107889622993,0.625227193145055
318,2,141545,-0.0641010409456874,0.101548361738975,0.528294357835208
319,2,145823,-0.0233085269377551,0.105472109240106,0.825226175974921
320,2,145934,-0.221401014845565,0.173396742477911,0.202495740507697
321,2,145980,-0.0686551716145843,0.106389380795981,0.519139185764293
322,2,146723,0.00602244132115148,0.101421888294188,0.952682968466892
323,2,147946,-0.0722620771688318,0.102279168615434,0.480332111101825
324,2,150394,-0.065196274072983,0.111441814110382,0.558904501334835
325,2,151274,-0.185074592207274,0.174379005237794,0.289263138882409
326,2,151397,-0.0109826229768121,0.102605671021202,0.914820279428621
327,2,153035,0.00438046793185293,0.101490080569654,0.965597168487083
328,2,153228,0.0306543992025337,0.10221789865885,0.764435534091215
329,2,153455,0.0190587983188402,0.102997529835177,0.853302898660186
330,2,153732,0.00351751859538729,0.106494243292327,0.973669229264706
331,2,153815,0.00410852019067431,0.102607103074105,0.96808284886833
332,2,154160,-0.00231782463818769,0.101532158940881,0.981799990480429
333,2,154235,0.0201008884540103,0.102540529144905,0.8447004856198
334,2,155527,0.0400498456760153,0.111281666026997,0.719139998783014
335,2,159870,-0.0722879786276925,0.0998820412436372,0.469708691503033
336,2,161229,-0.0494193781072155,0.101456257503032,0.626489548271614
337,2,161451,0.328189766187967,0.216615629565072,0.130647315668971
338,2,161451,-0.308761839418318,0.217395379281565,0.156409414128382
339,2,162696,-0.059120568553046,0.101004653940731,0.558703057962652
340,2,163284,-0.0732651839173046,0.0996382801492089,0.462637988009987
341,2,164166,0.0228078053905223,0.100633086062128,0.820832377962262
342,2,165270,0.017392012840623,0.0997897606387842,0.861740181628337
343,2,165675,-0.0293683423308963,0.101431245461526,0.772338614210224
344,2,166404,-0.0665761204612221,0.262888233481421,0.800223406855034
345,2,168012,0.133250151548918,0.122417493364424,0.277121663796175
346,2,168062,0.0772653122915989,0.100447591498322,0.442282901681901
347,2,168518,0.0556931449763792,0.0999121547445209,0.577593025268297
348,2,168980,0.046971304739254,0.0998773792296103,0.638438466492697
349,2,169651,0.0497692425882292,0.0999210112668798,0.618733693227262
350,2,169902,0.065249735502801,0.167037928479787,0.696307665274135
351,2,169960,0.0343098431206497,0.155612770431838,0.825623109099963
352,2,170725,0.0793842383820945,0.100044864448703,0.428027527634036
353,2,171254,0.0918316220455961,0.100176924619371,0.359928658131051
354,2,172242,-0.0284722097861272,0.0990989359896905,0.774042819988337
355,2,173254,-0.0375906055798778,0.0983306908536019,0.702478090104561
356,2,173340,-0.0156718490860845,0.0983356035383842,0.873467686050443
357,2,173385,-0.0243426751705957,0.0984211792658311,0.804795335834289
358,2,173973,-0.0279561529192728,0.0981569493010036,0.775956162220388
359,2,174714,0.326061294840169,0.251110530191985,0.194971046420187
360,2,177341,-0.0579918646596302,0.0977850382990803,0.553524380874416
361,2,180314,-0.0905536829844792,0.0977478153347449,0.354870498045525
362,2,180339,-0.0803914495056045,0.0980204712760174,0.412684279591096
363,2,182758,-0.14009163596728,0.0974771894660086,0.151554461799417
364,2,183619,-0.161819390468839,0.0977682920334594,0.0987865459439494
365,2,183913,-0.137410090169918,0.100366641355513,0.171844340177367
366,2,184146,-0.122155562338938,0.101098860325862,0.227749025086147
367,2,187176,-0.199678059731265,0.0981072947923499,0.0425669698633821
368,2,191066,-0.199833230762897,0.0988483797954826,0.0439703985225797
369,2,191124,-0.0169113608325913,0.125607780390966,0.892976209281897
370,2,191128,0.0198957207047437,0.115626436203589,0.863481918183094
371,2,191599,-0.199980056084625,0.0974619218867215,0.0409186882381678
372,2,191762,-0.221594403208646,0.101237441233281,0.0292617203510309
373,2,191763,-0.20509068308254,0.0978225477284525,0.0367439896510875
374,2,191959,-0.223735939656443,0.0974647601829663,0.0222869417224908
375,2,192390,-0.194692130923514,0.100365531920342,0.0531965223694636
376,2,195759,-0.23119950482813,0.098265149949086,0.0191802467807052
377,2,196912,-0.238598858271034,0.0965996418422746,0.0139843647032806
378,2,197598,-0.592084314293845,0.316623998455652,0.062312443698789
379,2,198110,-0.184101641227016,0.097523660892207,0.0598776663106375
380,2,198283,-0.198214321857955,0.100545624850006,0.0494602776121695
381,2,198805,-0.152864933504186,0.0981000481509032,0.120068762769219
382,2,198891,-0.160263611911681,0.0972969128363791,0.10041495364546
383,2,199248,-0.146815356881636,0.0975807863212096,0.133333504450233
384,2,201782,-0.212632029248249,0.0971156679195203,0.0292167402283645
385,2,203285,-0.167007494917045,0.0969873187588386,0.0859542255953502
386,2,203783,-0.188644115258987,0.0966640302312957,0.0517829081800156
387,2,204179,-0.201803242539845,0.0968253183361575,0.0378606558793044
388,2,205406,-0.214546579433174,0.0977554652477704,0.0288340261710017
389,2,205834,-0.213621983247155,0.0972866216969872,0.0287564210817559
390,2,205965,-0.232190100367862,0.106311453139385,0.0296157859210651
391,2,207192,-0.254261562120889,0.0969169076768465,0.00908071649923797
392,2,207561,-0.260811397995628,0.0964306111597566,0.00716889700657461
393,2,208682,-0.21277633975296,0.0965991657221443,0.0282636346017124
394,2,210102,-0.192674752696332,0.0969711853126683,0.04770302541052
395,2,212519,-0.241760274048039,0.207141565147765,0.243947344970118
396,2,214801,-0.208302539835508,0.0968749398455808,0.0322164830874878
397,2,215016,-0.213605635380997,0.0967862027564864,0.0279582093214214
398,2,218876,-0.178779169605062,0.097998271766421,0.0689505257650868
399,2,227511,-0.131146106129427,0.0989100394158141,0.185725850633891
400,2,230378,-0.157509855112202,0.09754688864072,0.107267132241023
401,2,231943,-0.156584061629617,0.0978328332373544,0.11037632297639
402,2,232156,-0.173530076847477,0.097711380057595,0.0766032840516907
403,2,232789,-0.152777219494828,0.0974607544502896,0.117875870212775
404,2,238524,-0.15456127625748,0.0975909053041548,0.114142152773416
405,2,241518,-0.153216252433929,0.09845008120133,0.120536717535127
406,2,250396,-0.218583825783422,0.097421609524613,0.0254718732957571
407,2,250466,-0.227349868273838,0.0973298423774772,0.020057351429486
408,2,252305,-0.242858872322701,0.0974859134285556,0.0131891712595591
409,2,254571,-0.297989330968198,0.0984509849457214,0.00265330473766343
410,2,254742,-0.307895813982533,0.0982733033367447,0.00187467662577646
411,2,254908,-0.282827370935292,0.0992563117969764,0.00463623334223913
412,2,255033,-0.271420325474279,0.116774567712074,0.0206757850152452
413,2,255862,-0.254629409982288,0.0988619866548121,0.0104127115946559
414,2,255975,-0.285937990328189,0.0982546625348782,0.00384144778842283
415,2,258311,-0.194176457989105,0.0972368723059126,0.0465987954225935
416,2,259284,-0.247407286460246,0.0972261307153409,0.0113636479678368
417,2,266330,-0.241034714810483,0.0976969709404893,0.0140926677479273
418,2,267100,-0.258135260137157,0.0975658816265869,0.00851552845218477
419,2,268086,-0.277691070316214,0.0974209033917371,0.00462256440789946
420,2,274614,-0.112976898863816,0.0977522456820262,0.24856616081674
421,2,274729,-0.120860471997117,0.0982623584678032,0.2195246812931
422,2,275746,-0.149076094680739,0.0981093806860241,0.129534665143001
423,2,277029,-0.116550851843287,0.0977757126188852,0.234053150919213
