SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
195,2,8651,0.106213033449324,0.140078256256814,0.448812825915889
196,2,9418,-0.0125174269411126,0.356544955403182,0.972013808766012
197,2,9812,0.0465339085114734,0.141003525174536,0.741581011426203
198,2,9932,0.0658997553593225,0.140425655736283,0.639155137471424
199,2,10135,0.042912413658333,0.139912864449194,0.759246372654623
200,2,11616,0.0940694604123262,0.1396932837104,0.501133477883361
201,2,12133,0.0866213320046917,0.140262929993891,0.537260973052217
202,2,12194,0.0909433748344765,0.140798177095468,0.518755350336125
203,2,12359,0.0770960229716895,0.140409505819431,0.583297836497809
204,2,13061,0.0924691202213036,0.140372863115647,0.510492632840087
205,2,14298,0.0742801133277502,0.140846743692415,0.598259261935399
206,2,15222,0.0962693670991216,0.142183924378001,0.498800997197325
207,2,17986,0.0656273133815726,0.139739331280829,0.638901525824898
208,2,19770,0.087404985372034,0.14067252792963,0.534779221048589
209,2,19836,0.0996974849212752,0.140262404276468,0.477682100024817
210,2,19851,0.0939834376471793,0.140684802101194,0.504542958878488
211,2,21595,0.0711652581433444,0.140141103768071,0.611902717626368
212,2,22385,0.0485556068088998,0.140301136109035,0.729487752506028
213,2,23441,0.056696701489519,0.141655709397496,0.689219672056869
214,2,24209,0.111075652732579,0.140396756639614,0.429384554334692
215,2,24341,0.0979498091330602,0.14075703869449,0.486962756916591
216,2,26815,0.136224746401377,0.140497800291681,0.332916586980033
217,2,28209,0.0966597569407079,0.140638031953739,0.492348410100082
218,2,28695,0.029837300586756,0.147016748434133,0.83928970563881
219,2,35849,-1.43057317697338,1.50537978335837,0.342606376912584
220,2,35850,-1.39927533176923,1.84195609750086,0.447960006038291
221,2,41245,-0.00990935745574195,0.140191290028264,0.943688849031331
222,2,43214,-0.0906770427518767,0.142383417299753,0.524634577662156
223,2,47104,0.0315464037035115,0.138483433693219,0.819934300803462
224,2,50915,0.0833483195641438,0.139783974031412,0.551380230995147
225,2,55834,0.0426334075400716,0.139189612443773,0.759558841199243
226,2,56422,0.0918212085017305,0.139371324769898,0.510438132925058
227,2,57715,0.0814828908285269,0.138929598322767,0.557911126359233
228,2,59046,0.0916569581809312,0.139615215551657,0.511932175920791
229,2,59191,0.100038694493865,0.138798452979781,0.47154165629165
230,2,59383,0.12145456082782,0.138790082501097,0.382117028034917
231,2,59477,0.10235477168683,0.140925829360562,0.468134697054363
232,2,59755,0.180394836199611,0.316728258989353,0.569340371582825
233,2,60471,0.0671392956824298,0.139081777315998,0.629584899263969
234,2,60478,0.0760206268711226,0.139227656779746,0.58539935160062
235,2,60786,0.0779930592913807,0.138995439819604,0.57507205195449
236,2,61035,0.105035704981524,0.138934955058563,0.450149599898548
237,2,61071,0.101706773354041,0.138310716329699,0.462614693624165
238,2,61675,0.0478588126766487,0.138791727850327,0.730431536303849
239,2,62776,0.0593243556172089,0.144854491807005,0.682388539786152
240,2,62939,0.101142952668825,0.13847055027398,0.465612273961615
241,2,63527,0.0824448725681134,0.139026086468612,0.553549309487169
242,2,63857,0.0841136864619266,0.139055627776807,0.545639151717862
243,2,65527,0.0477998975097285,0.138645653577198,0.730477834302949
244,2,67007,0.000469318642075375,0.152673480782943,0.99754904126016
245,2,67023,0.0676011686724234,0.315699169788563,0.830568067881441
246,2,67024,0.104612289091004,0.316824834540171,0.741452517949329
247,2,67976,0.113154682627087,0.140537311594995,0.421270729643636
248,2,69628,0.147535429187842,0.142780871345609,0.302171061747263
249,2,71825,-0.164574960467172,0.276378447254937,0.551911182679107
250,2,72389,0.124260929264265,0.139642298625057,0.374151580445513
251,2,72392,0.00386529705074123,0.14074927994581,0.978106538060829
252,2,73646,0.12189502046402,0.13771105253305,0.376677943954175
253,2,74564,0.192300674767473,0.137211888765326,0.161947093067393
254,2,74739,0.250839690919413,0.137398392887276,0.0687495829164985
255,2,79931,0.207144448133617,0.155204873646569,0.182850571295485
256,2,80748,0.164701997019188,0.143300533099592,0.251191169799202
257,2,80873,0.200163208361868,0.137964138265808,0.147713814017874
258,2,81501,0.224599077019768,0.13783439392107,0.104102380999014
259,2,83526,0.238882872313631,0.137550810190237,0.0833145865625525
260,2,83845,0.290444678941039,0.137401582887025,0.0352300833518757
261,2,84412,0.318630912767516,0.348038585458175,0.36055177421407
262,2,84412,0.179203123429353,0.174226295513547,0.304388238235032
263,2,84447,0.250021414517938,0.139400095929384,0.0737404082527799
264,2,87391,0.325518463490646,0.136563268259768,0.0176701529463897
265,2,87562,0.354945725526046,0.136707098861076,0.00981442754070359
266,2,87849,0.347402191452237,0.136748793310281,0.0114990763682281
267,2,87878,0.336582343823443,0.137423440679546,0.0148014733026233
268,2,88125,0.196859401122171,0.153752799684023,0.201258166591501
269,2,89785,0.273521292287117,0.137834953980515,0.0479839100905254
270,2,93441,0.275542367492593,0.141983807802774,0.0530953140818965
271,2,93588,0.25057322868492,0.147148027094185,0.0894735799435937
272,2,93721,0.261902914971886,0.137478189759448,0.0575858935107101
273,2,93952,0.21753580592057,0.137300517620509,0.11400333735652
274,2,95085,0.294664979106219,0.137085919940297,0.0322746872788273
275,2,103188,0.311456710277579,0.140354079912457,0.0271167125265198
276,2,107124,0.302124318727971,0.137109028222846,0.0282024345620706
277,2,111645,0.433918284129207,0.136192867637161,0.00157083780407843
278,2,111916,0.41407549166073,0.136697577711954,0.00263321761856978
279,2,111931,0.430554651586739,0.136767957762538,0.00178354003476739
280,2,111999,0.439093377892537,0.136185793040364,0.00138098549151475
281,2,114528,0.353024298206167,0.137695605034871,0.0107666610958404
282,2,116024,0.389905223590223,0.13774763859006,0.00491243544717543
283,2,119244,0.153896678429035,0.151601135993011,0.310733420442082
284,2,119246,0.170666654007244,0.153172660034307,0.265946751707726
285,2,119247,0.155772746391768,0.154327119740835,0.313489887169612
286,2,120090,0.183106564256309,0.138409263313953,0.186713069935498
287,2,120291,0.217090399345442,0.139862208779319,0.121516797823971
288,2,120726,0.186193786973329,0.139175472801687,0.18181152536374
289,2,121716,0.217689078787611,0.138886937609317,0.117921052992728
290,2,123100,0.151904361092562,0.139327252967266,0.276337778263752
291,2,124677,0.0733806456216268,0.139314652560979,0.598714716277494
292,2,127636,-0.127154809612935,0.176141182972119,0.470839139482009
293,2,127887,0.13512886260522,0.140140501548598,0.335586464350482
294,2,128935,0.114236199628192,0.14006037052646,0.415266839367482
295,2,129053,0.154902020028825,0.140377125328488,0.270574551042719
296,2,130040,0.155052822178872,0.141236397298112,0.273029257768539
297,2,130976,0.0642964562575306,0.140283201185049,0.646995066815723
298,2,132199,0.111663359572966,0.14084998472257,0.428437225518142
299,2,133355,0.0842666380974372,0.141858071317878,0.55287871069238
300,2,133435,0.0927371622047244,0.142149984334521,0.514574504858886
301,2,133943,0.104170087379932,0.166434256215325,0.531789390096488
302,2,135183,0.105201086529523,0.142204238170305,0.459919923073777
303,2,135402,0.124222880752758,0.142139242117723,0.382738536555432
304,2,135898,0.189453938829097,0.14269171949416,0.185130202228833
305,2,135912,0.178850430633141,0.142836376114834,0.211349641669572
306,2,135925,0.186545211196699,0.142158445321328,0.190293662611317
307,2,136002,0.142099498409326,0.142197132976669,0.318327416523106
308,2,136173,0.141830597662839,0.143206747337361,0.322661675493111
309,2,138209,0.0880359559872421,0.147536618260908,0.551086306378109
310,2,138318,0.11103090530275,0.147072894197976,0.450789603958483
311,2,138695,0.076339068884834,0.144611729002277,0.597907430403331
312,2,138818,0.0785630663353987,0.144342942967393,0.586592008739671
313,2,139728,0.0855683963043001,0.144072649038182,0.552942458771265
314,2,140174,0.0658577140847263,0.144101989838794,0.64793667322678
315,2,140863,0.0514062784258771,0.144060330868566,0.721425891416995
316,2,141152,0.0683289661190005,0.14444641027822,0.636476828115366
317,2,141292,0.0741784077127563,0.143398924528251,0.605279765083662
318,2,141545,0.0693917724580808,0.144104742217216,0.63043322967142
319,2,145823,0.287794788580441,0.148861887080132,0.053998530784158
320,2,145934,0.089401260634884,0.246526500655524,0.717088155049058
321,2,145980,0.171196282181658,0.150752810358301,0.256890574535241
322,2,146723,0.168877156471462,0.143611048668395,0.240413587847144
323,2,147946,0.20916183696228,0.144782791541263,0.149440583234223
324,2,150394,0.174247267120508,0.157911538261869,0.270584050320988
325,2,151274,-0.0550129076348345,0.247775672546766,0.824421201157124
326,2,151397,0.0999265126676352,0.145475994920292,0.492600842680381
327,2,153035,0.116169110561829,0.143855653266732,0.419899579159846
328,2,153228,0.0857462389155135,0.144967326250377,0.554572975198865
329,2,153455,0.0672362146862153,0.146090030740369,0.645628609823633
330,2,153732,0.105604387481409,0.150983343341805,0.484735252475601
331,2,153815,0.0736085913302962,0.145520455643833,0.613291815193429
332,2,154160,0.0963126045146239,0.143956652142352,0.503907950624513
333,2,154235,0.070468320638821,0.145437966952969,0.628313872802409
334,2,155527,0.137975711586383,0.157737914834095,0.382323761846046
335,2,159870,0.0958770040921173,0.141719949063058,0.499150793755123
336,2,161229,0.138581030346898,0.143799426030118,0.335850750083687
337,2,161451,-0.422418408613803,0.307498123010842,0.170398246510147
338,2,161451,0.341502370248292,0.308773094186891,0.269480639338869
339,2,162696,0.178363703862683,0.143054265886539,0.21328815800444
340,2,163284,0.182064855971529,0.141136809131084,0.197899092381762
341,2,164166,0.120767035273605,0.142637867467438,0.397753352924293
342,2,165270,0.164990731873647,0.141309267904842,0.243761812532733
343,2,165675,0.144434702506038,0.143716246381978,0.31558566691784
344,2,166404,-0.766119146841,0.370768551537237,0.0395291434214179
345,2,168012,0.107999233028941,0.173874890017549,0.534913737842883
346,2,168062,0.0518149431745263,0.142601786574276,0.716557884254442
347,2,168518,0.0105564800700831,0.141810680357392,0.940701925237671
348,2,168980,0.0603673437014616,0.141708047680007,0.670368937352555
349,2,169651,0.0757327130767597,0.141754495657826,0.593503052930079
350,2,169902,0.568238939588138,0.23509727051741,0.0161537085545343
351,2,169960,0.17725236674588,0.22058769222083,0.422199943640744
352,2,170725,0.126034016850426,0.141905764755472,0.375063275400286
353,2,171254,0.209264211241304,0.141857546488858,0.141057781342333
354,2,172242,0.0203118453762577,0.14060795716551,0.885221812848648
355,2,173254,0.0174001734940235,0.139531536406464,0.900828687782657
356,2,173340,0.0328880167528078,0.139506742233759,0.813767262515422
357,2,173385,0.022101898194954,0.139641257877445,0.87432960638521
358,2,173973,0.0631242170038053,0.139234710138449,0.650564119894208
359,2,174714,-0.0870537620750055,0.357080417669257,0.807532643933917
360,2,177341,0.126342125854394,0.138637703443386,0.362753187297569
361,2,180314,0.0495966710589233,0.138822166458679,0.721104927678577
362,2,180339,0.0439931783793114,0.139178350829866,0.752119412763336
363,2,182758,0.156185408318,0.13844950078115,0.260042222613286
364,2,183619,0.0829045874807605,0.139175085564401,0.551767036111277
365,2,183913,0.0562914586607321,0.142740326786698,0.69355142892711
366,2,184146,0.142996129663505,0.143527695654652,0.319788585081692
367,2,187176,0.0132513252276356,0.140001325983089,0.924645404489909
368,2,191066,0.0512369605090562,0.141023327837458,0.716581396643838
369,2,191124,0.253237438410891,0.177698984389505,0.155014096341225
370,2,191128,-0.222642216094278,0.16362224068035,0.174473874262657
371,2,191599,-0.00112807731293674,0.139095307311564,0.993533726044878
372,2,191762,0.0119987006028198,0.144599672360107,0.933915466344961
373,2,191763,-0.00142917480523064,0.139646192038293,0.991840169470625
374,2,191959,-0.0362468769046397,0.139292121982778,0.794844240622925
375,2,192390,0.0316887277869837,0.143139643271176,0.824921993213087
376,2,195759,0.085144855600605,0.140428524329246,0.544690884240354
377,2,196912,0.113265122814165,0.138097525103809,0.412665755642334
378,2,197598,-0.172309015705464,0.451333599157393,0.702856116985945
379,2,198110,0.0887255309341626,0.13897720476702,0.523615663013312
380,2,198283,0.0808166498114034,0.14336673331736,0.573312337876186
381,2,198805,0.0970573399839332,0.139560797718291,0.487231866268075
382,2,198891,0.108029121484981,0.13844919300481,0.435749030759238
383,2,199248,0.0913594944954322,0.138799847904896,0.510832015256119
384,2,201782,0.0683647240779901,0.138666593907437,0.622308462115436
385,2,203285,0.192209564317899,0.137797299172525,0.163931566053598
386,2,203783,0.114683738650773,0.137743820143229,0.405640515524173
387,2,204179,0.141095095745858,0.138008459226766,0.307308034629507
388,2,205406,0.0838128722477193,0.139561395320039,0.548528569451054
389,2,205834,0.118122171501907,0.138821604078584,0.395406239655557
390,2,205965,-0.06294028294279,0.151807061744704,0.678681404140181
391,2,207192,0.0973136174691368,0.138737302371004,0.483500851849171
392,2,207561,0.0779348222361101,0.138158033334132,0.573044905771094
393,2,208682,0.0445484553429151,0.137967390835801,0.746968819329778
394,2,210102,0.0505599141737748,0.138317951823593,0.714931765716631
395,2,212519,0.308805673386165,0.293987517575826,0.294250959266592
396,2,214801,0.0365898164072773,0.138323834399212,0.791531429084801
397,2,215016,0.0138130294331569,0.138256656152355,0.920473601089022
398,2,218876,-0.117866648504862,0.139547050762053,0.398885431964939
399,2,227511,-0.16973001476987,0.140386321500406,0.227463932894554
400,2,230378,-0.123366334479599,0.138748595454706,0.374535632860126
401,2,231943,-0.128883747117344,0.139133116165207,0.354905263456382
402,2,232156,-0.15260151265438,0.139007933995816,0.27304446633087
403,2,232789,-0.114011586697805,0.138619194313866,0.411358694420896
404,2,238524,-0.107170003038645,0.138830083722787,0.440660007540974
405,2,241518,-0.184593945512698,0.139808677128949,0.187579458869112
406,2,250396,-0.29004695482834,0.138339348258544,0.036737262761136
407,2,250466,-0.29653700449168,0.138250886671274,0.03264132149533
408,2,252305,-0.273247375867364,0.138757637991843,0.0497070225685487
409,2,254571,-0.159669467110954,0.141221825100726,0.258978935798135
410,2,254742,-0.196522988946377,0.140961998512644,0.164147448072475
411,2,254908,-0.190622030183716,0.142067429876416,0.18053255442976
412,2,255033,-0.154185247965689,0.166733915663883,0.355733731264178
413,2,255862,-0.208952392355749,0.141133773997246,0.139624561441447
414,2,255975,-0.203678575309953,0.140642980628322,0.148449901382615
415,2,258311,-0.346984507524522,0.137496171953059,0.0120544707467968
416,2,259284,-0.264202317943951,0.13848593514096,0.0572293177928528
417,2,266330,-0.187846765305366,0.139438583127353,0.178791256618063
418,2,267100,-0.186368287758875,0.139433987793704,0.18221214865298
419,2,268086,-0.132857028109979,0.13961761047178,0.341962190534207
420,2,274614,-0.1262060148015,0.138784750685748,0.363777873361225
421,2,274729,-0.156339127910322,0.13945917384921,0.263033448505743
422,2,275746,-0.0863848569435911,0.139570501731982,0.536359384947814
423,2,277029,-0.0834083452593756,0.138926361369339,0.54863951845392
424,2,277741,-0.10535650098299,0.138938727604394,0.448780538942781
425,2,278218,-0.117620629182086,0.138659440185109,0.396862501414483
426,2,278379,-0.0970854002333177,0.142141759594449,0.495043394756755
427,2,279910,-0.136683444070035,0.138561105064916,0.324588543069037
428,2,280616,-0.0985087960258502,0.144720896569404,0.496519446300484
429,2,283431,-0.141808134156212,0.140581643623877,0.31379775703641
430,2,283573,-0.117932467582056,0.138953619953232,0.396613273856827
431,2,286762,-0.0796752240716865,0.13938686999217,0.567948562528396
432,2,287187,-0.140489990824262,0.138599128670689,0.311447548758482
433,2,288379,-0.0301506474064793,0.137739475740138,0.826857413359052
434,2,294941,0.0657426777184058,0.137786802730008,0.633562430242907
435,2,296073,0.0330284967564719,0.141634518180252,0.815744956338471
