SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
58,1,75211,0.0594366400037136,0.162798665596066,0.715260689329423
59,1,76030,0.12124979515645,0.162701462389326,0.456629382146636
60,1,80108,-0.0198528213030196,0.162787470010726,0.903003685882366
61,1,81262,-0.0815827449602285,0.162671413285783,0.616318791155865
62,1,81999,-0.105380243960876,0.163030311409233,0.518450482424767
63,1,82431,-0.156799201546879,0.163686351218668,0.338756326615109
64,1,83284,-0.073085835087128,0.162659788929093,0.653478617803728
65,1,83613,-0.0346834815981317,0.162677893186902,0.831291384914057
66,1,84112,-0.050485937684313,0.162684105838235,0.756492322743225
67,1,84701,-0.00404554932080314,0.174230056216221,0.981488237179452
68,1,84858,0.0889394701827411,0.163096820506679,0.585879895017064
69,1,85751,0.0137775295653327,0.163834514953977,0.933029219673041
70,1,87445,-0.00501193121260851,0.164182277534479,0.9756643093763
71,1,87467,-0.0706103268028279,0.164999202052573,0.668953259729622
72,1,89070,0.0028521769519681,0.164008980624177,0.986135015996456
73,1,89616,0.0128800438127695,0.16312532418683,0.937110796406026
74,1,89679,0.00728594183240262,0.163146960914418,0.964404553077854
75,1,89880,0.0136706131607335,0.163187137484763,0.933284707924679
76,1,91472,0.0494889791968759,0.164378971531697,0.76354114600588
77,1,93789,-0.00710057608724923,0.16270585713487,0.965215588398943
78,1,94351,-0.0581126601505607,0.163105185710221,0.721836644664765
79,1,99148,-0.0550496265806073,0.162679912396851,0.735268766080997
80,1,101281,1.47189144199439,1.77774944815203,0.40825700564532
81,1,106011,0.051668407264756,0.169548184008165,0.760742449078787
82,1,106800,-0.0370522030315807,0.162913832262202,0.82021767092353
83,1,107970,-0.0109819759839161,0.162442025425388,0.946137944518514
84,1,109000,-0.00291448426832888,0.162729282666658,0.985720756155127
85,1,112549,-0.118651106095694,0.162422422398179,0.465563416359859
86,1,112742,-0.0593423675262488,0.163147851674839,0.716274641155292
87,1,113050,-0.0260458032046664,0.162898010813776,0.873058980990218
88,1,113135,-0.0717254700566781,0.16244413274847,0.65909295109207
89,1,114076,0.0211153764325326,0.162485097728578,0.896677871244015
90,1,114628,0.0710711140288595,0.162856127181343,0.662810209999313
91,1,116283,0.0314649906187223,0.163797525175799,0.847776789333323
92,1,126880,-5.22520352929657,3.06086226152794,0.0886824746772604
93,1,127853,0.0676759091386026,0.163461415577745,0.679112629796111
94,1,128302,0.0801212831447855,0.162817228885428,0.622959203888571
95,1,128704,0.0512285016708827,0.163012391506877,0.753508162469363
96,1,128911,0.128968849798328,0.162908684038143,0.429088575975764
97,1,130267,0.0840052801913166,0.16291460427189,0.606428682120607
98,1,130271,0.0797799335528754,0.163114117748002,0.625071102442661
99,1,130613,0.11957984227299,0.164571162275021,0.467943503887333
100,1,132012,-0.0998490432565476,0.164258659098435,0.543660000169357
101,1,133231,-0.138300580601383,0.163012309947322,0.396786969570239
102,1,137074,-0.133225458986545,0.162791990248829,0.413693208012229
103,1,137304,-0.193130220610659,0.162678547769159,0.235951266008962
104,1,139686,-0.104976353542386,0.163121535544736,0.520287171524215
105,1,149562,-0.150949430753292,0.163392143238458,0.356196758146362
106,1,150447,-0.102547535503687,0.165314051031609,0.535447688156341
107,1,151446,-0.0735052724748062,0.332267262813441,0.825046448122426
108,1,154084,-0.132392223867127,0.165765438572916,0.425017604144898
109,1,156633,-0.119488554564895,0.168069531318123,0.477586463611152
110,1,157269,-0.189507023133194,0.162591350939708,0.244586677850431
111,1,160054,-0.182644904056638,0.164164053090291,0.266647871010905
112,1,166222,-0.160522028112139,0.163011559856961,0.325432202487631
113,1,166416,-0.171274988481614,0.162648643912564,0.293044445639644
114,1,167326,-0.190891462209774,0.163514266834686,0.243824712566711
115,1,168836,-0.182613487364165,0.162763290852287,0.262643114537633
116,1,171200,-0.207079935572721,0.162925040071649,0.204560741285252
117,1,171431,-0.2605086212437,0.163730849205399,0.112487028753703
118,1,173339,-0.256722240735124,0.162465477687343,0.114964707566918
119,1,173845,-0.242813543536512,0.162390463646386,0.135743911580274
120,1,175121,-0.247811266386512,0.16204501538607,0.127092051224757
121,1,175281,-0.21959127588467,0.162298817136235,0.176919593787366
122,1,175315,-0.235675270379414,0.162183523234779,0.147073420020497
123,1,175523,-0.213210114915851,0.163195476386946,0.192243089170075
124,1,175541,-0.228275453578133,0.162468240737349,0.160886806046684
125,1,175653,-0.241603926454025,0.162930777828164,0.139003179719263
126,1,175805,-0.142515697377268,0.172514792907674,0.409301322859246
127,1,175818,-0.229159459045736,0.168272857559125,0.174119177601227
128,1,175856,-0.208248077398191,0.165765450708534,0.209844669641144
129,1,175876,-0.197622359625075,0.163251049099224,0.226880634611299
130,1,175989,-0.190883175725324,0.163741412131587,0.24449858789673
131,1,176001,-0.195940457997311,0.164581056859146,0.234633903077716
132,1,176451,-0.179583378720232,0.166619517346233,0.281856677801996
133,1,177692,-0.286302020497595,0.161952567067475,0.0779558048713465
134,1,178191,-0.27929496687361,0.162149418591231,0.0858631198708779
135,1,178224,-0.286302020497595,0.161952567067475,0.0779558048713465
136,1,178960,-0.315703038926099,0.163103828159178,0.0537155309147997
137,1,179139,-0.229068621716928,0.324749184822602,0.481044641393255
138,1,179139,-0.358261643314722,0.654236658744683,0.584310921305611
139,1,180955,-0.0222841106747504,0.188297746124911,0.905861557500089
140,1,183802,-0.328646938004257,0.161745264966523,0.0429142888458712
141,1,183954,-0.29924251870908,0.16309695900724,0.0673837725240374
142,1,184450,-0.203482126766904,0.162076532388444,0.210138823373898
143,1,184641,-0.198740949072565,0.166830035944313,0.234344834250106
144,1,184718,-0.273807396130497,0.162709572584772,0.0932983400921478
145,1,185296,-0.215851540909857,0.162261677529056,0.184288713571628
146,1,185438,-0.179622541693292,0.162394393141143,0.269441525227732
147,1,185469,-0.189527120470524,0.162597725029078,0.244555204064349
148,1,185503,-0.176285071202287,0.162217862267684,0.277902944957424
149,1,185705,-0.196327819534426,0.163972404225684,0.231984349660368
150,1,185749,-0.179304482780137,0.164027632188685,0.275079582876486
151,1,185806,-0.22599756209058,0.164084110976196,0.169283691674127
152,1,185879,-0.19276712562464,0.16500073723369,0.243482091078863
153,1,185916,-0.103961789764471,0.165151559279383,0.529433386526089
154,1,185941,-0.0925134694207063,0.165890995536147,0.577418946672153
155,1,185954,-0.136733934688744,0.166289568855113,0.411481690304529
156,1,186055,-0.163536455018363,0.162894379346898,0.316094407590917
157,1,186896,-0.169531936585277,0.165555458272261,0.306527520607287
158,1,187697,-0.621245765172651,0.336515723938471,0.065712972422257
159,1,189392,-0.3054759844421,0.339520050434999,0.368877919277798
160,1,189416,-0.244828097007872,0.32854182942143,0.456649033262758
161,1,190132,0.0457098275776177,0.163315569591073,0.779728497550586
162,1,190148,0.0712275361445404,0.163338961446027,0.663051102557405
163,1,190165,0.0500625187470672,0.164616860183108,0.761219179822634
164,1,190169,0.0822888294124972,0.164374776638035,0.616952580138024
165,1,190933,-0.0663703035802454,0.16306140445534,0.684235256659273
166,1,192149,0.217898030643055,0.164023616584638,0.184885942685146
167,1,192302,0.267042930322474,0.21664812195554,0.218541097286626
168,1,192303,0.0978275111605944,0.195959818833813,0.617933766019125
169,1,192305,0.196630434231671,0.203439759056472,0.334441225917497
170,1,192315,-0.148016443397348,0.230955244186965,0.522011293712199
171,1,192795,0.255221017179209,0.16222315083581,0.116551841156002
172,1,194020,0.10068270136288,0.171384145840277,0.557265014744716
173,1,194187,0.102535759505231,0.162834340242186,0.52930234388136
174,1,194867,-0.0457128706696552,0.162818924436392,0.77905976760191
175,1,197325,-0.178261606956663,0.166540526217686,0.285179727562242
176,1,197392,-0.225399454855278,0.16852828054747,0.181934366117251
177,1,198857,-0.703444334343752,0.779905696580467,0.367692715376201
178,1,206666,-0.134883311981103,0.18299488916908,0.461558535161049
179,1,206675,-0.118966162874736,0.238342496818252,0.617992007347942
180,1,223051,-0.311015565866124,0.187978355904067,0.0989089860423858
181,1,223059,-0.430156704784773,0.194608506298128,0.0277204255796176
182,2,7366,-0.286235148766057,0.235681769381437,0.225369242164612
183,2,8180,0.189971836877941,0.32500458596183,0.559243569511292
184,2,8187,0.0886932724990697,0.338103357068948,0.793223202532344
185,2,8250,0.13583692786122,0.333055140172059,0.683630194977161
186,2,8253,0.135182875677824,0.333055894034476,0.685071949737896
187,2,8285,0.0707892212228784,0.180570618639204,0.69527212352668
188,2,8302,0.113471257224239,0.168954498242441,0.502272312666057
189,2,8306,0.113471257224239,0.168954498242441,0.502272312666057
190,2,8314,0.13668883207939,0.165434300287518,0.409224697263478
191,2,8317,0.0996487871119895,0.169287687164694,0.556482087806602
192,2,8328,0.0539468846138209,0.168588563006172,0.749164187773301
193,2,8331,0.0584515283999552,0.168267266182013,0.728518027617342
194,2,8498,0.0523932951310954,0.165328157276613,0.751503136782337
195,2,8651,0.0458293460782057,0.165488516942122,0.781993110822697
196,2,9418,-0.335013482545503,0.420548384486894,0.426212398360522
197,2,9812,0.0795079288528177,0.166436108673157,0.633153421341604
198,2,9932,0.0471263994217456,0.165814741681749,0.776415206003487
199,2,10135,0.0431363080910523,0.165182673605064,0.794134477177297
200,2,11616,0.0916684541265101,0.164951143267245,0.578746840629235
201,2,12133,0.0985160238282529,0.165596331362811,0.552280297886596
202,2,12194,0.107445614834108,0.166221645030571,0.518440589792651
203,2,12359,0.0894815576944752,0.165765308426871,0.589669311821564
204,2,13061,0.097716683906194,0.165739925155435,0.555850475103722
205,2,14298,0.0777602900978783,0.166293127180717,0.640352219555687
206,2,15222,0.0846850768072774,0.167906235244734,0.614323552462333
207,2,17986,0.109345873346531,0.164920627379208,0.507749677267772
208,2,19770,0.0876538918373485,0.166098737324104,0.598024119259364
209,2,19836,0.0917603115922628,0.165635745635948,0.579937417464608
210,2,19851,0.0888382790317855,0.166125623706851,0.59314858158776
211,2,21595,0.0666934377839908,0.16546842167669,0.687149264552633
212,2,22385,0.0718970637603963,0.165618897001604,0.664472700364686
213,2,23441,0.0775592955401185,0.167221164312491,0.643067832314668
214,2,24209,0.136067783339545,0.16573661883417,0.412207160950165
215,2,24341,0.156279783504536,0.166078997726549,0.347350055397825
216,2,26815,0.195494183743,0.165761645890323,0.239045430480335
217,2,28209,0.243227887488719,0.165638658829076,0.142879422751149
218,2,28695,0.148731762082342,0.173392752055961,0.391599376355571
219,2,35849,-0.328790828443778,1.77938870160644,0.853509741662012
220,2,35850,-1.83805854446121,2.1741309018075,0.398447817532596
221,2,41245,-0.0128857283630532,0.165505071844512,0.937985916600212
222,2,43214,-0.114862473577532,0.168078667707547,0.494811767050382
223,2,47104,0.0438155018157006,0.163484465458201,0.788848017792678
224,2,50915,0.0904210644020296,0.165037385451737,0.584118982748412
225,2,55834,0.0505825482580849,0.164322555040971,0.758397238030214
226,2,56422,0.0984410239651923,0.164555031241875,0.550073072274107
227,2,57715,0.0790960716777878,0.164041693167252,0.629983628213199
228,2,59046,0.0966167828100107,0.164845626465337,0.558179774815379
229,2,59191,0.0904919027388659,0.163910760365338,0.581242686736454
230,2,59383,0.131609610851833,0.163879092321814,0.422463288698252
231,2,59477,0.0802820582680649,0.16644192024166,0.629861410093438
232,2,59755,-0.0185133384785985,0.374089653575245,0.960557559118404
233,2,60471,0.0515064052659109,0.164226774633417,0.753987491158648
234,2,60478,0.0650434408662788,0.164400636757378,0.692609745110987
235,2,60786,0.075334425931081,0.164117730330221,0.646497483808936
236,2,61035,0.109956929721032,0.164050506394706,0.503128604457475
237,2,61071,0.134048422099859,0.163254363953441,0.412142561497166
238,2,61675,0.0757589151756986,0.16383102365287,0.644064296101968
239,2,62776,0.0822272033278105,0.17099517226599,0.630903663938111
240,2,62939,0.117536252190082,0.163477710453716,0.472632489879821
241,2,63527,0.134117323511391,0.164056228126668,0.414189452765716
242,2,63857,0.137954441862154,0.164085451633945,0.401058497842014
243,2,65527,0.0483281458391864,0.163687938457338,0.767979836665041
244,2,67007,0.011007283434775,0.180240444237518,0.951338024185139
245,2,67023,0.211584879506665,0.372558311293076,0.570447486974586
246,2,67024,0.285692758126366,0.373781782233262,0.445181016937409
247,2,67976,0.0899499117876472,0.165997077706116,0.58824546835603
248,2,69628,0.109964809806668,0.168715739888663,0.514970040268907
249,2,71825,-0.0456008089475137,0.326438303039439,0.888983039438992
250,2,72389,0.181952250475532,0.164757623028084,0.270187832131537
251,2,72392,0.0853037258450714,0.166102203596448,0.607879767276151
252,2,73646,0.157919880134293,0.162540376155152,0.331928154880889
253,2,74564,0.173439325441979,0.162175463734424,0.285595527706496
254,2,74739,0.260634072666329,0.162380615170338,0.109370150645297
255,2,79931,0.373161679049161,0.182614697868845,0.0417511873193711
256,2,80748,0.261799101281869,0.168918500669186,0.122072482583762
257,2,80873,0.291430363162576,0.162622834832711,0.0739791734934753
258,2,81501,0.294634205963697,0.162579136046984,0.070796921293237
259,2,83526,0.29617307859749,0.162316649675433,0.0688970885417929
260,2,83845,0.346743922220572,0.162188671533073,0.0332108197641272
261,2,84412,0.532880320581594,0.410391746668215,0.194974390143861
262,2,84412,0.126139117059483,0.205884509397922,0.540489511232896
263,2,84447,0.313654538656481,0.164474361259576,0.0573305920779961
264,2,87391,0.357384105146,0.161397465165253,0.0274458018519836
265,2,87562,0.36969528823438,0.161733192923049,0.0228560361200365
266,2,87849,0.359926244016594,0.161780065736768,0.0267271759685905
267,2,87878,0.345692178798352,0.162572514119721,0.0341643749373222
268,2,88125,0.306882092931168,0.181201917096589,0.0912250078669476
269,2,89785,0.325137027050839,0.162710946550946,0.0464563358375571
270,2,93441,0.347316116117926,0.167496310563458,0.0388436216496943
271,2,93588,0.350021682638165,0.173432557217134,0.0443263553810511
272,2,93721,0.314293831493303,0.162274571774298,0.0535671584855148
273,2,93952,0.279542821325911,0.161986013917581,0.0852725347659173
274,2,95085,0.349246327246734,0.16183083627895,0.0315943124162417
275,2,103188,0.423444151333582,0.165320055694606,0.0108412335620852
276,2,107124,0.454616907767472,0.161169704156989,0.0050622042842063
277,2,111645,0.49059224174417,0.160976314796819,0.00248058060895878
278,2,111916,0.4635921907113,0.161591713186568,0.00436670204495391
279,2,111931,0.476168900639072,0.161741088603178,0.00345434688765773
280,2,111999,0.484425249767809,0.161076255179872,0.00282361198347621
281,2,114528,0.443792571195985,0.162356238230643,0.00658314519955184
282,2,116024,0.506972688819877,0.162226808919419,0.00192480063602373
283,2,119244,0.18650695717453,0.178961368272627,0.298049217375531
284,2,119246,0.207028260126235,0.180812965894784,0.252990786340632
285,2,119247,0.125657308166097,0.182333740429689,0.491174666636332
286,2,120090,0.222495724099327,0.163377461638576,0.17411343545409
287,2,120291,0.262000329337606,0.165091428060792,0.11340763019612
288,2,120726,0.211595692805677,0.164336643391862,0.198737575886675
289,2,121716,0.243725902173714,0.164022838512269,0.138191062691947
290,2,123100,0.235784665631241,0.164283346834086,0.15210651156685
291,2,124677,0.172540415314238,0.164278529447364,0.294302403382694
292,2,127636,-0.215110823273365,0.207784851440833,0.301257355647727
293,2,127887,0.26061329936877,0.165081363907105,0.115301434574666
294,2,128935,0.246701393083117,0.164984807723871,0.13573020822337
295,2,129053,0.297896609195784,0.165251393094306,0.0722900988957661
296,2,130040,0.276269620447508,0.166375014342528,0.0976971252407626
297,2,130976,0.151498385690888,0.165466744340474,0.360511157072658
298,2,132199,0.214498746046967,0.166038886896826,0.197251298884474
299,2,133355,0.286270623940446,0.166862547810199,0.0871113790584202
300,2,133435,0.280023026965176,0.167256094360109,0.0949736463242593
301,2,133943,0.223697214296921,0.196235056220999,0.255082003868183
302,2,135183,0.261127753629519,0.167435987899491,0.119758128487842
303,2,135402,0.276869903087462,0.167338848888097,0.09890535399068
304,2,135898,0.31427218591497,0.168046915357572,0.0622910511595928
305,2,135912,0.308851647859411,0.168200717456218,0.0671675979658992
306,2,135925,0.307726753779996,0.167437353197565,0.0669229409600539
307,2,136002,0.247217028302849,0.167594910667738,0.141080561050892
308,2,136173,0.259579547558574,0.168735317114588,0.124850851097348
309,2,138209,0.269611478953222,0.173672965491277,0.121460443889847
310,2,138318,0.321033419517984,0.172927507880583,0.0642206612566175
311,2,138695,0.264097018697687,0.17021190279861,0.121659320594787
312,2,138818,0.235720771586301,0.170015830962709,0.166480385246824
313,2,139728,0.257217815417381,0.169620905694236,0.130306241163354
314,2,140174,0.249607693493695,0.169653110803007,0.142105540119276
315,2,140863,0.232390543371894,0.169653366593326,0.171621184157416
316,2,141152,0.213215653965276,0.170204917863854,0.211144227755647
317,2,141292,0.23443931904923,0.168895999273768,0.16599141657658
318,2,141545,0.251860214135956,0.169652500374041,0.138551405167775
319,2,145823,0.406514822754253,0.175339580920939,0.0209960149827826
320,2,145934,0.188208539029603,0.290923043218876,0.518093915780274
321,2,145980,0.283704798558471,0.177658148160782,0.111179626530537
322,2,146723,0.276857160418582,0.16923401011061,0.102742821116276
323,2,147946,0.273047694985197,0.170813322192917,0.110823026984666
324,2,150394,0.212991770855722,0.186402111699069,0.253959675896583
325,2,151274,-0.146310217759289,0.292432735197228,0.617160885206667
326,2,151397,0.209721249033638,0.171496130058857,0.222186271899644
327,2,153035,0.309965817538219,0.169185675429074,0.0677782289045829
328,2,153228,0.28119950421631,0.170573184657655,0.100128224131918
329,2,153455,0.258240372771543,0.171972528696108,0.134084749235313
330,2,153732,0.283276775421661,0.177731171959478,0.111864650460722
331,2,153815,0.255613114175233,0.171319662325307,0.136585881061739
332,2,154160,0.273547381353878,0.169433906851358,0.107317160728146
333,2,154235,0.242792312792213,0.171269645145152,0.157188853364632
334,2,155527,0.402808234169778,0.185185098759485,0.0302809207156614
335,2,159870,0.355166885023358,0.166347784919013,0.0334420250128959
336,2,161229,0.39341925851862,0.168693521179408,0.0202543685922327
337,2,161451,-0.0318178648052214,0.363987499154846,0.93039143615203
338,2,161451,0.73558811721133,0.363053686730419,0.043504761615941
339,2,162696,0.491369806135643,0.167223985326073,0.00351611639788867
340,2,163284,0.464913477599705,0.165170567153518,0.0051553172520595
341,2,164166,0.31625454504993,0.167722028948326,0.0601715172609986
342,2,165270,0.299630588679598,0.166384455674147,0.0725826389040278
343,2,165675,0.269311627355656,0.169303620481116,0.112571751220858
344,2,166404,-0.64179000036237,0.439029708304601,0.144675432328741
345,2,168012,0.287921875144033,0.204810724812313,0.160664590950107
346,2,168062,0.193063212561419,0.168068720317314,0.251450922551504
347,2,168518,0.149605866183239,0.167228968064974,0.371601465501022
348,2,168980,0.180819753175755,0.167061973281411,0.279835228840935
349,2,169651,0.200637981475589,0.167077509238038,0.230607697618267
350,2,169902,0.514246138576337,0.278493754923924,0.0656526627182503
351,2,169960,-0.0285473360844009,0.260652358277852,0.912850194490839
352,2,170725,0.210950818438527,0.167340207880857,0.208281822914785
353,2,171254,0.267966228823942,0.167381320031397,0.110286332594382
354,2,172242,0.117427335025377,0.165884432525514,0.479482923699842
355,2,173254,0.111780327201942,0.164622594247165,0.497576699835373
356,2,173340,0.112971368909303,0.16460034241029,0.492950939155708
357,2,173385,0.107200558618991,0.1647630567608,0.51570559243586
358,2,173973,0.156022985013868,0.164214024269142,0.342701454949522
359,2,174714,-0.105285571384704,0.421555883362031,0.802922313878607
360,2,177341,0.227990187080978,0.163413698842397,0.163841163061357
361,2,180314,0.0889103771683566,0.163850283491062,0.587725746663486
362,2,180339,0.0783801373117279,0.164279769252744,0.633576364610776
363,2,182758,0.228305362947278,0.163291880038657,0.162948020930589
364,2,183619,0.193289608644574,0.164065952738043,0.239541810987016
365,2,183913,0.175438932488037,0.168292899968809,0.297910995146005
366,2,184146,0.259899868639841,0.169117439169466,0.125237841203254
367,2,187176,0.10554155049675,0.165187667641365,0.523289925146072
368,2,191066,0.144388181499794,0.166341294541366,0.385971091088654
369,2,191124,0.53516763909512,0.20845118021245,0.0106590811241861
370,2,191128,-0.443606816489094,0.19222848549292,0.0215932853948579
371,2,191599,0.0897185384459637,0.164142008870025,0.585005100825953
372,2,191762,0.131709835114515,0.170567384013889,0.440520621391929
373,2,191763,0.100223480567808,0.164775497659032,0.543417719552914
374,2,191959,0.0573147030533544,0.164431269788687,0.727624991272048
375,2,192390,0.0966296791860209,0.16891950577078,0.56765510606412
376,2,195759,0.230752172753629,0.165416383443634,0.163899635757728
377,2,196912,0.21950025731569,0.162770030967511,0.178352545440756
378,2,197598,0.550553012928067,0.532133699696718,0.301557434165898
379,2,198110,0.169402314192125,0.163918917917948,0.302099964601952
380,2,198283,0.194534960725609,0.16901345391199,0.250510120790572
381,2,198805,0.159652659472868,0.164654693008475,0.332899288326656
382,2,198891,0.176235496224704,0.163320407755957,0.281289618651658
383,2,199248,0.16678418843438,0.163722675104346,0.309043368526107
384,2,201782,0.158301613878575,0.163544774798411,0.333736774770383
385,2,203285,0.312685533768829,0.162275587065147,0.05479701850357
386,2,203783,0.255953312468309,0.162204435957337,0.115468770287663
387,2,204179,0.251915383780707,0.162617554050364,0.122247024714889
388,2,205406,0.192697399345961,0.164526466892494,0.242298593602021
389,2,205834,0.195987564194699,0.163724328939426,0.232087108189575
390,2,205965,0.0722359624850899,0.179220924152035,0.687151466649027
391,2,207192,0.151246564823373,0.163705084381502,0.356171270743828
392,2,207561,0.147723301058961,0.162988890065829,0.365374312925979
393,2,208682,0.124216911569925,0.162769693421178,0.445886498336978
394,2,210102,0.111766064732218,0.163216250682597,0.493936601647325
395,2,212519,0.3519117296513,0.347109193513231,0.311355495686572
396,2,214801,0.116664507497509,0.163198761599142,0.475167135591325
397,2,215016,0.107474553347445,0.163123396097026,0.510418847700853
398,2,218876,-0.0758773760884203,0.164861686011645,0.645621093167606
399,2,227511,-0.118046088194888,0.165959472017726,0.477371398226085
400,2,230378,-0.0719098978523275,0.163940770990299,0.661195521082995
401,2,231943,-0.0847840388689287,0.164393672834362,0.606360375349787
402,2,232156,-0.0928720295205174,0.164313849023541,0.572289149981698
403,2,232789,-0.0683898632326176,0.163765637825873,0.676487532572725
404,2,238524,-0.0461705416115091,0.164018199282715,0.778494586813397
405,2,241518,-0.122312719026699,0.165332556410291,0.459914188313588
406,2,250396,-0.305084059094867,0.16352851104677,0.0629221289700825
407,2,250466,-0.293676092597666,0.163529366124185,0.073371602294183
408,2,252305,-0.222243857446966,0.164284830636531,0.176986642146857
409,2,254571,-0.12063774452089,0.166900075812739,0.470272659773861
410,2,254742,-0.146383923733004,0.166690735502125,0.380445148258306
411,2,254908,-0.137040828630384,0.167989112590647,0.415180603962128
412,2,255033,-0.153118396212949,0.196910393254136,0.437323069897962
413,2,255862,-0.188825627468943,0.166832052703894,0.25847392344023
414,2,255975,-0.144323909244019,0.16635382439574,0.386218094819062
415,2,258311,-0.319324044286071,0.162897022435499,0.050749103369729
416,2,259284,-0.243912016827945,0.163819139604284,0.137403801365228
417,2,266330,-0.164945261168886,0.164805657746073,0.317586308317781
418,2,267100,-0.172089169591251,0.164772914862423,0.297014086548258
419,2,268086,-0.110932575458885,0.164933674592521,0.501648823681085
420,2,274614,-0.0915365507476338,0.163964240569204,0.577012964094826
421,2,274729,-0.112301865728562,0.164825477230891,0.496104351825276
422,2,275746,-0.0278464144511544,0.16485515865419,0.865960699007099
423,2,277029,-0.0451720418571167,0.164078089700032,0.78324054935198
424,2,277741,-0.0573034871879026,0.164131790707302,0.727199170149494
425,2,278218,-0.0576275977975469,0.163834916874666,0.725241738042499
426,2,278379,-0.0347742116289739,0.167908630880086,0.836049621971545
427,2,279910,-0.0929952772411429,0.163731288969104,0.57041303349484
428,2,280616,-0.0334107201508892,0.170955669570705,0.845164867411567
429,2,283431,-0.0935171637557203,0.166130640548742,0.57385119359485
430,2,283573,-0.0820706051467542,0.164153345928504,0.61741261459365
431,2,286762,-0.0869741591562279,0.164566693750161,0.597481668620144
432,2,287187,-0.126442289423385,0.163725370511129,0.440463676325717
433,2,288379,-0.0606381440867187,0.162589794921482,0.709408217247113
434,2,294941,0.0989000162355682,0.162633940865787,0.543502757089915
435,2,296073,0.108543920637058,0.167122203425715,0.516445168592674
