SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
34,1,41499,-0.0414402044655844,0.0554037159861609,0.454977485551945
35,1,45359,-0.0386004743927466,0.0933249939305323,0.679408373115163
36,1,45634,-0.0263626156993144,0.0857310875605234,0.758641444954439
37,1,51248,-0.0499414734824914,0.0556201327493248,0.369849368375158
38,1,51462,-0.0457499410471404,0.0557059257538325,0.412043368155264
39,1,52124,-0.0750611166817319,0.0555401109554629,0.177408491716988
40,1,52667,-0.0898178646289554,0.0553884541382785,0.105782030454847
41,1,55470,-0.149990210892646,0.0565465809194715,0.00835035317772806
42,1,59265,-0.0636329209672802,0.0554630142358041,0.25203312392438
43,1,60165,-0.0934734937157158,0.055300998384533,0.0918595370857188
44,1,62308,-0.0856490663155693,0.0552756125739225,0.122159765491587
45,1,62869,-0.0809724517972237,0.0552885893755191,0.143935961926963
46,1,65431,-0.0824892369700443,0.057751938839899,0.154079019099707
47,1,65451,-0.0685670234430696,0.0569805988562541,0.229651233574354
48,1,65719,-0.101865768988092,0.0592945912661506,0.0866807292208207
49,1,66841,-0.0869323118089044,0.0552891743594986,0.116772040860033
50,1,66948,-0.0729686626777483,0.0556876805072946,0.190939665262079
51,1,68621,-0.0550427451027053,0.0555945818966465,0.322816148797807
52,1,69417,-0.0480904158596209,0.0554653084294619,0.386511293706156
53,1,69820,-0.0669892369653029,0.217239162057715,0.757985510252383
54,1,69821,-0.0682784413608628,0.134757644044543,0.612698617995564
55,1,70906,-0.02173526002505,0.0891858593901751,0.807598959268392
56,1,74327,-0.0798723068838013,0.0556675161197369,0.152226608028004
57,1,74572,-0.0773739654523591,0.0555284678870105,0.164372320332323
58,1,75211,-0.0735698526197363,0.0554413591084118,0.185371329325269
59,1,76030,-0.0520958274226055,0.05551025951685,0.348634298617832
60,1,80108,-0.0947006320682212,0.0553372472290411,0.087897493043306
61,1,81262,-0.0742180628667301,0.0554046768989608,0.181249183633839
62,1,81999,-0.0896211306260447,0.0554762735896905,0.107098911319017
63,1,82431,-0.127379169840874,0.0555322249329311,0.0223895497303276
64,1,83284,-0.0638377074300659,0.055433415278141,0.250260509563665
65,1,83613,-0.0659651498970307,0.0554202265686166,0.234739310465618
66,1,84112,-0.05667023821829,0.055455481030478,0.307525636453071
67,1,84701,-0.0677668038170983,0.0593614856758876,0.254396010730473
68,1,84858,-0.0561175200461073,0.055614043555419,0.313640348436122
69,1,85751,-0.0663618058299073,0.0558114556766858,0.235224893283639
70,1,87445,-0.0479973325444382,0.0559830703591531,0.391830731596438
71,1,87467,-0.0571200403926337,0.0562526118351677,0.310601009217199
72,1,89070,-0.0738398224847898,0.0558440026622246,0.186940476784282
73,1,89616,-0.0333569439097746,0.055652657064587,0.549305746088373
74,1,89679,-0.0348810684028679,0.055657064922559,0.531251735055234
75,1,89880,-0.0476615594799747,0.0556443358562092,0.392280627064364
76,1,91472,-0.0356621413490081,0.0560834842085452,0.525269281022874
77,1,93789,-0.0595068215428957,0.0554470632089908,0.28390613307959
78,1,94351,-0.0444831413655034,0.0556332564774126,0.424492904059421
79,1,99148,-0.0370591313289318,0.0555024104206178,0.50475941672604
80,1,101281,0.156744182583667,0.607340753675345,0.796493428992147
81,1,106011,-0.0248059583232209,0.0578653799012505,0.668414730718919
82,1,106800,-0.0263368793790883,0.0555946924208582,0.635985235749848
83,1,107970,-0.0305741953349977,0.0554237177100943,0.58154089601331
84,1,109000,-0.0858499551758984,0.0553570567787962,0.121836008229459
85,1,112549,-0.00889007686058815,0.0554804243419213,0.872785184217118
86,1,112742,0.0045685364429974,0.0556980709092941,0.934674717678497
87,1,113050,-0.0402549097350087,0.0555636072319821,0.469248932375464
88,1,113135,-0.0294277638720542,0.0554411517169894,0.595896149465203
89,1,114076,-0.0110433023038555,0.0554601574313482,0.842282449685589
90,1,114628,0.00505454964002667,0.0556029335124601,0.92762013802811
91,1,116283,-0.0470733156766402,0.0558566826265917,0.399937954996563
92,1,126880,-3.05404333009624,1.03641526569439,0.00342486633068238
93,1,127853,0.0504728821706115,0.0557440487655963,0.365849990657862
94,1,128302,0.039895923938094,0.0555538047839418,0.473140281608966
95,1,128704,0.0106592299404807,0.0556468205528283,0.848203696784496
96,1,128911,0.0100691485330683,0.0556532912804338,0.856529193857879
97,1,130267,0.00595003981437409,0.0556285884285602,0.914881388906483
98,1,130271,0.00255938200635292,0.055695348184337,0.963373500335567
99,1,130613,-0.00302540801651505,0.0562157557863799,0.957110775905563
100,1,132012,0.00423428691702149,0.0560962097369234,0.939873512181947
101,1,133231,0.000800919282869905,0.0556985853672464,0.988535316658429
102,1,137074,0.0256797302852719,0.0556025904139361,0.644477588056919
103,1,137304,0.0136587429143538,0.0556339696029875,0.806203585605584
104,1,139686,-0.0142771579243546,0.0557066544498855,0.797874834263003
105,1,149562,0.0113057967159246,0.0558356922090711,0.839655541298911
106,1,150447,0.0106623054972625,0.0564554623359366,0.850309317685474
107,1,151446,-0.118726676192132,0.113246331818786,0.295174781573782
108,1,154084,0.0259389546907885,0.0566159108357761,0.64712182644601
109,1,156633,-0.0161506981685653,0.0574027319820121,0.778600944819169
110,1,157269,0.0431930102431032,0.0555573567798321,0.437414633695119
111,1,160054,0.0128610267917934,0.056129018468049,0.818898013520021
112,1,166222,0.0122411236136409,0.0557142074493087,0.826221844811542
113,1,166416,0.025917595908398,0.0555877872012329,0.641326845996448
114,1,167326,0.0381042336460593,0.0558840895042338,0.495784684256173
115,1,168836,0.0466050660261513,0.0556005663829961,0.4024788060239
116,1,171200,0.0720761700118848,0.0556070501758796,0.195763821775351
117,1,171431,0.0691502965540622,0.055966314052051,0.217440093336301
118,1,173339,0.0463119259878281,0.0555964160392773,0.405406837813579
119,1,173845,0.0389024114102866,0.0555663363481643,0.484321282285932
120,1,175121,0.0757124668195348,0.0553481464662463,0.172203709855886
121,1,175281,0.0628543662451659,0.0554409790188244,0.257682735845339
122,1,175315,0.0610591697763928,0.0554291478151571,0.271398527629116
123,1,175523,0.047445474293773,0.0557818038991123,0.39559332643395
124,1,175541,0.0621305809233287,0.0555126371295111,0.263809376946239
125,1,175653,0.0649808841105958,0.0556797036802116,0.243978756380386
126,1,175805,0.0149998107688991,0.0589369241283302,0.799252733846812
127,1,175818,0.0435209324137216,0.0575415932484727,0.449950618872991
128,1,175856,0.0378632278428115,0.0566721723634732,0.504500168124815
129,1,175876,0.059532303850583,0.0557489613716338,0.286311634569748
130,1,175989,0.0632033221119386,0.0558971192770728,0.258945630746942
131,1,176001,0.0571585708386622,0.0562077707633226,0.309889945936433
132,1,176451,0.0548145214199397,0.0568919162702189,0.335963618747267
133,1,177692,0.0622334118828153,0.0554254481179024,0.262272364334812
134,1,178191,0.0637984378176979,0.0554756415007488,0.250911608429908
135,1,178224,0.0622334118828153,0.0554254481179024,0.262272364334812
136,1,178960,0.0475134978456439,0.0559106382185882,0.396005939436002
137,1,179139,0.0951206666858191,0.110810949859521,0.391251380960769
138,1,179139,0.0898205536276467,0.223357925671575,0.687826362905643
139,1,180955,0.0478237596704422,0.0642235740095136,0.456981831492409
140,1,183802,0.0698935738091305,0.0554065843078893,0.207973627312958
141,1,183954,0.0590790990167509,0.0558471582732004,0.290837549636976
142,1,184450,0.0949775797809457,0.0552149354810803,0.0862828801512748
143,1,184641,0.0891856741163473,0.0568615853636915,0.117667481913473
144,1,184718,0.107420753988166,0.0554669981472046,0.0535845986785606
145,1,185296,0.111369634941151,0.0552070233944249,0.0444197201097101
146,1,185438,0.0880354251878448,0.055328905183383,0.112475647011422
147,1,185469,0.0867398939514503,0.0554151160580768,0.118414434075383
148,1,185503,0.0968707907265058,0.0552231030859755,0.0802688450310929
149,1,185705,0.10213031457078,0.0558190950585513,0.0681431200678046
150,1,185749,0.104920780537134,0.0558044320254399,0.0609107045973573
151,1,185806,0.0838478893740061,0.0559804324721177,0.135077019058437
152,1,185879,0.0949617861653884,0.0562025902789684,0.0919809855778883
153,1,185916,0.0885714966379797,0.0562063856634371,0.11596159724071
154,1,185941,0.0845419036109944,0.0564704471967351,0.13526083688808
155,1,185954,0.087844106721819,0.0566221726809659,0.121699929592338
156,1,186055,0.0826469488633456,0.0555069402211362,0.137393890804125
157,1,186896,0.0830775490127095,0.0564208354742933,0.141787116466253
158,1,187697,0.149600026622761,0.115142973258358,0.194704526727535
159,1,189392,0.362408286676143,0.114408424910845,0.00167066400516602
160,1,189416,0.473371602847105,0.109366587937067,1.95949400322909e-05
161,1,190132,0.127582427207337,0.0553365127475463,0.0217136279966119
162,1,190148,0.126851552974951,0.0553582114872313,0.0225247848242976
163,1,190165,0.142552066392617,0.0556824083057867,0.0108801375339775
164,1,190169,0.122815196832496,0.0557449213569982,0.0282286926902968
165,1,190933,0.0669205518320125,0.0555576609797118,0.229193971319301
166,1,192149,0.0752021251272222,0.0559839715968313,0.180044398148062
167,1,192302,0.095390998578595,0.0739345624875439,0.197822800963388
168,1,192303,0.0303663058860302,0.066892143815009,0.650137148543757
169,1,192305,0.0684980272884856,0.0694374080969981,0.324577431444052
170,1,192315,0.0137290459340003,0.0788757082711258,0.861918681438342
171,1,192795,0.0441912482540418,0.0555165238882329,0.426566000822785
172,1,194020,-0.0153573263798682,0.0585223888542151,0.793152296593597
173,1,194187,-0.0135149214775668,0.0556077094963881,0.808115242489344
174,1,194867,-0.0138569672839458,0.0555772035975872,0.80325188909313
175,1,197325,-0.0386353076292933,0.0569012389708445,0.497589842883101
176,1,197392,-0.0564397447149675,0.0575919745596486,0.327760616925305
177,1,198857,0.188443802812731,0.266327350480128,0.479682563208942
178,1,206666,-0.0881501099162627,0.0623343971482326,0.158199583784251
179,1,206675,0.0205156233905077,0.0813761533521598,0.801103888040492
180,1,223051,0.0406649333418859,0.0643756371908996,0.528003521626917
181,1,223059,-0.00553972869278141,0.0668842717013353,0.93403717349469
182,2,7366,0.185079909551483,0.0800103400779611,0.021285842761933
183,2,8180,-0.0435658297853667,0.110965078611766,0.694845643920444
184,2,8187,-0.0192150375511684,0.115413423212839,0.867867649976126
185,2,8250,0.0871086948032556,0.113615794041002,0.443775132440568
186,2,8253,0.0955734033638524,0.113596514289067,0.400726509051257
187,2,8285,0.0762727296782898,0.0615147849115703,0.215832682875441
188,2,8302,0.0526944193237626,0.0576388202011336,0.361226581625104
189,2,8306,0.0526944193237626,0.0576388202011336,0.361226581625104
190,2,8314,0.0620091363805897,0.0564267513265146,0.272546865469906
191,2,8317,0.0526926886019966,0.0577441972913098,0.362118244417021
192,2,8328,0.045370284941207,0.0575029383210307,0.430636857537001
193,2,8331,0.0488219574020509,0.0573866190714191,0.395482125816078
194,2,8498,0.0333230400641599,0.0564125355517879,0.555097598100284
195,2,8651,0.0489192400094161,0.0564332221883412,0.386612055708711
196,2,9418,-0.056184828429541,0.143645974179211,0.69593414133632
197,2,9812,0.0728534059278806,0.0566964824016975,0.199644475260648
198,2,9932,0.0513109610704258,0.0565390270456656,0.364744787642328
199,2,10135,0.0541051078813559,0.0563145887231373,0.337327765595061
200,2,11616,0.0443178188334219,0.0562789087904984,0.431536581497186
201,2,12133,0.0510782369944028,0.0564868655707794,0.366479649613194
202,2,12194,0.0541312484292589,0.0566977756865608,0.340365971714912
203,2,12359,0.0371079624133797,0.0565704792764335,0.512277279439467
204,2,13061,0.0458071562639237,0.0565482468193753,0.418454639691593
205,2,14298,0.0508731391791776,0.0567147390685263,0.370330079148839
206,2,15222,0.0185231851547816,0.0573245417242661,0.746789358018578
207,2,17986,0.0403180525671453,0.0562874281287507,0.474286651237222
208,2,19770,0.0482083986398278,0.0566596999620541,0.395434423347957
209,2,19836,0.0262363972130787,0.0565447051419294,0.642938127383188
210,2,19851,0.0296930392888241,0.0567055318234079,0.60086054037204
211,2,21595,0.0573252042257811,0.0564108019364827,0.310225527347157
212,2,22385,0.0732121699612844,0.0564122883468382,0.195201614289022
213,2,23441,0.0693101631298129,0.0569766235837744,0.224619953170733
214,2,24209,0.0607098045841351,0.0565335204811853,0.283613250224212
215,2,24341,0.0745249506866807,0.0566209583868924,0.188958303902699
216,2,26815,0.0661590806724639,0.0565822441711255,0.243089772257201
217,2,28209,0.0415959891759839,0.0566675537393865,0.463414440800047
218,2,28695,0.0107738796988531,0.0592439899317438,0.855800055386461
219,2,35849,-0.232297502571417,0.607272198999032,0.702301339812135
220,2,35850,0.574877628863033,0.742228738982351,0.439136530013012
221,2,41245,-0.0100234500109715,0.0564907359475493,0.859268259571447
222,2,43214,-0.00601740953439411,0.0574082746748915,0.916579910048647
223,2,47104,0.0211076940336466,0.0557974334719502,0.705441458628316
224,2,50915,0.0481108295783964,0.0562988739108852,0.393373730837587
225,2,55834,0.0642662778968303,0.0559922796769697,0.251840638530496
226,2,56422,0.0490429553673706,0.0561362966040558,0.382907866974889
227,2,57715,0.043622879852362,0.0559635596731609,0.436215035582372
228,2,59046,0.0298634839528359,0.0562726057329927,0.595965167097185
229,2,59191,0.0139006895339095,0.0559678335085375,0.803993138778249
230,2,59383,0.0271119936180002,0.0559702439301049,0.6284023314322
231,2,59477,0.0102679471805629,0.0568286407922245,0.856720396257201
232,2,59755,0.0908424379947412,0.127598979004583,0.476974011197666
233,2,60471,0.0317004196137654,0.0560388568171328,0.571966365777574
234,2,60478,0.0319557828882449,0.0561024515065457,0.569313411203965
235,2,60786,0.0114451336609132,0.0560326262118093,0.83826930067485
236,2,61035,0.00586356512511588,0.0560310269318485,0.916714131355438
237,2,61071,0.0176839145740648,0.0557697712266678,0.751364428017064
238,2,61675,0.0467762301234544,0.0558828617893899,0.403135996055259
239,2,62776,0.0321168117655101,0.05836082154573,0.582451671165875
240,2,62939,0.0329568725094723,0.0558140437444169,0.555249166557935
241,2,63527,0.0528308799361991,0.0559806361342445,0.345950594932117
242,2,63857,0.0502124031199854,0.0560005161668579,0.37052115860847
243,2,65527,0.0603272120399116,0.05578708883812,0.280264954401722
244,2,67007,0.0462810286583781,0.0614734686891664,0.452034716244497
245,2,67023,0.0795304043205913,0.127155053302087,0.532073308114486
246,2,67024,0.0388520066646647,0.127673807251252,0.761073481623274
247,2,67976,0.0531868974775963,0.056613538226334,0.348130276800047
248,2,69628,0.0534218754678808,0.057553132872239,0.3539285480626
249,2,71825,-0.116290587425253,0.111256049533665,0.296621825544287
250,2,72389,0.0277706690337954,0.0563153121329394,0.622228621614541
251,2,72392,0.00542391550832033,0.0567170342173697,0.923867784912645
252,2,73646,0.0582518675311853,0.0554683620980803,0.294352931443877
253,2,74564,0.0273603515123763,0.0554267350476676,0.621873824099923
254,2,74739,0.0306615555240523,0.0556042285486117,0.581691313852096
255,2,79931,0.0152501922433053,0.0626952240624894,0.807958223930494
256,2,80748,-0.00839087924238169,0.0578520098329218,0.884761743575197
257,2,80873,0.00951060718100645,0.0557585926151872,0.864661525731471
258,2,81501,0.0309502005265959,0.0557272578352938,0.578981695354869
259,2,83526,0.0415629824449605,0.0556211400095183,0.455409189473951
260,2,83845,0.0200959002246163,0.0557077495927015,0.718511114144103
261,2,84412,0.0492502374097272,0.140390969010886,0.725941856248399
262,2,84412,-0.042409277487252,0.0702768224201737,0.546590023749549
263,2,84447,0.060341508205483,0.0563379307214297,0.284872571196315
264,2,87391,0.0429023114626808,0.0554249648861117,0.439412738148403
265,2,87562,0.0371517096726769,0.0555771961418507,0.504270251088285
266,2,87849,0.0486834316368566,0.0555466911439475,0.381386032157703
267,2,87878,0.0466521462802047,0.0557908176553228,0.40360943220498
268,2,88125,0.0463784336881502,0.0620523537860785,0.4553148104844
269,2,89785,0.0341651321718918,0.0558226605676486,0.540912036712668
270,2,93441,-0.00130762950992089,0.057519548787381,0.98187557585046
271,2,93588,0.0139510152188396,0.0595346285491479,0.814861187173386
272,2,93721,-0.0101237452754972,0.0556810058226189,0.855830816282523
273,2,93952,0.00604381380317266,0.0555234048453289,0.913382010752484
274,2,95085,-0.0446947877857321,0.0555509174864328,0.421607459860169
275,2,103188,-0.00786844665713651,0.0569500404866561,0.89018956757952
276,2,107124,0.0209416674213354,0.0556183223523196,0.706753133357967
277,2,111645,0.00844669842356366,0.055663298643455,0.879473741649628
278,2,111916,0.0188872877745183,0.055787267840002,0.73514317409978
279,2,111931,0.0152328681979655,0.0558757608383797,0.785304487664549
280,2,111999,0.00405908886604928,0.0556805499944289,0.941927313875696
281,2,114528,0.0192392807251595,0.0559920269177642,0.731346042698815
282,2,116024,0.0392499803254536,0.0560956606065518,0.484577208156595
283,2,119244,-0.00919990323574016,0.0611778249992399,0.880550942049739
284,2,119246,-0.00815374294156967,0.0618308754932982,0.89516089945534
285,2,119247,-0.0104687451218334,0.0622763549952953,0.866599743129797
286,2,120090,0.047808599713288,0.0558549134715158,0.392610153826264
287,2,120291,0.0464956030042479,0.0564980768020472,0.411086876058821
288,2,120726,0.0284459166015725,0.0562051225391796,0.613096074221327
289,2,121716,0.0270258797791921,0.0561432298342743,0.630549115490865
290,2,123100,0.0471567176648856,0.0561830903916502,0.401846572139615
291,2,124677,0.0124246287870808,0.0561577604612398,0.82502952377497
292,2,127636,0.0632303133056533,0.0709521803987996,0.373446052130541
293,2,127887,0.0097760612916119,0.0565443165472393,0.862835390271985
294,2,128935,0.0265000636251601,0.056475644996829,0.639194964768283
295,2,129053,0.0215346339191931,0.0566536273042567,0.704092053705173
296,2,130040,-0.02258710344527,0.0569984008689236,0.692140791621765
297,2,130976,-0.0149545019827729,0.0565411084192369,0.791557486133627
298,2,132199,-0.01877648224711,0.056800003792369,0.741164029898367
299,2,133355,-0.0160311941691905,0.0571867164545525,0.779387984739249
300,2,133435,-0.0152064003778678,0.0573109573810967,0.790909004317895
301,2,133943,-0.0244736402795874,0.0670925382119213,0.715498249739975
302,2,135183,-0.0136780675723099,0.0573437960332761,0.811610460542621
303,2,135402,-0.030041668015411,0.0573174557976563,0.600518634506598
304,2,135898,-0.0535155726195826,0.0575734326881095,0.35325561354994
305,2,135912,-0.0557319640214344,0.0576101100255169,0.334006914586
306,2,135925,-0.0621039753992186,0.0573298987890433,0.279426290766348
307,2,136002,-0.0549453622519718,0.0573075740143477,0.338325742570393
308,2,136173,-0.0426802934347381,0.0577434475465308,0.460315271302501
309,2,138209,-0.0441511327854753,0.0594363407174174,0.458078287977144
310,2,138318,-0.0472091129172396,0.0592605121120577,0.426197368153475
311,2,138695,-0.042753846473772,0.0582527269556753,0.463474168461715
312,2,138818,-0.0463236664336957,0.0581379903670501,0.426109597935436
313,2,139728,-0.0110856308986906,0.0580829293275138,0.848746038405141
314,2,140174,-0.0204812914720811,0.0580756960786567,0.724549739570834
315,2,140863,-0.00667915276116271,0.0580613428060792,0.908481882912928
316,2,141152,-0.0233421633194155,0.0582127302305027,0.688677160884112
317,2,141292,-0.0182497604666401,0.0577991712937669,0.752383172153963
318,2,141545,-0.0146160522315402,0.0580837182082262,0.801467560593049
319,2,145823,-0.0578277819231712,0.060224988078097,0.337613887139511
320,2,145934,-0.109567535238493,0.0991899526026947,0.270075196263501
321,2,145980,-0.0590419070891175,0.0607785089778788,0.332000657248581
322,2,146723,-0.0217424306444618,0.0579726049144931,0.707851012852932
323,2,147946,-0.0531300280245093,0.0584469392765818,0.363954441440025
324,2,150394,-0.079433583931245,0.0636028693431661,0.212529450606172
325,2,151274,-0.10876261150757,0.0996851414701487,0.275990012503517
326,2,151397,-0.0792018842853495,0.0585099351000321,0.176714629991238
327,2,153035,-0.0827482267219219,0.0578556098223943,0.153528608602328
328,2,153228,-0.0739861922785787,0.0583135844486786,0.20536114856961
329,2,153455,-0.0735814325671373,0.0587571559402093,0.21129057054247
330,2,153732,-0.0243670807386315,0.0608700573912358,0.689168077363177
331,2,153815,-0.0763552732239741,0.0585206538469751,0.192825315394477
332,2,154160,-0.0542457817246602,0.0579751016507925,0.350080828956349
333,2,154235,-0.0808769663260145,0.0584683452847565,0.167459144398807
334,2,155527,-0.0462324796984033,0.0635848683643026,0.467647368961787
335,2,159870,-0.0630113831185662,0.0570473721785387,0.270109153835344
336,2,161229,-0.0835289728631232,0.0578524314535167,0.149674201921018
337,2,161451,-0.158979105554751,0.123954755194118,0.200488679223049
338,2,161451,0.133763805932376,0.124438127444441,0.283134747681233
339,2,162696,-0.0456208772829156,0.0577222941940859,0.429853391231008
340,2,163284,-0.0617931117216058,0.0569128154455796,0.278330332811013
341,2,164166,-0.0281087730279502,0.0575176305825957,0.625358713238389
342,2,165270,-0.0302886054451827,0.0570304355654921,0.595686626019921
343,2,165675,-0.0252099458622481,0.0579805755658945,0.663973392431248
344,2,166404,-0.0251019429012231,0.150303434210613,0.867459029968493
345,2,168012,-0.0290706550654254,0.0700875299822539,0.678557536593643
346,2,168062,-0.0136473774980803,0.0574703674712164,0.812431445816263
347,2,168518,0.00411499238364532,0.0571454494490725,0.942635446918035
348,2,168980,-0.0197300878153972,0.057109085134493,0.729938786032172
349,2,169651,-0.0131520383866384,0.057141581573173,0.818096250258376
350,2,169902,0.137204779778635,0.0952382538667079,0.15057057891984
351,2,169960,-0.00428481614883758,0.0889711436905008,0.961616269838687
352,2,170725,-0.0115661189675907,0.0572442826609504,0.839995231958226
353,2,171254,-0.0367497376037005,0.0573068641688885,0.521757009916103
354,2,172242,-0.00343559442673924,0.0566621392035931,0.951685819260533
355,2,173254,-0.0130930519564131,0.0562239143986919,0.81599470996817
356,2,173340,-0.0256437796319943,0.0562048583726352,0.648486788568535
357,2,173385,-0.0149965606724282,0.0562675444881988,0.789992531034141
358,2,173973,0.00076257098504573,0.0561237001267484,0.989166892104432
359,2,174714,0.0458860001802064,0.143884009649999,0.74998364037198
360,2,177341,0.019601794949985,0.0559227548609074,0.7261608943044
361,2,180314,0.000213400473821568,0.0559512515213497,0.99695899589741
362,2,180339,-0.0063310141760744,0.0560915958281321,0.91019840506299
363,2,182758,-0.01361319798081,0.0558867470754049,0.807693400432277
364,2,183619,0.0209462478574786,0.0561004600040552,0.709096950206058
365,2,183913,0.0228766170788114,0.0575198236809788,0.691079134477346
366,2,184146,0.00639123719868068,0.0579175867444907,0.912194083711245
367,2,187176,-0.0114108913624147,0.0564137521996366,0.839821042507708
368,2,191066,0.0258219061999074,0.0568221472483527,0.649795911437903
369,2,191124,-0.0633886125863499,0.0717337175543256,0.377478224388303
370,2,191128,0.0766584011510028,0.0659814813225012,0.246094783734927
371,2,191599,-0.0153380451863939,0.0560452672366531,0.784496414631112
372,2,191762,-0.00206113045856349,0.0582697651763713,0.971802936139875
373,2,191763,-0.00152536220909349,0.0562731469977403,0.978390190629396
374,2,191959,0.0179436771934553,0.0561277764086181,0.749389918321952
375,2,192390,-0.00464808112559245,0.057684426118159,0.935823426715527
376,2,195759,0.00920078576703068,0.0566157945074259,0.870995112980666
377,2,196912,0.00568292187368222,0.0557013089618879,0.918794819573121
378,2,197598,0.285705294017015,0.181274654521271,0.11590063859584
379,2,198110,-0.0304966798079183,0.0560124234814844,0.586466814738924
380,2,198283,-0.016469957801585,0.0577918120062378,0.77582066206577
381,2,198805,-0.012168391938821,0.0562735724760075,0.82892842160014
382,2,198891,-0.0187828667581841,0.0558299847871227,0.736746736328521
383,2,199248,-0.0299433919066942,0.0559437622133303,0.592820277150675
384,2,201782,-0.00427808295417237,0.0558972196843276,0.939036981178291
385,2,203285,0.00215771226875947,0.0556808506897754,0.969110479587148
386,2,203783,0.00716210524561883,0.0555597647225903,0.897503759318965
387,2,204179,-0.000559985992084566,0.0556955067984581,0.99198354879886
388,2,205406,0.0178254565188303,0.0562597493646236,0.751550721792087
389,2,205834,0.000967876501669213,0.0559982286038095,0.986219770179713
390,2,205965,0.0234222158488339,0.061175852653101,0.702048811293755
391,2,207192,-0.00825635790718254,0.0559441629394817,0.882756828281883
392,2,207561,-0.00368023743506551,0.055698257247965,0.947355875469112
393,2,208682,-0.00332911040005573,0.0556046183695817,0.952292166960333
394,2,210102,-0.0225134515703668,0.0557356248789648,0.686506671130828
395,2,212519,-0.0239686264252938,0.118646230534731,0.840019338326346
396,2,214801,-0.0351225535678483,0.0557144983798753,0.528839220946241
397,2,215016,-0.0335623732109807,0.0556853989977195,0.547085916785496
398,2,218876,-0.0352189604782279,0.0562588209136105,0.531708558606259
399,2,227511,-0.0261068581606981,0.0566714215382348,0.645318613593626
400,2,230378,-0.0292055459541343,0.055952477756826,0.6020181988799
401,2,231943,-0.0322261988085895,0.0561083356443744,0.566092259938874
402,2,232156,-0.0267269115041049,0.0560935016358907,0.634033845650196
403,2,232789,-0.0535175504447315,0.0558402421648934,0.338514672725226
404,2,238524,-0.0397338635881114,0.0559515778029406,0.478081641045788
405,2,241518,-0.022479405001351,0.0564649410533773,0.69078784529914
406,2,250396,-0.0552728177023641,0.0560154089389841,0.324444448363697
407,2,250466,-0.0307630601790053,0.0560488878759917,0.583447689980626
408,2,252305,-0.0529569470771364,0.0561507294673167,0.346263897135038
409,2,254571,0.00421534839175619,0.0570106360731213,0.941100259522206
410,2,254742,0.012940339247406,0.0569554326139965,0.82039886500771
411,2,254908,0.000555101617819354,0.0573946784242727,0.99228871837804
412,2,255033,0.031841117569799,0.0672487135654408,0.636161358007211
413,2,255862,-0.00170484984932873,0.0570488783218576,0.976176438164033
414,2,255975,0.0142191418212204,0.0568379458580165,0.802601510686418
415,2,258311,0.00217627684200306,0.0559042511930561,0.96896928352127
416,2,259284,0.00434633819380248,0.0560921309447463,0.938281064848796
417,2,266330,-0.0110377332087034,0.0563307301528917,0.844765847186937
418,2,267100,-0.0247883967256339,0.0563142343435627,0.660076181268535
