SNP,Chr,Pos,Effect,SE,SRO9_GIS2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
59,1,76030,-0.0331995521213747,0.0627147269806529,0.596878705301165
60,1,80108,-0.069256654987543,0.0626163751795729,0.269459376937845
61,1,81262,-0.0638656315191079,0.0626088593270984,0.308392240396247
62,1,81999,-0.0577262293792801,0.0627790540951387,0.358454600781994
63,1,82431,-0.035634388967225,0.0631232415092331,0.57275820906287
64,1,83284,-0.0940411838501009,0.0624920532575038,0.133256778169094
65,1,83613,-0.0727075623086876,0.0625657100115315,0.245980262274413
66,1,84112,-0.0633617590027813,0.0626014113009628,0.312161568253556
67,1,84701,-0.0393138801308052,0.0670998234311141,0.558316189571668
68,1,84858,-0.0121308834341259,0.0628658041541788,0.847097556769104
69,1,85751,-0.0359789041716379,0.0630984764381075,0.568903146365347
70,1,87445,-0.0500065076698276,0.0632049603260276,0.429370156279092
71,1,87467,-0.0657497462192046,0.0634957867422993,0.301145338721257
72,1,89070,-0.039233205115814,0.0631596361382484,0.534885196977426
73,1,89616,-0.0332266082068715,0.0628293094514732,0.597249285258472
74,1,89679,-0.0338735488728271,0.06283629345872,0.590174110895212
75,1,89880,-0.0311504075170395,0.0628562181290192,0.620497760519842
76,1,91472,-0.0306058383227414,0.0633238618249558,0.629166508482417
77,1,93789,-0.0439351990491955,0.0626485557957922,0.483580188569275
78,1,94351,-0.0182556014417579,0.062849667472886,0.771631419641036
79,1,99148,0.00705294964985394,0.0626910591886393,0.910488319173134
80,1,101281,-0.277097959938459,0.685488810346447,0.686285371283459
81,1,106011,-0.0312597975019747,0.0653158286834871,0.632523410356489
82,1,106800,0.00584693395742829,0.0627759762279005,0.925845437881971
83,1,107970,-0.00763228239393569,0.0625894442092872,0.903014335677388
84,1,109000,-0.0227040876942504,0.0626894227383587,0.717443386049523
85,1,112549,0.0131023784531495,0.0626262079935771,0.834400631635811
86,1,112742,0.0459887396010624,0.062826433418873,0.464656297008006
87,1,113050,0.0775555794945749,0.0626324466293225,0.216440595614464
88,1,113135,0.0427839379090512,0.0625670254827055,0.494543972609481
89,1,114076,0.0140149129368068,0.0626040071223553,0.822991024720829
90,1,114628,0.0307993736942417,0.0627454290190109,0.623828757530795
91,1,116283,-0.012775671168655,0.0631122790679878,0.83969902027833
92,1,126880,-1.52453689639614,1.18145243715522,0.197759136569734
93,1,127853,0.0449065501666969,0.0629530705677012,0.476110570505613
94,1,128302,0.0166713700966708,0.0627501673271624,0.790641919099047
95,1,128704,0.0376184775693851,0.0627869934186384,0.549460889123082
96,1,128911,0.0467761906791199,0.0627765137993641,0.45669349898625
97,1,130267,-0.0465261390867991,0.0627472365640703,0.458892386651604
98,1,130271,-0.0440818319838317,0.0628268185536115,0.48336578877161
99,1,130613,-0.0491174015929373,0.063404263455268,0.439053058479067
100,1,132012,-0.0376996221573128,0.0632916402954849,0.551791221139334
101,1,133231,-0.0170463816993426,0.0628675509750528,0.786436047091036
102,1,137074,-0.048534228818333,0.062731513062931,0.439636805408892
103,1,137304,-0.0351985835280354,0.0627785533774288,0.575372431922426
104,1,139686,-0.0777202762159934,0.062752843503352,0.216348495684046
105,1,149562,-0.0802825128773581,0.0628875077006451,0.20258088187764
106,1,150447,-0.0817886614743426,0.0635828372852869,0.199170110961961
107,1,151446,-0.190650981596606,0.127631661037818,0.136131829599753
108,1,154084,-0.0827611127586677,0.0637766407631427,0.19524766465996
109,1,156633,-0.0769955511945377,0.0646753275853429,0.234652482139833
110,1,157269,-0.0889099379964119,0.0625896872813424,0.156338837847027
111,1,160054,-0.139632997802166,0.0629273288950413,0.0271250934335132
112,1,166222,-0.125164883063607,0.0625422117865178,0.0461266050567086
113,1,166416,-0.121223509929814,0.0624358339942462,0.052984645734909
114,1,167326,-0.129112886598852,0.0627498411640442,0.0403643688482153
115,1,168836,-0.0762526330608473,0.0626946365295995,0.224700641738901
116,1,171200,-0.0640987541487068,0.0628273883081347,0.308315311830949
117,1,171431,-0.0631502155182043,0.0632234804459408,0.318555826004948
118,1,173339,-0.0630146942913849,0.062730803848444,0.3158134447856
119,1,173845,-0.0813910862640798,0.0626186581013231,0.194521182641439
120,1,175121,-0.0347422925469419,0.0626165751646245,0.579354265787904
121,1,175281,-0.057297099387509,0.0626229076657975,0.360840178204099
122,1,175315,-0.0523262134716385,0.0626154757275177,0.403902802863676
123,1,175523,-0.0607616196324085,0.0629494905651988,0.335083394254663
124,1,175541,-0.0549648905084358,0.0627070564730202,0.381335695475339
125,1,175653,-0.0636361558558551,0.0628827524014598,0.31224023538747
126,1,175805,-0.123063664681639,0.0662125188585675,0.0639136758681714
127,1,175818,-0.0985122954430965,0.0647953270128345,0.129315421026526
128,1,175856,-0.0608928673008292,0.0639314265200887,0.341509587539633
129,1,175876,-0.0490046086346217,0.0629785220090887,0.437021730613617
130,1,175989,-0.0528029419569789,0.0631498448868949,0.403634383379407
131,1,176001,-0.0654763803876546,0.0634460920989848,0.302778546683608
132,1,176451,-0.0471811738860416,0.0642564797480777,0.463275729309118
133,1,177692,-0.0260961808436881,0.0626619905386427,0.677326905858505
134,1,178191,-0.020137007539406,0.0627304604346591,0.748393955743
135,1,178224,-0.0260961808436881,0.0626619905386427,0.677326905858505
136,1,178960,-0.0278514890227478,0.0631605834786044,0.659509625785613
137,1,179139,-0.0784048099070276,0.125147345320259,0.531391972800837
138,1,179139,-0.258942925214404,0.251813374586937,0.304506779042958
139,1,180955,-0.00981504988744319,0.0725523549942839,0.892465780982324
140,1,183802,0.000450570058043887,0.0626852702156248,0.994269063936088
141,1,183954,-0.00107414931117927,0.0631416157752116,0.986436853752675
142,1,184450,0.0155123479430735,0.0625833520606383,0.804381428059229
143,1,184641,0.032346880097581,0.0643871661998837,0.615712880560705
144,1,184718,0.0229370667175505,0.0629325705055473,0.71572491566642
145,1,185296,0.0323938596618326,0.0626536636548729,0.605458608607005
146,1,185438,0.00363713581505618,0.0626800427726055,0.953759942427612
147,1,185469,0.00437069413395222,0.0627703710042639,0.944527671569814
148,1,185503,-0.00559627098266904,0.0626077424264057,0.928825647182435
149,1,185705,-0.0261620523645019,0.0632928716414011,0.679601836424148
150,1,185749,-0.010493913271997,0.0633057232796381,0.868436289120048
151,1,185806,0.0168414026198535,0.0633863832706842,0.790629733717475
152,1,185879,-0.013456071997436,0.0636950159445635,0.832807980389058
153,1,185916,0.00704110102565841,0.0636689683406704,0.912004949940744
154,1,185941,0.00919347288356389,0.0639455551185177,0.885763879003255
155,1,185954,0.00481123630261393,0.0641336703149084,0.940242182696997
156,1,186055,-0.00191252676935563,0.0628541109570921,0.975742886478475
157,1,186896,0.0307825598401466,0.0638636544387898,0.630101556601498
158,1,187697,0.0885163019455746,0.130201719686304,0.497051524580396
159,1,189392,0.062682943982443,0.130927509708478,0.632405298405654
160,1,189416,0.0764800074252072,0.126624209053026,0.54623692420805
161,1,190132,0.0215485726978906,0.062923471855204,0.732210941901067
162,1,190148,0.0186489012225849,0.0629450784808781,0.767196144596041
163,1,190165,0.0275271730840282,0.0634197276278343,0.664519124961158
164,1,190169,0.0158058845163095,0.0633519569439552,0.803124389841612
165,1,190933,0.0128250726686766,0.0628400439232287,0.838400181522867
166,1,192149,-0.0277428406367481,0.0633403332519588,0.661656751630085
167,1,192302,0.11196639405553,0.0834433661630384,0.180515226415647
168,1,192303,0.0366379246136725,0.0755065335301456,0.627815239201903
169,1,192305,0.0737985607432634,0.0783924587184686,0.347144344680017
170,1,192315,0.185744657914962,0.0884903340960235,0.0365232973511317
171,1,192795,-0.0399146074122324,0.0626887946007244,0.524726163504741
172,1,194020,-0.0768353912171901,0.0659414185606337,0.244722047984874
173,1,194187,-0.0499493084231127,0.062720429186418,0.426346331565604
174,1,194867,-0.0143179364855757,0.0627379557299597,0.819608838357473
175,1,197325,-0.0617501941433585,0.064189511543089,0.336709007538013
176,1,197392,-0.0797890839270774,0.0649611000251921,0.220167883399798
177,1,198857,-0.373419776209584,0.300193453863407,0.214350549115407
178,1,206666,-0.00708366435763175,0.0705627906303856,0.920093208262025
179,1,206675,0.0369742775951307,0.0918468056103169,0.687512185976123
180,1,223051,0.0608030916702498,0.0726379757473987,0.403119388618422
181,1,223059,0.024195920984079,0.0754905360007954,0.74876688861485
182,2,7366,0.102220532616277,0.0908370221510735,0.261218853686623
183,2,8180,-0.245080473334063,0.124606842041452,0.0499857539661243
184,2,8187,-0.108729819913554,0.130158338512774,0.404076835941025
185,2,8250,-0.0696307081364385,0.128305827249355,0.587683477368133
186,2,8253,-0.103341636480204,0.128241439197109,0.420879612776999
187,2,8285,-0.0430678964258605,0.0695528463140666,0.536176697750307
188,2,8302,-0.0567957089539349,0.0650710708247076,0.383351359517062
189,2,8306,-0.0567957089539349,0.0650710708247076,0.383351359517062
190,2,8314,-0.060476048618185,0.0637236723501717,0.343251648534886
191,2,8317,-0.058930208624308,0.065184638553971,0.36658513997774
192,2,8328,-0.0539096619327047,0.0649047005867767,0.406762631745855
193,2,8331,-0.0564250301973854,0.0647763740960546,0.384305631202865
194,2,8498,-0.0482574681729562,0.0636596761203724,0.448924468208698
195,2,8651,-0.0588515015504371,0.0636941490368344,0.356132934707034
196,2,9418,0.235161772677327,0.1617029345149,0.146756500734109
197,2,9812,-0.0504909206390346,0.0640937247839684,0.431361653250591
198,2,9932,-0.0414369585583878,0.0638591311610181,0.516837400135773
199,2,10135,-0.0421472789369788,0.0636129594132026,0.508045989882636
200,2,11616,-0.0532495900732515,0.0635217434483806,0.402435569672585
201,2,12133,-0.0506272837190611,0.0637808220587123,0.427862767322777
202,2,12194,-0.0515367609738264,0.0640258398602855,0.421397906567677
203,2,12359,-0.0484454532355116,0.0638451572081593,0.448480914353442
204,2,13061,-0.0620150250312203,0.0638071861849086,0.331759393495304
205,2,14298,-0.0515974778429373,0.0640352008611741,0.420919422133779
206,2,15222,-0.0434579397291193,0.0646777255747445,0.502077260732019
207,2,17986,-0.0529505018813018,0.0635224517124186,0.405086194032831
208,2,19770,-0.0403243347804469,0.0639885775544412,0.52898440284555
209,2,19836,-0.0307215477099358,0.0638277222963409,0.630587435348809
210,2,19851,-0.0315163574546877,0.0640136285690768,0.622786307030186
211,2,21595,-0.0346228577657517,0.063744492811067,0.587368934143893
212,2,22385,-0.0343677208034813,0.0638052507965268,0.590478449151102
213,2,23441,-0.0437071844581616,0.0644094355418996,0.497846373086467
214,2,24209,-0.0387469023907194,0.0638874548409876,0.544581328418583
215,2,24341,-0.0413974470385381,0.0640340271984066,0.518381272565498
216,2,26815,-0.0383353043871237,0.0639626085142459,0.5493311137379
217,2,28209,-0.0104322928056475,0.0640142695254911,0.87063669560575
218,2,28695,-0.0443374225321609,0.0668377143250181,0.507533399061466
219,2,35849,-0.153717659132911,0.685598634382296,0.82272408190422
220,2,35850,-1.40686715065272,0.83520969573188,0.0929790523098668
221,2,41245,-0.11195569986215,0.0634921170615989,0.0787148970599091
222,2,43214,-0.0777534346284215,0.0646727589927233,0.230068882731357
223,2,47104,-0.0784349390967733,0.062859955156261,0.212941369110515
224,2,50915,-0.0498634627250589,0.0635620213963582,0.433281602822073
225,2,55834,-0.0593535435281731,0.0632445906168174,0.348641410338049
226,2,56422,-0.0536680479388784,0.0633723051866182,0.397641842891099
227,2,57715,-0.0495299999991233,0.0631725530131073,0.433540639384947
228,2,59046,-0.0436144750479517,0.0635049703684825,0.492667007249457
229,2,59191,-0.051285186367311,0.0631245437451069,0.417084197326419
230,2,59383,-0.0595792862656081,0.0631221264851761,0.345879984895377
231,2,59477,-0.0391246056685499,0.0641188766009969,0.542129513322895
232,2,59755,-0.124702931631247,0.143987676135861,0.387041832479118
233,2,60471,-0.0394956809989235,0.0632519304850705,0.532756073219805
234,2,60478,-0.0377693704482595,0.0633271717555382,0.551279287885771
235,2,60786,-0.0271336749577981,0.0632384029638587,0.668134326771066
236,2,61035,-0.0327876683772992,0.0632262503915279,0.604380781843997
237,2,61071,-0.0197309633688596,0.0629546420225054,0.754150083111803
238,2,61675,-0.028182514538143,0.0631268483668782,0.655551305646999
239,2,62776,-0.0274545216508933,0.065891336308969,0.677177722669468
240,2,62939,-0.0237661679606362,0.0630228258396151,0.706322820841039
241,2,63527,-0.00906979581905343,0.063270292667831,0.886095570578402
242,2,63857,-0.0278740966028841,0.0632694608837288,0.659800052005468
243,2,65527,-0.0174523522422463,0.0630713656124347,0.782166267767024
244,2,67007,-0.00647582556528217,0.0694477579022961,0.925759888082694
245,2,67023,-0.0509380275185984,0.143590004618787,0.722991475407543
246,2,67024,-0.0586816029699682,0.144106728342308,0.684101070737183
247,2,67976,0.00307659668229177,0.0639865369252873,0.961678132705736
248,2,69628,-0.0243578235001722,0.0650338588412014,0.708227018369708
249,2,71825,-0.0249628041792853,0.125776040894108,0.842791399908091
250,2,72389,0.0571042885454356,0.0635194757465291,0.369263130962714
251,2,72392,0.036783101350581,0.0639946215374993,0.565803344938627
252,2,73646,0.0284979572056144,0.0626935878567345,0.649705671152499
253,2,74564,0.0567634876717816,0.0625158371226066,0.364505208086562
254,2,74739,0.0607281602843546,0.0627113525240313,0.33351969225522
255,2,79931,0.0661398398797812,0.0706904085898515,0.350104991137284
256,2,80748,0.0179217777523901,0.0652999024772018,0.783896783791206
257,2,80873,0.033190295197844,0.0629196166278461,0.598175621203572
258,2,81501,0.0425988690758625,0.0628930682487958,0.498645219343029
259,2,83526,0.0441822301018368,0.0627922776548684,0.482130046059521
260,2,83845,0.0705169328489163,0.0627839292197965,0.262129217387744
261,2,84412,0.217988369348074,0.158079560154167,0.168774389267861
262,2,84412,0.0186364095005799,0.0793651006737812,0.814485604417654
263,2,84447,0.0417466333865814,0.0636602775117758,0.512397945806817
264,2,87391,0.0492905877849695,0.0625633033651624,0.431312321321656
265,2,87562,0.0447895716986932,0.0627314675285757,0.475705860993221
266,2,87849,0.0417894457334531,0.0627313829187904,0.505740810070556
267,2,87878,0.0427405875648041,0.0629994784948295,0.497945083538823
268,2,88125,0.0456480448493555,0.0700596723258598,0.515109342408997
269,2,89785,0.0297211913613697,0.0630277144136744,0.637533988405485
270,2,93441,0.0719474239934741,0.0648166582796905,0.267748390503251
271,2,93588,0.0379666449277389,0.0671791504270477,0.572327214467225
272,2,93721,0.0584506468813154,0.0627801432961315,0.352470627558073
273,2,93952,0.0511885419739622,0.0626181396598551,0.414210453840369
274,2,95085,0.0432434351775236,0.0627226433922351,0.491000003471156
275,2,103188,0.0554020734254207,0.0642208322180894,0.388898739529088
276,2,107124,0.0520242832750812,0.062735003995756,0.407511802599921
277,2,111645,0.0937082443366974,0.062638039997967,0.135539921876976
278,2,111916,0.0914468492130438,0.0627960665509008,0.146212016409786
279,2,111931,0.101905234698315,0.0628471063737761,0.105807863357272
280,2,111999,0.107043546884126,0.0625954454691775,0.0881288076090132
281,2,114528,0.0941521869901675,0.0630169568271646,0.136048807271897
282,2,116024,0.0967978900158545,0.0631564121143721,0.126253069124547
283,2,119244,0.0234002331871193,0.0690501744760414,0.734896063413976
284,2,119246,0.025725819873193,0.0697846625430343,0.712612773350142
285,2,119247,0.00420183607154412,0.0703017024576407,0.952373736540732
286,2,120090,0.0689534794797242,0.0630091506894711,0.274551723877532
287,2,120291,0.0725957103075869,0.0637206768950273,0.255358777796587
288,2,120726,0.0734775820841088,0.0633482841920198,0.24687402395422
289,2,121716,0.0240738552269435,0.0633838536704291,0.704314463961812
290,2,123100,0.0517870133165317,0.0634243901151352,0.414755890889813
291,2,124677,0.0495328354458012,0.0633419628835849,0.434744151489455
292,2,127636,0.208483296067817,0.0794112712324721,0.00903219370233251
293,2,127887,0.077388994589381,0.0636984290993685,0.225205631024624
294,2,128935,0.0749846716929398,0.0636461145921429,0.239530411608364
295,2,129053,0.0639660259080429,0.0638745741702501,0.317304089222595
296,2,130040,0.0382369836966006,0.0643234686809927,0.552593034946297
297,2,130976,0.0579593027419734,0.0637568793101774,0.36393477098179
298,2,132199,-0.00767642435956484,0.0641260121855573,0.904782219912991
299,2,133355,0.010141289049387,0.0645588506823994,0.875266910117261
300,2,133435,0.0103620559797066,0.0646982686915784,0.87284687355785
301,2,133943,0.096685658570614,0.0755751558966207,0.20162070183279
302,2,135183,0.0127414106381476,0.064732901860283,0.844073442965326
303,2,135402,0.0264164425247018,0.0647114024631893,0.683360189397128
304,2,135898,-0.0158295551494192,0.0650644899583235,0.807921882853756
305,2,135912,-0.00970127364583062,0.0651159609496562,0.881650881437876
306,2,135925,-0.0104131274864159,0.0648206587654444,0.87246474723558
307,2,136002,0.000907715763551753,0.0647745076429383,0.988827149425964
308,2,136173,0.00572567677108249,0.0652320837910117,0.930106124515777
309,2,138209,0.0274314744216642,0.0671299021159808,0.683056995450666
310,2,138318,0.0212507882057003,0.0669454302213595,0.751101618443485
311,2,138695,-0.00781358608253346,0.0658061018817963,0.905551658532934
312,2,138818,-0.0100218579046543,0.0656845693525607,0.878820195287618
313,2,139728,-0.00151083067134428,0.0655689249872057,0.981629893249778
314,2,140174,-0.0188879884511026,0.0655612671449793,0.773441751957443
315,2,140863,-0.0271382312372641,0.0655265344844893,0.679011131324971
316,2,141152,-0.0252757356091999,0.0657133088265932,0.700738385210864
317,2,141292,-0.0328979343970111,0.0652309939550624,0.614344278177953
318,2,141545,-0.0607174304753515,0.0654926794654764,0.354514637629292
319,2,145823,-0.0254232051731096,0.0680588783894997,0.708965440750998
320,2,145934,-0.107256578703604,0.112016296216204,0.338965863533884
321,2,145980,-0.0167222883310119,0.0686943133603687,0.807813350571208
322,2,146723,-0.067184693987514,0.0653563395546727,0.30466536918711
323,2,147946,-0.0559854225987286,0.0659864261914951,0.396768775965056
324,2,150394,-0.00428719194809535,0.0719547320158175,0.952522435399876
325,2,151274,0.00403163715940913,0.112716673633947,0.971487656972893
326,2,151397,-0.0242984313247809,0.0662061761107041,0.713830312078103
327,2,153035,0.0223563051375228,0.0654871362339237,0.733017123865869
328,2,153228,0.0155414946982051,0.0659706956369054,0.81389381690574
329,2,153455,0.0208621171191461,0.0664645714654691,0.753795101586327
330,2,153732,-0.00559179831025003,0.0687267277188011,0.935199551257353
331,2,153815,0.00933355407130443,0.0662169429228959,0.887986549787715
332,2,154160,0.0161629182392624,0.0655193295994313,0.805292075605683
333,2,154235,0.0122134645906877,0.0661761008283737,0.853680104434443
334,2,155527,0.00234820949544168,0.0718299492529335,0.973939292708703
335,2,159870,-0.0267951872569774,0.064492045394557,0.678042623864473
336,2,161229,-0.0215211482456343,0.0654879288188717,0.742631961634537
337,2,161451,0.220488393075296,0.139757293371326,0.115541228961369
338,2,161451,-0.154192368220353,0.140459308896629,0.273052071774161
339,2,162696,-0.0308174870157818,0.0651954919477517,0.636723965997431
340,2,163284,0.012075842673797,0.0643487094113129,0.851249014485075
341,2,164166,0.0547791606254726,0.064883952695085,0.399093901306476
342,2,165270,0.0252228985668184,0.0643892294630512,0.695497467182503
343,2,165675,0.0202692588431175,0.0654586859941272,0.75701010583016
344,2,166404,0.150349831243621,0.169484498222312,0.375628625410233
345,2,168012,-0.0383508596942432,0.0791096587797646,0.628132378073979
346,2,168062,0.0142734423239907,0.0648748485273426,0.825986621546319
347,2,168518,0.00132088966364541,0.0645077741057487,0.983674874101994
348,2,168980,0.0161683286681569,0.0644714444087939,0.802127954674517
349,2,169651,0.00772920862006243,0.0645065006474153,0.90469341455782
350,2,169902,0.0260494296668945,0.107814200967489,0.809219497312977
351,2,169960,0.0249516700121486,0.100424597593093,0.803921652944149
352,2,170725,-0.0166470643793417,0.0646165662141777,0.796843805904539
353,2,171254,-0.0132662592218395,0.0647233667888362,0.837714777883023
354,2,172242,0.042341697151749,0.0639223839124907,0.508152039097892
355,2,173254,0.05503219481858,0.0634043391882586,0.386007930717041
356,2,173340,0.0731900635736057,0.0633446099519764,0.248697140367437
357,2,173385,0.0710524802577219,0.0634100555588253,0.263252340058277
358,2,173973,0.0650177813568137,0.0632593944265617,0.304749324732626
359,2,174714,-0.00269471546053382,0.162443518668538,0.986774166854933
360,2,177341,0.0235122435665546,0.0631257091833431,0.709768697246802
361,2,180314,-0.00328593955679057,0.0631590546681233,0.958537069154161
362,2,180339,0.00499328653929609,0.0633183047686379,0.937188600114279
363,2,182758,-0.0564865944849402,0.0630201091139002,0.370689238892859
364,2,183619,-0.0730367988334094,0.0632208282551039,0.248763379927274
365,2,183913,-0.0556539472922722,0.0648769001274598,0.391563320909759
366,2,184146,-0.0454935408117395,0.0653352221806649,0.486693197369808
367,2,187176,-0.110871016551793,0.0634110828230806,0.0812556642094917
368,2,191066,-0.0643794059439639,0.0640695811814933,0.315664230775098
369,2,191124,-0.065964303666826,0.0809884195811549,0.415913097561676
370,2,191128,0.0814061988311137,0.0744980672917315,0.275257972441238
371,2,191599,-0.0828157604988048,0.0631184119846581,0.190349160997186
372,2,191762,-0.0521121226244263,0.0657181081954059,0.428331174842498
373,2,191763,-0.0696140699237237,0.063414575110343,0.273056937519724
374,2,191959,-0.0873981323885052,0.0631967638952327,0.167553517146606
375,2,192390,-0.0982361558073216,0.0649060923776321,0.131044424067914
376,2,195759,-0.0687265743175548,0.0638070746467544,0.282171303576238
377,2,196912,-0.0813622371482767,0.0627287813138195,0.195461792024384
378,2,197598,-0.105136445330115,0.205270224785889,0.608841441297552
379,2,198110,-0.0867229471862622,0.0630862559132769,0.170104951976483
380,2,198283,-0.0822155810194068,0.0650975654740542,0.207437363953405
381,2,198805,-0.0938338371279873,0.0633307278640143,0.139326097612551
382,2,198891,-0.0688181013855109,0.0629259960439048,0.274860608578145
383,2,199248,-0.080995683901904,0.0630292066791467,0.199617322299726
384,2,201782,-0.0645181734493437,0.0630053159869491,0.306531023223311
385,2,203285,-0.0323564472352122,0.0628305959822003,0.606889896270815
386,2,203783,-0.0521874331066569,0.0626573129061638,0.405462877894513
387,2,204179,-0.0353402159812002,0.0628424690807297,0.574226341849325
388,2,205406,-0.0345616995609423,0.0634899226234939,0.586533929782987
389,2,205834,-0.0160718110131226,0.0632065630788167,0.79943162685897
390,2,205965,0.0015611709471185,0.0690712543311461,0.981980259828968
391,2,207192,-0.0618845143975771,0.0630672893013882,0.327143556740088
392,2,207561,-0.061953688691795,0.0627875694668692,0.324456237182037
393,2,208682,-0.044599410157832,0.0627234229902977,0.477523596597823
394,2,210102,-0.00439446109938496,0.0629299942764091,0.944367756506971
395,2,212519,-0.0974869618199472,0.133838294578148,0.466855574499482
396,2,214801,-0.0335673657916342,0.0629020665957947,0.593923104749027
397,2,215016,-0.0434631152141695,0.0628489700735612,0.489675432452473
398,2,218876,-0.0298430561670397,0.0635218746009501,0.638782607056917
399,2,227511,-0.0837329291339948,0.063836090262461,0.190478411209182
400,2,230378,-0.0753191644402567,0.0630577490584393,0.23310496526731
401,2,231943,-0.082938539838441,0.0632122546159494,0.190351020351908
402,2,232156,-0.0731972367798338,0.0632203026110646,0.247723461412839
403,2,232789,-0.075483965313324,0.0629879431612129,0.231570120141382
404,2,238524,-0.0835757676956964,0.0630480364412932,0.185833177680821
405,2,241518,-0.0717011202364418,0.0636391469538993,0.260642017805712
406,2,250396,-0.00418141426029339,0.0633184713948731,0.947385093609565
407,2,250466,-0.00686054284296767,0.0632954480276249,0.913748551947485
408,2,252305,-0.0291843820557941,0.0634452662688307,0.645804396165312
409,2,254571,-0.0244416214264667,0.0643425063622444,0.704272276711073
410,2,254742,-0.00579176338422149,0.0642968041996804,0.928275876499978
411,2,254908,-0.0121922752072083,0.0647854337214264,0.850832165922326
412,2,255033,0.0546307459806095,0.0758805894812295,0.472028013238735
413,2,255862,0.00461514857721612,0.0643979394973778,0.942908228161715
414,2,255975,-0.0018587032198718,0.0641658313258105,0.97690713539002
415,2,258311,-0.0262324932647374,0.0630909283585311,0.677817295956002
416,2,259284,-0.00892446550202408,0.0633170808231564,0.887990800276839
417,2,266330,-0.0359671275255131,0.0635622983424245,0.571850979285772
