SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
38,1,51462,-0.0702848921620317,0.0538289053407104,0.192501789090635
39,1,52124,-0.0355582998781512,0.0538524216100698,0.509497360357175
40,1,52667,-0.0530412757271633,0.053725186687139,0.32418640985308
41,1,55470,-0.0184346732682844,0.0552547015777722,0.738856225302997
42,1,59265,0.0308177490921989,0.0537471448601062,0.566749863097287
43,1,60165,0.00491416737487628,0.0537308974447691,0.927179860375947
44,1,62308,-0.0433665362881358,0.0536227870621841,0.419213259234074
45,1,62869,-0.0243936682876611,0.0536499921677499,0.649617745538038
46,1,65431,-0.0294322471917567,0.056026580232851,0.59968604198831
47,1,65451,-0.0336800192968816,0.0552246686078905,0.542338495137781
48,1,65719,-0.0251386991334038,0.0576038896926601,0.662808775382112
49,1,66841,-0.0718426491511937,0.0535546562197555,0.180626128972373
50,1,66948,-0.0527070018214423,0.0539476103849441,0.329236504568704
51,1,68621,0.013937349700003,0.0538690499906319,0.795997082127362
52,1,69417,-0.0354078143803817,0.0536984744224991,0.51008034068691
53,1,69820,-0.287223494000129,0.209696624863741,0.171648194032317
54,1,69821,-0.142856744511482,0.130232147020454,0.273415709744472
55,1,70906,0.0117640817118017,0.0863111628225723,0.891663008774902
56,1,74327,-0.0234166448121142,0.0540125682153733,0.664886843483761
57,1,74572,-0.033958739390659,0.0538527863432287,0.528720169603632
58,1,75211,-0.0116766000158759,0.0537812942130802,0.82824597479897
59,1,76030,-0.0209888034534925,0.0537732822879533,0.696535142926206
60,1,80108,-0.0838006790937139,0.0535868652197218,0.118753801039795
61,1,81262,-0.0905556619279448,0.0535353141006142,0.0916214824153231
62,1,81999,-0.0961712500656366,0.0536394310632316,0.0738416114270988
63,1,82431,-0.0817544569837236,0.0539630244049854,0.130665057895504
64,1,83284,-0.0819682122301497,0.0535668557122847,0.126861874034206
65,1,83613,-0.0799724984476047,0.053569459906986,0.136363162062731
66,1,84112,-0.0569585443884937,0.0536586511307447,0.289189385575989
67,1,84701,-0.0676148749291463,0.0574380993687737,0.239917515742684
68,1,84858,-0.0370740803988093,0.0538597701300437,0.491687921527766
69,1,85751,-0.0381134596230618,0.0540793975859768,0.481418995545677
70,1,87445,-0.00536826239218338,0.0542310789856119,0.921203453657778
71,1,87467,-0.0333199497752314,0.0544868843834447,0.541247417756051
72,1,89070,-0.0183435773987566,0.054165742443828,0.735069907706238
73,1,89616,0.00333592031587811,0.0538828165190593,0.950669022971025
74,1,89679,-0.00648501965294725,0.0538888270096894,0.904281721145473
75,1,89880,0.00517092116919507,0.0539028842565224,0.923630346278948
76,1,91472,-0.0143470216380282,0.0542983322435867,0.791760106133756
77,1,93789,-0.0225178812008022,0.0537308571284472,0.675407754275625
78,1,94351,0.0157771552863815,0.0538791240679189,0.769827958266541
79,1,99148,0.00752489880854709,0.0537427298895764,0.888726370030487
80,1,101281,0.039384177495946,0.587782284393658,0.946615892829184
81,1,106011,-0.0117746404558352,0.0560080561344936,0.833608526026273
82,1,106800,-0.0044360351271307,0.0538161990456476,0.934352004861101
83,1,107970,-0.0135842696048367,0.0536524057697976,0.800268534552524
84,1,109000,-0.0514810335608436,0.0536819552882009,0.338214753695031
85,1,112549,-0.0192473030977676,0.0536812181212005,0.720147451460138
86,1,112742,-0.0253272527731083,0.0538833126019081,0.63861747744504
87,1,113050,-0.0449875722889856,0.0537561956033041,0.403225298322798
88,1,113135,-0.0501942907343187,0.0536059104135031,0.349729346924299
89,1,114076,-0.0231274324777073,0.0536583236373442,0.66672202630275
90,1,114628,-0.0513426935829579,0.0537387869765247,0.340023094647857
91,1,116283,-0.0466751562055736,0.0540504378549545,0.388422505561978
92,1,126880,-2.9296984984412,1.00316473865275,0.00371984219334475
93,1,127853,0.00811728276067175,0.0540050285130232,0.880609002741308
94,1,128302,0.0240374170189719,0.0537840940338617,0.655203815244653
95,1,128704,-0.0179550214314135,0.0538443817574175,0.738984025666912
96,1,128911,-0.0270876416406863,0.0538395218696231,0.615194965026667
97,1,130267,-0.0617310297864926,0.0537329329639588,0.251396075593318
98,1,130271,-0.0608781206360868,0.0537996985090504,0.258583418666864
99,1,130613,-0.0592186328585612,0.0543094671491036,0.276284050719075
100,1,132012,-0.0538430606622746,0.0542096839000636,0.321274837233378
101,1,133231,-0.0239730846261517,0.0538850675179608,0.656669810411511
102,1,137074,-0.0671374377893972,0.0537047655361874,0.21208357174597
103,1,137304,-0.0516230913867909,0.0537720708025459,0.337694503886364
104,1,139686,-0.0670763738617545,0.0537946440375227,0.213262004672594
105,1,149562,-0.064419297262008,0.0539270855866268,0.233059859499614
106,1,150447,-0.0523829745030893,0.0545641706761922,0.337699669153989
107,1,151446,-0.0785967550780535,0.1096805007234,0.474096414475926
108,1,154084,-0.0692094735326072,0.0546802119404843,0.206450466420384
109,1,156633,-0.0598353549169223,0.0554641500165116,0.281408427849834
110,1,157269,-0.0448677976862596,0.0537564791827935,0.404479792055669
111,1,160054,-0.0453464823858073,0.0542670853885178,0.403935801999566
112,1,166222,-0.0350760473438227,0.0538866305934793,0.51551966610607
113,1,166416,-0.0362972677731709,0.0537748051652279,0.500126197668723
114,1,167326,-0.0404431967560623,0.0540724424603597,0.454991498444885
115,1,168836,-0.0305339289573409,0.0538342972852145,0.570949966241368
116,1,171200,-0.0378649633365118,0.0539018162671179,0.482842654986028
117,1,171431,-0.00787444926295158,0.054274608357032,0.88472630703686
118,1,173339,-0.042720878095306,0.0538061156149238,0.427741583393779
119,1,173845,-0.0264584511525842,0.0537910661550824,0.623113827769512
120,1,175121,-0.0237262635688743,0.0536879577034088,0.658811220475598
121,1,175281,-0.00209990495913323,0.0537483374287969,0.968857296870168
122,1,175315,-0.0104437813440464,0.0537286586810231,0.845990096075985
123,1,175523,-0.0182849146150154,0.0540272094752577,0.735233596212362
124,1,175541,-0.00629078399756777,0.0538144010042964,0.907007536341636
125,1,175653,-0.0228210727464928,0.0539720661740184,0.672675890149485
126,1,175805,-0.0193322833546813,0.0570298846890831,0.734822486029106
127,1,175818,0.00198013833634602,0.0557286569283021,0.971675789787163
128,1,175856,-0.00446199294911329,0.054876457106636,0.935241672886136
129,1,175876,-0.01483084662405,0.0540302081987339,0.783867307368191
130,1,175989,-0.00807904016804623,0.0541884415131623,0.881566510533819
131,1,176001,-0.00407383943633163,0.054472083528532,0.940426026654516
132,1,176451,-0.0126972861356455,0.0551231568968073,0.817957935043791
133,1,177692,-0.0144267166522895,0.0537260471957024,0.788453096625233
134,1,178191,-0.0243869225099286,0.0537692205927339,0.650432875161881
135,1,178224,-0.0144267166522895,0.0537260471957024,0.788453096625233
136,1,178960,-0.0108191636858667,0.054157618139291,0.841774103687954
137,1,179139,0.0221176620792294,0.107338427016532,0.836866427040166
138,1,179139,0.0954044467469156,0.216135875856203,0.659186756814918
139,1,180955,-0.0207175505799531,0.0621889037618123,0.739227119155484
140,1,183802,0.00980926086554033,0.0537357637028089,0.85525887074
141,1,183954,-0.013897633737414,0.0541244759428874,0.797504607469507
142,1,184450,0.00881859561812484,0.0536535401559112,0.869540358900111
143,1,184641,-0.000107740276464152,0.0552170115086769,0.998444258634125
144,1,184718,0.0188190140513718,0.0539511525173683,0.72743556465337
145,1,185296,0.00587997095401785,0.053730622624282,0.912920244101931
146,1,185438,-0.00898600377075813,0.0537319423998436,0.867278822196078
147,1,185469,-0.00558842707006771,0.0538107979941103,0.917344773099426
148,1,185503,0.00590181638508269,0.053671521856711,0.912502168085908
149,1,185705,0.00488512008377476,0.0542716821453248,0.92832847388208
150,1,185749,0.0080258142804422,0.0542706238434244,0.882517916040585
151,1,185806,-0.0157534119230941,0.0543383048026715,0.772052578808711
152,1,185879,-0.0239598799024229,0.0545924812911804,0.661012590648996
153,1,185916,-0.0156964703517076,0.0545761439335725,0.773816505045186
154,1,185941,-0.00605087716768002,0.0548193612935441,0.912171954096204
155,1,185954,-0.00380447657617665,0.0549800335464158,0.944871656207658
156,1,186055,-0.00921166143628974,0.0538808784220665,0.864350449357365
157,1,186896,-0.0122765746253931,0.0547626066696681,0.822748453057619
158,1,187697,-0.00129618099377549,0.111691249912438,0.990747284472937
159,1,189392,0.17560999884978,0.111887133147254,0.117420844123528
160,1,189416,0.195165383959175,0.108109507563363,0.0718864752956177
161,1,190132,0.0380513994438182,0.0539134328769061,0.480786121790434
162,1,190148,0.0364643713328691,0.0539328217125647,0.499415276171853
163,1,190165,0.0437054701723506,0.0543326571579999,0.42170442300642
164,1,190169,0.0364711108910122,0.0542799168974895,0.502081762782184
165,1,190933,0.00487720925036547,0.0538735319391331,0.927916835375838
166,1,192149,-0.00806777262432234,0.0543129183337803,0.881999524272201
167,1,192302,0.0850928622614595,0.0715726656638612,0.235277513698065
168,1,192303,0.0409505711235525,0.0647144894573486,0.527281593924703
169,1,192305,0.072795921339067,0.067176284728856,0.279257365801384
170,1,192315,0.164548439163898,0.0758281042496461,0.0306718242887602
171,1,192795,-0.0535196500970793,0.0536966640484832,0.319591199586704
172,1,194020,-0.037328604391195,0.0566034490511759,0.510020283334439
173,1,194187,-0.038097496228258,0.0537785027380165,0.47915512999598
174,1,194867,-0.064930879030033,0.0536762905514183,0.227213022545751
175,1,197325,-0.0631345241198778,0.0549973627042389,0.251764298172506
176,1,197392,-0.0523099910850487,0.0557386809024232,0.348636208559629
177,1,198857,-0.00593211209038103,0.257910520765008,0.981662742711009
178,1,206666,0.0163876692728593,0.0604860447316158,0.786600870012435
179,1,206675,0.0835259354407256,0.0786301463857842,0.288842251420712
180,1,223051,-0.0479001169950959,0.062280078093348,0.442343386469195
181,1,223059,-0.0373650869218058,0.0646947415155421,0.563929498840601
182,2,7366,0.0404892529874505,0.0779817721095311,0.603936663947308
183,2,8180,0.0351096448598094,0.107389357253217,0.743908671913653
184,2,8187,0.0252781823986812,0.11168316751556,0.821069284907705
185,2,8250,0.0616251504057574,0.109989910344334,0.575643839494153
186,2,8253,0.0261491866203514,0.110030003022333,0.812286520340167
187,2,8285,0.0643722141316004,0.0595595817734229,0.280522293664925
188,2,8302,0.0263061874951234,0.0558261818043675,0.63777760554893
189,2,8306,0.0263061874951234,0.0558261818043675,0.63777760554893
190,2,8314,0.0150759364657286,0.0546922497539791,0.782977941692214
191,2,8317,0.0282281121532795,0.0559254092782377,0.61405236958095
192,2,8328,0.021004592240094,0.0556840738882306,0.706244182731357
193,2,8331,0.0198623652878119,0.0555805364075489,0.721034460469177
194,2,8498,0.005890602962212,0.0546171284882445,0.914173838581668
195,2,8651,0.0287202676608805,0.0546477919702548,0.599529336969263
196,2,9418,0.301754518810548,0.138107233036248,0.0295510970581763
197,2,9812,0.0369170316447187,0.0549588869596639,0.502200767435219
198,2,9932,0.0127178213166577,0.0547730700725514,0.816524114107068
199,2,10135,0.00618870108262315,0.0545664812239136,0.909765387936046
200,2,11616,-0.00123337710706362,0.0545095172837708,0.981960733548559
201,2,12133,0.00475350916007,0.0547256717923735,0.930831502020059
202,2,12194,0.0120098442773692,0.0549341586114472,0.827070446752851
203,2,12359,0.00676293804966754,0.0547760698941286,0.901809002644666
204,2,13061,-0.00353600244784569,0.0547728980663752,0.948562850989451
205,2,14298,0.00861984131918148,0.0549440982715163,0.875426082645425
206,2,15222,-0.00423115718147205,0.0554813594691075,0.939253319541973
207,2,17986,0.00228134070760089,0.0545094215735015,0.96664016187775
208,2,19770,0.00352089468328687,0.0548861121154808,0.948887816746742
209,2,19836,-0.00777905119007949,0.0547340739407101,0.887062771482616
210,2,19851,0.0043334825727871,0.0548954134280275,0.937124516987887
211,2,21595,-0.00629107132972939,0.0546681419633802,0.908449149704285
212,2,22385,0.00706408549137028,0.0547196052176328,0.897355161529708
213,2,23441,0.00417852188160472,0.055251928375207,0.93975892232618
214,2,24209,-0.00406909931177102,0.0547969938563955,0.940847387445304
215,2,24341,0.0225955015153387,0.054913867295592,0.680976407227118
216,2,26815,-0.00399124059677292,0.0548608021650912,0.942044563094202
217,2,28209,-0.021692392849797,0.0548675272689992,0.692816475890497
218,2,28695,-0.00479152959466167,0.0573332032737326,0.933443004694935
219,2,35849,-0.502112323348966,0.587178163833257,0.393060453563418
220,2,35850,-0.792408965624368,0.717635002897923,0.270260667999406
221,2,41245,-0.00898448697848064,0.0546670759426324,0.869550362942305
222,2,43214,0.0056170207115101,0.0555547024539902,0.919522189444852
223,2,47104,-0.0566492559501148,0.0539225251601766,0.294175916109678
224,2,50915,0.00187482253638704,0.0545372964699805,0.972596043267766
225,2,55834,-0.0113058010290967,0.0542820449741424,0.835131376968102
226,2,56422,-0.0307179519832793,0.0543578495554616,0.572360564290548
227,2,57715,-0.0263245762343371,0.0541850515618701,0.627391052208584
228,2,59046,-0.0148129128950766,0.0544716561239865,0.785828675118657
229,2,59191,-0.0285432044816396,0.0541441340772088,0.5984061514279
230,2,59383,-0.0183633659695003,0.0541722256864168,0.734825451805659
231,2,59477,-0.0354187707019332,0.054963948021748,0.519734561750955
232,2,59755,0.0807626843115221,0.12349281439916,0.513546047016872
233,2,60471,-0.0216953963905917,0.0542417256063092,0.689416007722358
234,2,60478,-0.0234659951630065,0.0543015643038329,0.665901946875605
235,2,60786,-0.0211775879978405,0.054214899808411,0.696311534768162
236,2,61035,-0.036706085274533,0.0541874978755875,0.498602053173706
237,2,61071,-0.0347159148523641,0.0539450938965926,0.520290551746291
238,2,61675,0.00749951111775676,0.0541306523060854,0.889889001286679
239,2,62776,-0.0180008623852639,0.056492529974247,0.750186855838929
240,2,62939,-0.0105657828298568,0.0540356281728955,0.845087710598478
241,2,63527,-0.00414790665923898,0.0542409485345579,0.93908701707103
242,2,63857,-0.0325645145718406,0.0542263229067076,0.5485386628761
243,2,65527,-0.0140803489035055,0.0540699549129249,0.794699479441777
244,2,67007,-0.0282699878904807,0.0595173006265469,0.635089454650335
245,2,67023,-0.188085654076152,0.122709891835492,0.126229011765494
246,2,67024,-0.129277422594126,0.123375881910668,0.29543207508728
247,2,67976,-0.0182685910035534,0.0548453960398872,0.739262192201382
248,2,69628,-0.0179697068232209,0.055754547925161,0.747416008591928
249,2,71825,-0.171188262468903,0.107444593641571,0.111994583845829
250,2,72389,-0.0269622987699212,0.0544968464572819,0.621084589668065
251,2,72392,-0.0440054998815769,0.0548364352497326,0.422811520195238
252,2,73646,-0.00517939442938616,0.0537604470351267,0.923303546412506
253,2,74564,-0.0272757789796833,0.0536359498633934,0.611395587385992
254,2,74739,-0.0359581334278676,0.0537979845363978,0.504320318951626
255,2,79931,0.0156899840464286,0.0606702209330234,0.79608615054409
256,2,80748,-0.00829475852863545,0.0559839773167223,0.882298664304198
257,2,80873,-0.00758272501321004,0.0539589403868586,0.888323231727735
258,2,81501,-0.00829947060728517,0.053949650961481,0.877825902204368
259,2,83526,-0.0353366523751882,0.0538349224858447,0.512001490240312
260,2,83845,-0.0369592694868836,0.0538830646400855,0.49321616207114
261,2,84412,0.141306223886856,0.135673321874354,0.298347932557202
262,2,84412,-0.00128450747875908,0.0680427187035205,0.984949130183217
263,2,84447,-0.0082434075149231,0.0546056113153074,0.880091412574401
264,2,87391,-0.00695474857537209,0.0536795947197135,0.896988044266102
265,2,87562,-0.00557419439161821,0.0538158991773452,0.917562312522234
266,2,87849,-0.000574569747091178,0.0538116113610182,0.991486836570018
267,2,87878,0.0135307261175513,0.0540380570498757,0.802429468203015
268,2,88125,0.00675790032771584,0.0600951887756636,0.910527941405903
269,2,89785,0.00438940393319347,0.0540483743238925,0.935318979121179
270,2,93441,0.0200439235785784,0.0556521398872645,0.718939537395207
271,2,93588,0.0280814657711568,0.0575974310089864,0.626173252713148
272,2,93721,0.000838695061110561,0.0538856490133348,0.987590740357451
273,2,93952,0.0105777966492833,0.053728584411656,0.844038927325392
274,2,95085,-0.0251928538971096,0.0537898143409299,0.63981814087056
275,2,103188,0.0231202586380172,0.0550989541144679,0.675023165503094
276,2,107124,0.0500009016022656,0.053767470810742,0.353033992349724
277,2,111645,0.00374088422989285,0.0538673980217684,0.944673805447553
278,2,111916,-0.00426842521252375,0.0539942617388676,0.937035012879267
279,2,111931,0.00340667456734944,0.054076999151385,0.949804757108199
280,2,111999,0.000530480429486418,0.0538831016544425,0.992150495693828
281,2,114528,0.019662641837966,0.0541830779184159,0.716902254144183
282,2,116024,0.0104597886138815,0.0543191884229372,0.847413071330442
283,2,119244,-0.0154889624287994,0.0591986355545147,0.793748585019987
284,2,119246,-0.0177194864895265,0.0598284844537252,0.767273344219934
285,2,119247,0.00153085139981068,0.0602678962446366,0.979749644103172
286,2,120090,-0.00566076034776852,0.0541066598714905,0.916734979763416
287,2,120291,-0.0399434076748713,0.0546849467638069,0.465613188054174
288,2,120726,-0.0199556986389927,0.0543997003484667,0.713962103101632
289,2,121716,-0.0230639446741604,0.0543344078386991,0.67147336649344
290,2,123100,0.0311644545964888,0.0543979602251526,0.567078840343769
291,2,124677,0.0278517372351527,0.0543280525876723,0.60851086845702
292,2,127636,0.0639741575481672,0.0686540419362485,0.352059285607985
293,2,127887,0.0355048470792879,0.054688257151896,0.516616748277023
294,2,128935,0.0426119755770787,0.0546221018404425,0.435841054672959
295,2,129053,0.0305489396288849,0.0548114689083953,0.577644447885289
296,2,130040,-0.0118870867755042,0.0551666422471177,0.829520674332457
297,2,130976,-0.00602779526220953,0.0547199564006465,0.912347331662099
298,2,132199,0.0204010128949909,0.0549637943225745,0.710732204685864
299,2,133355,0.0483543460711523,0.0552865271700489,0.38237886975213
300,2,133435,0.0588355119625399,0.0553775278122921,0.288760543487875
301,2,133943,0.0940208212497656,0.0647453477951805,0.147344413040847
302,2,135183,0.067860806115223,0.0553790580621297,0.221246206230181
303,2,135402,0.0694700218334776,0.0553650034528342,0.210394499152852
304,2,135898,0.0729316781642726,0.0556473849121426,0.190843677802385
305,2,135912,0.0566904744942808,0.055742208546447,0.309844425530405
306,2,135925,0.0507367688615908,0.055505282718283,0.361294005470623
307,2,136002,0.0663890034124266,0.0554168156177774,0.231723154541714
308,2,136173,0.0676977295694015,0.0558060157981233,0.225906478321678
309,2,138209,0.0441323198029915,0.0575142158670765,0.443398910851228
310,2,138318,0.0541301195232091,0.0573262491394493,0.345689441062228
311,2,138695,0.036841178185304,0.0563807347234526,0.513900894943867
312,2,138818,0.0557409055927247,0.0562331588126874,0.322244335482676
313,2,139728,0.0667781735927531,0.0560979315516049,0.234694752721901
314,2,140174,0.0566590680475347,0.0561294608823539,0.31345725352938
315,2,140863,0.0671961365836615,0.0560737350922247,0.231583482878428
316,2,141152,0.0388150078001802,0.0563080651390164,0.491066592483692
317,2,141292,0.0427685924941654,0.0558944815767065,0.444683577508513
318,2,141545,0.0432502431074991,0.0561661642217851,0.441790644350362
319,2,145823,0.0337084823417815,0.058328881752128,0.563697522532771
320,2,145934,0.0882216533603413,0.0960382813808419,0.358927231619639
321,2,145980,0.00726602034516177,0.0588933504738452,0.901879653093519
322,2,146723,0.0212461904243532,0.0561005314366481,0.705126157256317
323,2,147946,-0.000425329377446104,0.056625926929936,0.994011218766425
324,2,150394,0.0233563785798523,0.0616725240085127,0.705126358478205
325,2,151274,-0.0570982491280443,0.0965811662726712,0.554768506141426
326,2,151397,0.00955488126105886,0.0567652178774919,0.86642572515536
327,2,153035,0.0289472923816202,0.0561283805259305,0.606363330997712
328,2,153228,0.00940138116499178,0.0565570297195526,0.868072425503841
329,2,153455,0.0403272988802277,0.0569456971333834,0.479306331575305
330,2,153732,0.015836483762379,0.0589119882750405,0.788228335664202
331,2,153815,0.0516422207786191,0.0567009133759664,0.363031289614723
332,2,154160,0.0369900040341025,0.0561381835568103,0.51038320325633
333,2,154235,0.0450592779174969,0.056682909905863,0.427184956010629
334,2,155527,0.0281870698861721,0.0615595837543257,0.647318415369476
335,2,159870,0.0567188616224685,0.0552182494938252,0.305040916877824
336,2,161229,0.0683196730209203,0.0560316543093961,0.223542572213071
337,2,161451,0.428166118463875,0.11805209711254,0.000329077352471083
338,2,161451,-0.166452768482141,0.120291321522318,0.167310238000229
339,2,162696,0.0754433738026472,0.0557635372097382,0.176948370959025
340,2,163284,0.0460986158420499,0.0551124776164614,0.403469855818062
341,2,164166,0.0332942099119641,0.055651086483376,0.550045433338683
342,2,165270,0.0248566747700686,0.0551951947014931,0.652740829414816
343,2,165675,0.0273905513699644,0.0561045493908678,0.625707379950465
344,2,166404,0.3067960453023,0.144536623855635,0.0344815374026146
345,2,168012,0.0005049293508117,0.0678410226248314,0.994065738262946
346,2,168062,0.0464250366135895,0.0555642574030666,0.403990262939217
347,2,168518,0.0622354789873043,0.0552014137601801,0.260328390764739
348,2,168980,0.0396109291479707,0.0552342340227048,0.473759167531187
349,2,169651,0.0458663706413803,0.0552468000574919,0.406981945470662
350,2,169902,-0.0984870311228176,0.092284929249702,0.286608133537646
351,2,169960,-0.0983145595825645,0.08593951281933,0.253399962897598
352,2,170725,0.0580770438181056,0.0553128427763042,0.294448379114619
353,2,171254,0.0383339000590737,0.0554512763872329,0.489826506061313
354,2,172242,0.0578107712021815,0.0547464840050572,0.2917030197919
355,2,173254,0.0758113710025675,0.0542628852017733,0.163257241301396
356,2,173340,0.06420011485717,0.0542987067631345,0.237862361793226
357,2,173385,0.0854669656983568,0.0542658944502513,0.116159944721482
358,2,173973,0.0811088397231751,0.0541397180138267,0.13499073227119
359,2,174714,0.0186846966821929,0.139254703236169,0.893339541743035
360,2,177341,0.0543062249442253,0.0540492732332803,0.315703536690149
361,2,180314,0.0445702382075553,0.0540926733397391,0.410518228895686
362,2,180339,0.0529503690132282,0.0542082459242874,0.329339337483514
363,2,182758,0.0354051865738095,0.0540539502554733,0.512896130306104
364,2,183619,0.0642026715531033,0.0541921437280612,0.236924055734427
365,2,183913,0.055393923117319,0.0555969391051076,0.319763358407744
366,2,184146,0.0337721166476681,0.0560196451478084,0.546987586275669
367,2,187176,0.0207437252217003,0.0545842302430042,0.704150603251008
368,2,191066,0.0496948801972559,0.0549398894570984,0.366330349944179
369,2,191124,-0.109962787247779,0.0692473794099771,0.11318829646272
370,2,191128,0.120030562153125,0.0636532009329324,0.0601568782490277
371,2,191599,0.00862080089224998,0.0542394570815839,0.87380730617662
372,2,191762,0.0199150823577104,0.0563784530505035,0.724119937297272
373,2,191763,0.0155891894988733,0.0544499015125372,0.774813739698896
374,2,191959,0.0442369650066551,0.0542723033938821,0.415568762333852
375,2,192390,0.000494532339011533,0.0558223844039264,0.992936611323981
376,2,195759,-0.0199338730070771,0.0547795261989069,0.71615594199846
377,2,196912,0.0228044981129654,0.0538899198525009,0.672430265356215
378,2,197598,0.310410063939446,0.175260690643058,0.0774013412575954
379,2,198110,-0.0318895533137198,0.0542000462329938,0.556661803609882
380,2,198283,-0.0264137183131757,0.055914558117568,0.63693728440397
381,2,198805,-0.0165802134025668,0.0544530342885065,0.760936706433321
382,2,198891,-0.0095540221312562,0.0540335813677149,0.85975402726376
383,2,199248,-0.00761507323988883,0.0541578639001452,0.888259180879438
384,2,201782,-0.00608577460533216,0.0540918561614376,0.910484459978867
385,2,203285,-0.0114096250960134,0.0538796869010101,0.832415579430358
386,2,203783,0.00425266878654371,0.0537666072207833,0.937001893114549
387,2,204179,0.00387354990048444,0.0538967907235531,0.942746250340606
388,2,205406,0.0249078249121428,0.0544348014060131,0.647541673773234
389,2,205834,-0.00144263946451595,0.0541900932018164,0.978776404660185
390,2,205965,0.0237978038538424,0.0591993122426586,0.687931285153352
391,2,207192,-0.00942054048262192,0.0541371529722063,0.861955399774669
392,2,207561,0.00946541217976754,0.0538978178057521,0.860694971399446
393,2,208682,-0.0108754423940828,0.0538063833036629,0.839937948575864
394,2,210102,0.00838640939975338,0.0539466170030405,0.876549465344058
395,2,212519,0.0725653614246546,0.114756971831442,0.527574433929595
396,2,214801,-0.00527109148805771,0.0539451666835649,0.922216422891306
397,2,215016,0.00972580722882577,0.0539126307942446,0.856942531045394
398,2,218876,-0.0687356927537396,0.0543495241516478,0.206814194826455
399,2,227511,-0.0785935088007123,0.0546983429980544,0.151645320242066
400,2,230378,-0.0625690312999182,0.054064273529312,0.247928930530779
401,2,231943,-0.0809173127496924,0.0541510451583185,0.135993427657752
402,2,232156,-0.0695534518086162,0.0541734341184739,0.200017858548044
403,2,232789,-0.0872843924932966,0.053907690375703,0.106309006786054
404,2,238524,-0.0811437901636428,0.0540112463739746,0.133900783998228
405,2,241518,-0.0670723702877037,0.0545373186956885,0.219574712431503
406,2,250396,-0.0873620855415184,0.0540819356226884,0.107124979342028
407,2,250466,-0.0626923731267593,0.054159594740273,0.247830848315213
408,2,252305,-0.0870074095211277,0.0542086713835448,0.109377905657573
409,2,254571,-0.0488410457974527,0.0551089926037272,0.376079331223488
410,2,254742,-0.0380652851610421,0.055083205022433,0.489987885099065
411,2,254908,-0.0652270386593433,0.0554328854320635,0.240114146848509
412,2,255033,-0.0617119851541328,0.0650150920141993,0.343170938084669
413,2,255862,-0.0450684646494833,0.0551547824563591,0.414406963724452
414,2,255975,-0.0264064141611637,0.0549896460825695,0.631377627456855
415,2,258311,-0.0431042228702453,0.0540506303213103,0.425709201963694
416,2,259284,-0.0697856195703375,0.0541542279997004,0.198365159943662
417,2,266330,-0.05791688859876,0.054427630166338,0.288007028563076
