SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
41,1,55470,-0.259146788443154,0.136596728095987,0.0586218254745272
42,1,59265,-0.170008785223598,0.133279818515437,0.202943553639442
43,1,60165,-0.169930317299011,0.133178922562466,0.20281033268646
44,1,62308,-0.0949265331665259,0.133243122662589,0.476668535655683
45,1,62869,-0.122861226162546,0.133161666149552,0.356821324902785
46,1,65431,-0.11124716778551,0.139115731982739,0.424437754730263
47,1,65451,-0.0721784761219471,0.137213582314018,0.599197598044397
48,1,65719,-0.147010217057405,0.142930394789365,0.304398185772442
49,1,66841,-0.0827975305376293,0.133312147535769,0.534947706933112
50,1,66948,-0.0688026020213938,0.134153593961792,0.608366963535531
51,1,68621,-0.173040007159451,0.133522743280119,0.195836289199912
52,1,69417,-0.118826998870911,0.133335773180851,0.373436316526092
53,1,69820,-1.24732617803076,0.518097389705611,0.0165740909038741
54,1,69821,-0.483375049840639,0.323064937768772,0.135490786257898
55,1,70906,-0.244722977625653,0.214033192196787,0.253652356252731
56,1,74327,-0.270444050411486,0.133445494288283,0.0434520849060981
57,1,74572,-0.256484129692514,0.133164345912899,0.0548981458176535
58,1,75211,-0.288963369205547,0.132730126734312,0.0301370154117701
59,1,76030,-0.132061570720204,0.13343321976094,0.322988743703819
60,1,80108,-0.0974103893168206,0.133485983406571,0.466031579800859
61,1,81262,0.0840443909546967,0.13346118572963,0.52927921768852
62,1,81999,0.0430418617489477,0.133842639347532,0.747957010029249
63,1,82431,0.00142629639931741,0.134495890655471,0.991544776434805
64,1,83284,-0.000671287627866696,0.133517201227556,0.995991313662339
65,1,83613,0.0193265229097068,0.133498530291618,0.884975439606329
66,1,84112,0.0125884194477819,0.133515524869415,0.924936805064258
67,1,84701,-0.138333581593666,0.142784035877433,0.33329290673146
68,1,84858,-8.00676227087904e-05,0.133894032528894,0.99952320886226
69,1,85751,-0.0224212598837203,0.134439075620033,0.867641508788276
70,1,87445,-0.00192027475105183,0.134728539284859,0.988636254137861
71,1,87467,-0.0148447044047277,0.135431583616116,0.912780679808999
72,1,89070,0.0655485507493088,0.134541023396288,0.62641813941526
73,1,89616,0.0276413428531871,0.133854158851055,0.836516741628488
74,1,89679,0.0463642393111986,0.133856449961089,0.729268895269349
75,1,89880,0.0661136564943778,0.133866875601871,0.621700808364177
76,1,91472,0.0341641084647897,0.134894869559962,0.800211104810986
77,1,93789,0.00743301259665094,0.13351661988382,0.955635345188793
78,1,94351,0.0304790266914506,0.133858770043781,0.8200148694521
79,1,99148,0.0549703394669605,0.133485145747456,0.680729607890764
80,1,101281,1.26225945599479,1.45869525457099,0.387442869659633
81,1,106011,0.0117465011953775,0.139148572608479,0.932772767338733
82,1,106800,-0.0244530286008852,0.133690970238142,0.854975910127886
83,1,107970,-0.0486419916000533,0.133276064359405,0.715351095132917
84,1,109000,0.0296177518035586,0.133526824570135,0.824589085403789
85,1,112549,0.0747167396246469,0.13332567067014,0.575556832079998
86,1,112742,-0.024992676185606,0.133898026468404,0.852038716120877
87,1,113050,-0.00761459819937682,0.133678753660734,0.954607759237169
88,1,113135,-0.014171808175951,0.133336745982092,0.915415939355207
89,1,114076,0.215048043012461,0.132846713335341,0.106390207601508
90,1,114628,0.225631633427975,0.133135672994269,0.091004838173437
91,1,116283,0.238645364839011,0.133818230691702,0.0753876657380669
92,1,126880,-6.33933218041369,2.49942673851467,0.0116329552782977
93,1,127853,0.0637460032232084,0.134126516429007,0.634890104294109
94,1,128302,0.159993624159927,0.133382500826774,0.231134247259696
95,1,128704,0.165107948398034,0.133498174147274,0.21699074175048
96,1,128911,0.2023954484974,0.133367556809776,0.130016265667045
97,1,130267,0.163929164424218,0.133453568415976,0.220129801734503
98,1,130271,0.159188213778471,0.133628875481749,0.23434754365887
99,1,130613,0.181905200599233,0.134801232769271,0.17806281764717
100,1,132012,0.0434851394887937,0.134841747269803,0.747272290257639
101,1,133231,-0.0166116352824213,0.133901714981162,0.901339629366843
102,1,137074,-0.0385827424094531,0.133698424042264,0.77307189004786
103,1,137304,-0.0591408810541274,0.13372362822417,0.658570457025641
104,1,139686,-0.060314458211241,0.133897976075913,0.652661909943238
105,1,149562,-0.144356199086039,0.134021951199778,0.282167277542843
106,1,150447,-0.116851565051634,0.135588489409643,0.389376927922403
107,1,151446,0.124339305399031,0.272597952155778,0.648579093353261
108,1,154084,-0.107861853295406,0.136029303655992,0.428350624269377
109,1,156633,-0.131306498225099,0.137839937779279,0.341443950579234
110,1,157269,-0.225835613326738,0.133137870760361,0.0907194454558525
111,1,160054,-0.196849705062594,0.134542097413006,0.144327459325193
112,1,166222,-0.215478310949893,0.13345943618119,0.107299396048729
113,1,166416,-0.205714548416038,0.133230218301049,0.123471414527411
114,1,167326,-0.207435522593352,0.133984886934328,0.122469964423968
115,1,168836,-0.204963791302944,0.13335644477076,0.125198433789609
116,1,171200,-0.207359184052755,0.13354701575668,0.121389570476222
117,1,171431,-0.207130219129846,0.13438743414701,0.124141765837163
118,1,173339,-0.14572691427112,0.133565255233887,0.275993243265662
119,1,173845,-0.141125335099651,0.133468172804121,0.291065490258238
120,1,175121,-0.180013227773072,0.133069839753567,0.176994117384999
121,1,175281,-0.178197110764195,0.133190450971513,0.181786350974004
122,1,175315,-0.181760101671795,0.133134666851536,0.173048621423519
123,1,175523,-0.15235934848561,0.133996851917681,0.256294149720647
124,1,175541,-0.180484902144762,0.133348577072754,0.17676771486376
125,1,175653,-0.154834980032548,0.133863760361082,0.248193067740491
126,1,175805,-0.13702393190639,0.141515061418989,0.333575490774173
127,1,175818,-0.180781929374589,0.138112631211065,0.191404214044412
128,1,175856,-0.183285722739957,0.135981829606013,0.178564791461166
129,1,175876,-0.174549828905334,0.133920147773682,0.193291993092899
130,1,175989,-0.168196997494464,0.134327042142185,0.211345843569921
131,1,176001,-0.153524639947135,0.135079584827847,0.256497606389482
132,1,176451,-0.108710872638757,0.136830913736157,0.427443691078432
133,1,177692,-0.232190526467904,0.132912382945573,0.0815166888942526
134,1,178191,-0.239056440071535,0.133011043406656,0.0731477371795902
135,1,178224,-0.232190526467904,0.132912382945573,0.0815166888942526
136,1,178960,-0.152738898950235,0.134306002730451,0.256207021291728
137,1,179139,-0.087587487488376,0.266637009133377,0.742736271643925
138,1,179139,-0.344039626600345,0.536784033027677,0.521985681804898
139,1,180955,-0.0744738258720941,0.154469831598182,0.630015676054931
140,1,183802,-0.129424584150842,0.13332465350167,0.33233866851086
141,1,183954,-0.116679758757139,0.134330954147213,0.385656544601062
142,1,184450,-0.0515940242321589,0.133268734899694,0.698883828852427
143,1,184641,-0.0351796942068073,0.137163289320213,0.797729329776556
144,1,184718,-0.0909748236953829,0.133966903688322,0.497529435299474
145,1,185296,-0.0777587358358173,0.133421509994351,0.560396615366897
146,1,185438,-0.0818133798727381,0.133420946890316,0.540140692728579
147,1,185469,-0.0844328188939598,0.133609088648175,0.527835660990162
148,1,185503,-0.0686223840287551,0.133288847052251,0.606987281508492
149,1,185705,-0.0806753898815845,0.134760734442028,0.549785918910684
150,1,185749,-0.0899682152539735,0.134744065939575,0.50476327321725
151,1,185806,-0.134918451161004,0.134818050718169,0.317635739160539
152,1,185879,-0.10209083203903,0.135552676293052,0.45186472633117
153,1,185916,-0.0552874424582115,0.135567907365855,0.683652308362904
154,1,185941,-0.0494016219677788,0.136165148169767,0.716966455236641
155,1,185954,-0.0616472290054252,0.13654885247862,0.651930619447069
156,1,186055,-0.0648959307785763,0.133817673453165,0.628007051015201
157,1,186896,-0.13449985691356,0.135868410630956,0.322887678969154
158,1,187697,-0.300838904207877,0.277013146802404,0.278215850244084
159,1,189392,0.0516383185522749,0.278916764945167,0.853226485791165
160,1,189416,-0.101596877348889,0.269760057566049,0.70668272816208
161,1,190132,0.0789031086835696,0.133966238494945,0.556253030921657
162,1,190148,0.0882772489149755,0.133990115874824,0.510431855120046
163,1,190165,0.0922187540709274,0.135013525500688,0.495033732526831
164,1,190169,0.0962386966470247,0.134836980404715,0.475858906976701
165,1,190933,0.0668273254666628,0.1337927338952,0.617749645078751
166,1,192149,0.185318757335057,0.134573250886325,0.169358697990763
167,1,192302,0.0596733757486003,0.178135876207616,0.737833130363634
168,1,192303,-0.0404622560759815,0.160847471282595,0.801530126760106
169,1,192305,0.0714703719950238,0.167120656498009,0.669161394489702
170,1,192315,-0.146865609227087,0.189471518903233,0.438780054666428
171,1,192795,0.214085670533548,0.133099776746999,0.108628422167008
172,1,194020,0.172504085131598,0.140407128485796,0.220040563607766
173,1,194187,0.183430628878616,0.133340364229438,0.169800038362849
174,1,194867,0.0555870819651324,0.13359178851904,0.67759221269065
175,1,197325,0.0657966917942545,0.136840382141668,0.630936597693197
176,1,197392,0.0606067954139917,0.138607165017996,0.662193179104659
177,1,198857,0.302953389335701,0.640526745414159,0.636523054028109
178,1,206666,-0.0799517119727513,0.150221332481751,0.594904236870767
179,1,206675,0.0175017865834892,0.195651257409185,0.928771844725826
180,1,223051,0.080411711290459,0.154793327236531,0.603753088579413
181,1,223059,0.027087827805623,0.160791126910941,0.866313222314431
182,2,7366,0.00489326925098688,0.193804533448575,0.979871037164526
183,2,8180,0.342559273332062,0.266204985728256,0.198998445787947
184,2,8187,0.0927653390560614,0.277431596930009,0.738297488358079
185,2,8250,0.373968189894297,0.272644705504815,0.17104920748629
186,2,8253,0.350405388759064,0.272733363344337,0.199707724320687
187,2,8285,0.121423985488379,0.148067994889336,0.412737796656204
188,2,8302,0.0863580160581052,0.138656885153952,0.533806211650963
189,2,8306,0.0863580160581052,0.138656885153952,0.533806211650963
190,2,8314,0.127772650413334,0.135716740221726,0.347110105628113
191,2,8317,0.0855718767282878,0.13891142885629,0.538279949022217
192,2,8328,0.0610007443949612,0.13832617475858,0.659488708645654
193,2,8331,0.0662293505727585,0.138059156276705,0.631725588492358
194,2,8498,0.0704918916210413,0.135636127809724,0.603589189344795
195,2,8651,0.0891220260533514,0.13573219376678,0.511864684435424
196,2,9418,0.25000453504938,0.345156748363149,0.469348014103981
197,2,9812,0.155014754693948,0.136372685316296,0.256435001088584
198,2,9932,0.104681728663639,0.135969464329269,0.441879175408594
199,2,10135,0.125937775288468,0.135396601718713,0.352934317244426
200,2,11616,0.137683181062523,0.135220107471034,0.309272993048337
201,2,12133,0.155140141535948,0.13570589942426,0.253726734100728
202,2,12194,0.138987115200346,0.136281987808972,0.30849828517137
203,2,12359,0.144635453010183,0.135865656714963,0.287808351882965
204,2,13061,0.11950981454276,0.135924803804327,0.379872108619397
205,2,14298,0.129745595233618,0.136328036057374,0.341892129690356
206,2,15222,0.131054089868927,0.137657314162214,0.341732445876126
207,2,17986,0.191631812791181,0.135033879410138,0.156740939772571
208,2,19770,0.115530537621026,0.136216086929878,0.396933811413972
209,2,19836,0.0941337439362002,0.135887859778833,0.488933800429398
210,2,19851,0.122074536050287,0.136223460660086,0.370791651860831
211,2,21595,0.124316304729929,0.135653781795897,0.360070486924482
212,2,22385,0.128083026067978,0.13577252860178,0.346139527632473
213,2,23441,0.151994117421172,0.137025324735396,0.268081310547171
214,2,24209,0.148602901410826,0.135903718857711,0.274945169981044
215,2,24341,0.177734652167813,0.13612737711403,0.192522022213005
216,2,26815,0.175223703099819,0.135972694152871,0.198357343731873
217,2,28209,0.206818623344144,0.135892907354747,0.128923480804583
218,2,28695,0.118550283056904,0.14229492055039,0.405334293334655
219,2,35849,0.355598492390323,1.46011890760442,0.807727969459011
220,2,35850,0.112306400707119,1.78589268693731,0.949893431315068
221,2,41245,0.113713166046675,0.135680132145309,0.402543114220277
222,2,43214,0.0855462899749069,0.137941870280433,0.535551347760755
223,2,47104,-0.0684343397686992,0.134119971922387,0.610197187430497
224,2,50915,0.11806231975603,0.135341875419569,0.383623169817294
225,2,55834,0.0757279120767462,0.134801364867713,0.574626454454378
226,2,56422,0.0828717688165203,0.135030693694745,0.539792067007228
227,2,57715,0.0862944769992643,0.13457900425001,0.521797159076924
228,2,59046,0.0822079014372837,0.135267801713524,0.543749486944218
229,2,59191,0.0709630535703875,0.134510631130126,0.598132964030843
230,2,59383,0.0837373797337907,0.134528593444395,0.534047597313683
231,2,59477,0.0623401346682216,0.136587375293462,0.648374333699653
232,2,59755,0.137484194729648,0.306892771780728,0.65443687075306
233,2,60471,0.0738089205602083,0.134726427315798,0.584145998232132
234,2,60478,0.0750156659105562,0.134878411214023,0.578445287482512
235,2,60786,0.11717271435028,0.134571188549469,0.384503299726075
236,2,61035,0.103385549659778,0.134593467642495,0.442922303966913
237,2,61071,0.0878415379776043,0.134013295578505,0.512592888183174
238,2,61675,0.102742764148715,0.134369644728316,0.445004056612198
239,2,62776,0.0979901364715349,0.140268102776728,0.485267187584541
240,2,62939,0.0980349766381218,0.134146977028183,0.46538442983701
241,2,63527,0.156989695012941,0.134493033287904,0.243889183256214
242,2,63857,0.143275837025456,0.134567789902737,0.287734360314745
243,2,65527,0.0746730521498311,0.134280523032911,0.578496569449765
244,2,67007,0.101311983959581,0.147808227294621,0.49352337551701
245,2,67023,0.0371929226546452,0.30585554273904,0.903282704567318
246,2,67024,0.18661560021828,0.306819269874657,0.543428420436777
247,2,67976,0.0735858798448136,0.13621797822435,0.58939505976939
248,2,69628,0.148925606917553,0.138304897495254,0.282308539011462
249,2,71825,-0.0106760522995284,0.267882914395251,0.968232511056762
250,2,72389,0.372508118709189,0.133974787830211,0.00571964695163269
251,2,72392,0.301288419675535,0.135408571527706,0.026710584433852
252,2,73646,0.260633229962019,0.132836903955018,0.0505414912592886
253,2,74564,0.196783298172763,0.132884904507428,0.139537163039858
254,2,74739,0.231431459837123,0.133166830140281,0.0830994003244259
255,2,79931,0.281379002822979,0.149991981074436,0.0614857514047862
256,2,80748,0.182585374574515,0.138745853061565,0.18903806184295
257,2,80873,0.223872502464251,0.133523770728366,0.0944964319144861
258,2,81501,0.216870752704656,0.133534085009519,0.105250149779295
259,2,83526,0.192431578360767,0.133431616571794,0.150139980250805
260,2,83845,0.174078390625304,0.133630492045805,0.193531634066793
261,2,84412,0.0759648253599288,0.337547599145874,0.822071202042716
262,2,84412,0.232163851859665,0.168586911810389,0.16934879667474
263,2,84447,0.246731093915791,0.135024441256235,0.0684977638277269
264,2,87391,0.192417623095887,0.132965998417435,0.14875103036672
265,2,87562,0.204673254406934,0.133252758495101,0.12543966781373
266,2,87849,0.212797409839323,0.133203994107111,0.111042288456604
267,2,87878,0.205462973929707,0.133812994679097,0.125569458786862
268,2,88125,0.239762089082237,0.148751252602345,0.107892100499231
269,2,89785,0.124853731902962,0.134109527526464,0.352498448118284
270,2,93441,0.114517233011119,0.138148067539822,0.407695341183862
271,2,93588,0.118706806611823,0.142998422917177,0.407028212728903
272,2,93721,0.134116217041893,0.133678146445725,0.316414427574867
273,2,93952,0.143075940592226,0.133268290597619,0.28373834984139
274,2,95085,0.100385216265362,0.133565160410553,0.452803052796681
275,2,103188,-0.00358843422316896,0.136916778260774,0.979105549792938
276,2,107124,-0.024593970276935,0.133732076400801,0.854193736596975
277,2,111645,0.0299828004156092,0.133814611495585,0.822838504633283
278,2,111916,0.00217114522423723,0.134139518753352,0.987095368672741
279,2,111931,0.00713775585283655,0.134344144402206,0.957658077640511
280,2,111999,0.0486135406429539,0.133837234870993,0.716651375299624
281,2,114528,-0.0599237463485164,0.134594781219408,0.656436575142936
282,2,116024,0.00460303297555342,0.134952464079497,0.97280986810827
283,2,119244,-0.0799025087475371,0.147020412781297,0.587143077019755
284,2,119246,-0.017254034269135,0.148648016932488,0.907660621327352
285,2,119247,-0.00139548835374415,0.149724140508802,0.992568772278752
286,2,120090,-0.144629245705676,0.134199098958919,0.281894006832365
287,2,120291,-0.157911509795309,0.135696843739513,0.245328306172228
288,2,120726,-0.184238490156728,0.134815213729895,0.172620460923939
289,2,121716,-0.0613922035741732,0.134978309534043,0.649511026977504
290,2,123100,-0.0450850083864802,0.135182807364649,0.738946294868777
291,2,124677,-0.0072474436626272,0.135017303734575,0.957222165254902
292,2,127636,-0.288362164502201,0.170076324102927,0.0908648755531076
293,2,127887,0.0135438765231908,0.135941655501805,0.920694576410086
294,2,128935,0.0364744855335912,0.135801179255406,0.788404107064001
295,2,129053,0.0218388080498675,0.136223516445462,0.872723861802679
296,2,130040,0.0141132194995339,0.137057889908282,0.918043118872383
297,2,130976,-0.0793489096605997,0.135877948726892,0.559612159575412
298,2,132199,0.0163799661351243,0.136570859267748,0.904600896994195
299,2,133355,0.0440146042390179,0.137477544664668,0.749037601709514
300,2,133435,0.0178355977755322,0.137791356012895,0.897083882086954
301,2,133943,0.0621878551665718,0.161293158827736,0.700056337872455
302,2,135183,0.017671519909054,0.137867735774948,0.898081621809923
303,2,135402,0.0265553393623805,0.137842871394484,0.847344379488793
304,2,135898,0.0239378160497212,0.138575330993284,0.862953023590598
305,2,135912,0.0240454808349875,0.138677644637855,0.862443337910033
306,2,135925,0.0107812972343289,0.138054130714737,0.937796962998795
307,2,136002,0.0141194003183585,0.137949979314517,0.918535719949169
308,2,136173,0.0341541247680155,0.138916122454468,0.805932344553995
309,2,138209,0.0694856764183966,0.142954312652393,0.627219756333728
310,2,138318,0.0897089620981664,0.142515845394036,0.529450811896152
311,2,138695,0.0775183492829288,0.140091056659842,0.580379117962771
312,2,138818,0.0424295340583973,0.139876554218727,0.761812836916789
313,2,139728,0.0320524911559184,0.139633563504298,0.81857659903713
314,2,140174,-0.0349725837319648,0.13963157812708,0.802374804419242
315,2,140863,-0.00306181444231113,0.139587405247146,0.982512400533096
316,2,141152,-0.0281248657349882,0.139972697738298,0.840868184662638
317,2,141292,-0.0115611393864765,0.138972857403341,0.93374768967039
318,2,141545,0.0112167922036326,0.139649924156335,0.936027640405751
319,2,145823,0.161011266272283,0.144721935694257,0.266656215163851
320,2,145934,0.145685215003486,0.238747796370444,0.542118322528298
321,2,145980,0.16327383812885,0.1460540774781,0.26436996574698
322,2,146723,0.166550873203109,0.139117172473358,0.232032526035427
323,2,147946,0.0691072621244011,0.140628164941513,0.623435983642179
324,2,150394,0.158977208138217,0.153010890836834,0.299519235645877
325,2,151274,-0.357536800350385,0.239300672259413,0.13604535160262
326,2,151397,0.0852172833769926,0.140954993708367,0.545852554287885
327,2,153035,0.0893131833700664,0.139411691416618,0.522170031396565
328,2,153228,0.0826705738947671,0.140441673475484,0.556474537718582
329,2,153455,0.0537724007065781,0.141542181480129,0.704245351640083
330,2,153732,0.080800211258115,0.146307316533549,0.581117225118027
331,2,153815,0.0680166871259593,0.14098147703804,0.629784459246387
332,2,154160,0.0613655026950148,0.139512055109001,0.660309085996143
333,2,154235,0.0424448953774306,0.14092569146814,0.76344972618048
334,2,155527,0.0519241148790179,0.152953415254875,0.734452554355614
335,2,159870,0.00590556824776645,0.137383640400061,0.96573702647184
336,2,161229,-0.0129467081024526,0.139491011041078,0.926104041338025
337,2,161451,-0.159933012074619,0.298570992095396,0.592529779299878
338,2,161451,0.116190225464353,0.299586277069834,0.698371454348194
339,2,162696,-0.0225666964249989,0.13888731249943,0.871019224710983
340,2,163284,-0.038446510912141,0.137036712751032,0.779215101982395
341,2,164166,-0.0119936164446912,0.138323044892828,0.930953342835928
342,2,165270,0.0127239671878048,0.13715958102797,0.926140805490375
343,2,165675,0.0289684754333499,0.139419507428414,0.835521184624096
344,2,166404,-0.713576777479432,0.359356305985726,0.0478390012549072
345,2,168012,0.108821093395477,0.168438462011113,0.5186612656926
346,2,168062,0.0438944698724035,0.138155407245973,0.750886656595787
347,2,168518,0.00603565967214981,0.137383624384061,0.964982738507805
348,2,168980,0.00106391223669444,0.137318765403844,0.99382262388546
349,2,169651,0.0390093963689955,0.13736830999044,0.776594745800772
350,2,169902,0.0540242583550814,0.229615747003181,0.814126950321074
351,2,169960,-0.179905401817518,0.213681194348513,0.400395080103463
352,2,170725,-0.0233143127920892,0.137622958483217,0.865573438758982
353,2,171254,-0.0961489424941686,0.137756252462558,0.485659029122239
354,2,172242,-0.0433109486067602,0.13620227106062,0.750680617199372
355,2,173254,-0.0522174106552775,0.135149343280184,0.699456764457919
356,2,173340,-0.0827993635634905,0.135089693962894,0.540322987920009
357,2,173385,-0.0632660371903866,0.135244122075405,0.640222438098763
358,2,173973,-0.0485352401711041,0.134901913976587,0.719225532194004
359,2,174714,0.140829024850979,0.345879198370959,0.684135454767931
360,2,177341,0.0377606327459536,0.134451893068814,0.778991021633442
361,2,180314,0.0514408309108735,0.134484163192833,0.702317205068584
362,2,180339,0.0505914277245936,0.134824975239676,0.707708975761108
363,2,182758,0.0407470151269098,0.134350740977794,0.761848784681725
364,2,183619,0.0678009014328246,0.134849090511079,0.615424798388298
365,2,183913,0.0631983443163016,0.138273092608627,0.647912983373484
366,2,184146,0.0497497669824112,0.139216503119242,0.721039322495527
367,2,187176,-0.038065348781392,0.135616649142065,0.779117636143732
368,2,191066,-0.0541115550883542,0.136615339807619,0.692280175785919
369,2,191124,0.197147549709081,0.172326012310029,0.253382949864723
370,2,191128,-0.184106066270289,0.158626253836155,0.246577527567816
371,2,191599,-0.112798929488822,0.134618534548194,0.402645249469656
372,2,191762,-0.0543595177798535,0.14005631793485,0.698156645041786
373,2,191763,-0.0755803527236631,0.135226213933856,0.576572135103826
374,2,191959,-0.105845227843204,0.134838308012746,0.432992432793181
375,2,192390,-0.135953215046456,0.138491105916278,0.326932457650471
376,2,195759,-0.0261112197384682,0.136107647565034,0.847975951284326
377,2,196912,-0.122444578396386,0.133754441783951,0.360583990790355
378,2,197598,0.804015187435891,0.435233130106652,0.0655372494203799
379,2,198110,-0.181725315524669,0.134367949065324,0.177098590645942
380,2,198283,-0.159485354278767,0.138693366621564,0.25095800120404
381,2,198805,-0.13561817976629,0.135103188527943,0.316156906731622
382,2,198891,-0.151754692087394,0.133998795677845,0.25818963616717
383,2,199248,-0.115294375259633,0.134408577278988,0.39159027735912
384,2,201782,-0.203368992545124,0.133946602824498,0.129837872083882
385,2,203285,-0.0589007075160314,0.133825529123726,0.660111901439103
386,2,203783,-0.0218564548497661,0.133568935088142,0.87011271157648
387,2,204179,-0.0770032106874089,0.133834472929045,0.565413360403949
388,2,205406,-0.0473236783850675,0.135249464253359,0.726623018949231
389,2,205834,-0.0904181305307821,0.13453897823025,0.50198575652337
390,2,205965,-0.099409505016592,0.147007804402599,0.499344264827681
391,2,207192,-0.0312195062992074,0.134488870643339,0.816568069030356
392,2,207561,-0.0339570289655385,0.133892436224387,0.799941237639939
393,2,208682,-0.0723610020177915,0.133623876047516,0.5884856669805
394,2,210102,-0.113580314334211,0.13388819709887,0.396833485271818
395,2,212519,0.238214013008111,0.284971180931176,0.40376358628639
396,2,214801,-0.103840679020053,0.133904214103705,0.43857245680607
397,2,215016,-0.0818966060848771,0.13387081281608,0.541091353887051
398,2,218876,-0.101863912177245,0.135217860347326,0.451752699087154
399,2,227511,-0.0632600124830744,0.136242732878123,0.642705844081964
400,2,230378,-0.0392835123763734,0.134550632123859,0.770488090345638
401,2,231943,-0.044361042113595,0.134932030259245,0.742527637424395
402,2,232156,-0.0193547154464642,0.134893434102334,0.885991772232915
403,2,232789,-0.048639364519353,0.134394765237503,0.717632747947257
404,2,238524,-0.0255147589111147,0.134602012518915,0.849765201892
405,2,241518,-0.0106734525596361,0.135776267974914,0.937386905375557
406,2,250396,-0.146524486974811,0.134626166599479,0.27716970164075
407,2,250466,-0.0970071984410009,0.134705324226859,0.471913047488595
408,2,252305,-0.124790024615,0.134998266235595,0.355918694302794
409,2,254571,-0.0774384104795114,0.136997962044708,0.572261249197533
410,2,254742,-0.0757497751381253,0.136876818498189,0.580329151447288
411,2,254908,-0.0367768106089437,0.137968294047634,0.789963695945808
412,2,255033,-0.0763600944825329,0.161672433393869,0.636994792804814
413,2,255862,-0.145310481102677,0.136932757671993,0.289333005954402
414,2,255975,-0.132078197925211,0.136474903518108,0.333814952925504
415,2,258311,-0.21082683756731,0.133930068127506,0.116347149158641
416,2,259284,-0.211079484383772,0.134383063602921,0.117141299770788
417,2,266330,-0.225143650960529,0.134900507995967,0.0960117661773491
418,2,267100,-0.264728999523446,0.134686818634548,0.0501382312541241
419,2,268086,-0.258121557179638,0.13473306771963,0.0561981416385288
420,2,274614,-0.141698962453748,0.134397418501311,0.292453867535113
421,2,274729,-0.136255601066509,0.135150683792005,0.314060800826721
422,2,275746,-0.0942952908871273,0.13519290908966,0.485957222982405
423,2,277029,-0.131008485147342,0.134476700314034,0.330619612080578
424,2,277741,-0.107060869019131,0.134589649418256,0.426879712216689
425,2,278218,-0.0882142192144799,0.134384918108304,0.51197551260752
426,2,278379,-0.108434595217306,0.137673708432473,0.431447416810627
427,2,279910,-0.115189697277075,0.13427980705104,0.391566538043147
428,2,280616,-0.131003773248378,0.140120875545536,0.350461416743496
429,2,283431,-0.176316876863218,0.136065168860514,0.195881847036913
430,2,283573,-0.16699410471449,0.13445889313871,0.215071615894273
431,2,286762,-0.191765781177421,0.13471115946804,0.155464948431616
432,2,287187,-0.159439964360004,0.13419886875186,0.235597777132901
433,2,288379,-0.15182781122802,0.133202990595522,0.255132926423864
