SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
62,1,81999,-0.0399168103288403,0.0541412747681383,0.461447113650369
63,1,82431,-0.0244509308295061,0.0544238740112023,0.653513703286655
64,1,83284,-0.0502809074138957,0.0539769820078485,0.352218709542231
65,1,83613,-0.0473584535977478,0.0539785076594434,0.380889152183358
66,1,84112,-0.0349809465038534,0.0540112031207373,0.51762526311781
67,1,84701,-0.0559911587565129,0.0577941901553243,0.333307019210521
68,1,84858,-0.0232690348497216,0.0541816578859563,0.667848087186297
69,1,85751,-0.0251953593433695,0.054402044116105,0.643554728068128
70,1,87445,0.0150517798085323,0.0545277219209735,0.782679615868418
71,1,87467,-0.0301904677986373,0.0547955369007103,0.582005640149478
72,1,89070,-0.00520042266103171,0.0544752938879646,0.924000551449844
73,1,89616,0.00263997980988297,0.0541827614123461,0.961167114329688
74,1,89679,-0.00134065975520965,0.0541897579393013,0.980276253026133
75,1,89880,0.00727617382843629,0.0542021518730581,0.893288177083635
76,1,91472,-0.0136435960198102,0.054601047686743,0.802827112584024
77,1,93789,-0.0598756538065179,0.0539492397239998,0.267818421767736
78,1,94351,-0.037627687395203,0.0541484929592724,0.487576269250337
79,1,99148,-0.0485681886507454,0.0539814245104649,0.368882412840128
80,1,101281,0.213822969111033,0.590947203417106,0.717694878696611
81,1,106011,-0.0537336416637066,0.0562505831672402,0.340102544571161
82,1,106800,-0.00552983581253982,0.0541153817076387,0.918667040194921
83,1,107970,-0.00772607976510896,0.0539542880870535,0.886216485189912
84,1,109000,-0.0339957292185684,0.0540206491635152,0.529553245754948
85,1,112549,-0.00969875237360485,0.0539872897637716,0.857531359217717
86,1,112742,-0.00662822863496743,0.0541989536426811,0.902735456525645
87,1,113050,-0.024746649641508,0.0540928883715893,0.647604388955903
88,1,113135,-0.0261717396689823,0.0539531241114556,0.627918410900928
89,1,114076,-0.0323394739736386,0.053943649060747,0.54922092745347
90,1,114628,-0.0622001628515093,0.0540062667085542,0.250215091561385
91,1,116283,-0.0708774598124646,0.0542776435002145,0.192460180547342
92,1,126880,-0.921207799253926,1.01968251237675,0.366915874961626
93,1,127853,-0.0234966669722276,0.0542928777466217,0.665441630677503
94,1,128302,-0.0314012416277381,0.0540728537476309,0.561799055354796
95,1,128704,-0.0662486998506271,0.0540376088004107,0.221025713220953
96,1,128911,-0.0604327312705436,0.0540629216622099,0.264403130917733
97,1,130267,-0.0787453712832331,0.0539703555301614,0.145440972636726
98,1,130271,-0.0783420301392874,0.054036458177295,0.14800229629938
99,1,130613,-0.065522318295707,0.0545922912941467,0.230861890985548
100,1,132012,-0.0625505001731803,0.0544858357430518,0.251740189207336
101,1,133231,-0.0432418382381466,0.0541512141042918,0.425094873133055
102,1,137074,-0.0883048445930813,0.053918560385447,0.102365977818759
103,1,137304,-0.0838769964569715,0.0539574612563776,0.120960716570238
104,1,139686,-0.0699307103429812,0.0540850604899139,0.196864768215772
105,1,149562,-0.064506159236321,0.0542280820233031,0.235028989184025
106,1,150447,-0.0573529007275033,0.0548545048071884,0.296486168352331
107,1,151446,-0.11875197210024,0.110189888202698,0.28190222951338
108,1,154084,-0.0651406627559283,0.0549999387720933,0.237060695839255
109,1,156633,-0.0787502785780102,0.055707185852014,0.158346914130646
110,1,157269,-0.0551953447270064,0.0540291127241536,0.307676839164317
111,1,160054,-0.0443972277614385,0.054571863424019,0.416448172014935
112,1,166222,-0.0349639722777331,0.0541870488466365,0.519186982730202
113,1,166416,-0.0361169969134492,0.0540747641393392,0.504628415148898
114,1,167326,-0.0462783410223477,0.0543606223980623,0.39516817772539
115,1,168836,-0.0169742543000296,0.0541509853513271,0.754115129460477
116,1,171200,-0.0398373918889458,0.0541981678028048,0.462807990169817
117,1,171431,-0.0284373609545419,0.0545572574024701,0.602527245839653
118,1,173339,-0.0669306054142211,0.0540365152116594,0.216309978614789
119,1,173845,-0.0510628586041412,0.0540406232465732,0.345357419371868
120,1,175121,-0.0605572671978985,0.0539053648220843,0.262031226295816
121,1,175281,-0.0397596187025971,0.0540060940651926,0.462094185530725
122,1,175315,-0.050338555142852,0.0539640552879613,0.351552357794436
123,1,175523,-0.062656256217864,0.0542342260645097,0.248753107221284
124,1,175541,-0.045177343273641,0.0540614522737487,0.403907824909929
125,1,175653,-0.0682883632830648,0.0541643266225856,0.208227015492341
126,1,175805,-0.0700935759194714,0.0572351041437021,0.221519748801731
127,1,175818,-0.0621284524088733,0.0559412128041821,0.267495391311088
128,1,175856,-0.0426531853873013,0.0551356181625627,0.439682212969597
129,1,175876,-0.0485940120979186,0.054275068729943,0.371221641703138
130,1,175989,-0.0520107230630752,0.0544213298000332,0.339875449693921
131,1,176001,-0.0474665271861217,0.0547173367253265,0.386265057264476
132,1,176451,-0.0720242245365401,0.0553013496817779,0.193630330534364
133,1,177692,-0.0400905411772142,0.053988374011417,0.458231481538175
134,1,178191,-0.0473251023863794,0.05402548564954,0.381638021665195
135,1,178224,-0.0400905411772142,0.053988374011417,0.458231481538175
136,1,178960,-0.0378639906282102,0.0544247591016583,0.487066594231367
137,1,179139,-0.0678520258932256,0.107881776913721,0.529789890835926
138,1,179139,-0.0241640225776306,0.217394740572145,0.911558393169015
139,1,180955,-0.14100007264478,0.0620929147273135,0.0237614842326726
140,1,183802,-0.0363696442289642,0.0540026455409918,0.501083349521588
141,1,183954,-0.0745368201534359,0.0542859686523275,0.170611378366446
142,1,184450,-0.0406784084447871,0.0539107033347961,0.451021138918718
143,1,184641,-0.0562871382089946,0.0554433877804286,0.310697133027743
144,1,184718,-0.0334991881132057,0.0542314127188219,0.537165989702912
145,1,185296,-0.0470974753000562,0.0539723436100612,0.38346210243878
146,1,185438,-0.0627338176611865,0.053929810933079,0.245514062602233
147,1,185469,-0.0595906280864456,0.0540180234406274,0.270708322586582
148,1,185503,-0.0489258533474658,0.0539082448907195,0.364721185952389
149,1,185705,-0.0591058811239245,0.054483558762839,0.278733367919103
150,1,185749,-0.0613867403617977,0.0544764135158181,0.260571371634711
151,1,185806,-0.0752064582537665,0.0545003784605078,0.168482963519387
152,1,185879,-0.0946665315395362,0.0546795824503911,0.0842727461760538
153,1,185916,-0.0786581548878475,0.0547263630789054,0.151518801559746
154,1,185941,-0.0696148755589963,0.0550006934225357,0.206451999194771
155,1,185954,-0.0610733614401003,0.0551907031286377,0.269225693575648
156,1,186055,-0.0636015739806807,0.0540770931217751,0.240336353876414
157,1,186896,-0.0693826334000377,0.0549473008804915,0.20752607012031
158,1,187697,-0.183198451718006,0.111888718432225,0.102453199982271
159,1,189392,-0.113010703026829,0.112741286248221,0.31684203734271
160,1,189416,-0.0722566735689352,0.109144017295492,0.508383592442558
161,1,190132,-0.0471761504587426,0.0541935363001682,0.384611980322997
162,1,190148,-0.0498286453405234,0.0542031924164905,0.358569787498101
163,1,190165,-0.0451790866542831,0.0546321500841511,0.408813360001863
164,1,190169,-0.0553882117748129,0.0545372318535085,0.31051374758692
165,1,190933,-0.0622748447172608,0.0540724488297384,0.250226794402286
166,1,192149,-0.033766543064863,0.0545872740935785,0.536592658466303
167,1,192302,0.143328997900459,0.0717102534211547,0.0464046747720565
168,1,192303,0.105681102735708,0.0648680798233102,0.104169150430191
169,1,192305,0.127144618507147,0.0673230929044338,0.0597686383922849
170,1,192315,0.183866820194948,0.0761305395137085,0.016236179062614
171,1,192795,-0.0573854200992516,0.053985051962468,0.288514386677615
172,1,194020,-0.0118214000260723,0.0569499974136836,0.835680464838756
173,1,194187,-0.0124292376226848,0.0541121384387831,0.818462534179388
174,1,194867,-0.0274534754587832,0.0540669901406391,0.61193332155386
175,1,197325,-0.0330360189953768,0.0553786219437199,0.551191412445362
176,1,197392,-0.0261789086222888,0.0561014194842569,0.641048605277991
177,1,198857,0.0728440467251019,0.259316885742565,0.778945953150791
178,1,206666,0.0454136040095787,0.060780902308024,0.455458960348873
179,1,206675,0.100783611332155,0.0790120814513455,0.202954509246645
180,1,223051,-0.02589869966906,0.0626639287593598,0.6796413096115
181,1,223059,-0.0229795672531763,0.0650739750229348,0.724201826352993
182,2,7366,-0.021843075300426,0.0784370261538624,0.780807632919348
183,2,8180,0.0774234632052035,0.10792463398735,0.473611294739012
184,2,8187,-0.0218514515376214,0.112306759462909,0.845842038975662
185,2,8250,0.0740939399322293,0.1105808220836,0.503268256556205
186,2,8253,0.0391114304352573,0.110631536787991,0.723903109309472
187,2,8285,0.0424076186561582,0.0599475387457528,0.479777131795961
188,2,8302,0.0246956110788781,0.0561390960688811,0.660278448783729
189,2,8306,0.0246956110788781,0.0561390960688811,0.660278448783729
190,2,8314,-0.00216595560443289,0.0550023846670234,0.96861024197899
191,2,8317,0.0260192471219556,0.0562398502044611,0.643901840893941
192,2,8328,0.0193732758337647,0.0559957207352802,0.729565511753759
193,2,8331,0.018672447857547,0.0558910899953701,0.738512819223715
194,2,8498,0.0168716431929514,0.054914610762251,0.758846331064242
195,2,8651,0.0384533082845968,0.0549352640711636,0.4844039904819
196,2,9418,0.380902587550382,0.138333966987975,0.0062011894430854
197,2,9812,0.048962035838243,0.0552385794131465,0.376019513452772
198,2,9932,0.0259175760917327,0.055064786680446,0.638164086189619
199,2,10135,0.0169530184128783,0.0548636986342737,0.757501941835837
200,2,11616,0.0113969812425641,0.0548095206111462,0.835397305304689
201,2,12133,0.0072426841247577,0.0550294327150857,0.895364012135114
202,2,12194,0.0242474073813193,0.0552285047512983,0.66090267572896
203,2,12359,0.0109451075407705,0.0550789820181009,0.842598845001833
204,2,13061,0.012747417618618,0.0550738299635899,0.81709115658974
205,2,14298,0.0194855146971193,0.0552420283789914,0.724501464934623
206,2,15222,0.0145875348361304,0.0557851443319221,0.793863330090335
207,2,17986,0.0156131788150691,0.0548065775527836,0.775904799814164
208,2,19770,0.013729745067306,0.0551870116313087,0.803671153249091
209,2,19836,0.00824959542113413,0.0550384669999644,0.880938729614859
210,2,19851,0.0154161064741607,0.0551952697841149,0.780177233814466
211,2,21595,0.00829696970254168,0.0549716022627668,0.880115628663928
212,2,22385,0.00335177443722823,0.0550251041767572,0.951462530169664
213,2,23441,-0.0110672202671882,0.0555567072139565,0.842216426828745
214,2,24209,-0.0076265325607201,0.0551008489758478,0.889994971419158
215,2,24341,0.0123966160076512,0.0552287372354171,0.822529623898369
216,2,26815,-0.010157058020879,0.0551638418028592,0.854020897217836
217,2,28209,-0.0117672679271902,0.0551814994431388,0.831257713841906
218,2,28695,-0.0204599693701455,0.0576425209034148,0.72284218229221
219,2,35849,-0.175290460036552,0.590983140009499,0.766940068054732
220,2,35850,-1.28817124916792,0.719614652380411,0.0742972164359389
221,2,41245,-0.0159062881445673,0.0549668566182196,0.772460771235239
222,2,43214,-0.0152467713354431,0.0558587531848667,0.785049544674276
223,2,47104,-0.0708943053029877,0.0541760335420115,0.191524039081444
224,2,50915,-0.00813966437592017,0.0548391518301254,0.882089772946887
225,2,55834,-0.018293755116023,0.0545787687737282,0.737687803161304
226,2,56422,-0.0394948853153091,0.0546446272759422,0.470306656682861
227,2,57715,-0.032901803851579,0.0544766398203241,0.546257038637456
228,2,59046,-0.011542947912526,0.0547770575601885,0.833222706085408
229,2,59191,-0.0297324066969797,0.0544438547130835,0.585334371091845
230,2,59383,-0.0171728380013836,0.0544748669502516,0.752763189173585
231,2,59477,-0.0262320517236414,0.0552846683892043,0.635443536881776
232,2,59755,0.0235908166347585,0.124248856707107,0.849522111874348
233,2,60471,-0.0214480237811472,0.0545439692596249,0.694391068209458
234,2,60478,-0.0226596595975784,0.0546048515536235,0.678412144889216
235,2,60786,-0.0169236217501902,0.0545209216315249,0.756435412168154
236,2,61035,-0.0320550699089781,0.0544977297555627,0.556780268544665
237,2,61071,-0.0307474293588951,0.0542524076411851,0.571245756246796
238,2,61675,-0.00742647608675839,0.0544319090229826,0.891554331721965
239,2,62776,-0.0577651261114472,0.0567318042621992,0.309273532202917
240,2,62939,-0.032367135942212,0.0543119390443137,0.551591338810439
241,2,63527,-0.0294276047415993,0.054520732750549,0.589709267985114
242,2,63857,-0.0602460114251128,0.0544615979124108,0.269388565805492
243,2,65527,-0.0467162413629304,0.0543191725731885,0.39035496001458
244,2,67007,-0.0680665690437934,0.0597578934968428,0.255459272424919
245,2,67023,-0.183264789029582,0.123417795081636,0.138459082532663
246,2,67024,-0.13976548914621,0.124032321334057,0.260572454382481
247,2,67976,-0.0445987646697465,0.0551081513805684,0.418890492057649
248,2,69628,-0.0823235719146826,0.0559015881279096,0.141736000951208
249,2,71825,-0.223679072428313,0.107774700289982,0.0386702236205293
250,2,72389,-0.0624182450860779,0.0547183331549094,0.254760171103919
251,2,72392,-0.0491477708359873,0.0551298238534494,0.37327278338956
252,2,73646,-0.0422871914165133,0.0540134367478909,0.434209957937783
253,2,74564,-0.0536243812226336,0.0538786178365686,0.3202812118255
254,2,74739,-0.0613136373752459,0.0540331080066707,0.257253367242634
255,2,79931,-0.0390424679603828,0.0609782044192739,0.522412949180757
256,2,80748,-0.0742490954374997,0.0561583768956564,0.186978429953614
257,2,80873,-0.0509225259393268,0.054192981530528,0.348038779510143
258,2,81501,-0.045065768317138,0.054198623945412,0.406257356214169
259,2,83526,-0.0631033593410274,0.0540632883801038,0.243912303370384
260,2,83845,-0.0612548404639753,0.0541208835977018,0.258480389634022
261,2,84412,0.195628743024812,0.13624043763966,0.151914049218067
262,2,84412,-0.0620385777256295,0.0683416570941084,0.364618483610162
263,2,84447,-0.0499986281710237,0.0548467170628412,0.362597963551226
264,2,87391,-0.049746992304137,0.0539146029958925,0.356793906246836
265,2,87562,-0.0483460456256487,0.0540549702019077,0.37172443066628
266,2,87849,-0.0482052990605156,0.0540501952317089,0.37307458808807
267,2,87878,-0.0360163904480869,0.0543097584633755,0.507656999049698
268,2,88125,-0.0235755124543473,0.0604176441950116,0.696617310069056
269,2,89785,-0.0313608742344844,0.0543239986282781,0.564109414102228
270,2,93441,-0.0290677362715301,0.0559507136232109,0.6037210051509
271,2,93588,-0.0270535022907387,0.0579195353201048,0.640725308741384
272,2,93721,-0.0501199520459588,0.0541198115440271,0.355030604051757
273,2,93952,-0.0389774138837464,0.0539906830483514,0.470816360390333
274,2,95085,-0.0756488467400928,0.0539559100745547,0.161779241463046
275,2,103188,-0.0217651869354246,0.055407261692062,0.694688118293352
276,2,107124,0.00370079359234288,0.0541324909638103,0.945533410200689
277,2,111645,-0.0400965347606113,0.0541254581313215,0.459302768589599
278,2,111916,-0.0481330378604248,0.0542347222946557,0.375416803131255
279,2,111931,-0.0457261477779482,0.0543237282342227,0.400506541254423
280,2,111999,-0.0453093852293501,0.0541292497870471,0.403125628865141
281,2,114528,-0.0425059771670077,0.054447762176185,0.435517176259399
282,2,116024,-0.041860069754561,0.0545788624036434,0.443615045213511
283,2,119244,-0.0397239363840798,0.0594962649691589,0.504779824246905
284,2,119246,-0.0440899145831812,0.0601230975137256,0.463845487170167
285,2,119247,-0.036276921805326,0.060572548636751,0.549623456879475
286,2,120090,-0.0404793560582861,0.054365907708125,0.457025624738877
287,2,120291,-0.0620489364007016,0.0549315970247301,0.259425571346712
288,2,120726,-0.0568600728388688,0.0546290718573263,0.298662582623909
289,2,121716,-0.0519918970272352,0.0545805911151832,0.341459184866905
290,2,123100,-0.0154727552520229,0.0547198868012739,0.777524308846936
291,2,124677,0.00571437212777826,0.0546498498742561,0.916781671978877
292,2,127636,0.042083180738254,0.0690846248200273,0.542814152281603
293,2,127887,0.0184881881611092,0.0550165939127828,0.737034712709983
294,2,128935,0.0253517581064424,0.0549568135494226,0.644865146049909
295,2,129053,0.0127778216014824,0.0551365205848734,0.816867421148624
296,2,130040,-0.00679010172955796,0.0554760899912625,0.902654339919837
297,2,130976,0.00665055971625406,0.0550242548122388,0.903865966578101
298,2,132199,0.0406503315594047,0.0552380702853016,0.462273263428329
299,2,133355,0.0475675604483807,0.0555967586810246,0.392809633869613
300,2,133435,0.0577562823401598,0.0556898612162305,0.300396410969334
301,2,133943,0.0682048710140134,0.065198819157102,0.296227908762659
302,2,135183,0.0560283419152794,0.0557257969289782,0.315378929104341
303,2,135402,0.0504911075276278,0.0557323472569961,0.365576587393604
304,2,135898,0.0521294315067111,0.0560243515679556,0.352759488560606
305,2,135912,0.0383980089525728,0.056097230819725,0.494114772075606
306,2,135925,0.0344027396852911,0.0558501532982511,0.538302781984481
307,2,136002,0.0458276255026817,0.055785050646815,0.411913896333114
308,2,136173,0.0453992005616208,0.0561814587062012,0.419587854899929
309,2,138209,0.0161488419593083,0.057876086701126,0.780389473263618
310,2,138318,0.0223312313346966,0.0577057577124336,0.699000905284224
311,2,138695,0.00241880694573826,0.0567285989148049,0.966014028541485
312,2,138818,0.00917458957429407,0.056622607519494,0.871374537444808
313,2,139728,0.0128755968376875,0.0565190437942148,0.819925934992002
314,2,140174,0.00517965317221192,0.0565225259833593,0.927037049476384
315,2,140863,-0.0170355767812054,0.0564930594987535,0.763171414395804
316,2,141152,-0.0356963056389152,0.0566276268607342,0.528860984583531
317,2,141292,-0.03035106156059,0.0562288996256611,0.589691224686911
318,2,141545,-0.0169595963125957,0.0565189111306208,0.764300837116534
319,2,145823,-0.0646556339205073,0.0585802033187241,0.2704701908698
320,2,145934,0.0107400674035567,0.0966863592528268,0.911614836117235
321,2,145980,-0.0815731555901595,0.0590629779729772,0.168115236349956
322,2,146723,-0.0490966002831899,0.0563636208746296,0.384308507870989
323,2,147946,-0.0480380801213083,0.0568835956984924,0.398963173842132
324,2,150394,0.0071773386683569,0.0620271240858832,0.907945874988222
325,2,151274,0.0970010471728209,0.0970294051651366,0.31813674980482
326,2,151397,-0.0454708456247452,0.0570320535866221,0.425821021610183
327,2,153035,-0.0298917916113988,0.0564395489818921,0.596704938958938
328,2,153228,-0.0557651861027986,0.0567964688178031,0.326849895944837
329,2,153455,-0.0318963908996421,0.0572780822654347,0.577969784345376
330,2,153732,-0.0645791380438676,0.059146079206036,0.275640024649654
331,2,153815,-0.0193356065772621,0.0570741030964386,0.734976343011283
332,2,154160,-0.0363931301956659,0.0564520487007835,0.519557619034189
333,2,154235,-0.0585147876618977,0.0569642443996369,0.30502043375197
334,2,155527,-0.0496258032379857,0.0618641539792127,0.422992127344077
335,2,159870,0.000880131218505165,0.055608412641338,0.987381107738467
336,2,161229,0.0152454138950375,0.0564561377008511,0.787287300389147
337,2,161451,0.375935543287648,0.11923338265129,0.0017548497361959
338,2,161451,-0.261084721798033,0.120489625450122,0.0309135719329557
339,2,162696,0.0367530299709466,0.056184981834991,0.51344540928067
340,2,163284,0.0169782833276348,0.0554666851745813,0.759709903060505
341,2,164166,0.00542880357592646,0.0559883768632371,0.922810768307667
342,2,165270,0.00570777530063782,0.0555174406675486,0.918171758500969
343,2,165675,0.0109213607329688,0.0564327945536665,0.846656304194436
344,2,166404,0.146099722569633,0.146058638146605,0.317859576825624
345,2,168012,-0.00557881064810051,0.0682178856418717,0.934868569044286
346,2,168062,0.0444651773762204,0.0558785720647527,0.426714168164188
347,2,168518,0.0504490353620966,0.0555435668764281,0.364350684781646
348,2,168980,0.0306535575842759,0.0555580817448991,0.581476322654013
349,2,169651,0.0400280032297544,0.0555676058920181,0.471787591499657
350,2,169902,-0.127873888137382,0.0926985171488219,0.168626236259905
351,2,169960,-0.0413621953511747,0.0865497787874362,0.633016720027434
352,2,170725,0.0812801351230568,0.0555391876034865,0.144227685593008
353,2,171254,0.0498572989229948,0.0557344324172811,0.371636610160844
354,2,172242,0.046414735813765,0.055082633722813,0.400001331754745
355,2,173254,0.0865284305541665,0.0545213176567929,0.11339507256566
356,2,173340,0.0815023026101314,0.0545366115111653,0.135951088087563
357,2,173385,0.0974245786876202,0.0545131805829717,0.0747671207507707
358,2,173973,0.0830589180497417,0.0544345609514393,0.127942922466859
359,2,174714,-0.013540089570865,0.140031307526559,0.923024831665558
360,2,177341,0.056243009010035,0.05434530998078,0.301415065374953
361,2,180314,0.0592722578153867,0.0543544815392831,0.276247313016152
362,2,180339,0.0658210676387395,0.0544709666043921,0.22771392418316
363,2,182758,0.0642580315644015,0.0542801143525687,0.237279805993012
364,2,183619,0.0892906035339761,0.0543947108171036,0.101577821093637
365,2,183913,0.0943149416658733,0.0557593576710154,0.0916307945611978
366,2,184146,0.0606127869166295,0.0562679526843968,0.282119001020135
367,2,187176,0.0446259429049926,0.0548477880441238,0.416403980500811
368,2,191066,0.0823501943581809,0.0551356479092833,0.136175414664039
369,2,191124,-0.0558894402358741,0.0698176343695542,0.423956064134938
370,2,191128,0.0753964183257319,0.0642036850882142,0.241053828854701
371,2,191599,0.0574916735211888,0.0544573234467361,0.291818249662783
372,2,191762,0.0699367035917744,0.0565798783774039,0.217254321845823
373,2,191763,0.0607309055114084,0.0546637614586473,0.267328697270348
374,2,191959,0.0834323675844487,0.0544448409222416,0.126314493478507
375,2,192390,0.045854811887945,0.0560799337730418,0.414097884370943
376,2,195759,-0.0311496833750764,0.0550697284069571,0.571997364668968
377,2,196912,0.0135421581245895,0.054198742866619,0.802840098541473
378,2,197598,-0.025431456259577,0.177012083147902,0.885842460759908
379,2,198110,-0.0329805470476494,0.0545001000236713,0.545470453227457
380,2,198283,-0.0115325274589475,0.0562401165258938,0.837644422044954
381,2,198805,-0.015891717407057,0.0547566978952767,0.771815157778726
382,2,198891,-0.023581479426156,0.0543221614683445,0.664477965331561
383,2,199248,-0.0116726265584274,0.0544572086454982,0.830401846276013
384,2,201782,-0.00585281200065746,0.0543929354855304,0.914372200187783
385,2,203285,0.0173591732746686,0.0541750654915109,0.748833978669178
386,2,203783,0.0305671755597269,0.0540417888392567,0.572010728031614
387,2,204179,0.0333856230128557,0.0541679602430424,0.538070527620984
388,2,205406,0.027308784141761,0.0547346407903056,0.618139084684842
389,2,205834,0.0087961441863938,0.0544896794707196,0.87184889393753
390,2,205965,0.0154342907253471,0.0595366861277169,0.795601179664071
391,2,207192,-0.00873307202710322,0.0544387516498895,0.872641887689572
392,2,207561,0.00911884749434205,0.0541979286619449,0.866482296202042
393,2,208682,-0.00463180899011972,0.0541083600936931,0.931830969681185
394,2,210102,0.00178519000507193,0.0542485786284709,0.973766878484232
395,2,212519,0.0983616579341113,0.115342128149427,0.394358600830822
396,2,214801,0.00142574854696931,0.054246027067473,0.979046462752562
397,2,215016,0.0143200813352234,0.054209770756179,0.791810383089292
398,2,218876,-0.0419830708285949,0.054730032311788,0.443538460224945
399,2,227511,-0.052182541051402,0.0550933599143849,0.344202270308757
400,2,230378,-0.0546360754377652,0.0543904731688563,0.315818253841955
401,2,231943,-0.0706017720100647,0.0544949120283837,0.195971490127288
402,2,232156,-0.0578589356215169,0.054515016173349,0.289261265784284
403,2,232789,-0.069487826680511,0.054282733451726,0.201347309996551
404,2,238524,-0.0766423673174713,0.0543322298338506,0.159236010564354
405,2,241518,-0.0716954497301112,0.0548255186240404,0.191825356772334
406,2,250396,-0.0238415215077035,0.0545687555051113,0.662445264746863
407,2,250466,-0.0111697819489641,0.0545609926791914,0.837908086581641
408,2,252305,-0.0495416994880966,0.0546452807942639,0.36523400228219
409,2,254571,-0.0139016512488113,0.055472332781659,0.802265211082751
410,2,254742,-0.0129564816347201,0.0554228814245602,0.815295207535969
411,2,254908,-0.028949451568917,0.0558292967146332,0.60440983715037
412,2,255033,-0.0420840669495675,0.0654219155835296,0.520465464799316
413,2,255862,0.003964391661611,0.0555137201713186,0.943109643293405
414,2,255975,0.0119442242264338,0.0553100427486864,0.829151162497685
415,2,258311,-0.0120042965552775,0.0543965831609671,0.825468347850637
416,2,259284,-0.0347212980084057,0.0545522146103802,0.524877242344456
417,2,266330,-0.0255645113027649,0.0548013152586413,0.641149349404515
