SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
249,2,71825,-0.174448282397448,0.297674234376945,0.55822478481781
250,2,72389,0.0530618685037353,0.150541886320222,0.724694320116192
251,2,72392,0.0925824381254425,0.151512094276426,0.541555495350117
252,2,73646,0.113137208642803,0.14836211792443,0.446226290908943
253,2,74564,0.108872865808356,0.148079382802368,0.46268572160518
254,2,74739,0.166918960672156,0.148414318369345,0.261487839053187
255,2,79931,0.307297113751145,0.166782410360437,0.066240026203914
256,2,80748,0.219167484184191,0.154187716772252,0.156073798458278
257,2,80873,0.219582232521262,0.148575754778927,0.140322380696741
258,2,81501,0.245795052160368,0.148434486044108,0.09862744235832
259,2,83526,0.185543039415459,0.148450613200245,0.212177317040446
260,2,83845,0.240166110250556,0.148370495043134,0.106406663580291
261,2,84412,0.104086363248793,0.375253948588642,0.781653929240525
262,2,84412,0.177422059229006,0.187691570241299,0.34515987664985
263,2,84447,0.236417153100396,0.150295634505757,0.116611373660548
264,2,87391,0.202784047201403,0.147869159765336,0.171129228998032
265,2,87562,0.197614782976768,0.148265126328007,0.183441516324577
266,2,87849,0.204251319730269,0.148225530198715,0.169083348974849
267,2,87878,0.213068527592257,0.14883087893547,0.153138790810461
268,2,88125,0.161449557615011,0.165758785409522,0.330722000952388
269,2,89785,0.181194955770277,0.148967099138214,0.22466731695766
270,2,93441,0.177478022201058,0.153444788196083,0.24820787797246
271,2,93588,0.13860926463307,0.158962231112334,0.383820960082451
272,2,93721,0.132162520412786,0.148661838855366,0.374600730142906
273,2,93952,0.109308920737003,0.148288377415833,0.461528403640183
274,2,95085,0.194713211789311,0.148247781837233,0.189890851386324
275,2,103188,0.27145230878101,0.151529896317664,0.0740838880199615
276,2,107124,0.272891800691672,0.147972374160305,0.0659906513288668
277,2,111645,0.297932015137087,0.147931249663093,0.0447688759890097
278,2,111916,0.270213019515405,0.148434300721301,0.0695414304989325
279,2,111931,0.265348276493101,0.148688222265181,0.0751856988126278
280,2,111999,0.275565599268313,0.148096600845608,0.0636156867249564
281,2,114528,0.249123821926535,0.149089036069894,0.0956131920896326
282,2,116024,0.319368994956118,0.149067364081532,0.03284104211616
283,2,119244,-0.0180095823651341,0.163515231071288,0.91236086279289
284,2,119246,-0.00377335737614759,0.16526219002674,0.981796743729825
285,2,119247,-0.00611885153690928,0.166455238651188,0.970697352604044
286,2,120090,0.00960453764897429,0.149439975320551,0.948791457653654
287,2,120291,0.0326550087667592,0.151139819370306,0.829067116868992
288,2,120726,0.00491426841070286,0.150276296350383,0.973931066789447
289,2,121716,0.100623851468369,0.150010277167197,0.502799507478578
290,2,123100,0.0323642259359362,0.150303041996347,0.829637134360966
291,2,124677,-0.0218850657796948,0.15010133114176,0.884160962443133
292,2,127636,-0.365643076879038,0.188850277173327,0.0536469400745857
293,2,127887,0.00944911577935725,0.151134172589314,0.950183028524918
294,2,128935,-0.00155904889432068,0.150992113531454,0.991767528791765
295,2,129053,0.0315310640983251,0.1514424575649,0.835189045879526
296,2,130040,0.0159214215492345,0.152373788142214,0.916840448172499
297,2,130976,-0.0573405059120833,0.151104191864143,0.704562151318285
298,2,132199,-0.00394436760596095,0.15183534910121,0.979289623441089
299,2,133355,0.0149338437143687,0.152860528630831,0.922229235098397
300,2,133435,0.0192698806200247,0.153189487652062,0.899968864907584
301,2,133943,0.0201258552800731,0.179351925646251,0.910717253178297
302,2,135183,0.0433347889121853,0.15326041293688,0.777532174402255
303,2,135402,0.0438682737509368,0.153236826362956,0.774833433845947
304,2,135898,0.0898724794565626,0.153993104773227,0.559852971328685
305,2,135912,0.0767826041854938,0.154127009767208,0.618669189679407
306,2,135925,0.0759811484213968,0.153429463575147,0.620753825689936
307,2,136002,0.033491157197493,0.153357551037383,0.827254492929872
308,2,136173,0.0279610332953171,0.154445795304075,0.856439232522162
309,2,138209,0.060297255422832,0.158949974392924,0.704658016555384
310,2,138318,0.0777646847327373,0.158476584543017,0.62394253451963
311,2,138695,0.028241953489708,0.155806254185647,0.856264953713337
312,2,138818,0.0190694480093634,0.15552445491423,0.902482683567785
313,2,139728,-0.0262946268804027,0.155242633769433,0.865596649940273
314,2,140174,-0.0232643048925278,0.155244003997844,0.880963508467083
315,2,140863,0.0400706453669222,0.155171489807897,0.796376359388648
316,2,141152,0.0323609544341679,0.155613755134611,0.835382545404342
317,2,141292,0.031836662146739,0.154495039837184,0.836855688593032
318,2,141545,0.0752177538825309,0.155205339400887,0.628236704552611
319,2,145823,0.206802691428593,0.160799900349654,0.199255559530518
320,2,145934,0.119058666239024,0.265491759313979,0.654106623089335
321,2,145980,0.103640754006412,0.162568959060496,0.524200301320261
322,2,146723,0.0987358248851984,0.154887805184529,0.524234104026386
323,2,147946,0.0878987371435986,0.156326582658879,0.574284630827514
324,2,150394,0.129352301074402,0.170230317317824,0.447841609542209
325,2,151274,-0.272850951328824,0.266486543777827,0.306591835151279
326,2,151397,0.142860050755099,0.156603077181473,0.36226342037779
327,2,153035,0.109595061767635,0.154971024152408,0.479910580924474
328,2,153228,0.0782753083645504,0.156156818251099,0.61649995346943
329,2,153455,0.0625018767122465,0.157356264422013,0.691460179775755
330,2,153732,0.116011588031541,0.162609951290295,0.476048176630617
331,2,153815,0.087991236916193,0.156717600549023,0.574837767539147
332,2,154160,0.0607554848250085,0.155111065109737,0.695523473416576
333,2,154235,0.0820603008592151,0.156633124217643,0.600675943059051
334,2,155527,0.203355273303855,0.169728677636499,0.231674218232705
335,2,159870,0.0328271570042449,0.152726414438673,0.829937497470332
336,2,161229,0.0992170784970452,0.15499082964937,0.522491623628456
337,2,161451,-0.308476090610606,0.331664489599257,0.352962794253524
338,2,161451,0.490825810280528,0.332109559229676,0.140325326559901
339,2,162696,0.189078933263516,0.154085196641282,0.220600352291536
340,2,163284,0.196608036934204,0.152007531791701,0.196715083184986
341,2,164166,0.109902237206745,0.153670736375165,0.474970562668333
342,2,165270,0.13936255194018,0.152308257418416,0.360814517410847
343,2,165675,0.110489270555655,0.154897265362562,0.476127233652977
344,2,166404,-0.865260633543675,0.399090439109004,0.0308201217853502
345,2,168012,0.124466006308969,0.187254680149313,0.506683819138077
346,2,168062,0.0407076032033318,0.153600698127082,0.791147005316026
347,2,168518,0.0465341302836877,0.152716325493804,0.760766904104644
348,2,168980,0.0646823197230759,0.15262507421053,0.671970690671968
349,2,169651,0.0371780940180617,0.152723589569453,0.807810713829428
350,2,169902,0.536944697544447,0.253690251777214,0.0349985426106592
351,2,169960,0.241312963132737,0.237450964538533,0.310199521054288
352,2,170725,0.122235015653508,0.152869911057708,0.424479421007732
353,2,171254,0.177714771951698,0.152963727140621,0.246097632043968
354,2,172242,0.129238254673465,0.15128801319096,0.393544112775512
355,2,173254,0.100040653309069,0.15018944293327,0.505784515078823
356,2,173340,0.0942482742686293,0.150181858927334,0.530697307184258
357,2,173385,0.0974858559396785,0.150314474095283,0.517053510467984
358,2,173973,0.119861730719829,0.149868727529561,0.424377215032126
359,2,174714,-0.0044029570670942,0.384620772738524,0.990872860458873
360,2,177341,0.244942873516424,0.14892379373853,0.100910903931237
361,2,180314,0.152995689776099,0.149321626518419,0.306251205564745
362,2,180339,0.136732457164957,0.14974456985714,0.361810731587098
363,2,182758,0.278722203362633,0.148645216113517,0.0616066143000541
364,2,183619,0.250408180877965,0.149378506215793,0.0945582605503275
365,2,183913,0.250877814708709,0.153189478688546,0.102376153884282
366,2,184146,0.291948545274619,0.154019821065959,0.0588394066451766
367,2,187176,0.187974005860545,0.150456104937801,0.212360799695346
368,2,191066,0.187652111964808,0.151586921249943,0.216569328614978
369,2,191124,0.333263414344636,0.191116593165289,0.08206970340162
370,2,191128,-0.281711845785973,0.176051252825863,0.110455543518733
371,2,191599,0.0970302480351338,0.149721626680868,0.517360315192691
372,2,191762,0.154616396861111,0.155522998641031,0.320820787339568
373,2,191763,0.119825028583545,0.150268722193188,0.42575190249883
374,2,191959,0.0587624693725801,0.15000441805676,0.695487996355351
375,2,192390,0.137353087878085,0.154003833486802,0.373064274861112
376,2,195759,0.181846994350457,0.151015471413616,0.229334011518474
377,2,196912,0.169237053706224,0.148604916734448,0.255542627171376
378,2,197598,0.490173130443284,0.485502414719688,0.313368742051044
379,2,198110,0.120245108764098,0.149633036635988,0.422168809382979
380,2,198283,0.110161380706392,0.154369307365853,0.475932299726263
381,2,198805,0.0796540618887611,0.15035518211492,0.59660260997711
382,2,198891,0.106277525087331,0.149136068302358,0.476550951677302
383,2,199248,0.0909433869891972,0.149505806469221,0.543384121710735
384,2,201782,0.100345954805298,0.149304829250422,0.501967439322098
385,2,203285,0.237709717304279,0.148282322152001,0.109809427181104
386,2,203783,0.20212805900477,0.148110445310719,0.173212939484551
387,2,204179,0.19821609481141,0.148485660313114,0.182763662786862
388,2,205406,0.141718674896118,0.150200134459675,0.346054027099441
389,2,205834,0.140427285470336,0.149482379730515,0.348155621099048
390,2,205965,-0.0245490931962254,0.163536257564461,0.880760353905001
391,2,207192,0.14237876017683,0.149337015978678,0.341036947094569
392,2,207561,0.156622849594461,0.14863464486689,0.292720907790916
393,2,208682,0.134692461780722,0.148444783475724,0.364836850025272
394,2,210102,0.138116562492077,0.148820155174929,0.354001772149818
395,2,212519,0.383139286624681,0.316473270938956,0.22683841406349
396,2,214801,0.151421391064872,0.148776384563073,0.309480323093668
397,2,215016,0.137360420889825,0.148729922695994,0.35634835177924
398,2,218876,0.0825547679477178,0.150384819868093,0.58338216092171
399,2,227511,0.0693785323818142,0.151468848727447,0.647206757587448
400,2,230378,0.114450173635192,0.149480407394052,0.444394224286563
401,2,231943,0.0949937694280963,0.149948184040452,0.526810474485148
402,2,232156,0.101935995141952,0.149873728401184,0.496857924259587
403,2,232789,0.110401385065735,0.149325280228667,0.46019503492743
404,2,238524,0.10655249534976,0.149543657275027,0.476614972486192
405,2,241518,0.0700751469675414,0.150904251908723,0.642670177349776
406,2,250396,-0.10761099372307,0.149811861409388,0.473042810647613
407,2,250466,-0.0926276960406163,0.149787251367226,0.536713754258315
408,2,252305,-0.0432470074961055,0.150247981689818,0.773640024165268
409,2,254571,0.0439645105483428,0.152358176165099,0.773087300392964
410,2,254742,0.0465379537881476,0.15221839788657,0.759989328722066
411,2,254908,0.0352352885336793,0.153389968619597,0.81844976977851
412,2,255033,-0.079211606872531,0.179746376740728,0.659710505148578
413,2,255862,-0.0079754090743811,0.152476778405547,0.958314674781409
414,2,255975,0.0348921414055301,0.151915522612182,0.818472522663791
415,2,258311,-0.144288562614023,0.149220710337602,0.334232376930629
416,2,259284,-0.0601658732292323,0.149887103990509,0.688362695107756
417,2,266330,-0.0103102941113773,0.150564936122615,0.945444387986434
418,2,267100,0.0160427892373032,0.150552540174593,0.915199055786532
419,2,268086,0.00790399374559425,0.1505653484412,0.958163625187631
420,2,274614,-0.0908800028223455,0.149572962257302,0.543845810161026
421,2,274729,-0.103221849903058,0.150369354623282,0.492876654729912
422,2,275746,-0.0226216906273491,0.150399180535663,0.880526273502728
423,2,277029,-0.0494877220565423,0.149681895416143,0.741128220339403
424,2,277741,-0.0511532700070305,0.149739091473834,0.732843160426547
425,2,278218,-0.0514222327292551,0.14946828681718,0.731025255559591
426,2,278379,-0.0439145931658689,0.15317508903281,0.774513758553194
427,2,279910,-0.074169370384956,0.149388700065353,0.619860713964859
428,2,280616,-0.0450992568231612,0.155953404240946,0.772610200128291
429,2,283431,-0.100724071479836,0.151534756784065,0.506680941414494
430,2,283573,-0.0766787888409565,0.149755067756773,0.608951589188323
431,2,286762,-0.0658547781872354,0.150153235873659,0.661231426039622
432,2,287187,-0.0430813182534908,0.149475756414415,0.773350484072425
433,2,288379,0.0840911422135349,0.148292916706904,0.571033087461385
434,2,294941,0.101631100409472,0.148350608119633,0.493747005059792
