SNP,Chr,Pos,Effect,SE,ERV25_UIP4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
107,1,151446,-0.177706610931043,0.261128664195258,0.496613293743264
108,1,154084,-0.0810935999177538,0.130397671258606,0.534412657786558
109,1,156633,-0.111212166684592,0.132125272462258,0.400515905726002
110,1,157269,-0.134145226533405,0.127902044142945,0.294982088721923
111,1,160054,-0.116041431077722,0.12917066242497,0.369607334549533
112,1,166222,-0.113418334478544,0.128219739848063,0.376994896781241
113,1,166416,-0.0916754643244285,0.128008209094914,0.474360725963528
114,1,167326,-0.143795768754776,0.128601571825634,0.264263559001928
115,1,168836,-0.217762310452437,0.127693668952016,0.0890090179559783
116,1,171200,-0.251239790818964,0.127712455611467,0.0499394234597874
117,1,171431,-0.347933083941315,0.127878365911721,0.00683465713470176
118,1,173339,-0.293018007711065,0.127255339642853,0.0218825492071401
119,1,173845,-0.297860279331938,0.127116389620372,0.0196731944446492
120,1,175121,-0.315035864681406,0.126742839137419,0.0133944153170273
121,1,175281,-0.298440614210814,0.126966080139642,0.0192952090918545
122,1,175315,-0.300329813630079,0.126912862283121,0.0185001187710087
123,1,175523,-0.289964448716282,0.12771119764478,0.0237811790075527
124,1,175541,-0.300226773924976,0.127114883834629,0.0187261258557738
125,1,175653,-0.333058639301288,0.127292312940836,0.00926570487478801
126,1,175805,-0.27109035832868,0.135021105936863,0.0454301190553149
127,1,175818,-0.328205608615535,0.131515172201034,0.0130313091226816
128,1,175856,-0.322378932355821,0.129510750574157,0.0132628052564459
129,1,175876,-0.308697141002813,0.127586757774732,0.0160462361199566
130,1,175989,-0.311299048467062,0.127938953442361,0.0154625247464658
131,1,176001,-0.314615108187403,0.128593893755046,0.0149091179765294
132,1,176451,-0.297811227530236,0.130277641018661,0.0228478064219008
133,1,177692,-0.302487490758994,0.126898344955812,0.0176676292411578
134,1,178191,-0.314291699084015,0.126945161948407,0.0137620016868125
135,1,178224,-0.302487490758994,0.126898344955812,0.0176676292411578
136,1,178960,-0.349040130961695,0.127591848784648,0.00654120442862311
137,1,179139,-0.439714622522828,0.25447585343963,0.0848766267207179
138,1,179139,-0.631470332379232,0.51358566051129,0.2196910455477
139,1,180955,-0.171705150834127,0.147790520864665,0.246095816965829
140,1,183802,-0.304006964158836,0.126904295883235,0.0171152432881514
141,1,183954,-0.285620552453712,0.12796321769034,0.0262385140848905
142,1,184450,-0.236331058774026,0.127113934957805,0.0638297583855272
143,1,184641,-0.23884493080717,0.130835821427285,0.0687656158535846
144,1,184718,-0.257684418948879,0.127726284693837,0.0444024760636418
145,1,185296,-0.218395911175098,0.127386320607114,0.087326092148767
146,1,185438,-0.215222520748958,0.127407683983213,0.0920558893533626
147,1,185469,-0.222591752991435,0.127557222925214,0.0818490605141965
148,1,185503,-0.231446975829482,0.127179687110828,0.069629846854867
149,1,185705,-0.228655572637425,0.128628501113348,0.0763233330611117
150,1,185749,-0.229069147360605,0.128626416526638,0.0757907163427018
151,1,185806,-0.258916746011278,0.128639434680264,0.0449017414074703
152,1,185879,-0.251310927790586,0.129310667267392,0.0527543286949057
153,1,185916,-0.203071172334531,0.129491210806324,0.117724891824104
154,1,185941,-0.213210896449195,0.130013237055545,0.10191324230833
155,1,185954,-0.221042483020046,0.130358873110495,0.0908347016123422
156,1,186055,-0.21477693250829,0.127766041724955,0.0936440699227764
157,1,186896,-0.246711432732714,0.129716531213018,0.0579944398311355
158,1,187697,-0.701963248344514,0.263259006617786,0.0080187626026454
159,1,189392,-0.538297757825767,0.2657510938472,0.0435606918455941
160,1,189416,-0.522010457673364,0.257058262557315,0.0430336623595026
161,1,190132,-0.062126525525609,0.128396561471516,0.628782132168953
162,1,190148,-0.0536399836276838,0.128446145279861,0.676488511185966
163,1,190165,-0.0694388560954655,0.129412360585978,0.591902308001585
164,1,190169,-0.0415599616781896,0.129284756986749,0.748051584207452
165,1,190933,-0.115970082983962,0.12810648939359,0.365943437172174
166,1,192149,-0.0108665860821058,0.129302385443311,0.933072183837817
167,1,192302,0.162727413625072,0.170509890627821,0.340555714614773
168,1,192303,0.0883110179312188,0.154077736229401,0.566902071108326
169,1,192305,0.134150597642007,0.160029288552397,0.402436351213662
170,1,192315,-0.0642701775557004,0.1816874702693,0.723744707937156
171,1,192795,-7.26482870135881e-05,0.128012304574521,0.999547512978712
172,1,194020,-0.0942663272340021,0.134742176857978,0.484634648600993
173,1,194187,-0.0591169289400455,0.128079716763312,0.644678630846778
174,1,194867,-0.135012645875409,0.127846841238799,0.29166761475061
175,1,197325,-0.152309397592358,0.130922479284427,0.245471033325149
176,1,197392,-0.186374461573585,0.13248846873656,0.160389561710278
177,1,198857,-0.156010043994344,0.613937038528242,0.799555381979573
178,1,206666,-0.130676266263945,0.143842561903901,0.364251172445361
179,1,206675,-0.260570294297406,0.186975565181494,0.16431333319677
180,1,223051,-0.146792089016074,0.148184947322291,0.322559191803286
181,1,223059,-0.203433709824537,0.153706900458219,0.186520001691698
182,2,7366,-0.0786841391388027,0.185670365589742,0.671981422911678
183,2,8180,0.0653093665975639,0.255670734933205,0.798529532158546
184,2,8187,0.185572532714914,0.265713469761857,0.485391025916092
185,2,8250,0.218403713840841,0.261705007154623,0.404540268477307
186,2,8253,0.205647606469862,0.261734282064242,0.432563649875053
187,2,8285,0.0863801391693347,0.141950043050242,0.543230741860857
188,2,8302,0.1429588782636,0.13272604580318,0.282172285080926
189,2,8306,0.1429588782636,0.13272604580318,0.282172285080926
190,2,8314,0.154445870177171,0.129956977272703,0.235459628518269
191,2,8317,0.139100219141865,0.132980504802516,0.296267689528872
192,2,8328,0.123031627312936,0.132428782330888,0.353503230923408
193,2,8331,0.125668509074501,0.132172182138014,0.342359512246295
194,2,8498,0.0933700707399245,0.129930992459165,0.472854921805227
195,2,8651,0.105384318910153,0.130026815621027,0.41820959301023
196,2,9418,-0.0961882359157231,0.330960088796631,0.771501968416488
197,2,9812,0.122146047705043,0.130759535706957,0.350876777033874
198,2,9932,0.0999808489074897,0.130296430387984,0.443396028051774
199,2,10135,0.0967840435092869,0.129803472111427,0.456393289870181
200,2,11616,0.109631132543868,0.129636508853839,0.39830358821128
201,2,12133,0.127440983662053,0.130106956112927,0.32799917202998
202,2,12194,0.121881918191446,0.130626461078995,0.351428354921642
203,2,12359,0.115020194305549,0.130261275082718,0.37783931828951
204,2,13061,0.0934094730844508,0.130300640965522,0.47392431993718
205,2,14298,0.108727822037958,0.130678738254312,0.405957998318887
206,2,15222,0.106716459395312,0.131960182643451,0.419231291153476
207,2,17986,0.107406043283525,0.129641785290596,0.407956695535021
208,2,19770,0.109062735041259,0.130535964980519,0.404001659354548
209,2,19836,0.0976302537852779,0.130202336145511,0.453853596680492
210,2,19851,0.111716041548061,0.130552166821876,0.392733377440632
211,2,21595,0.0523512636199762,0.130117908954642,0.687679462391713
212,2,22385,0.026609524419181,0.13026319007866,0.838256258876765
213,2,23441,0.0299288639799014,0.131526504723564,0.820127783600989
214,2,24209,0.0513449963751795,0.130424440003748,0.694057802673135
215,2,24341,0.0675758960040513,0.130712155395527,0.60549213718363
216,2,26815,0.0915528957689411,0.130513997602662,0.483466008088212
217,2,28209,0.0861300070319513,0.130568428566977,0.509905923149118
218,2,28695,-0.0223533954483528,0.136486021319807,0.869999710461899
219,2,35849,0.35427601174025,1.39918129232339,0.800259232308332
220,2,35850,-1.43341298805305,1.70967881665035,0.40236743974298
221,2,41245,0.00261935801554347,0.130147664938852,0.983954192852837
222,2,43214,-0.0356101028932541,0.132244215643048,0.787875150154435
223,2,47104,0.0992985807874931,0.128462103200793,0.440051742931174
224,2,50915,0.106340074914058,0.129710593266504,0.412868689306422
225,2,55834,0.0657886691216689,0.129186633527377,0.610893141291621
226,2,56422,0.113875969766241,0.129323171307654,0.379158643678093
227,2,57715,0.108665473777266,0.128908669601102,0.399818922908874
228,2,59046,0.107790121554062,0.129564161623222,0.406003011629236
229,2,59191,0.110865712371552,0.12881346917072,0.390004759596942
230,2,59383,0.125039366894863,0.12881388229344,0.332363370066913
231,2,59477,0.0957158274359013,0.130827295002847,0.464886117328309
232,2,59755,0.136342572327169,0.294080761133341,0.643203689513448
233,2,60471,0.0862789372225548,0.129077750103005,0.504298476140499
234,2,60478,0.0906050702280888,0.129216842003664,0.483648770851573
235,2,60786,0.0809379928396456,0.129022285133748,0.530856397411077
236,2,61035,0.07134608195536,0.129029005579252,0.580650326636245
237,2,61071,0.0671271818716762,0.128449612793316,0.601583635529353
238,2,61675,0.0451448455333344,0.128846828586095,0.726265460200332
239,2,62776,0.0313488418818521,0.13449750460708,0.81583343317316
240,2,62939,0.0660224631064904,0.1285984732548,0.607992677992592
241,2,63527,0.0765460535860406,0.129065086093382,0.553506702113991
242,2,63857,0.057339517667525,0.129123350358562,0.657265683916671
243,2,65527,0.0291119131229261,0.128724267142368,0.821210089999199
244,2,67007,-0.0169995933251359,0.141731795112206,0.904597336500227
245,2,67023,0.0148125222048989,0.293097825906884,0.959722403776593
246,2,67024,0.0136418917664969,0.294169386183487,0.963038164383055
247,2,67976,0.0940807740226917,0.130491754087955,0.471404537415493
248,2,69628,0.139090513996388,0.132544589796537,0.294718138938086
249,2,71825,-0.287445443225975,0.256248917788192,0.26273416514306
250,2,72389,0.101374221889728,0.129670271022761,0.434865211167073
251,2,72392,-0.00588064514817632,0.130664594153113,0.964128252700742
252,2,73646,0.13044160910195,0.127797638940188,0.308100936244846
253,2,74564,0.121330790440886,0.127571436713243,0.342213901362519
254,2,74739,0.194839301991914,0.127734514544762,0.128068291770584
255,2,79931,0.233449444482152,0.143912387221587,0.105661060021716
256,2,80748,0.207201724683602,0.13282493421575,0.11966512872213
257,2,80873,0.265007807202631,0.127683828084671,0.038663881078587
258,2,81501,0.284308966407367,0.127544605284436,0.0264365138170253
259,2,83526,0.236651773263574,0.127619816288074,0.0645229651922443
260,2,83845,0.280879072587317,0.127488233757864,0.0282277994903653
261,2,84412,0.0508304554083798,0.323474242280833,0.875225051887562
262,2,84412,0.211751917848583,0.161592910092177,0.190911340509982
263,2,84447,0.280887380342423,0.129138134994689,0.0302864389093019
264,2,87391,0.329403477366652,0.126586600132994,0.00965302624707754
265,2,87562,0.332573235076136,0.126889659437747,0.00914723033346673
266,2,87849,0.328520187177917,0.12690731715003,0.0100332759524752
267,2,87878,0.348257207188212,0.127314462181646,0.00654488898658987
268,2,88125,0.212537585880909,0.142619793652995,0.137054351526425
269,2,89785,0.282989859913184,0.127786445740797,0.027428980659226
270,2,93441,0.255952826185497,0.131810066211428,0.0529528848921033
271,2,93588,0.236570726020238,0.136585896022186,0.0841419521853413
272,2,93721,0.220953461024406,0.127742318647261,0.0845614111464507
273,2,93952,0.204191002118311,0.127453049400691,0.110030577263726
274,2,95085,0.262021338122517,0.127332661581775,0.0403461093704776
275,2,103188,0.246051957893898,0.130548395203729,0.0602839950527039
276,2,107124,0.238978886479452,0.127525053740663,0.0617595868760975
277,2,111645,0.33135070555733,0.127021415879588,0.00947717523632583
278,2,111916,0.310667847860481,0.127474220300765,0.0152987568851029
279,2,111931,0.327445707002482,0.127553586066332,0.0106660124980228
280,2,111999,0.32843049986499,0.12707976926503,0.0101544912716965
281,2,114528,0.266426195387378,0.128232914770618,0.0384618059146595
282,2,116024,0.331478471218173,0.128112232688177,0.010069212212356
283,2,119244,0.220197199250453,0.140456331845091,0.117840773956659
284,2,119246,0.223994641949435,0.141948146170946,0.1154605238253
285,2,119247,0.150077583742956,0.143253914907006,0.295524320911806
286,2,120090,0.177397159513711,0.12846409276606,0.168180702989781
287,2,120291,0.184382801474377,0.129913510749235,0.156701700987581
288,2,120726,0.160329442529395,0.12924951959903,0.215627473999806
289,2,121716,0.197218734621417,0.128957296422351,0.127077326796069
290,2,123100,0.156787900183684,0.12929325723489,0.226073309241904
291,2,124677,0.139409972556552,0.129170863706041,0.281205179217368
292,2,127636,-0.235689230729925,0.163160091968282,0.149477679309362
293,2,127887,0.0913584866885235,0.130180107650828,0.483275492820848
294,2,128935,0.092297047624017,0.130054994918028,0.47837291571935
295,2,129053,0.132656754852223,0.130352828950871,0.309529627344724
296,2,130040,0.129960687920473,0.131158413449601,0.322428694203972
297,2,130976,0.0697419633173197,0.130217992893836,0.592587123145981
298,2,132199,0.0717946057600969,0.130818874682071,0.583483324793298
299,2,133355,0.0748650554600581,0.131699716838573,0.570089073213838
300,2,133435,0.0751424224787143,0.131984124850319,0.569494808520752
301,2,133943,0.0292047374215903,0.154587415192237,0.850263666663796
302,2,135183,0.104405396421503,0.132000924975825,0.429507500327363
303,2,135402,0.11810111954485,0.131948240879053,0.371366824281582
304,2,135898,0.168040848898431,0.132496920669803,0.205540085702313
305,2,135912,0.148791157941561,0.132660369303389,0.262797208712252
306,2,135925,0.14565174688417,0.132067195120174,0.270838872485734
307,2,136002,0.0840552054046335,0.132119815433885,0.525055498639094
308,2,136173,0.130213175838666,0.132950284375556,0.328046930310734
309,2,138209,0.0577336882021053,0.137000468088735,0.673710494472739
310,2,138318,0.111364850337151,0.136516925865527,0.415188332780843
311,2,138695,0.0551543041550426,0.13427143431197,0.681492458850515
312,2,138818,0.0562532941231224,0.134023789132521,0.674940825550341
313,2,139728,0.0660132468219583,0.133770761154037,0.621980068792756
314,2,140174,0.0640253130902442,0.133773498335881,0.632512516057454
315,2,140863,0.0490583466964063,0.133737280457926,0.713968403987632
316,2,141152,0.0607489702027673,0.134100587586527,0.65081951541728
317,2,141292,0.0641288427003217,0.133131331125944,0.630320336982834
318,2,141545,0.0796604845921469,0.133756627171889,0.551848899690996
319,2,145823,0.222168881443057,0.138421724322172,0.109384822383761
320,2,145934,-0.0809450780617884,0.228865369928161,0.723789937316609
321,2,145980,0.0849265245950936,0.14013414909837,0.54487945988403
322,2,146723,0.128879953186685,0.133406195500653,0.334669670911772
323,2,147946,0.110913581539993,0.13467677579045,0.410749132118687
324,2,150394,0.113390421350135,0.146725984117742,0.44015554418087
325,2,151274,-0.0317248556643026,0.230032823429517,0.890386645948732
326,2,151397,0.0407310568946948,0.135125720204745,0.763263481206359
327,2,153035,0.0527150801613896,0.133642486805529,0.693488131092873
328,2,153228,0.0371745231864753,0.134632796129722,0.78261910376091
329,2,153455,0.0354325746449242,0.135650500184197,0.794086829065543
330,2,153732,0.0904664121427983,0.140180061814777,0.519114045640546
331,2,153815,0.022811680516114,0.135137655327931,0.866048053678273
332,2,154160,0.0214878846625317,0.13372221224738,0.87242911703556
333,2,154235,0.0206683974073378,0.135057989431682,0.878459292449158
334,2,155527,0.0810290478145135,0.14653141821243,0.580626633284704
335,2,159870,0.0508474015165352,0.131623395826125,0.699500017676646
336,2,161229,0.139655667416563,0.133465108435463,0.29610003541451
337,2,161451,-0.345715282141743,0.285636361653559,0.226960717415298
338,2,161451,0.445141896689681,0.286167138053442,0.120715685114402
339,2,162696,0.181865523847625,0.132744319227944,0.171543982565883
340,2,163284,0.157550441358661,0.131065079044332,0.230139093619881
341,2,164166,0.0425323086323506,0.132533155414542,0.748462247999906
342,2,165270,0.0426125828817521,0.13141819375117,0.745939471740543
343,2,165675,0.0483696891460632,0.133585149369972,0.717502320125202
344,2,166404,-0.970497676569218,0.342404638037779,0.00485595499428854
345,2,168012,-0.00753385517843919,0.16150473196366,0.962820240580457
346,2,168062,-0.00877576973476168,0.132408537618113,0.947194038708138
347,2,168518,-0.0245469269975467,0.131644732625575,0.852188473822978
348,2,168980,-0.00393339862662101,0.131588547820875,0.976170358882092
349,2,169651,0.00523559965057818,0.131650920696454,0.968299929483707
350,2,169902,0.45249146885496,0.218729653418417,0.0392995199116234
351,2,169960,0.152249205868829,0.204809910723706,0.457753156517752
352,2,170725,0.112377217726283,0.131749864177882,0.394260472329249
353,2,171254,0.177940259437133,0.131759050518581,0.17772161299853
354,2,172242,0.0336384363093525,0.130525211765826,0.796776264163021
355,2,173254,-0.0294168128030921,0.129527725888454,0.82047105101685
356,2,173340,-0.0422036487481623,0.129502032230953,0.744699330629684
357,2,173385,-0.030358697478125,0.129630725007349,0.814970384187734
358,2,173973,0.00738604168420987,0.129295804493389,0.954477826630655
359,2,174714,-0.0469926274691797,0.331514673956565,0.887357336317877
360,2,177341,0.0801126870506722,0.128785285072672,0.534301369405306
361,2,180314,-0.0180066558939822,0.128895525198184,0.888976997646861
362,2,180339,-0.0252897615482072,0.129217728449664,0.844946375009575
363,2,182758,0.120427831039394,0.128601665084487,0.349686541748133
364,2,183619,0.0826760565837554,0.129193427430276,0.522626651327722
365,2,183913,0.0681312754399108,0.132492793504576,0.607415567217407
366,2,184146,0.127447108633009,0.133258845183226,0.339530952277145
367,2,187176,0.0236246979338932,0.129966031824321,0.855862899273145
368,2,191066,0.0781938306129546,0.130877563004079,0.550584774954915
369,2,191124,0.345510650383024,0.164415781827152,0.0363103575195381
370,2,191128,-0.265541772758383,0.151639608037293,0.0807908112479993
371,2,191599,0.00785693890572214,0.129128696076282,0.951516447767869
372,2,191762,0.0439293378593932,0.134220293337684,0.74364042782104
373,2,191763,0.0329546925080511,0.129628929076202,0.799471081564293
374,2,191959,-0.0141331675020638,0.129322288950115,0.913037430726646
375,2,192390,0.00340000945589647,0.1328930285174,0.979603159368108
376,2,195759,0.182327179224363,0.13007342358151,0.161876007248532
377,2,196912,0.187593250895628,0.127936141878052,0.143455774314847
378,2,197598,-0.0799627094870932,0.419061183388856,0.848781071912867
379,2,198110,0.160417348120581,0.128811521010711,0.213823665747119
380,2,198283,0.159005486174702,0.132885420920029,0.232280806480233
381,2,198805,0.135568555189451,0.129449281563513,0.295690870396629
382,2,198891,0.161050956347873,0.128354423908754,0.210404598641787
383,2,199248,0.132783692471543,0.128740279292069,0.303055890415665
384,2,201782,0.122042909642325,0.128611745036742,0.343307903700553
385,2,203285,0.190683894122237,0.127874293839758,0.136806667392915
386,2,203783,0.143886970243874,0.127770894073705,0.260874396669567
387,2,204179,0.153883793613823,0.128048249671986,0.230260535330285
388,2,205406,0.113372361877131,0.129487701134702,0.381872573152976
389,2,205834,0.123721521740511,0.128839192465287,0.337572284805188
390,2,205965,0.00189861796002733,0.140964613426079,0.989261421400451
391,2,207192,0.110364997842432,0.128752801828244,0.391924093327951
392,2,207561,0.116263387092737,0.12816774070374,0.364962701162789
393,2,208682,0.093512523204312,0.128004444660725,0.465543997149526
394,2,210102,0.0794360019694501,0.12836239115322,0.536419776884691
395,2,212519,0.321777180768304,0.272812952226442,0.239001749636718
396,2,214801,0.0941778234506544,0.128328029472431,0.463506890500515
397,2,215016,0.0928275703602193,0.128257485268557,0.469692756977462
398,2,218876,-0.0291352214728086,0.129670308703744,0.822352847621551
399,2,227511,-0.0273103115690155,0.130589344268243,0.834466418321811
400,2,230378,0.0123024469709524,0.128949983144012,0.924047441060708
401,2,231943,-0.0156192546938863,0.129318684312773,0.903933127777314
402,2,232156,0.00144252938435652,0.129268323027425,0.99110274572381
403,2,232789,-0.00856563392981813,0.128809800568962,0.94701874974985
404,2,238524,-0.00137668457806217,0.128991859167741,0.991490650434334
405,2,241518,-0.0174395836086552,0.130108399225013,0.893448218763856
406,2,250396,-0.13508810536617,0.129024559126822,0.295818108373368
407,2,250466,-0.12001227869824,0.12902107998364,0.352915764791844
408,2,252305,-0.0895225171712367,0.12943383928115,0.489613721539241
409,2,254571,0.00210030905637959,0.13134063851503,0.98725035748769
410,2,254742,-0.00150559210965096,0.131222061694177,0.990852057935523
411,2,254908,-0.0169234385703942,0.132221365584486,0.898227221780726
412,2,255033,-0.0787889328458055,0.154918335297785,0.611361789088534
413,2,255862,-0.0502131967067088,0.131400760644822,0.70258911243366
414,2,255975,-0.0237984931996995,0.130947310632847,0.855890313842619
415,2,258311,-0.0745876244741968,0.128729884563584,0.562680863692643
416,2,259284,0.00608221169157996,0.129224333496585,0.962486383084841
417,2,266330,0.0589709349647349,0.12974241620408,0.649731683970869
418,2,267100,0.0668084981235976,0.129722190375536,0.606866896060425
419,2,268086,0.0937116357826944,0.129684494903026,0.470396453912177
420,2,274614,0.057187951351358,0.128955962779211,0.657698329742563
421,2,274729,0.0416987559132813,0.129678422088174,0.747980090654851
422,2,275746,0.10342774614384,0.129523865799934,0.425104125791854
423,2,277029,0.0764697626336146,0.128974146785345,0.553622579510553
424,2,277741,0.0825754853060179,0.129014170024231,0.522555466755402
425,2,278218,0.0783207181112736,0.128788407562082,0.543489112068618
426,2,278379,0.091362068009446,0.131955138829902,0.489158822215009
427,2,279910,0.0287223868440124,0.12880153542869,0.823666635239074
428,2,280616,0.0539289616747072,0.134409383589582,0.688494194567239
429,2,283431,0.0256208465590418,0.130690051241578,0.84468945406123
430,2,283573,0.0331204643127849,0.129117339955483,0.797703050553877
431,2,286762,0.0354230328554828,0.129446177540734,0.784513136823239
432,2,287187,0.0229987258059219,0.128850039415952,0.858438846368311
433,2,288379,0.0940275121406747,0.127781385798276,0.462312651736526
