SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
79,1,99148,0.00542503764993693,0.0750511506702077,0.942416408288331
80,1,101281,-0.24746945639494,0.820714524042538,0.763188478414657
81,1,106011,0.0343439596473336,0.0781965954972805,0.66078520858428
82,1,106800,0.00738822354554063,0.0751519133758897,0.921741525623596
83,1,107970,0.00171527425072393,0.0749302351874811,0.9817496615028
84,1,109000,-0.029630267350218,0.0750457744363155,0.693207355821305
85,1,112549,-0.0411666495632848,0.0749453503303664,0.583154499919755
86,1,112742,-0.0519289421875563,0.0752187218933174,0.490413581905282
87,1,113050,-0.0532393520147439,0.075089411907951,0.478784540927792
88,1,113135,-0.0627516939711251,0.0748770135894966,0.40256211251152
89,1,114076,-0.0202891723073686,0.0749436867633491,0.78676033378182
90,1,114628,-0.0320833340836816,0.0751216746826459,0.669577853253911
91,1,116283,-0.00537764831615684,0.0755584654242176,0.943301157411451
92,1,126880,-2.60519559185231,1.41090589071013,0.0656608819303767
93,1,127853,0.0567973419966341,0.0753577144882302,0.451529950586973
94,1,128302,0.0794595665493924,0.07500950035497,0.290175322248678
95,1,128704,0.0349594158923157,0.0751803943627181,0.642213093708703
96,1,128911,0.0270386578575045,0.0751979705560842,0.719386473345112
97,1,130267,-0.0254310201212277,0.0751639020509563,0.735307469187052
98,1,130271,-0.0251084649954871,0.0752534474959829,0.73884026288281
99,1,130613,0.0367390264248809,0.0759434927748733,0.628850534803273
100,1,132012,0.0164737993598182,0.0758023411861392,0.828080061908171
101,1,133231,-0.0239594393125589,0.0752586808405102,0.750399280960152
102,1,137074,-0.0290563964066218,0.0751465235637307,0.699238527835597
103,1,137304,-0.0407341793254941,0.0751572962943082,0.588170308092689
104,1,139686,-0.0895493359616767,0.0751363504730958,0.234130743038423
105,1,149562,-0.0271876557639174,0.0754452501035379,0.718791425588741
106,1,150447,-0.0384052434957801,0.0762687508435073,0.614890667767785
107,1,151446,-0.15983683872282,0.153039626622979,0.297008234245382
108,1,154084,0.0176636076349709,0.0765260789689392,0.817589801296046
109,1,156633,0.00402348254034716,0.0775807987666216,0.958668119705933
110,1,157269,-0.0107742586857617,0.0751406712231658,0.886065699927117
111,1,160054,-0.0592284824379397,0.0757912461418881,0.435050710567768
112,1,166222,-0.0466169466316948,0.0752548300862042,0.536016556492343
113,1,166416,-0.0446208907364685,0.0751053195788426,0.552818470020333
114,1,167326,-0.078307185792942,0.075454840000959,0.300072585339435
115,1,168836,-0.0507136401655523,0.0751632895063098,0.500299843498524
116,1,171200,-0.0598492236815305,0.0752569887453107,0.42699396226502
117,1,171431,-0.0372288744561047,0.0757687239203626,0.623485095853083
118,1,173339,-0.0876391141423967,0.075060402479815,0.243763776278302
119,1,173845,-0.100318631933268,0.0749529178614845,0.181620329140768
120,1,175121,-0.0553246557591574,0.0749360390541743,0.460827752532278
121,1,175281,-0.072868465056883,0.0749573453354203,0.331650326423131
122,1,175315,-0.0631568172200971,0.0749586527207062,0.400047641081859
123,1,175523,-0.0701147651750782,0.0753667907776468,0.352844402137345
124,1,175541,-0.0682022211217091,0.0750634402403608,0.364184158039156
125,1,175653,-0.0769504249462762,0.0752776307329585,0.307376023604049
126,1,175805,-0.0913651557289625,0.0795043869420056,0.251258225172831
127,1,175818,-0.0655429804874916,0.0777448035626382,0.39976974216276
128,1,175856,-0.0937575210954487,0.076470897102177,0.220995268044938
129,1,175876,-0.0748982500392709,0.0753537529816888,0.320925540860285
130,1,175989,-0.0755172113484928,0.075567605395699,0.318317870338949
131,1,176001,-0.0788633977114246,0.0759528419129139,0.299831529856376
132,1,176451,-0.0840976181022866,0.0768528822772875,0.274583744204494
133,1,177692,-0.0378463500330348,0.0750069440109233,0.6141747979069
134,1,178191,-0.0339915367741574,0.0750866972951207,0.651044898796668
135,1,178224,-0.0378463500330348,0.0750069440109233,0.6141747979069
136,1,178960,-0.0551908526117917,0.075576205968087,0.465711004268443
137,1,179139,-0.0450389890716387,0.14988376445961,0.763978195879391
138,1,179139,-0.576147757826268,0.300347198451572,0.0558828691994381
139,1,180955,0.0114156801630683,0.0868558993483083,0.895508126981035
140,1,183802,0.015036906640992,0.0750391680126797,0.841292980405683
141,1,183954,-0.00181854869774925,0.0755897117469869,0.980819818066912
142,1,184450,0.0175447835189212,0.0749221198380309,0.814985955489669
143,1,184641,0.0502198308577786,0.077062057206284,0.515031431847012
144,1,184718,0.0326897488748539,0.0753335696656963,0.664601919989077
145,1,185296,0.0330840499829037,0.0750133225981875,0.659452354573439
146,1,185438,0.0131727542367604,0.0750342547461103,0.860743006615782
147,1,185469,0.0122430491589889,0.075142999138542,0.870666778229766
148,1,185503,0.00963362095824805,0.0749497126476226,0.897799225775729
149,1,185705,0.0146665457721237,0.0757851327476481,0.846656781462905
150,1,185749,0.0492698663563072,0.075743771288589,0.515804858794156
151,1,185806,0.0347378851916433,0.0758678266091957,0.647324866835439
152,1,185879,0.0184355002882357,0.0762507506551818,0.809095154296183
153,1,185916,0.0322631293063064,0.076203035647433,0.672273112779843
154,1,185941,0.0493409381716736,0.0765093592894138,0.519410436835239
155,1,185954,0.0518377621688933,0.0767283993528051,0.499736510662389
156,1,186055,0.0100138890837146,0.0752437684570558,0.89420123278761
157,1,186896,0.0103406454930098,0.0764773032859763,0.892521363136591
158,1,187697,-0.0131295510010077,0.155970930043216,0.932961455097662
159,1,189392,0.169025910719792,0.156531934659475,0.280960712156251
160,1,189416,0.209096061894579,0.151257124586793,0.167726531935263
161,1,190132,-0.0685952849323287,0.0752525916960857,0.362636209328833
162,1,190148,-0.0705318676414313,0.0752702709088156,0.349374434536859
163,1,190165,-0.0619169258679426,0.0758714035638923,0.415006293815374
164,1,190169,-0.0716141474997877,0.0757524038790215,0.345115990698801
165,1,190933,-0.151939063674149,0.0747972574025345,0.0429687301255502
166,1,192149,-0.121705996676441,0.0755711183975299,0.108186264343993
167,1,192302,0.21693653068073,0.0994805058903374,0.0298657914528823
168,1,192303,0.0852246405310275,0.0903086495156693,0.345966328090538
169,1,192305,0.16730627322358,0.093542067334443,0.0745419680365454
170,1,192315,0.0581763008030061,0.106549949409986,0.585410641334455
171,1,192795,-0.144775768122554,0.0746943175487692,0.0533905389810651
172,1,194020,-0.145866291468467,0.0787112240407964,0.0646904393306173
173,1,194187,-0.145434404526917,0.0747532367248927,0.0525051306175277
174,1,194867,-0.0616810004453536,0.0750402644753654,0.411647637459917
175,1,197325,-0.0983427532183944,0.0767666509853354,0.201013238666611
176,1,197392,-0.119151553765266,0.0776754757725936,0.125933708507374
177,1,198857,-0.294340490767731,0.359821352437817,0.413898493054216
178,1,206666,-0.0767284314540428,0.0843764077483093,0.363781200385833
179,1,206675,0.0105673387292962,0.109977848689576,0.923506743681613
180,1,223051,0.110520244476337,0.0868455432934161,0.203995107421074
181,1,223059,0.124405692271699,0.0901434939927621,0.168433845884393
182,2,7366,0.173660821858173,0.108547250576336,0.110523369277644
183,2,8180,-0.0510009142053587,0.149963177962181,0.733991345538532
184,2,8187,-0.181469423427114,0.155673151123384,0.24451959590763
185,2,8250,-0.0105442914672125,0.15366386627208,0.945331588084022
186,2,8253,-0.045693939715056,0.153645644025043,0.766337445247127
187,2,8285,-0.0567376568263275,0.0832553810587351,0.496008735586972
188,2,8302,-0.0735216362459408,0.0778853546570708,0.345829309559971
189,2,8306,-0.0735216362459408,0.0778853546570708,0.345829309559971
190,2,8314,-0.0674209256887386,0.0762994709680015,0.377494378745792
191,2,8317,-0.066129687400854,0.0780465001886494,0.397395686000262
192,2,8328,-0.069209726902123,0.0776890211863876,0.373613229798794
193,2,8331,-0.0693571459256218,0.077542265707136,0.371694289790847
194,2,8498,-0.0497839265371829,0.076225901734567,0.514110271118992
195,2,8651,-0.0435819028995128,0.0763081076949922,0.568274472139327
196,2,9418,0.00355163463882313,0.194160995309818,0.985416072600679
197,2,9812,0.00997329502739441,0.0767951377744392,0.896744171976663
198,2,9932,-0.00589141472918131,0.0764936499214183,0.938652580863553
199,2,10135,-0.00554873085746221,0.0762007746876702,0.941992784996069
200,2,11616,-0.0268367947980815,0.0761070632030943,0.724584553343566
201,2,12133,0.00869432179556906,0.0764216777292133,0.909486585863111
202,2,12194,0.0058859608496955,0.0767179594026021,0.938888110084397
203,2,12359,-0.00116049198150647,0.0764942676826741,0.987904354937433
204,2,13061,-0.0246439537319638,0.0764774158637626,0.747462912423284
205,2,14298,0.00539968048040795,0.0767294226907587,0.943936622207606
206,2,15222,-0.0103577317843482,0.0774762272942658,0.893724559845612
207,2,17986,-0.000185149990118427,0.0761204652996816,0.99806065838252
208,2,19770,0.00187861902004838,0.0766466922343587,0.980459567097646
209,2,19836,-0.00877819951203818,0.0764347542109713,0.908632756583054
210,2,19851,0.00295504127131019,0.0766598149224424,0.969272981285706
211,2,21595,-0.0319780200325441,0.0763243809030239,0.6754891038623
212,2,22385,-0.01042683155583,0.076413578898934,0.891541278963362
213,2,23441,0.0195503911917669,0.0771507669570095,0.800102770942843
214,2,24209,-0.00467712017789768,0.0765220532924661,0.951297270841697
215,2,24341,0.0117169337413783,0.0767009224848594,0.878673785764679
216,2,26815,-0.00335942302952752,0.0766113320391293,0.965048597009983
217,2,28209,0.0265125245575299,0.0766243270954319,0.729543864386238
218,2,28695,-0.0109995860096559,0.0800622294512205,0.890802479496332
219,2,35849,0.109813465989799,0.820799400665121,0.893646114231619
220,2,35850,-0.26372606764012,1.00378029642666,0.792909758024657
221,2,41245,-0.0842690761830216,0.076211488988804,0.269597857505191
222,2,43214,-0.0496444334948205,0.0775360845848964,0.522409060856825
223,2,47104,-0.0184454908000555,0.0754119349037253,0.806911035295089
224,2,50915,0.0156202193642474,0.0761547928207956,0.837603278997276
225,2,55834,-0.00342191115923141,0.0758071933066511,0.964021511234576
226,2,56422,0.00180914657285813,0.075942879607775,0.981007681337676
227,2,57715,0.00843046595019481,0.0756912697206789,0.911378610760865
228,2,59046,0.00482144714344412,0.0760750735986741,0.949501784245976
229,2,59191,0.00570190255131398,0.075639315795279,0.939952855095949
230,2,59383,0.00804216191640461,0.0756604970752666,0.915410465773223
231,2,59477,0.0210098610005398,0.0767919961300152,0.784556338059996
232,2,59755,-0.145673089194216,0.172383053793057,0.398652754646783
233,2,60471,0.0333180738225886,0.0757428559790479,0.66029028727846
234,2,60478,0.0261735647325139,0.0758372741081451,0.730203717679471
235,2,60786,0.021156224331114,0.075716977523831,0.780092378785659
236,2,61035,0.00128005370102457,0.075719858022161,0.9865218544289
237,2,61071,0.011115905677089,0.0753740711582258,0.882840108091674
238,2,61675,0.0570250528100218,0.0755324395260694,0.450767787633045
239,2,62776,0.0177967373921831,0.0788952690129334,0.82166314603352
240,2,62939,0.0324603799338578,0.0754429494343906,0.667266220202774
241,2,63527,0.0383421624800101,0.0757184965033679,0.612907598362445
242,2,63857,0.0221829059290398,0.0757544122553298,0.76982675786216
243,2,65527,0.0213549383372822,0.0755052769268023,0.777475153656613
244,2,67007,0.0246432761366067,0.0831297936261683,0.767065841852475
245,2,67023,-0.214465570005146,0.171549509734043,0.212066600381394
246,2,67024,-0.241208471525288,0.172079087046646,0.161874444993938
247,2,67976,0.0118043341199427,0.0765989110691455,0.877614404434377
248,2,69628,-0.00135729699871989,0.0778704688310717,0.986103272716477
249,2,71825,-0.242632533372173,0.15002591975507,0.106713059784461
250,2,72389,-0.0819590158875489,0.0760040153686307,0.281613397288241
251,2,72392,-0.135536753185197,0.0763065211452358,0.0765588473704093
252,2,73646,-0.0936284176804773,0.0749097762819196,0.212170476853158
253,2,74564,-0.0953280971631394,0.0747559534575106,0.203080361524001
254,2,74739,-0.0638330340809908,0.0750974935674362,0.395900002294795
255,2,79931,-0.0455082419624291,0.0846969908444328,0.591394455823067
256,2,80748,-0.00221138316359698,0.078181778823408,0.977450710165955
257,2,80873,-0.0259744618515438,0.075340976339442,0.730481049423758
258,2,81501,0.00171396782156669,0.0753410494613181,0.981862980447809
259,2,83526,-0.0387708620957307,0.0751959207732061,0.606458003974839
260,2,83845,-0.0391476139369408,0.0752668864349751,0.603307807892906
261,2,84412,0.222798824316185,0.189382476009905,0.240208223462252
262,2,84412,-0.108475867906469,0.0948434748141274,0.253508270576138
263,2,84447,-0.0273151275743748,0.0762432038269825,0.720360565742305
264,2,87391,0.000272951724665627,0.0749632371675046,0.997096852940131
265,2,87562,-0.023148676112039,0.0751428419596458,0.75821662953038
266,2,87849,0.00144288741812407,0.0751457852821989,0.984691468018796
267,2,87878,0.00203281115252056,0.0754686585061978,0.97852613443666
268,2,88125,0.0248380398089378,0.0839116727383832,0.767402455239055
269,2,89785,-0.0772523772429382,0.0753650682378314,0.306045171788023
270,2,93441,-0.0822252101455453,0.0776070176011746,0.290093175723332
271,2,93588,-0.0578314595577311,0.080400739227426,0.472438067513158
272,2,93721,-0.0818701011389203,0.0751229564977607,0.276538174205628
273,2,93952,-0.0605220495474505,0.074964810065711,0.420014585840678
274,2,95085,-0.0649678780531051,0.0750591004614682,0.387321387320498
275,2,103188,0.00931156775649369,0.0769611277027631,0.903767373589681
276,2,107124,-0.00270160022767535,0.0751759510141325,0.971352884112005
277,2,111645,-0.000811083639980281,0.0752242177544084,0.991403295267114
278,2,111916,-0.00271477251265057,0.0754014054944519,0.971299305726992
279,2,111931,0.00430885300055422,0.0755164923244766,0.954530928223036
280,2,111999,0.0140917115306763,0.0752419180102666,0.851544480451683
281,2,114528,-0.024376347362749,0.075667541202815,0.747529268040999
282,2,116024,-0.0250872677526327,0.0758468552767675,0.741020403930744
283,2,119244,0.00173915143659942,0.082676544937848,0.983229135508413
284,2,119246,-0.00133147605817963,0.0835584903387113,0.987295521752418
285,2,119247,-0.0340844631500261,0.0841422844865184,0.685663148950425
286,2,120090,0.00431557314430864,0.0755586584129386,0.954485477569627
287,2,120291,-0.00720659209531693,0.0764221161835506,0.924924492427153
288,2,120726,-0.0132431067390382,0.0759782645999873,0.861728633555574
289,2,121716,-0.0528918625747645,0.0758430111708252,0.48602023830804
290,2,123100,0.0313870896627803,0.075981569861776,0.679792804363607
291,2,124677,-0.00948565720442285,0.0758935604459412,0.900605522761335
292,2,127636,-0.0395592711919246,0.0959674338400909,0.680431633932761
293,2,127887,-0.0246055446705462,0.0764043710670866,0.747610233951299
294,2,128935,0.000440797014515493,0.0763433522701868,0.995396401007686
295,2,129053,-0.00222159691723034,0.0765756535765442,0.976871580944768
296,2,130040,-0.042575339098321,0.0770097935058881,0.580711828859819
297,2,130976,-0.0615782073292137,0.0763452760033593,0.420454325666604
298,2,132199,-0.0500529234046923,0.0767235297593432,0.514580420025604
299,2,133355,-0.0473636312304258,0.0772479585074333,0.540180166231818
300,2,133435,-0.0556904116264667,0.0773993617317534,0.472296481237729
301,2,133943,-0.0277344293792023,0.0906719927681227,0.759879006282621
302,2,135183,-0.0296459929675388,0.077482932383178,0.702236848449866
303,2,135402,-0.0301479468980597,0.0774706743065544,0.697397597055909
304,2,135898,-0.0661353088319756,0.0778186629608976,0.395976527776133
305,2,135912,-0.0689527535282404,0.0778693379709085,0.376493580547525
306,2,135925,-0.0781017188883524,0.0774912219941658,0.314203260227509
307,2,136002,-0.083893295847457,0.077415909994208,0.279250770711486
308,2,136173,-0.049105003489375,0.0780494429601161,0.529656145473824
309,2,138209,-0.06350470644707,0.0803122155785399,0.429636631766414
310,2,138318,-0.0562095896540593,0.080099050504346,0.483296857582336
311,2,138695,-0.0709005976822168,0.0786906631383666,0.368200519135483
312,2,138818,-0.055157489695864,0.0785818036665947,0.483196740012663
313,2,139728,-0.0417604410303056,0.0784641705690095,0.594906330308809
314,2,140174,-0.0378113988579987,0.0784698428708094,0.63020472790819
315,2,140863,-0.0767055605844142,0.0783576098273449,0.328291618047251
316,2,141152,-0.0874290156352437,0.0785471993280399,0.266433098764965
317,2,141292,-0.0821541304300806,0.077996690270869,0.292922683890795
318,2,141545,-0.11312061062114,0.0782684681132849,0.149263668833218
319,2,145823,-0.143487535806627,0.0811338834333981,0.0778362893499171
320,2,145934,-0.261647807911379,0.133549790054743,0.0508787209929102
321,2,145980,-0.137322416467987,0.0819186234580941,0.0945594780984369
322,2,146723,-0.134505781492443,0.078030394112298,0.085626484348885
323,2,147946,-0.141463356638451,0.0787166255986299,0.0731709399193436
324,2,150394,-0.217236915219536,0.0853612511915533,0.0113555333313988
325,2,151274,-0.0376024978789395,0.134923734474574,0.780642499956422
326,2,151397,-0.163405332770046,0.0787950564813951,0.0388223838496936
327,2,153035,-0.0822890642614129,0.0782881964303365,0.293929682486914
328,2,153228,-0.0756021268399336,0.0788802046651108,0.33849573317792
329,2,153455,-0.0642766089383189,0.0795053387729754,0.419372337903185
330,2,153732,-0.105160559836077,0.0820861074846507,0.200999310556384
331,2,153815,-0.0941898485042751,0.079114914127516,0.234632327318739
332,2,154160,-0.0920881121490404,0.0782896988806043,0.240288352317905
333,2,154235,-0.0914490742756766,0.079076630711553,0.24827449908864
334,2,155527,-0.135744640058762,0.0856870204000298,0.114045603706922
335,2,159870,-0.0759430612343599,0.0771194251837744,0.325423213027372
336,2,161229,-0.117333480590718,0.0781615249279775,0.134206364165876
337,2,161451,0.0177754390097888,0.167896052235827,0.915744291171704
338,2,161451,-0.259450723404447,0.167870080391427,0.123110548679268
339,2,162696,-0.111550642109321,0.0778471477649911,0.152758714597733
340,2,163284,-0.131834346115959,0.0767184337091825,0.0865971922662879
341,2,164166,-0.0998586333583953,0.0775720904687606,0.198832773120165
342,2,165270,-0.141198008810399,0.0767329298346079,0.06658956582277
343,2,165675,-0.129164784114619,0.0780721583434776,0.0989293740652366
344,2,166404,0.0362099373436786,0.203114608079316,0.858610509840364
345,2,168012,-0.140286096166094,0.0944426449333278,0.138327594913747
346,2,168062,-0.078477567369281,0.0775576054213591,0.31229725923786
347,2,168518,-0.0906426339797708,0.0770744367754493,0.240371331020766
348,2,168980,-0.103819221402945,0.0769905762034792,0.178372875668865
349,2,169651,-0.072254512115776,0.0771294644030981,0.34950437228581
350,2,169902,0.152446780129177,0.128824756892186,0.237460617947413
351,2,169960,-0.118289649397298,0.120068479595693,0.325208038133627
352,2,170725,-0.124854799076057,0.0770768044395786,0.106152071786243
353,2,171254,-0.0949023235335946,0.0773231330676353,0.220510024866237
354,2,172242,-0.0434160686169824,0.0765371039140484,0.570901373817511
355,2,173254,-0.00816189610182816,0.0759839708930811,0.914519965404604
356,2,173340,-0.00592480113951876,0.0759753626775452,0.93788560862788
357,2,173385,0.0118914154136299,0.0760433535015088,0.875825424990708
358,2,173973,0.00136229302507396,0.0758439352064368,0.985679481445498
359,2,174714,-0.0646394132599516,0.194438274982372,0.739752991395756
360,2,177341,-0.00761652451052242,0.0755844615748117,0.919791528146347
361,2,180314,-0.0583231160426519,0.07554716022189,0.440625396482758
362,2,180339,-0.0579322074048945,0.075739194369232,0.444847657905176
363,2,182758,-0.140064301478818,0.0751612846530075,0.0632197706181878
364,2,183619,-0.0880686531464708,0.0756824927280779,0.245347955526478
365,2,183913,-0.105752382632998,0.0775440324163287,0.173508323084685
366,2,184146,-0.069612687701503,0.0781817615283189,0.373859998171455
367,2,187176,-0.10902661611139,0.0760191762304497,0.15240076288878
368,2,191066,-0.0930088339772872,0.0766505796361518,0.225783126310944
369,2,191124,-0.00181601177223456,0.0970459884560808,0.985080710475103
370,2,191128,0.0464800375640104,0.0893015263674257,0.603052396881553
371,2,191599,-0.120961857127445,0.0754718860688622,0.109886315070239
372,2,191762,-0.101260986346043,0.0785595610289905,0.198252250109138
373,2,191763,-0.102203002084243,0.0758511811026086,0.178710888809616
374,2,191959,-0.0915650818334744,0.0757037310812933,0.227273021635622
375,2,192390,-0.136121447014784,0.0776163815871925,0.0803373818765731
376,2,195759,-0.0847421251380778,0.0763787555124866,0.267970394769687
377,2,196912,-0.121361274530274,0.0749965941916735,0.106507497405168
378,2,197598,-0.0907994248351338,0.245782246732141,0.712028477974965
379,2,198110,-0.121084107156574,0.075450613205545,0.109429250309125
380,2,198283,-0.11873106025736,0.0778511099594116,0.128128497158189
381,2,198805,-0.130806184836881,0.0757321770674991,0.085002759143474
382,2,198891,-0.121111036631657,0.0751832936772497,0.108100304169749
383,2,199248,-0.141670051852255,0.075254639964143,0.0605846480536622
384,2,201782,-0.124823546268835,0.0752457910242555,0.0980286776415308
385,2,203285,-0.0548106803495195,0.0751890833388113,0.466502607605901
386,2,203783,-0.0527939122075554,0.075031033112617,0.48212851106508
387,2,204179,-0.046719491955208,0.0752242246741095,0.534954537666298
388,2,205406,-0.0320268887191374,0.076019503655384,0.673793669835898
389,2,205834,-0.0319555211659581,0.0756553076401556,0.673002583439519
390,2,205965,-0.0218686438176605,0.0826802540937239,0.791551666879802
391,2,207192,-0.0757591388132282,0.0754960561467762,0.316314410871856
392,2,207561,-0.0831841612557622,0.0751391574333112,0.269018320163495
393,2,208682,-0.0868136977925376,0.0750006608676317,0.247848388231166
394,2,210102,-0.106853666547774,0.075121947005446,0.155792380292742
395,2,212519,-0.0526691548648532,0.160319856028163,0.742709192144999
396,2,214801,-0.0804788333209264,0.0752114586134617,0.285335012500253
397,2,215016,-0.0752128294290844,0.0751838530614248,0.317809277090888
398,2,218876,-0.133720243686575,0.0757350533623193,0.0783220323893882
399,2,227511,-0.12342424346054,0.0763249611339042,0.106752332211201
400,2,230378,-0.106446971702631,0.0754292627093216,0.159061709572899
401,2,231943,-0.121446497057287,0.0755827082955178,0.108991749660898
402,2,232156,-0.102920048570703,0.0756293887330131,0.174430122753359
403,2,232789,-0.126923186266275,0.0752564127306573,0.0925747389134794
404,2,238524,-0.113637598222686,0.0754232162504995,0.132790618743154
405,2,241518,-0.069921750324803,0.0762314336401183,0.359648410461241
406,2,250396,-0.0863129600129401,0.0756625960099759,0.254742615792392
407,2,250466,-0.0665344855427064,0.0756923692353465,0.379992829297473
408,2,252305,-0.0589460084526326,0.0759112114703641,0.437966400771173
409,2,254571,-0.0478443944154985,0.0770010301591388,0.534772063479145
410,2,254742,-0.0303533930613751,0.0769566010522377,0.693507525477427
411,2,254908,-0.0317114893570081,0.0775431569245198,0.682822313749901
412,2,255033,0.000585384470238259,0.0909068202427489,0.994865783150959
413,2,255862,-0.0254667808064528,0.0770823900258732,0.74130589869072
414,2,255975,-0.0151133781468762,0.0768117578318446,0.844129639411138
415,2,258311,0.0110650625832859,0.0755452596727451,0.883634519637778
416,2,259284,0.0139406086265105,0.0757983014616705,0.854184041599606
417,2,266330,0.00359633626696942,0.0761276235339998,0.962347957623613
418,2,267100,0.0112492430545108,0.0761199605899695,0.882598329311437
