SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
211,2,21595,0.0791852857893862,0.171157640384218,0.643903651199322
212,2,22385,0.0943221912364517,0.171297977200302,0.582234081905084
213,2,23441,0.098217765120522,0.172956995851216,0.570481598595442
214,2,24209,0.157719617971281,0.171405744224532,0.358120848360096
215,2,24341,0.164413392049675,0.171794366109977,0.339204059792833
216,2,26815,0.217083550942331,0.171422014302735,0.206215956469494
217,2,28209,0.224446147010233,0.171453104054891,0.19135813070051
218,2,28695,0.124142015754705,0.179432748313998,0.489481191444214
219,2,35849,-0.773578729862874,1.84033144732316,0.674487370404689
220,2,35850,-2.21154441028668,2.24824367918211,0.325948330236647
221,2,41245,-0.00534773069923289,0.17120928644069,0.975099739768442
222,2,43214,-0.118440399501628,0.173871064493625,0.496193638540726
223,2,47104,0.0219815517768246,0.16913097939717,0.896666067729915
224,2,50915,0.0515099621031684,0.170774818483808,0.763115524533392
225,2,55834,0.0185035669640874,0.170004749471726,0.913390072704131
226,2,56422,0.0624319985598808,0.170279122267223,0.714103461758417
227,2,57715,0.0465542811991549,0.169732035576984,0.784029081548267
228,2,59046,0.0668142374474337,0.170571770846627,0.695510723719805
229,2,59191,0.0800089694207101,0.169578529911266,0.637353391536618
230,2,59383,0.120129601840485,0.169560333861303,0.479116648241627
231,2,59477,0.0529076496230143,0.17221089119267,0.758852581227873
232,2,59755,-0.152367399201174,0.386896410165623,0.693951989493096
233,2,60471,0.0312843650930884,0.169901216822901,0.854015105364828
234,2,60478,0.0393594606697577,0.170090362989543,0.817135623034174
235,2,60786,0.0262596775158586,0.169817816056687,0.877197916346488
236,2,61035,0.0689353300609397,0.169771677175327,0.684953878002875
237,2,61071,0.0965393899877877,0.168962877042953,0.568116182377912
238,2,61675,0.0420201185018172,0.169512890369333,0.804365618531648
239,2,62776,0.0376866346115917,0.176933889433964,0.831451167172818
240,2,62939,0.102260689584301,0.169147062251834,0.545855290804138
241,2,63527,0.138500491111577,0.169709836304256,0.414992308260054
242,2,63857,0.128557601557445,0.169771544063552,0.449411951207166
243,2,65527,0.0479792239586888,0.169329955523711,0.777076547393807
244,2,67007,0.0212303563313396,0.186448738420272,0.90940796792827
245,2,67023,0.364084024465948,0.38508470357829,0.345068345382812
246,2,67024,0.381612096403913,0.386447999201206,0.32408066998145
247,2,67976,0.128635438459396,0.17165192763606,0.454117066492624
248,2,69628,0.126616939134303,0.174504259809598,0.468576547789597
249,2,71825,-0.244669564083013,0.337444879004676,0.468892337237555
250,2,72389,0.153005265580829,0.170534688042814,0.370218864808698
251,2,72392,-0.0119950520156225,0.171888753384934,0.944405248525019
252,2,73646,0.0914482790876143,0.168295492912728,0.587211674525835
253,2,74564,0.11035140180755,0.167932594411958,0.511533735640928
254,2,74739,0.184744670890474,0.168300784729816,0.273081368652066
255,2,79931,0.289528375603511,0.189395370015576,0.12723481408137
256,2,80748,0.216368223614501,0.174954008041546,0.217015111577402
257,2,80873,0.237011286794919,0.168518508030086,0.160473004948542
258,2,81501,0.263789599596217,0.168377498624868,0.118091108297157
259,2,83526,0.264231634817291,0.168112515248847,0.116903306592857
260,2,83845,0.311329194207994,0.168045072095275,0.064766616620135
261,2,84412,0.487294959626952,0.424754565141207,0.252059857939666
262,2,84412,0.147135469336654,0.212948143618796,0.4900541616242
263,2,84447,0.314620600042277,0.170194180441727,0.0653519837943467
264,2,87391,0.355158337170417,0.167048298968555,0.0341900164563874
265,2,87562,0.36953695578605,0.167388290062335,0.0279103890565485
266,2,87849,0.364996135016543,0.1674004421666,0.0298894255715936
267,2,87878,0.351024470421708,0.168213709770584,0.0376253957032581
268,2,88125,0.329428742971061,0.187387250046851,0.0796123680329924
269,2,89785,0.316244461506447,0.168427972520697,0.061256895473392
270,2,93441,0.307677355622316,0.173549051253977,0.0771149916619211
271,2,93588,0.31346579963726,0.17966781308742,0.0819080019406746
272,2,93721,0.291684870102203,0.16804018032074,0.0834710351110751
273,2,93952,0.246214212162621,0.167762046774917,0.143092571248425
274,2,95085,0.322910915428929,0.167629183481358,0.0548644956680856
275,2,103188,0.359782135411875,0.171532967010965,0.0366643703355663
276,2,107124,0.367088994540335,0.167455809049443,0.029020842760838
277,2,111645,0.450917512415795,0.166983853872486,0.00726002289026305
278,2,111916,0.422565147209847,0.167595013618315,0.0121303316921916
279,2,111931,0.428939950730679,0.167810083768351,0.0110032879621022
280,2,111999,0.441467335813603,0.167103895900509,0.00861174123207222
281,2,114528,0.400088164951267,0.168377659488693,0.0180279980935299
282,2,116024,0.465957882627238,0.168305004138518,0.00592809579098643
283,2,119244,0.103509107188949,0.185330740712698,0.576850136191822
284,2,119246,0.130747689337248,0.187261171309906,0.485505330569298
285,2,119247,0.107502161514464,0.188656701231251,0.569155774405212
286,2,120090,0.1729470735339,0.169200316739644,0.307412764814685
287,2,120291,0.212396783974771,0.171015075916677,0.21506958076905
288,2,120726,0.16761304758907,0.170164400216401,0.325295500009256
289,2,121716,0.194293811475555,0.169890122456578,0.253546280522118
290,2,123100,0.187018063500881,0.170148440183,0.272453231978008
291,2,124677,0.100204048484192,0.17012098671585,0.556227017774396
292,2,127636,-0.312851765809431,0.214625796649491,0.145822902133861
293,2,127887,0.179452026503072,0.171105152835644,0.294995920210093
294,2,128935,0.162514622970591,0.170990883013025,0.342544783882042
295,2,129053,0.212706143062177,0.171357107445595,0.215317942991804
296,2,130040,0.200682844416938,0.17244836906178,0.245320585530921
297,2,130976,0.0895897974611168,0.171305173758342,0.601313764200124
298,2,132199,0.174193497641725,0.171915983828572,0.311635792335111
299,2,133355,0.197006066213871,0.173012978955827,0.255609663305563
300,2,133435,0.203980501961043,0.173365372467311,0.240150748545617
301,2,133943,0.166973435533256,0.203175956858777,0.411735830176799
302,2,135183,0.173635704710663,0.173555310592107,0.317771689765814
303,2,135402,0.20477380153347,0.17343281420314,0.238513019598007
304,2,135898,0.247092136265857,0.174200801881024,0.156946669464497
305,2,135912,0.230465829065748,0.174394707937238,0.187184392670997
306,2,135925,0.233051944463302,0.173591014181485,0.180285417040974
307,2,136002,0.188344417974691,0.17361423560699,0.278730945775087
308,2,136173,0.184705131522545,0.174857608561777,0.29154561246096
309,2,138209,0.167579212630673,0.180048834756543,0.352622539864056
310,2,138318,0.222386995962115,0.179367272070047,0.215857571272637
311,2,138695,0.190410494961556,0.176385550050943,0.281096133133468
312,2,138818,0.172008488243713,0.176114663495664,0.329394137798624
313,2,139728,0.221186864968471,0.175642209571814,0.208752743937322
314,2,140174,0.205284585022856,0.175696892047109,0.243433156095397
315,2,140863,0.191692431701053,0.175669061838916,0.275923245122732
316,2,141152,0.18828593819198,0.176175974875979,0.285918079138918
317,2,141292,0.198180383431703,0.174874159955174,0.257868199642073
318,2,141545,0.246599511977827,0.1755554390947,0.160995262196439
319,2,145823,0.376244431818864,0.18165673187813,0.039067831422776
320,2,145934,0.116175321730066,0.301062543138383,0.699814781379912
321,2,145980,0.279674034844936,0.183840880457429,0.129084020498226
322,2,146723,0.270906339302166,0.175135318235653,0.122797814395914
323,2,147946,0.274412284165703,0.176735119659286,0.121396745941655
324,2,150394,0.249688856935185,0.19272377626034,0.195967156420193
325,2,151274,-0.0803682469631095,0.302586401141936,0.790699026735546
326,2,151397,0.191904198173984,0.177487283317923,0.280333859390742
327,2,153035,0.271258862455452,0.175251910209342,0.122561046222655
328,2,153228,0.204661176912279,0.176793480739856,0.247798334284023
329,2,153455,0.206989292233265,0.178125286702905,0.246002950157814
330,2,153732,0.245046118374571,0.184054279588881,0.183923268425248
331,2,153815,0.22480912783153,0.177377822080308,0.205846774960339
332,2,154160,0.25049800605094,0.175412217980204,0.154160614649564
333,2,154235,0.200259067514635,0.177354860334758,0.259604088365031
334,2,155527,0.334908971529635,0.192020146791357,0.0820060646261008
335,2,159870,0.325483380097095,0.17231873288563,0.0597321376724263
336,2,161229,0.275635619536279,0.175232563259778,0.116621515635923
337,2,161451,-0.289425684751927,0.376218627793225,0.442228579867774
338,2,161451,0.631688909424859,0.376242027678342,0.0940480547697099
339,2,162696,0.38976171997939,0.17385568689519,0.0255904758632549
340,2,163284,0.3881661114746,0.171529086187431,0.0242441770153659
341,2,164166,0.267469366838743,0.173790882528526,0.124692870054918
342,2,165270,0.22732357974618,0.172482707627326,0.188375018471813
343,2,165675,0.204636056800138,0.175426281239034,0.244196816958639
344,2,166404,-0.859563799472403,0.453227205329579,0.0587047801535158
345,2,168012,0.178249137606995,0.212248414357899,0.401581235113507
346,2,168062,0.0901563276793429,0.174118580637085,0.604931267989229
347,2,168518,0.0660194832617877,0.173151697003197,0.703223998273872
348,2,168980,0.100808838247336,0.173021953343337,0.560510264617635
349,2,169651,0.117765318486791,0.173073884186474,0.496675866320853
350,2,169902,0.442293689465431,0.288519322278117,0.126177054310921
351,2,169960,-0.0367805730602573,0.269631403596707,0.891574480572598
352,2,170725,0.138578598400718,0.17333877887443,0.424557411952663
353,2,171254,0.233008473969634,0.173333297104884,0.179721122496659
354,2,172242,0.05188593717727,0.171700033469237,0.762685620522925
355,2,173254,0.0424291998054537,0.170391377793131,0.803497670075678
356,2,173340,0.0425172778554357,0.170370691543145,0.803074750126794
357,2,173385,0.0398809984697086,0.170529426711575,0.815224744472335
358,2,173973,0.10275496098751,0.170001637530001,0.545942675549332
359,2,174714,-0.130606108941266,0.436064998208759,0.764726722566717
360,2,177341,0.178374144474966,0.169243970281521,0.292628116832058
361,2,180314,0.0426175915903894,0.169551748177823,0.801686314678892
362,2,180339,0.0328207682160763,0.169986338813025,0.84700825049291
363,2,182758,0.150432074465061,0.169196322375772,0.374556001537625
364,2,183619,0.0963705303960366,0.169975304631004,0.571096372701123
365,2,183913,0.0760209711397075,0.174312759190184,0.663017546936341
366,2,184146,0.124804916361749,0.175403419491346,0.477225366161192
367,2,187176,0.0142954375186971,0.170976794870772,0.933413594518227
368,2,191066,0.049109388779216,0.17223680188207,0.775713942366799
369,2,191124,0.509641029061791,0.215940856996084,0.0188137011290803
370,2,191128,-0.450989816044933,0.198903515832683,0.023971144759566
371,2,191599,0.00770564661704654,0.169869365597748,0.963844267311306
372,2,191762,0.0280291810198271,0.176587459545029,0.87397480759338
373,2,191763,0.000934459755795203,0.170542629714335,0.995631242328995
374,2,191959,-0.0236915573754487,0.170121846368171,0.889322307075075
375,2,192390,0.0119324478521776,0.17481996268245,0.945620783789779
376,2,195759,0.150045611935913,0.171401363678096,0.381948828965222
377,2,196912,0.171760101595325,0.168564208389918,0.308920032401768
378,2,197598,0.709042097957917,0.550010792245349,0.19819277542226
379,2,198110,0.127685054684407,0.169687532340119,0.452268955679634
380,2,198283,0.136928374845094,0.175013423690822,0.434511183071342
381,2,198805,0.126154108127935,0.170422822180236,0.459645294893042
382,2,198891,0.132636990279154,0.169079212965237,0.433292494304026
383,2,199248,0.13046739420412,0.169470796559856,0.441902682353283
384,2,201782,0.114436430819383,0.169295041045703,0.499509564092162
385,2,203285,0.284878288028323,0.168065211565485,0.0909485222151611
386,2,203783,0.247358491332773,0.167868952341012,0.141501646782601
387,2,204179,0.242548812413869,0.168297476260745,0.150417181603196
388,2,205406,0.154863480980599,0.170326776444755,0.363857550535865
389,2,205834,0.167886331214252,0.16947395027208,0.322543809317233
390,2,205965,0.0085673698313814,0.185438621804245,0.963176514269614
391,2,207192,0.101885255554198,0.169463922649672,0.548078725230508
392,2,207561,0.0879184863530688,0.168736358678917,0.602665212593172
393,2,208682,0.0667660015313118,0.168479787359358,0.692134273611214
394,2,210102,0.0741633993742209,0.168906349566183,0.66087221133928
395,2,212519,0.400040103430229,0.35896136803701,0.265849614577243
396,2,214801,0.0812264723437685,0.168889102470207,0.630853112106006
397,2,215016,0.0698860705455431,0.168807054800576,0.679125752166042
398,2,218876,-0.0281570517707255,0.170587076578984,0.868991473724388
399,2,227511,-0.0823155232717711,0.171745223243591,0.632030131275549
400,2,230378,-0.0291944966798309,0.169628942954202,0.863451256780176
401,2,231943,-0.048274246549014,0.17010301090855,0.77673448389633
402,2,232156,-0.0478601192130608,0.170033599123043,0.77851142390789
403,2,232789,-0.0274877082845147,0.169444207873238,0.871223248454173
404,2,238524,-0.019846648292475,0.169685700256834,0.906957291506031
405,2,241518,-0.108984339890578,0.171063806601854,0.52447423320482
406,2,250396,-0.24832838422281,0.169480715530008,0.143748018432886
407,2,250466,-0.211640884693985,0.169561523698311,0.21279761804918
408,2,252305,-0.182801794760922,0.170107698998793,0.283277140668803
409,2,254571,-0.0567388726655231,0.172752452060239,0.742773494404557
410,2,254742,-0.116365287330751,0.172511683912512,0.50041231808742
411,2,254908,-0.088409410798046,0.173877756482852,0.61145030084993
412,2,255033,-0.0926144145420323,0.203810322886186,0.649809639217988
413,2,255862,-0.152114147179832,0.172703956256788,0.379036313638002
414,2,255975,-0.116672189505158,0.172157458709893,0.49840189124887
415,2,258311,-0.273435215901003,0.168798615483442,0.106148842852083
416,2,259284,-0.211489336674893,0.169622225759896,0.213288107328521
417,2,266330,-0.117310171272455,0.170612043980229,0.492166084753296
418,2,267100,-0.149116463072218,0.170529219967502,0.382476744190492
419,2,268086,-0.0839410185032685,0.170667788003095,0.623139096303063
420,2,274614,-0.0663430008104148,0.169652244807522,0.695994058111887
421,2,274729,-0.092687616616478,0.170545781866821,0.587144836853738
422,2,275746,0.00212927063426505,0.170542599311637,0.990045506678537
423,2,277029,-0.0175285902064474,0.16974755716535,0.917813121145706
424,2,277741,-0.0239505960981343,0.169811978281879,0.887917329848346
425,2,278218,-0.0262362624686351,0.169504293737347,0.877081415261953
426,2,278379,0.000629454528107476,0.173704982844148,0.99711075999098
427,2,279910,-0.0585294916656532,0.169421886076811,0.729949883141359
428,2,280616,-0.028881937378617,0.176849353993296,0.870364837516638
429,2,283431,-0.0717206718143361,0.17188991161654,0.676750873588117
430,2,283573,-0.0564957687024374,0.169843244577926,0.739607441926973
431,2,286762,-0.0870788859103445,0.170241600817627,0.609319526769748
432,2,287187,-0.104578920755999,0.16941863319812,0.537447287957852
433,2,288379,-0.00521044572513291,0.16822522603769,0.975308548946364
434,2,294941,0.139172885754404,0.168163022487609,0.408452264435178
435,2,296073,0.138432952860138,0.172827185872512,0.423675871052541
