SNP,P,locus_id,name,description,Yeast_Gene_stable_ID,Yeast_Gene_name,Human_Gene_stable_ID,Human_Gene_name
9450,1.016e-29,YNL197C,WHI3,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",YNL197C,WHI3,ENSG00000048740,CELF2
9450,1.016e-29,YNL197C,WHI3,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",YNL197C,WHI3,ENSG00000106344,RBM28
9450,1.016e-29,YNL197C,WHI3,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",YNL197C,WHI3,ENSG00000149187,CELF1
9450,1.016e-29,YNL197C,WHI3,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",YNL197C,WHI3,ENSG00000159409,CELF3
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000185989,RASA3
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000105122,RASAL3
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000145715,RASA1
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000197283,SYNGAP1
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000170667,RASA4B
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000136848,DAB2IP
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000105808,RASA4
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000155903,RASA2
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000111344,RASAL1
10194,2.282e-25,YOL081W,IRA2,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",YOL081W,IRA2,ENSG00000075391,RASAL2
9101,4.633e-25,YMR243C,ZRC1,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",YMR243C,ZRC1,ENSG00000164756,SLC30A8
9101,4.633e-25,YMR243C,ZRC1,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",YMR243C,ZRC1,ENSG00000115194,SLC30A3
9101,4.633e-25,YMR243C,ZRC1,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",YMR243C,ZRC1,ENSG00000196660,SLC30A10
4600,1.517e-23,YGR170W,PSD2,"""Phosphatidylserine decarboxylase of the Golgi and vacuolar membranes; converts phosphatidylserine to phosphatidylethanolamine; controls vacuolar membrane phospholipid content by regulating phospholipids in compartments that will eventually give rise to the vacuole; loss of Psd2p causes a specific reduction in vacuolar membrane PE levels while total PE levels are not significantly affected""",YGR170W,PSD2,ENSG00000241878,PISD
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000124249,KCNK15
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000152315,KCNK13
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000124780,KCNK17
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000095981,KCNK16
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000169427,KCNK9
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000135750,KCNK1
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000100433,KCNK10
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000099337,KCNK6
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000164626,KCNK5
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000082482,KCNK2
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000173338,KCNK7
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000184261,KCNK12
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000171303,KCNK3
6130,3.6929999999999996e-23,YJL093C,TOK1,"""Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem ; each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin""",YJL093C,TOK1,ENSG00000182450,KCNK4
9270,1.1e-22,YNL329C,PEX6,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",YNL329C,PEX6,ENSG00000124587,PEX6
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000099256,PRTFDC1
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000154330,PGM5
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000165704,HPRT1
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000079739,PGM1
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000165434,PGM2L1
6996,4.22e-18,YKL127W,PGM1,"""Phosphoglucomutase ; minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; PGM1 has a paralog ; PGM2 ; that arose from the whole genome duplication""",YKL127W,PGM1,ENSG00000169299,PGM2
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000099256,PRTFDC1
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000154330,PGM5
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000165704,HPRT1
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000079739,PGM1
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000165434,PGM2L1
8788,4.69e-18,YMR105C,PGM2,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",YMR105C,PGM2,ENSG00000169299,PGM2
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000197496,SLC2A10
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000059804,SLC2A3
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000109667,SLC2A9
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000146411,SLC2A12
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000136856,SLC2A8
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000133460,SLC2A11
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000142583,SLC2A5
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000163581,SLC2A2
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000160326,SLC2A6
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000181856,SLC2A4
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000173262,SLC2A14
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000197241,SLC2A7
2417,3.06e-17,YDR342C,HXT7,"""High-affinity glucose transporter; member of the major facilitator superfamily ; nearly identical to Hxt6p ; expressed at high basal levels relative to other HXTs ; expression repressed by high glucose levels; HXT7 has a paralog ; HXT4 ; that arose from the whole genome duplication""",YDR342C,HXT7,ENSG00000117394,SLC2A1
9994,5.448e-17,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",YNR072W,HXT17,ENSG00000197496,SLC2A10
9994,5.448e-17,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",YNR072W,HXT17,ENSG00000059804,SLC2A3
9994,5.448e-17,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",YNR072W,HXT17,ENSG00000109667,SLC2A9
9994,5.448e-17,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",YNR072W,HXT17,ENSG00000146411,SLC2A12
9994,5.448e-17,YNR072W,HXT17,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",YNR072W,HXT17,ENSG00000136856,SLC2A8
