locus_id,Gene,Gene Name,Gene Description,p-value_eQTL,p-value_rMVP,-log_pval,FDR,Condition
YGR134W,CAF130,CCR4 Associated Factor,"Subunit of the CCR4-NOT transcriptional regulatory complex; CCR4-NOT complex is evolutionarily-conserved and involved in controlling mRNA initiation, elongation, and degradation",1.82168484479227e-05,1.84856853893541e-05,4.733164442559296,0.0103759814449037,MID2_TPO2_MTX_Metformin
YMR113W,FOL3,FOLic acid synthesis,"Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog, RMA1, that arose from the whole genome duplication",2.54889228001047e-05,2.71570192484789e-05,4.566117899891475,0.014042827480142,ERG11_ORM2_MTX_Metformin
YCL009C,ILV6,IsoLeucine Valine,"Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit, localizes to mitochondria",2.72958132176935e-05,2.85328041504411e-05,4.544655544598859,0.0149304482299765,SRO9_GIS2_MTX_Metformin
YMR110C,HFD1,Homolog of Fatty aldehyde Dehydrogenase,"Dehydrogenase involved in ubiquinone and sphingolipid metabolism; converts 4-hydroxybenzaldehyde into 4-hydroxybenzoate for ubiquinone anabolism, hexadecenal to hexadecenoic acid in sphingosine 1-phosphate catabolism; human homolog ALDH3A2, mutated in Sjogren-Larsson syndrome, can rescue yeast hfd1 mutant; human ALDH3A1, but not ALDH3A2, rescues pABA- respiratory growth phenotype of hfd1 null; data suggest that dual functions of Hfd1p have diverged in human ALDH3A1, ALDH3A2",2.8359851747758e-05,2.98720117002568e-05,4.524735529290687,0.0154359402970371,ERV25_ORM2_MTX_Metformin
YDR259C,YAP6,Yeast homolog of AP-1,"Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog, CIN5, that arose from the whole genome duplication",4.05033556290926e-05,4.25122467268593e-05,4.3714859424265855,0.0211383392616558,HNM1_MAM33_MTX_Metformin
YGR130C,,,Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7),4.6304428586379e-05,4.71300736200702e-05,4.326701881845175,0.0237773272606659,MID2_TPO2_MTX_Metformin
YCR033W,SNT1,SaNT domains,"Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C, recruiting RNAPII, interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia",3.99919358662941e-05,5.12376153474916e-05,4.290411090978975,0.0209006246753868,ADE17_HYR1_MTX_Metformin
YDR072C,IPT1,InositolPhosphoTransferase,"Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C), the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin",4.92060840848237e-05,5.13473590034709e-05,4.289481888964764,0.0250385160540783,ERG11_HYR1_MTX_Metformin
YGR189C,CRH1,Congo Red Hypersensitive,Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress,6.34545015972243e-05,6.78550861416687e-05,4.168417593833657,0.0310601223864831,ERG27_ACF2_MTX_Metformin
YDR264C,AKR1,AnKyrin Repeat containing,"Palmitoyl transferase involved in protein palmitoylation; acts as a negative regulator of pheromone response pathway; required for endocytosis of pheromone receptors; involved in cell shape control; contains ankyrin repeats; AKR1 has a paralog, AKR2, that arose from the whole genome duplication; any of several human homologs encoding DHHC-type zinc fingers (ZDHHC) can complement temperature sensitivity of yeast akr1 null mutant",6.87923299879476e-05,7.16334823454989e-05,4.144883935806712,0.0332654870474491,HNM1_MAM33_MTX_Metformin
YDR258C,HSP78,Heat Shock Protein,Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; prevents the aggregation of misfolded proteins as well as resolubilize protein aggregates; involved in response to ethanol stress,7.33823555776099e-05,7.62401175988743e-05,4.11781644247856,0.0351214580059018,HNM1_MAM33_MTX_Metformin
YDR260C,SWM1,Spore Wall Maturation,Subunit of the anaphase-promoting complex (APC); APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation,7.99946954074204e-05,8.33623314823645e-05,4.0790301475022535,0.0377638024277334,HNM1_MAM33_MTX_Metformin
YGR136W,LSB1,Las Seventeen Binding protein,"Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p, a homolog of human Wiskott-Aldrich Syndrome protein (WASP), via an N-terminal SH3 domain, and along with PIN3 cooperatively inhibits the nucleation of actin filaments; overexpression blocks receptor-mediated endocytosis; protein increases in abundance and forms nuclear foci in response to DNA replication stress; LSB1 has a paralog, PIN3, that arose from the whole genome duplication",9.55215717342918e-05,0.0001008508538403,3.996320420539357,0.0437640115206471,MID2_TPO2_MTX_Metformin
YCR032W,BPH1,Beige Protein Homolog,"Endosomal protein involved in endocytosis and autophagy; homologous to Chediak-Higashi syndrome and Beige proteins, both of which are implicated in disease syndromes in human and mouse, respectively, due to defective lysosomal trafficking; mutant phenotype and genetic interactions suggest a role in protein sorting",0.0001051120920629,0.0001058815523439,3.975179700073299,0.0473681330071304,ADE17_HYR1_MTX_Metformin
YPL172C,COX10,Cytochrome c OXidase,Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders,0.0001134452497794,0.0001198312211773,3.9214300148474455,0.050298457838281,ADE17_PGM2_MTX_Metformin
YPL258C,THI21,THIamine metabolism,Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p,0.0001264915305046,0.0001290379835395,3.8892824322318553,0.0549451858992256,HNM1_TPO2_MTX_Metformin
YDR338C,,,Putative protein of unknown function; member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl-lipid/polysaccharide (MOP) exporter superfamily,0.0001261947918534,0.0001315595842409,3.8808775076594975,0.0548417894412351,ADE17_GIS2_MTX_Metformin
YNL319W,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene HXT14",0.0002216611669177,0.0002049674963671,3.688315003664327,0.0854303696424509,HNM1_TPO1_MTX_Metformin
YIL047C,SYG1,Suppressor of Yeast Gpa1,Plasma membrane protein of unknown function; targeted to vacuole via AP-3 pathway; truncation and overexpression suppresses lethality of G-alpha protein deficiency,0.0002189250632461,0.0002250929731067,3.647638062478906,0.0846377363648555,ALO1_ADE17_MTX_Metformin
YGR221C,TOS2,Target Of Sbf,"Protein involved in localization of Cdc24p to the site of bud growth; may act as a membrane anchor; localizes to the bud neck and bud tip; potentially phosphorylated by Cdc28p; TOS2 has a paralog, SKG6, that arose from the whole genome duplication",0.0002241442564266,0.0002256193545561,3.6466236475239295,0.0862228545151031,ERV25_ORM2_MTX_Metformin
YGR184C,UBR1,,E3 Ub-ligase (N-recognin); recognizes and ubiquitinates N-end rule pathway substrates in complex with Rad6p; Roq1p-bound form accelerates degradation of misfolded and native ER membrane and cytosolic proteins as part of the stress-induced homeostatically regulated protein degradation (SHRED) pathway; role in ER-associated protein degradation; modifies Cup9p to regulate peptide transport; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS),0.0002314776128384,0.0002400060197515,3.619777865321425,0.0883064841976935,ERG27_ACF2_MTX_Metformin
YGL028C,SCW11,Soluble Cell Wall protein,Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on its regulation by Ste12p,0.0001946474485789,0.0002421293320926,3.6159525959596457,0.0772741173994105,SRO9_SGN1_MTX_Metformin
YIL061C,SNP1,,"Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1-70K, which has been linked to several types of autoimmune and neurodegenerative diseases",0.0002371287179466,0.0002431484316412,3.614128527378013,0.0898852064820315,ALO1_ADE17_MTX_Metformin
YMR150C,IMP1,Inner Membrane Protease,Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p,0.0002550091679529,0.0002645444152544,3.5775014023413294,0.0950526641652451,HNM1_TPO2_MTX_Metformin
YDR075W,PPH3,Protein PHosphatase,"Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex, Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes",0.0002643835831563,0.0002720219650291,3.5653960264592324,0.0977116346428706,ERG11_HYR1_MTX_Metformin
YDR254W,CHL4,CHromosome Loss,"Outer kinetochore protein required for chromosome stability; involved in new kinetochore assembly and sister chromatid cohesion; forms a stable complex with Iml3p; peripheral component of the Ctf19 kinetochore complex that interacts with Ctf19p, Ctf3p, and Mif2p; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-N and fission yeast mis15",0.0002636479016797,0.0002731371274076,3.5636192623929697,0.0975091463475808,HNM1_MAM33_MTX_Metformin
YCR093W,CDC39,Cell Division Cycle,"Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p, resulting in processing body disassembly",0.000235742101675,0.0002954457702284,3.529522223249436,0.0895139661633156,SRO9_GIS2_MTX_Metformin
YCR082W,AHC2,Ada Histone acetyltransferase complex Component,Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex,0.0003014528650937,0.0003009731732514,3.521472212805168,0.10769129819411,ERG11_MID2_MTX_Metformin
YJL091C,GWT1,GPI-anchored Wall protein Transfer,"Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors",0.0002442652468191,0.0003012262544023,3.5211071784038275,0.0919375219982908,ERG11_ERG5_MTX_Metformin
YMR164C,MSS11,Multicopy Suppressor of STA genes,"Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1, FLO11, and STA1",0.0003291124140131,0.0003148033482115,3.5019606571832216,0.11475367337286,SRO9_SGN1_MTX_Metformin
YGR140W,CBF2,Centromere-Binding Factor,"Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress",0.0003364594974243,0.0003153124157593,3.5012589281116213,0.116596648651168,MID2_TPO2_MTX_Metformin
YDR074W,TPS2,Trehalose-6-Phosphate Synthase/phosphatase,Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in the synthesis of storage carbohydrate trehalose; positive regulator of autophagy involved in the dephosphorylation of Rim15p leading to ATG8 induction; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress,0.0003255018774795,0.000315891351372,3.5004622642589327,0.113775397376454,ERG11_HYR1_MTX_Metformin
YBL061C,SKT5,,"Activator of Chs3p (chitin synthase III) during vegetative growth; recruits Chs3p to the bud neck via interaction with Bni4p; SKT5 has a paralog, SHC1, that arose from the whole genome duplication",0.0003145701955299,0.0003270177540583,3.4854286685010507,0.111092243875289,PLM2_HNM1_MTX_Metformin
YNL217W,PPN2,,Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate,0.0003180722680273,0.0003304063791349,3.4809515763748333,0.111969229093611,HNM1_RBD2_MTX_Metformin
YOL051W,GAL11,GALactose metabolism,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator,0.0002690174713349,0.0003427472090515,3.4650260729307703,0.0990025206896881,SSH1_ERG11_MTX_Metformin
YDR082W,STN1,Suppressor of cdc ThirteeN,"Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis, and in a regulatory step required for telomere capping; similar to human Stn1",0.0003020183192862,0.0003427524391006,3.465019445993848,0.107841751974177,PMC1_GTR2_MTX_Metformin
YER056C,FCY2,FluoroCYtosine resistance,"Purine-cytosine permease; mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation; relative distribution to the vacuole increases upon DNA replication stress",0.0003455614746315,0.0003584559315136,3.4455642287740744,0.11896751287217,PMC1_CTR2_MTX_Metformin
YNL216W,RAP1,Repressor/Activator site binding Protein,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation, repression, chromatin silencing, telomere length maintenance; represses divergent noncoding transcription at highly expressed genes, prevents transcription initiation at cryptic promoters near its binding sites; relocalizes to cytosol under hypoxia; recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters",0.0003584295937519,0.0003609177131636,3.4425918030598246,0.122215366379827,FMP45_MID2_MTX_Metformin
YDL025C,RTK1,Ribosome biogenesis and TRNA synthetase-associated Kinase,"Putative protein kinase, potentially phosphorylated by Cdc28p; interacts with ribosome biogenesis factors, Cka2, Gus1 and Arc1; protein abundance increases in response to DNA replication stress",0.0003934298716009,0.0003715229602049,3.430014341574564,0.130517146520441,HNM1_TPO1_MTX_Metformin
YIL046W-A,,,Putative protein of unknown function; identified by expression profiling and mass spectrometry,0.0003615426446368,0.0003744479250937,3.426608571601323,0.122990656099068,ALO1_ADE17_MTX_Metformin
YBR168W,PEX32,PEroXisome related,Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p,0.0003556033797499,0.0003816160522565,3.418373365467429,0.121490045554002,SRO9_GIS2_MTX_Metformin
YCR026C,NPP1,ecto-Nucleotide Pyrophosphatase/Phosphodiesterase,"Nucleotide pyrophosphatase/phosphodiesterase; mediates extracellular nucleotide phosphate hydrolysis along with Npp2p and Pho5p; activity and expression enhanced during conditions of phosphate starvation; involved in spore wall assembly; NPP1 has a paralog, NPP2, that arose from the whole genome duplication, and an npp1 npp2 double mutant exhibits reduced dityrosine fluorescence relative to the single mutants",0.0003809789309649,0.000395710180035,3.4026227769360027,0.127696031797456,ADE17_PGM2_MTX_Metformin
YGR077C,PEX8,PEroXin,"Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex, bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p, and PTS2-signal receptor Pex7p",0.0003787643515186,0.0004004154250435,3.3974892007175894,0.127170484109235,ERG11_MID2_MTX_Metformin
YIL062C,ARC15,ARp2/3 Complex subunit,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity,0.0003914535969552,0.000400535542173,3.397358940042342,0.130055108693064,ALO1_ADE17_MTX_Metformin
YDR073W,SNF11,Sucrose NonFermenting,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions,0.0003909178262055,0.000401622119757,3.3961823759829137,0.129945867077874,ERG11_HYR1_MTX_Metformin
YOL159C-A,,,Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species,0.0005049797492915,0.0004051087976429,3.392428325253149,0.154657653337242,RET2_EMP47_MTX_Metformin
YNR065C,,,Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene,0.000408129557893,0.0004099849518359,3.387232083413355,0.133884122918203,HUG1_ADE17_MTX_Metformin
YCL025C,AGP1,high-Affinity Glutamine Permease,"Broad-specificity, low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine, glutamine, and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)",0.0004176719665492,0.0004187226624617,3.3780735332197933,0.136099770173816,ERG11_ERG5_MTX_Metformin
YNL215W,IES2,Ino Eighty Subunit,Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress,0.0004104932004651,0.0004252274867904,3.371378670358593,0.13442348277154,PMC1_CTR2_MTX_Metformin
YER040W,GLN3,GLutamiNe metabolism,Transcriptional activator in nitrogen catabolite repression system; localization and activity regulated by quality of nitrogen source and Ure2p; full-length protein forms prion-like aggregates when overproduced,0.0004267610479934,0.000437403202635,3.3591180414135717,0.138003122191082,ERG11_TPO4_MTX_Metformin
YBR170C,NPL4,Nuclear Protein Localization,"Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; K48-specific Ub chain binding receptor that assists Cdc48p in the dislocation of misfolded, polyubiquitinated ERAD substrates destined for proteasomal degradation; role in regulated destruction of ER membrane proteins, like HMG-CoA reductase (Hmg1/2p), cytosolic proteins (Fbp1p) and mislocalized proteins (Cse4p); mobilizes membrane-bound transcription factors by regulated Ub/proteasome-dependent processing; contains a UBX domain",0.0004266229677537,0.000447529954169,3.3491778910856365,0.137976381212065,SRO9_GIS2_MTX_Metformin
YDR048C,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF VMS1/YDR049W",0.0004796026981016,0.0004490704686494,3.3476855036643,0.14926503028395,ERG11_HYR1_MTX_Metformin
YDR344C,,,Putative protein of unknown function; conserved among S. cerevisiae strains,0.0004375386035299,0.0004534201563166,3.343499177675531,0.140418946309496,ADE17_GIS2_MTX_Metformin
YGR224W,AZR1,Acetic Acid and AZoles Resistance,Plasma membrane transporter of the major facilitator superfamily; involved in resistance to azole drugs such as ketoconazole and fluconazole,0.000412294470314,0.0004557272707679,3.341294982412395,0.134871508272897,ERV25_ORM2_MTX_Metformin
YER034W,,,Protein of unknown function; non-essential gene; expression induced upon calcium shortage; protein abundance increases in response to DNA replication stress,0.0004655064583469,0.0004812784324114,3.31760359997772,0.146451957431646,SSH1_ERG11_MTX_Metformin
YJL093C,TOK1,,"Outward-rectifier potassium channel of the plasma membrane; has two pore domains in tandem, each of which forms a functional channel permeable to potassium; carboxy tail functions to prevent inner gate closures; target of K1 toxin",0.0004474862390821,0.0004828042607996,3.3162289058622,0.142619278351124,ERG11_ERG5_MTX_Metformin
YIL063C,YRB2,Yeast Ran Binder,"Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability",0.0004838476139395,0.0004972427451377,3.303431544592966,0.150198357874349,ALO1_ADE17_MTX_Metformin
YER039C-A,,,Putative protein of unknown function; YER039C-A is not an essential gene,0.0004900269647812,0.0005026861426773,3.298703086607476,0.151537498272583,ERG11_TPO4_MTX_Metformin
YLL062C,MHT1,S-Methylmethionine-Homocysteine methylTransferase,S-methylmethionine-homocysteine methyltransferase; functions along with Sam4p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio,0.0004964703997859,0.000510486512447,3.2920157279105147,0.152884816160206,GTR1_SLM4_MTX_Metformin
YDR266C,HEL2,Histone E3 Ligase,"RING finger ubiquitin ligase (E3); subunit of ribosome-associated quality control trigger complex (RQT); involved in ubiquitination and degradation of excess histones; interacts with Ubc4p and Rad53p; required to trigger ribosome-associated quality control (RQC) and canonical no-go decay; ubiquitinates Rps20 and Rps3; binds to ribosomal RNA, mRNA and tRNA",0.0005023350079125,0.0005122940408742,3.2904806959107056,0.15405599880727,HNM1_MAM33_MTX_Metformin
YIL086C,,,Putative protein of unknown function; conserved across S. cerevisiae strains,0.000526503586308,0.0005449216734763,3.2636659183136,0.159128011195143,ERG11_ORM2_MTX_Metformin
YKR052C,MRS4,Mitochondrial RNA Splicing,"Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog, MRS3, that arose from the whole genome duplication",0.0005633611627562,0.0005572853600832,3.253922365733669,0.166295457091219,SSH1_ERV25_MTX_Metformin
YNR071C,,,Putative aldose 1-epimerase,0.0005319153637272,0.0005574709733985,3.253777740694229,0.160228086759718,HUG1_ADE17_MTX_Metformin
YLL051C,FRE6,Ferric REductase,Putative ferric reductase with similarity to Fre2p; expression induced by low iron levels; targeted to vacuole via AP-3 pathway,0.0006266569392356,0.0005606104915855,3.2513387788642576,0.178106411950514,GTR1_SLM4_MTX_Metformin
YIL087C,AIM19,Altered Inheritance rate of Mitochondria,Protein of unknown function; mitochondrial protein that physically interacts with Tim23p; null mutant displays reduced respiratory growth,0.0005511514574535,0.0005705894250268,3.2436762815661937,0.163986758270952,ERG11_ORM2_MTX_Metformin
YPL078C,ATP4,ATP synthase,"Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase; ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis; contributes to the oligomerization of the complex, which in turn determines the shape of inner membrane cristae; phosphorylated",0.0005599082822512,0.0005778420796815,3.2381908350981763,0.165659059250902,GTR1_SLM4_MTX_Metformin
YKL020C,SPT23,SuPpressor of Ty,"ER membrane protein involved in regulation of OLE1 transcription; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting; SPT23 has a paralog, MGA2, that arose from the whole genome duplication",0.0005689913381847,0.0005802558661798,3.2363804602875743,0.167375635129373,ADE17_HYR1_MTX_Metformin
YBR169C,SSE2,Stress Seventy subfamily E,"Member of Hsp110 subclass of the heat shock protein 70 (HSP70) family; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; may be involved in protein folding; localized to the cytoplasm; SSE2 has a paralog, SSE1, that arose from the whole genome duplication",0.0005632625760435,0.0005836107632211,3.2338767072439265,0.166272923206143,SRO9_GIS2_MTX_Metformin
