seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrXVI,rossi_2021_promoters,promoter,794494.0,794980.0,1,+,.,Name=RPS23B;Desc=fragile,YPR132W_NFR/NDR
chrII,rossi_2021_promoters,promoter,606050.0,606298.0,1,+,.,Name=RPL21A;Desc=fragile,YBR191W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1358891.0,1359931.0,1,+,.,Name=RPS18A;Desc=fragile,YDR450W_NFR/NDR
chrV,rossi_2021_promoters,promoter,305853.0,306347.0,1,+,.,Name=RPS24A;Desc=fragile,YER074W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,302694.0,303160.0,1,+,.,Name=RPL5;Desc=fragile,YPL131W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,406240.0,406629.0,1,+,.,Name=RPL21B;Desc=fragile,YPL079W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,281378.0,282128.0,1,+,.,Name=RPL33A;Desc=fragile,YPL143W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,555403.0,555819.0,1,+,.,Name=RPL26B;Desc=fragile,YGR034W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,108749.0,109313.0,1,+,.,Name=RPL17A;Desc=fragile,YKL180W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,805521.0,805870.0,1,+,.,Name=RPP0;Desc=fragile,YLR340W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,726243.0,726993.0,1,+,.,Name=RPS23A;Desc=fragile,YGR118W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,117232.0,117683.0,1,+,.,Name=RPL35A;Desc=fragile,YDL191W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,310545.0,310989.0,1,+,.,Name=RPL28;Desc=fragile,YGL103W_NFR/NDR
chrII,rossi_2021_promoters,promoter,604130.0,604524.0,1,+,.,Name=RPS9B;Desc=fragile,YBR189W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,431002.0,431752.0,1,+,.,Name=RPL14A;Desc=fragile,YKL006W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,579048.0,579484.0,1,+,.,Name=RPS13;Desc=stable,YDR064W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,504986.0,505736.0,1,+,.,Name=RPS7A;Desc=fragile,YOR096W_NFR/NDR
chrII,rossi_2021_promoters,promoter,167696.0,168446.0,1,+,.,Name=RPL19B;Desc=fragile,YBL027W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,308004.0,308430.0,1,+,.,Name=RPL13A;Desc=fragile,YDL082W_NFR/NDR
chrV,rossi_2021_promoters,promoter,362466.0,362749.0,1,+,.,Name=RPS8B;Desc=fragile,YER102W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,125798.0,126548.0,1,+,.,Name=RPL27A;Desc=fragile,YHR010W_NFR/NDR
chrV,rossi_2021_promoters,promoter,396208.0,396792.0,1,+,.,Name=RPL23B;Desc=fragile,YER117W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,818858.0,819351.0,1,+,.,Name=RPL26A;Desc=fragile,YLR344W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,68142.0,68539.0,1,+,.,Name=RPL40A;Desc=fragile,YIL148W_NFR/NDR
chrX,rossi_2021_promoters,promoter,89884.0,90634.0,1,+,.,Name=RPL17B;Desc=fragile,YJL177W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,471509.0,471866.0,1,+,.,Name=RPL4B;Desc=fragile,YDR012W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,551413.0,551771.0,1,+,.,Name=RPS16A;Desc=fragile,YMR143W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,1027892.0,1028883.0,1,+,.,Name=RPL6B;Desc=fragile,YLR448W_NFR/NDR
chrII,rossi_2021_promoters,promoter,299856.0,300197.0,1,+,.,Name=RPL4A;Desc=fragile,YBR031W_NFR/NDR
chrII,rossi_2021_promoters,promoter,332367.0,332852.0,1,+,.,Name=RPS11B;Desc=fragile,YBR048W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,672320.0,673070.0,1,+,.,Name=RPS28B;Desc=fragile,YLR264W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,404542.0,404975.0,1,+,.,Name=RPS9A;Desc=fragile,YPL081W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,444316.0,444714.0,1,+,.,Name=RPL3;Desc=stable,YOR063W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,920226.0,920593.0,1,+,.,Name=RPS0A;Desc=fragile,YGR214W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,316208.0,316795.0,1,+,.,Name=RPL2B;Desc=fragile,YIL018W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,241993.0,242263.0,1,+,.,Name=RPS0B;Desc=fragile,YLR048W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,172738.0,173180.0,1,+,.,Name=RPL7B;Desc=fragile,YPL198W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,351656.0,352406.0,1,+,.,Name=MFA2;Desc=stable,YNL145W_NFR/NDR
chrIII,rossi_2021_promoters,promoter,30161.0,30911.0,1,+,.,Name=RDT1;Desc=nan,YCL054W-A_NFR/NDR
chrX,rossi_2021_promoters,promoter,294265.0,294693.0,1,+,.,Name=nan;Desc=nan,YJL077W-A_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1488970.0,1489470.0,1,+,.,Name=nan;Desc=stable,YDR524W-C_NFR/NDR
chrXI,rossi_2021_promoters,promoter,355966.0,356300.0,1,+,.,Name=MMO1;Desc=nan,YKL044W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,810269.0,811019.0,1,+,.,Name=nan;Desc=nan,YMR272W-B_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,279411.0,280161.0,1,+,.,Name=nan;Desc=nan,YHR086W-A_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,477753.0,478042.0,1,+,.,Name=nan;Desc=nan,YMR105W-A_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,69482.0,70232.0,1,+,.,Name=nan;Desc=nan,YML100W-A_NFR/NDR
chrIV,rossi_2021_promoters,promoter,954313.0,955063.0,1,+,.,Name=nan;Desc=nan,YDR246W-A_NFR/NDR
chrII,rossi_2021_promoters,promoter,564839.0,565245.0,1,+,.,Name=YSY6;Desc=fragile,YBR162W-A_NFR/NDR
chrI,rossi_2021_promoters,promoter,185692.0,186261.0,1,+,.,Name=nan;Desc=nan,YAR029W_NFR/NDR
chrII,rossi_2021_promoters,promoter,490481.0,490864.0,1,+,.,Name=MEO1;Desc=nan,YBR126W-A_NFR/NDR
chrXII,rossi_2021_promoters,promoter,341118.0,341362.0,1,+,.,Name=MIM2;Desc=stable,YLR099W-A_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,899673.0,900171.0,1,+,.,Name=SMX3;Desc=stable,YPR182W_NFR/NDR
chrI,rossi_2021_promoters,promoter,20632.0,21551.0,1,+,.,Name=nan;Desc=fragile,YAL064W_NFR/NDR
chrII,rossi_2021_promoters,promoter,679534.0,680284.0,1,+,.,Name=nan;Desc=stable,YBR230W-A_NFR/NDR
chrI,rossi_2021_promoters,promoter,219378.0,220128.0,1,+,.,Name=nan;Desc=nan,YAR064W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,539980.0,540730.0,1,+,.,Name=nan;Desc=nan,YHR213W-B_NFR/NDR
chrIX,rossi_2021_promoters,promoter,253723.0,254473.0,1,+,.,Name=nan;Desc=nan,YIL054W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1468614.0,1469364.0,1,+,.,Name=SMT3;Desc=fragile,YDR510W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,605081.0,605328.0,1,+,.,Name=PBI2;Desc=stable,YNL015W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,488753.0,489503.0,1,+,.,Name=nan;Desc=nan,YLR162W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,369151.0,369339.0,1,+,.,Name=AIM26;Desc=nan,YKL037W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,774639.0,774826.0,1,+,.,Name=HOR7;Desc=fragile,YMR251W-A_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,576577.0,576770.0,1,+,.,Name=HHF2;Desc=fragile,YNL030W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,768799.0,769549.0,1,+,.,Name=RPA14;Desc=fragile,YDR156W_NFR/NDR
chrV,rossi_2021_promoters,promoter,139692.0,140442.0,1,+,.,Name=nan;Desc=nan,YEL008W_NFR/NDR
chrII,rossi_2021_promoters,promoter,89623.0,89999.0,1,+,.,Name=KTI11;Desc=fragile,YBL071W-A_NFR/NDR
chrIV,rossi_2021_promoters,promoter,134688.0,135011.0,1,+,.,Name=INH1;Desc=fragile,YDL181W_NFR/NDR
chrVI,rossi_2021_promoters,promoter,106071.0,107179.0,1,+,.,Name=HSP12;Desc=stable,YFL014W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,258690.0,259221.0,1,+,.,Name=CWP2;Desc=fragile,YKL096W-A_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,510515.0,511265.0,1,+,.,Name=nan;Desc=fragile,YMR122W-A_NFR/NDR
chrX,rossi_2021_promoters,promoter,145881.0,146303.0,1,+,.,Name=nan;Desc=stable,YJL144W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,976448.0,977198.0,1,+,.,Name=MPC3;Desc=fragile,YGR243W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,645609.0,645865.0,1,+,.,Name=SPO24;Desc=fragile,YPR036W-A_NFR/NDR
chrV,rossi_2021_promoters,promoter,222338.0,222669.0,1,+,.,Name=EDC2;Desc=fragile,YER035W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,17211.0,17404.0,1,+,.,Name=nan;Desc=nan,YHL041W_NFR/NDR
chrII,rossi_2021_promoters,promoter,256154.0,256402.0,1,+,.,Name=HHT1;Desc=stable,YBR010W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,653504.0,653865.0,1,+,.,Name=ICY1;Desc=fragile,YMR195W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,654737.0,655017.0,1,+,.,Name=TVP15;Desc=fragile,YDR100W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,692227.0,692387.0,1,+,.,Name=EGO4;Desc=nan,YNR034W-A_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,164266.0,164806.0,1,+,.,Name=SPC2;Desc=fragile,YML055W_NFR/NDR
chrV,rossi_2021_promoters,promoter,467899.0,468411.0,1,+,.,Name=SPI1;Desc=stable,YER150W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,643513.0,643760.0,1,+,.,Name=CSE2;Desc=nan,YNR010W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,109467.0,110217.0,1,+,.,Name=ZEO1;Desc=fragile,YOL109W_NFR/NDR
chrII,rossi_2021_promoters,promoter,331523.0,331808.0,1,+,.,Name=FMP23;Desc=fragile,YBR047W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,308677.0,309183.0,1,+,.,Name=nan;Desc=fragile,YKL068W-A_NFR/NDR
chrV,rossi_2021_promoters,promoter,342402.0,342897.0,1,+,.,Name=IES5;Desc=fragile,YER092W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,227762.0,228234.0,1,+,.,Name=DAP1;Desc=fragile,YPL170W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,108166.0,108466.0,1,+,.,Name=HCH1;Desc=fragile,YNL281W_NFR/NDR
chrII,rossi_2021_promoters,promoter,504381.0,504824.0,1,+,.,Name=CKS1;Desc=fragile,YBR135W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,155041.0,155207.0,1,+,.,Name=COX5B;Desc=fragile,YIL111W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,780573.0,780935.0,1,+,.,Name=DFR1;Desc=fragile,YOR236W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,400972.0,401353.0,1,+,.,Name=SPO12;Desc=fragile,YHR152W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,651675.0,652425.0,1,+,.,Name=nan;Desc=stable,YNR014W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,809794.0,810039.0,1,+,.,Name=nan;Desc=fragile,YGR161W-C_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,219818.0,220123.0,1,+,.,Name=TSA1;Desc=fragile,YML028W_NFR/NDR
chrV,rossi_2021_promoters,promoter,84922.0,85672.0,1,+,.,Name=HYP2;Desc=fragile,YEL034W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,349668.0,350149.0,1,+,.,Name=YET2;Desc=nan,YMR040W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,772965.0,773357.0,1,+,.,Name=GTO3;Desc=nan,YMR251W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,368171.0,368596.0,1,+,.,Name=AHP1;Desc=fragile,YLR109W_NFR/NDR
chrX,rossi_2021_promoters,promoter,21637.0,21925.0,1,+,.,Name=nan;Desc=fragile,YJL218W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1228267.0,1228560.0,1,+,.,Name=ATP17;Desc=stable,YDR377W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,299183.0,299530.0,1,+,.,Name=nan;Desc=fragile,YOL014W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,452496.0,452975.0,1,+,.,Name=CTR2;Desc=stable,YHR175W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,190856.0,191159.0,1,+,.,Name=CUP2;Desc=fragile,YGL166W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,539537.0,539845.0,1,+,.,Name=RSM10;Desc=fragile,YDR041W_NFR/NDR
chrII,rossi_2021_promoters,promoter,512696.0,512967.0,1,+,.,Name=nan;Desc=stable,YBR137W_NFR/NDR
chrV,rossi_2021_promoters,promoter,80151.0,80472.0,1,+,.,Name=UTR4;Desc=fragile,YEL038W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,374819.0,375086.0,1,+,.,Name=MNP1;Desc=stable,YGL068W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,178138.0,178455.0,1,+,.,Name=MRP8;Desc=fragile,YKL142W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,663892.0,664245.0,1,+,.,Name=RCF2;Desc=fragile,YNR018W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,253515.0,254265.0,1,+,.,Name=nan;Desc=stable,YNL208W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,260344.0,261094.0,1,+,.,Name=CWP1;Desc=stable,YKL096W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,264964.0,265392.0,1,+,.,Name=OPI10;Desc=stable,YOL032W_NFR/NDR
chrX,rossi_2021_promoters,promoter,150511.0,150879.0,1,+,.,Name=RPB4;Desc=fragile,YJL140W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,558960.0,559710.0,1,+,.,Name=NCE103;Desc=nan,YNL036W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,915674.0,916424.0,1,+,.,Name=ADK1;Desc=fragile,YDR226W_NFR/NDR
chrV,rossi_2021_promoters,promoter,291529.0,291808.0,1,+,.,Name=RGI1;Desc=fragile,YER067W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,828295.0,828639.0,1,+,.,Name=ORM2;Desc=fragile,YLR350W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,516396.0,517146.0,1,+,.,Name=OCA2;Desc=stable,YNL056W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,206073.0,206413.0,1,+,.,Name=FSH1;Desc=fragile,YHR049W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,765400.0,765706.0,1,+,.,Name=GIR2;Desc=fragile,YDR152W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,1058961.0,1059268.0,1,+,.,Name=FIT2;Desc=fragile,YOR382W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,423436.0,423748.0,1,+,.,Name=SOL3;Desc=fragile,YHR163W_NFR/NDR
chrV,rossi_2021_promoters,promoter,174459.0,175209.0,1,+,.,Name=TIR1;Desc=stable,YER011W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,842910.0,843215.0,1,+,.,Name=CUR1;Desc=fragile,YPR158W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,642301.0,642668.0,1,+,.,Name=NRM1;Desc=fragile,YNR009W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,900469.0,900779.0,1,+,.,Name=DPM1;Desc=stable,YPR183W_NFR/NDR
chrII,rossi_2021_promoters,promoter,451912.0,452662.0,1,+,.,Name=PHO88;Desc=fragile,YBR106W_NFR/NDR
chrX,rossi_2021_promoters,promoter,22725.0,23044.0,1,+,.,Name=REE1;Desc=fragile,YJL217W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,382120.0,382609.0,1,+,.,Name=nan;Desc=fragile,YIR016W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,901277.0,901706.0,1,+,.,Name=PRE5;Desc=fragile,YMR314W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,139281.0,139697.0,1,+,.,Name=RHO3;Desc=fragile,YIL118W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,453814.0,454123.0,1,+,.,Name=RCR2;Desc=fragile,YDR003W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,265197.0,265478.0,1,+,.,Name=PER33;Desc=stable,YLR064W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,592072.0,592171.0,1,+,.,Name=SNF11;Desc=nan,YDR073W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,834277.0,834559.0,1,+,.,Name=PIN3;Desc=nan,YPR154W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,370828.0,371138.0,1,+,.,Name=nan;Desc=nan,YOR020W-A_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,297011.0,297490.0,1,+,.,Name=ISU1;Desc=fragile,YPL135W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,576212.0,576445.0,1,+,.,Name=SUT2;Desc=fragile,YPR009W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,428924.0,429305.0,1,+,.,Name=CAP1;Desc=fragile,YKL007W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,758978.0,759501.0,1,+,.,Name=MRPL15;Desc=fragile,YLR312W-A_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,380821.0,381311.0,1,+,.,Name=NRK1;Desc=stable,YNL129W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,432032.0,432333.0,1,+,.,Name=GRX6;Desc=fragile,YDL010W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,903361.0,903728.0,1,+,.,Name=CCW14;Desc=stable,YLR390W-A_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,170136.0,170402.0,1,+,.,Name=SUR7;Desc=fragile,YML052W_NFR/NDR
chrV,rossi_2021_promoters,promoter,461564.0,461927.0,1,+,.,Name=LSM5;Desc=stable,YER146W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,270795.0,271288.0,1,+,.,Name=ATG5;Desc=fragile,YPL149W_NFR/NDR
chrX,rossi_2021_promoters,promoter,140052.0,140427.0,1,+,.,Name=RPA34;Desc=fragile,YJL148W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,842638.0,842850.0,1,+,.,Name=HEM4;Desc=stable,YOR278W_NFR/NDR
chrII,rossi_2021_promoters,promoter,136138.0,136551.0,1,+,.,Name=ECM13;Desc=stable,YBL043W_NFR/NDR
chrXV,rossi_2021_promoters,promoter,43376.0,43683.0,1,+,.,Name=GRE2;Desc=fragile,YOL151W_NFR/NDR
chrV,rossi_2021_promoters,promoter,544932.0,545682.0,1,+,.,Name=BMH1;Desc=fragile,YER177W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,286579.0,286829.0,1,+,.,Name=SIC1;Desc=stable,YLR079W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,393354.0,393755.0,1,+,.,Name=nan;Desc=fragile,YKL023W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,723395.0,723777.0,1,+,.,Name=nan;Desc=fragile,YLR297W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,239937.0,240317.0,1,+,.,Name=nan;Desc=stable,YNL217W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,239426.0,240176.0,1,+,.,Name=nan;Desc=fragile,YDL124W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,87404.0,87778.0,1,+,.,Name=PCL1;Desc=fragile,YNL289W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,507296.0,507657.0,1,+,.,Name=MTQ1;Desc=fragile,YNL063W_NFR/NDR
chrVIII,rossi_2021_promoters,promoter,235888.0,236638.0,1,+,.,Name=PCL5;Desc=fragile,YHR071W_NFR/NDR
chrXII,rossi_2021_promoters,promoter,86888.0,87240.0,1,+,.,Name=ISA1;Desc=fragile,YLL027W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,829087.0,829750.0,1,+,.,Name=NCE102;Desc=stable,YPR149W_NFR/NDR
chrXVI,rossi_2021_promoters,promoter,920858.0,921852.0,1,+,.,Name=AQY1;Desc=stable,YPR192W_NFR/NDR
chrIV,rossi_2021_promoters,promoter,1403067.0,1403315.0,1,+,.,Name=TRS31;Desc=stable,YDR472W_NFR/NDR
chrIX,rossi_2021_promoters,promoter,97113.0,97416.0,1,+,.,Name=FLX1;Desc=stable,YIL134W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,793294.0,793733.0,1,+,.,Name=nan;Desc=stable,YMR262W_NFR/NDR
chrVII,rossi_2021_promoters,promoter,640353.0,640832.0,1,+,.,Name=nan;Desc=fragile,YGR079W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,675788.0,676160.0,1,+,.,Name=CPR8;Desc=fragile,YNR028W_NFR/NDR
chrXIV,rossi_2021_promoters,promoter,342118.0,342423.0,1,+,.,Name=CUZ1;Desc=stable,YNL155W_NFR/NDR
chrXI,rossi_2021_promoters,promoter,611198.0,611484.0,1,+,.,Name=SRL3;Desc=stable,YKR091W_NFR/NDR
chrV,rossi_2021_promoters,promoter,559037.0,559362.0,1,+,.,Name=PUG1;Desc=fragile,YER185W_NFR/NDR
chrXIII,rossi_2021_promoters,promoter,577434.0,577717.0,1,+,.,Name=HLJ1;Desc=stable,YMR161W_NFR/NDR
chrII,rossi_2021_promoters,promoter,235302.0,236052.0,1,+,.,Name=HTB2;Desc=fragile,YBL002W_NFR/NDR
