PPI,DRUG,SNP,Chr,Pos,p-value_eQTL,p-value_rMVP,FDR,-log_pval,name,sgd_id,locus_id,snps_class_up,snps_class_down,description
FMP45:MID2,Trifluoperazine,648,2,538868,0.0003540278350087,0.0003348534908456,0.12111474512097,3.4751451691868764,YSW1,SGDID:S000000352,YBR148W,ORF,Verified ORF,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
ALO1:ADE17,Trifluoperazine,5706,9,243230,0.0003592169801922,0.000373636862283,0.122411240578488,3.427550283682954,YRB2,SGDID:S000001325,YIL063C,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
HNM1:MAM33,Trifluoperazine,2304,4,975702,0.0003669237148666,0.0003834825968556,0.124317573877108,3.4162543403488415,YAP6,SGDID:S000002667,YDR259C,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication"""
ERG11:ACF2,Trifluoperazine,181,1,223059,0.0003708454781098,0.0004250052970367,0.125282807329544,3.371605657103869,ARS112,SGDID:S000121257,ARS112,Other features,Replication,"""Autonomously Replicating Sequence"""
SRO9:GIS2,Trifluoperazine,917,3,7958,0.0003778346834747,0.0005047992151956,0.127012412300049,3.296881328955058,GEX1,SGDID:S000000575,YCL073C,ORF,Verified ORF,"""Proton:glutathione antiporter; localized to the vacuolar and plasma membranes; imports glutathione from the vacuole and exports it through the plasma membrane; has a role in resistance to oxidative stress and modulation of the PKA pathway; GEX1 has a paralog ; GEX2 ; that arose from a segmental duplication"""
ALO1:ADE17,Trifluoperazine,5712,9,243723,0.0003819921333485,0.0003954213887098,0.127886510269118,3.4029398429955093,YRB2,SGDID:S000001325,YIL063C,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
ADE17:PGM2,Trifluoperazine,10854,15,868064,0.0004181919983913,0.0004185414327175,0.136215342175697,3.378261543381808,YOR293C-A,SGDID:S000028858,YOR293C-A,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry"""
RET2:SNA3,Trifluoperazine,5776,9,260947,0.0004282348144856,0.0002951884919861,0.138306150447821,3.5299005776225556,,,YIL048W_NFR/NDR,Promoter,Promoter,stable
HNM1:MAM33,Trifluoperazine,2302,4,975354,0.0004287077783727,0.0004453336971679,0.138423010779954,3.3513144417643868,YAP6,SGDID:S000002667,YDR259C,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication"""
HNM1:RBD2,Trifluoperazine,6430,10,618031,0.0004510134203991,0.0004309744158551,0.143419273980287,3.36554851030967,,,YJR101W_NFR/NDR,Promoter,Promoter,fragile
ERV25:EMP47,Trifluoperazine,6015,10,75990,0.0004518089458041,0.0004582050036621,0.143613131918784,3.3389401725648353,,,SUT617_NFR/NDR,Promoter,Promoter,
ERG27:ACF2,Trifluoperazine,4643,7,876475,0.0004622443079246,0.0002402471755753,0.145785038914352,3.6193417093379687,CRH1,SGDID:S000003421,YGR189C,Close to 3'-UTR,Close to 3'-UTR,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress"""
ALO1:ADE17,Trifluoperazine,5718,9,244280,0.0004650634217389,0.0004803115158187,0.146369014906825,3.318477000709443,ARC15,SGDID:S000001324,YIL062C,ORF,Verified ORF,"""Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity"""
ALO1:ADE17,Trifluoperazine,5704,9,242937,0.0004670288153092,0.0004812495400468,0.146775883542359,3.31762967255925,YRB2,SGDID:S000001325,YIL063C,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
ADE17:GIS2,Trifluoperazine,1041,3,146875,0.0004816886248057,0.0004347700290684,0.149722266352649,3.361740401703586,CWH43,SGDID:S000000610,YCR017C,ORF,Verified ORF,"""GPI lipid remodelase; responsible for introducing ceramides into GPI anchors having a C26:0 fatty acid in sn-2 of the glycerol moiety; can also use lyso-GPI protein anchors and various base resistant lipids as substrates; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion"""
TPO1:TCB2,Trifluoperazine,10609,15,645672,0.0004850876594171,0.0005463822416646,0.150470797364407,3.2625034243931466,SEY1,SGDID:S000005691,YOR165W,ORF,Verified ORF,"""Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1 ; defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3"""
ALO1:ADE17,Trifluoperazine,5708,9,243521,0.0005001711608421,0.0005170851373758,0.15360670503928,3.2864379450135432,YRB2,SGDID:S000001325,YIL063C,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
ALO1:ADE17,Trifluoperazine,5709,9,243529,0.0005001711608421,0.0005170851373758,0.15360670503928,3.2864379450135432,YRB2,SGDID:S000001325,YIL063C,ORF,Verified ORF,"""Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p ; GTP-Gsp1p ; Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"""
ADE17:PGM2,Trifluoperazine,10842,15,859618,0.0005004475780789,0.0005182060783124,0.15366760985984,3.2854974972512885,SNF2,SGDID:S000005816,YOR290C,ORF,Verified ORF,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p"""
ADE17:HYR1,Trifluoperazine,6490,10,667117,0.0005035907130737,0.0005031422096309,0.154339763065108,3.2983092472919586,STR2,SGDID:S000003891,YJR130C,ORF,Verified ORF,"""Cystathionine gamma-synthase ; converts cysteine into cystathionine; STR2 has a paralog ; YML082W ; that arose from the whole genome duplication"""
ERG11:TPO4,Trifluoperazine,8518,13,97472,0.0005051256711762,0.000382145837006,0.15468332722894,3.417770867140554,ALO1,SGDID:S000004551,YML086C,Close to 3'-UTR,Close to 3'-UTR,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress"""
ERG27:ACF2,Trifluoperazine,4651,7,877194,0.0005092308430072,0.0005190932683614,0.155587493642078,3.2847546030465105,CRH1,SGDID:S000003421,YGR189C,ORF,Verified ORF,"""Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar and functionally redundant to Utr2; localizes to sites of polarized growth; expression induced by cell wall stress"""
ERV25:ORM2,Trifluoperazine,4730,7,950329,0.0005136753299777,0.00052831079774,0.156467996946476,3.277110513009867,SMI1,SGDID:S000003461,YGR229C,ORF,Verified ORF,"""Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity"""
HNM1:MAM33,Trifluoperazine,2297,4,975090,0.0005161479454534,0.0005351786174046,0.156920565754935,3.271501246751262,YAP6,SGDID:S000002667,YDR259C,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication"""
ERG11:ERV25,Trifluoperazine,10885,15,907053,0.0005326699859924,0.0005504443550718,0.160396293535394,3.259286577703525,COT1,SGDID:S000005843,YOR316C,ORF,Verified ORF,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication"""
SNA4:GTR2,Trifluoperazine,8524,13,99282,0.0005506847947723,0.0004407004986188,0.163917071917575,3.3558564581189194,TUB1,SGDID:S000004550,YML085C,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication"""
TPO1:TCB2,Trifluoperazine,8471,13,69500,0.0005597602733778,0.0005798391388941,0.165638153622256,3.2366924732996654,CAC2,SGDID:S000004570,YML102W,ORF,Verified ORF,"""Subunit of chromatin assembly factor I (CAF-1) ; with Rlf2p and Msi1p; chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure ; deactivation of the DNA damage checkpoint after DNA repair ; chromatin dynamics during transcription; and repression of divergent transcription; relocalizes to the cytosol in response to hypoxia"""
ALO1:ADE17,Trifluoperazine,10116,15,111138,0.0005672270203005,0.000665624669514,0.167067068324876,3.176770590510512,,,tG(UCC)O_NFR/NDR,Promoter,Promoter,
HUG1:ADE17,Trifluoperazine,9143,13,815529,0.0005855363489089,0.0009149252060069,0.170530929926495,3.0386144075140473,ARS1330,SGDID:S000118380,ARS1330,Other features,Replication,"""Autonomously Replicating Sequence"""
HNM1:MAM33,Trifluoperazine,2284,4,969630,0.000586023422572,0.0006037622241651,0.170632127192952,3.2191340631411274,,,SUT063,Unstable transcript,SUT,ncRNA_UNB
ADE17:GIS2,Trifluoperazine,1080,3,189025,0.0005930617787372,0.0005784272538769,0.171918674301123,3.23775125248825,SNT1,SGDID:S000000629,YCR033W,ORF,Verified ORF,"""Set3C histone deacetylase scaffold; can act as prion [ESI+] (Expressed Subtelomeric Information) that drives emergence and transgenerational inheritance of activated chromatin state; prion conformer is triggered by transient Snt1p phosphorylation upon cell cycle arrest; [ESI+] reshapes the activity Set3C ; recruiting RNAPII ; interfering with Rap1p binding to activate genes in otherwise repressed subtelomeric domains; relocalizes to cytosol in response to hypoxia"""
ADE17:GIS2,Trifluoperazine,1033,3,137654,0.0005933600816098,0.0005753964255726,0.171939464640565,3.2400328403235474,,,YCR012W_NFR/NDR,Promoter,Promoter,fragile
DHH1:LSM3,Trifluoperazine,1919,4,605641,0.0005982432164635,0.0006897235287741,0.17276870222407,3.1613249585224934,VPS41,SGDID:S000002487,YDR080W,ORF,Verified ORF,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites"""
ADE17:PGM2,Trifluoperazine,6357,10,541427,0.0005992956041478,0.0004278383738995,0.172923177149473,3.368720265053432,YJRCdelta19,SGDID:S000007034,YJRCdelta19,Other features,LTR,"""Ty1 LTR"""
ERV25:EMP47,Trifluoperazine,10842,15,859618,0.0006002522324078,0.0006168469226669,0.173096660513019,3.2098225975378085,SNF2,SGDID:S000005816,YOR290C,ORF,Verified ORF,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p"""
noPPI:reference,Trifluoperazine,6985,11,195507,0.0006029111649639,0.0006115658444558,0.173597915944974,3.213556777639356,,,XUT_11F-87,Unstable transcript,XUT,ncRNA_UNB
HNM1:MAM33,Trifluoperazine,2310,4,977037,0.0006091460660613,0.0006310562021389,0.174885365210253,3.199931960578596,SWM1,SGDID:S000002668,YDR260C,ORF,Verified ORF,"""Subunit of the anaphase-promoting complex (APC); APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation"""
SSH1:ERG11,Trifluoperazine,9438,14,241965,0.0006111451182382,0.0006239202409013,0.175284216074426,3.2048709249816687,RAP1,SGDID:S000005160,YNL216W,ORF,Verified ORF,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters"""
HNM1:MAM33,Trifluoperazine,2303,4,975573,0.0006151271966305,0.0006372606282719,0.175946907588591,3.1956829126082487,YAP6,SGDID:S000002667,YDR259C,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; overexpression increases sodium and lithium tolerance; computational analysis suggests a role in regulation of expression of genes involved in carbohydrate metabolism; YAP6 has a paralog ; CIN5 ; that arose from the whole genome duplication"""
ERG27:ACF2,Trifluoperazine,2307,4,976264,0.0006201406636975,0.0006378855800071,0.176890153288696,3.1952572153665955,,,YDR259C_NFR/NDR,Promoter,Promoter,stable
HNM1:MAM33,Trifluoperazine,9775,14,627418,0.0006218917526534,0.0009247834966682,0.177183316519402,3.033959929107246,,,YNL001W_NFR/NDR,Promoter,Promoter,fragile
HNM1:MAM33,Trifluoperazine,2286,4,973283,0.0006273159069006,0.0006485476131253,0.178185386478847,3.1880581346785544,HSP78,SGDID:S000002666,YDR258C,ORF,Verified ORF,"""Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates"""
ERG27:ACF2,Trifluoperazine,4616,7,862412,0.0006273968053449,0.0006447280490438,0.178185386478847,3.190623435295392,UBR1,SGDID:S000003416,YGR184C,ORF,Verified ORF,"""E3 Ub-ligase (N-recognin); recognizes and ubiquitinates N-end rule pathway substrates in complex with Rad6p; Roq1p-bound form accelerates degradation of misfolded and native ER membrane and cytosolic proteins as part of the stress-induced homeostatically regulated protein degradation (SHRED) pathway; role in ER-associated protein degradation; modifies Cup9p to regulate peptide transport; mutation in human UBR1 causes Johansson-Blizzard Syndrome (JBS)"""
