PPI,DRUG,SNP,Chr,Pos,p-value_eQTL,p-value_rMVP,FDR,-log_pval,name,sgd_id,locus_id,snps_class_up,snps_class_down,description
SRO9:GIS2,Metformin,10199,15,181986,3.52935172340617e-07,4.33723369991711e-07,0.0002729360463352,6.362787176456266,AVO1,SGDID:S000005438,YOL078W,ORF,Verified ORF,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth"""
SRO9:SGN1,Metformin,982,3,79867,4.73526498806195e-07,4.11130670195353e-07,0.0003593512203795,6.386020123804037,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
HNM1:MID2,Metformin,982,3,79867,4.78661127218955e-07,4.20034219743902e-07,0.0003629897880312,6.376715326648387,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
SRO9:GIS2,Metformin,1011,3,101814,4.93683338209248e-07,3.61329747214445e-07,0.0003730946055657,6.442096282773862,,,YCL012C_NFR/NDR,Promoter,Promoter,stable
SRO9:SGN1,Metformin,1004,3,92716,5.01156891361756e-07,5.21163417062697e-07,0.0003781690230668,6.283026077083414,LEU2,SGDID:S000000523,YCL018W,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
ERV25:ORM2,Metformin,8815,13,509480,5.2014427433038e-07,5.64429394831165e-07,0.000391666280234,6.248390376773561,,,YMR120C_NFR/NDR,Promoter,Promoter,stable
ERV25:ORM2,Metformin,8812,13,506197,5.23802319869769e-07,5.94989823085741e-07,0.0003941824752291,6.225490462532802,ASI1,SGDID:S000004725,YMR119W,ORF,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids"""
HNM1:MID2,Metformin,992,3,84780,5.85168391859989e-07,4.58749526519398e-07,0.0004371058743825,6.3384243709798955,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
SRO9:GIS2,Metformin,1010,3,101685,6.17714165006015e-07,6.42651068004267e-07,0.0004600373151857,6.192024766379853,BUD3,SGDID:S000000520,YCL014W,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:ERG5,Metformin,1006,3,95493,8.60801956656568e-07,1.14408205212559e-06,0.0006276279226374,5.9415428273721025,DCC1,SGDID:S000000521,YCL016C,ORF,Verified ORF,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"""
ERG11:ERG5,Metformin,1002,3,92556,1.18122182419665e-06,2.50323832276051e-06,0.0008449308651126,5.601497801077898,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
SRO9:SGN1,Metformin,984,3,80444,1.23887188498507e-06,1.54124243893481e-06,0.0008832936705779,5.812129040963573,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
SRO9:GIS2,Metformin,1007,3,96560,1.3808424485225e-06,1.44318002531213e-06,0.0009782631929267,5.840679490720061,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:ERG5,Metformin,1003,3,92671,1.46725373754684e-06,5.3196864794764e-06,0.0010355549591539,5.274113962487968,LEU2,SGDID:S000000523,YCL018W,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
ERV25:ORM2,Metformin,8811,13,506148,1.5061178113307e-06,1.66814792461355e-06,0.0010600811207971,5.777765440511877,ASI1,SGDID:S000004725,YMR119W,ORF,Verified ORF,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids"""
ERG11:ERG5,Metformin,1009,3,100583,1.64021096555128e-06,1.49854549044784e-06,0.001146579725641,5.82433006890078,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:ERG5,Metformin,1004,3,92716,1.71229948599768e-06,5.07979170412874e-06,0.001193734698005,5.29415409551178,LEU2,SGDID:S000000523,YCL018W,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
HNM1:MID2,Metformin,1006,3,95493,1.76627630844989e-06,2.51428782235045e-06,0.0012283855076934,5.599585008072636,DCC1,SGDID:S000000521,YCL016C,ORF,Verified ORF,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"""
HNM1:MID2,Metformin,983,3,80341,1.81426972058916e-06,1.81213225131531e-06,0.0012584841722135,5.741810110235066,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
SRO9:SGN1,Metformin,983,3,80341,2.00017917430351e-06,1.58930654526499e-06,0.001379885447759,5.798792328043045,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
ERV25:ORM2,Metformin,8790,13,482844,2.44965751962324e-06,2.614648567065e-06,0.00166401258678,5.582586676066726,,,YMR107W_NFR/NDR,Promoter,Promoter,stable
HNM1:MID2,Metformin,984,3,80444,2.46177805436789e-06,2.39750199406217e-06,0.0016714410229442,5.620241022943603,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
ERG11:ERG5,Metformin,1010,3,101685,2.74025947545153e-06,2.71297523425978e-06,0.0018461439091857,5.566554170732841,BUD3,SGDID:S000000520,YCL014W,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:ERG5,Metformin,1008,3,98535,2.89908981815533e-06,2.93857883734032e-06,0.0019414238148913,5.531862653371369,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
SRO9:GIS2,Metformin,1009,3,100583,2.95719303645746e-06,2.85008616001606e-06,0.0019773215544514,5.545142010779584,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
SRO9:GIS2,Metformin,1008,3,98535,4.98249678013766e-06,5.31180491821087e-06,0.0031880642154471,5.274757883282413,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERV25:ORM2,Metformin,8817,13,510249,5.83044058108924e-06,6.11839254302881e-06,0.0036774142184115,5.213362663048887,RPL15B,SGDID:S000004728,YMR121C,ORF,Verified ORF,"""Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15 ; no bacterial homolog; RPL15B has a paralog ; RPL15A ; that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress"""
SRO9:SGN1,Metformin,1006,3,95493,6.08057683725958e-06,8.71262381757551e-06,0.003819387240017,5.059851036967655,DCC1,SGDID:S000000521,YCL016C,ORF,Verified ORF,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"""
ERV25:ORM2,Metformin,8791,13,483306,6.25100018789373e-06,6.71498974192267e-06,0.003919188329213,5.17295464643976,SPG4,SGDID:S000004713,YMR107W,ORF,Verified ORF,"""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources"""
HNM1:MID2,Metformin,1011,3,101814,7.27261646507626e-06,7.69427227674029e-06,0.0045105189792048,5.113832449405131,,,YCL012C_NFR/NDR,Promoter,Promoter,stable
HNM1:MID2,Metformin,990,3,84735,7.48003922324439e-06,1.43075568257262e-05,0.0046261108518812,4.844434520516529,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
ERG11:ERG5,Metformin,1011,3,101814,7.87139404731158e-06,5.63685626733154e-06,0.004844894250099,5.2489630389957815,,,YCL012C_NFR/NDR,Promoter,Promoter,stable
SRO9:GIS2,Metformin,990,3,84735,7.96077891558953e-06,1.16816594556386e-05,0.0048958790330875,4.932495458487758,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
HNM1:MID2,Metformin,1010,3,101685,8.35774102494535e-06,8.42904388847116e-06,0.0051197877373039,5.074221684866395,BUD3,SGDID:S000000520,YCL014W,Close to 3'-UTR,Close to 3'-UTR,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
SRO9:GIS2,Metformin,10200,15,183037,8.85875019904274e-06,1.1596913927002e-05,0.0053992572531024,4.935657566185832,AVO1,SGDID:S000005438,YOL078W,ORF,Verified ORF,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth"""
MID2:TPO2,Metformin,4533,7,754860,8.9899861144177e-06,9.11704550399095e-06,0.0054738863798581,5.040145877592316,FHN1,SGDID:S000003363,YGR131W,ORF,Verified ORF,"""Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif ; which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog ; NCE102 ; that arose from the whole genome duplication"""
ERG11:PIS1,Metformin,8816,13,509524,9.38077504017585e-06,9.90715431645043e-06,0.0056946661235686,5.0040510722692915,,,YMR120C_NFR/NDR,Promoter,Promoter,stable
ERG11:PIS1,Metformin,8817,13,510249,1.00013736118141e-05,1.10385658888428e-05,0.0060365906687465,4.957087345720817,RPL15B,SGDID:S000004728,YMR121C,ORF,Verified ORF,"""Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15 ; no bacterial homolog; RPL15B has a paralog ; RPL15A ; that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress"""
SRO9:SGN1,Metformin,990,3,84735,1.01403266234793e-05,2.39343437272674e-05,0.0061125607528666,4.620978476246953,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
ERV25:ORM2,Metformin,8805,13,501075,1.13286832929565e-05,1.18055393417358e-05,0.0067710083186376,4.927914167179993,,,YMR116C_NFR/NDR,Promoter,Promoter,fragile
ERV25:ORM2,Metformin,8798,13,492500,1.49773748698003e-05,1.6049342266119e-05,0.008727727995474,4.7945427611437355,EUC1,SGDID:S000004717,YMR111C,ORF,Verified ORF,"""Sequence-specific DNA binding protein; binds to a sequence motif associated with distinct genomic hotspots of non-H2B protein ubiquitylation (ub-hotspots); interacts with Slx5p to recruit the Slx5-Slx8  SUMO-targeted Ub ligase (STUbL) complex to ub-hotspots; deletion prevents ub-hotspot formation and exacerbates heat sensitivity of cells deficient in Rpd3L histone deacetylase complex members; forms nuclear foci upon DNA replication stress"""
ERV25:ORM2,Metformin,8804,13,500701,1.55398832758317e-05,1.67559716760408e-05,0.0090210507118426,4.775830382432899,,,CUT300_NFR/NDR,Promoter,Promoter,
SRO9:GIS2,Metformin,1006,3,95493,1.55720754284614e-05,2.20976624739767e-05,0.0090362290762557,4.65565366424904,DCC1,SGDID:S000000521,YCL016C,ORF,Verified ORF,"""Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance"""
MID2:TPO2,Metformin,4535,7,757758,1.79483153605428e-05,1.89566387101667e-05,0.0102386364308609,4.722238666947324,PEX4,SGDID:S000003365,YGR133W,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal ubiquitin conjugating enzyme; required for peroxisomal matrix protein import and peroxisome biogenesis"""
MID2:TPO2,Metformin,4536,7,758060,1.82168484479227e-05,1.84856853893541e-05,0.0103759814449037,4.733164442559296,CAF130,SGDID:S000003366,YGR134W,ORF,Verified ORF,"""Subunit of the CCR4-NOT transcriptional regulatory complex; CCR4-NOT complex is evolutionarily-conserved and involved in controlling mRNA initiation ; elongation ; and degradation"""
ERG11:ERG5,Metformin,1007,3,96560,1.83869568443876e-05,2.24668932070843e-05,0.0104609130814094,4.648456979040843,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERV25:ORM2,Metformin,8818,13,510643,1.8874189968836e-05,2.13589922867856e-05,0.0107095802329585,4.670419241091617,,,SUT306,Unstable transcript,SUT,ncRNA_TFO
HNM1:MAM33,Metformin,2311,4,977428,2.06243433561525e-05,2.16217295145223e-05,0.0115935026389875,4.665109569930731,,,YDR260C_NFR/NDR,Promoter,Promoter,fragile
HNM1:MAM33,Metformin,2314,4,980779,2.1357425571661e-05,2.23685754348067e-05,0.0119632958223128,4.6503616735029585,YDR261W-A,SGDID:S000007396,YDR261W-A,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"""
ERG11:PIS1,Metformin,8815,13,509480,2.14173213443761e-05,2.21379026772424e-05,0.0119923520432133,4.6548635261332585,,,YMR120C_NFR/NDR,Promoter,Promoter,stable
HNM1:MID2,Metformin,1009,3,100583,2.29528539417481e-05,2.31140972533406e-05,0.0127689217564817,4.636123063746504,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:ERG5,Metformin,982,3,79867,2.3645975505463e-05,2.0066985348683e-05,0.0131183820815506,4.697517866414884,KCC4,SGDID:S000000529,YCL024W,ORF,Verified ORF,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
ERG11:ORM2,Metformin,8800,13,495523,2.54889228001047e-05,2.71570192484789e-05,0.014042827480142,4.566117899891475,FOL3,SGDID:S000004719,YMR113W,ORF,Verified ORF,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication"""
SRO9:GIS2,Metformin,1012,3,105429,2.72958132176935e-05,2.85328041504411e-05,0.0149304482299765,4.544655544598859,ILV6,SGDID:S000000515,YCL009C,ORF,Verified ORF,"""Regulatory subunit of acetolactate synthase; acetolactate synthase catalyzes the first step of branched-chain amino acid biosynthesis; enhances activity of the Ilv2p catalytic subunit ; localizes to mitochondria"""
HNM1:MID2,Metformin,1008,3,98535,2.77605451441933e-05,2.96174348297125e-05,0.0151558096956845,4.5284525584935125,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERV25:ORM2,Metformin,8820,13,511585,2.77650552498707e-05,3.40972139478575e-05,0.0151571647267205,4.4672811053624315,YMR122C,SGDID:S000004729,YMR122C,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene"""
ERV25:ORM2,Metformin,8819,13,510968,2.82068715689365e-05,2.90511166462899e-05,0.0153714080890342,4.5368371698484635,,,SUT306,Unstable transcript,SUT,ncRNA_TFO
ERV25:ORM2,Metformin,8797,13,491360,2.8359851747758e-05,2.98720117002568e-05,0.0154359402970371,4.524735529290687,HFD1,SGDID:S000004716,YMR110C,ORF,Verified ORF,"""Dehydrogenase involved in ubiquinone and sphingolipid metabolism; converts 4-hydroxybenzaldehyde into 4-hydroxybenzoate for ubiquinone anabolism ; hexadecenal to hexadecenoic acid in sphingosine 1-phosphate catabolism; human homolog ALDH3A2 ; mutated in Sjogren-Larsson syndrome ; can rescue yeast hfd1 mutant; human ALDH3A1 ; but not ALDH3A2 ; rescues pABA- respiratory growth phenotype of hfd1 null; data suggest that dual functions of Hfd1p have diverged in human ALDH3A1 ; ALDH3A2"""
HNM1:MID2,Metformin,1007,3,96560,3.29035720823156e-05,3.34740942512654e-05,0.0176123899073016,4.475291165383891,BUD3,SGDID:S000000520,YCL014W,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; activates Cdc42p in early G1 ; accounting for the first stage of biphasic activation ; with Cdc24p accounting for the second stage in late G1; involved in the Cdc42p-mediated assembly of the axial landmark that dictates the site for the next round of budding ; resulting in the axial budding pattern observed in haploids; localizes with septins to the bud neck contractile ring in mitosis"""
ERG11:TPO4,Metformin,1003,3,92671,3.51523909676085e-05,8.63019438315197e-05,0.0186504820991483,4.063979422294112,LEU2,SGDID:S000000523,YCL018W,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
SRO9:GIS2,Metformin,1003,3,92671,3.52964711069881e-05,0.0001072636632635,0.0187126816816972,3.9695473751152894,LEU2,SGDID:S000000523,YCL018W,Close to 3'-UTR,Close to 3'-UTR,"""Beta-isopropylmalate dehydrogenase (IMDH); catalyzes the third step in the leucine biosynthesis pathway; can additionally catalyze the conversion of beta-ethylmalate into alpha-ketovalerate"""
SRO9:GIS2,Metformin,1002,3,92556,3.58395029133734e-05,4.73131128590947e-05,0.0189702900536024,4.325018477589687,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
ERG11:TPO4,Metformin,1002,3,92556,3.75305064674971e-05,6.45599543937405e-05,0.0197704581289004,4.190036785078951,,,YCLWdelta2b_NFR/NDR,Promoter,Promoter,
