PPI,DRUG,SNP,Chr,Pos,p-value_eQTL,p-value_rMVP,FDR,-log_pval,name,sgd_id,locus_id,snps_class_up,snps_class_down,description
ERG11:PIS1,Fluconazole,4978,8,122655,3.72796951225674e-10,4.15158012544428e-10,4.05308489823399e-07,9.381786575781797,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
SSH1:ERG11,Fluconazole,4291,7,469734,4.23274739302922e-10,5.28206974660481e-10,4.57592260767481e-07,9.277195868489637,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:MID2,Fluconazole,4280,7,460988,5.56373585907097e-10,6.191007432799531e-10,5.95282300186824e-07,9.208238674581525,ATE1,SGDID:S000002985,YGL017W,ORF,Verified ORF,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response"""
ERV25:ERG5,Fluconazole,4291,7,469734,6.37027112286115e-10,7.42272929974096e-10,6.77888278958854e-07,9.12943637748752,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4291,7,469734,6.44066914711412e-10,6.77722227769329e-10,6.84794594644678e-07,9.168948270241252,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
SSH1:ERG11,Fluconazole,4285,7,467332,6.87024963277629e-10,8.42951519658371e-10,7.27777083282225e-07,9.074197402066,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
ERG11:MID2,Fluconazole,4281,7,461431,7.31976968797513e-10,7.71211492976919e-10,7.72985055358039e-07,9.11282650698481,,,YGL016W_NFR/NDR,Promoter,Promoter,stable
ERG11:MID2,Fluconazole,4978,8,122655,7.54372799237102e-10,8.380744599889641e-10,7.96185570914066e-07,9.076717394107495,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
ERG11:ORM2,Fluconazole,4975,8,122207,7.97525287951328e-10,8.752486191875541e-10,8.39595617551555e-07,9.057868565715399,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
SSH1:ERG11,Fluconazole,4286,7,467497,8.343764625796701e-10,8.176940153370751e-10,8.76415432966959e-07,9.087409180816557,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
ERG11:ORM2,Fluconazole,4977,8,122370,9.21219287185237e-10,1.01032046560721e-09,9.64110617335545e-07,8.995540849613707,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
ERG11:PIS1,Fluconazole,4285,7,467332,9.27267961644955e-10,9.68468672619575e-10,9.70169195855291e-07,9.013914422986684,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
ERG11:MID2,Fluconazole,4282,7,462915,1.15310203876513e-09,8.837471316437e-10,1.19573817464554e-06,9.053671982771661,KAP122,SGDID:S000002984,YGL016W,ORF,Verified ORF,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"""
ERG11:ORM2,Fluconazole,4976,8,122347,1.15923040817441e-09,1.27309250664201e-09,1.20192636943442e-06,8.895140038086716,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
ERV25:ERG5,Fluconazole,4293,7,472246,1.1855001158587302e-09,1.17163449172181e-09,1.22814130938009e-06,8.931207851616625,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4972,8,120385,1.3256646627095602e-09,1.46656928612245e-09,1.3648545051332e-06,8.833697414531471,ERG11,SGDID:S000001049,YHR007C,ORF,Verified ORF,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation"""
ERG11:PIS1,Fluconazole,4282,7,462915,1.7834203252455702e-09,2.0397608580054902e-09,1.81264193285955e-06,8.690420746366522,KAP122,SGDID:S000002984,YGL016W,ORF,Verified ORF,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"""
ERG11:PIS1,Fluconazole,4286,7,467497,1.96403180725668e-09,1.77212774915327e-09,1.98729385741899e-06,8.751504973897875,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
SSH1:ERG11,Fluconazole,4290,7,469647,2.0431623906758503e-09,2.65034454330239e-09,2.06317163403164e-06,8.576697664354338,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:MID2,Fluconazole,4971,8,119730,2.2491407255609502e-09,2.50642068408546e-09,2.25956556387488e-06,8.600946034122556,STP2,SGDID:S000001048,YHR006W,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERV25:ERG5,Fluconazole,4285,7,467332,2.69653889849379e-09,2.87294406021578e-09,2.68951415015552e-06,8.541672830177953,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
SSH1:ERG11,Fluconazole,4293,7,472246,2.7267829257232202e-09,2.64119657523952e-09,2.71822831262291e-06,8.578199274535308,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:ORM2,Fluconazole,4978,8,122655,3.1822038637935e-09,3.46995498925967e-09,3.14536925432924e-06,8.459676158650893,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
ERV25:ERG5,Fluconazole,4286,7,467497,3.2817453436597602e-09,3.1439804883835303e-09,3.24033005561294e-06,8.502520157865982,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
ERG11:MID2,Fluconazole,4972,8,120385,3.60782713580468e-09,3.97517412341231e-09,3.54683293118831e-06,8.4006438433142,ERG11,SGDID:S000001049,YHR007C,ORF,Verified ORF,"""Lanosterol 14-alpha-demethylase; catalyzes C-14 demethylation of lanosterol to form 4,4''-dimethyl cholesta-8,14,24-triene-3-beta-ol in ergosterol biosynthesis pathway; transcriptionally down-regulated when ergosterol is in excess; member of cytochrome P450 family; associated and coordinately regulated with the P450 reductase Ncp1p; human CYP51A1 functionally complements the lethality of the erg11 null mutation"""
SSH1:ERG11,Fluconazole,4284,7,465688,3.64367529182697e-09,3.7466909293703905e-09,3.5797205757806e-06,8.426352131086915,,,YGL014W_NFR/NDR,Promoter,Promoter,stable
ERV25:ERG5,Fluconazole,4290,7,469647,4.37587876107871e-09,5.18641348724989e-09,4.26765527904822e-06,8.285132862022424,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
SSH1:ERG11,Fluconazole,4282,7,462915,7.54333543652723e-09,6.802271041205209e-09,7.1796951755193e-06,8.167346067293828,KAP122,SGDID:S000002984,YGL016W,ORF,Verified ORF,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"""
ERG11:PIS1,Fluconazole,4293,7,472246,8.89222983250115e-09,9.672343867682493e-09,8.39301614152573e-06,8.014468271991955,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:ORM2,Fluconazole,4973,8,121738,1.07846266248113e-08,1.25312225357121e-08,1.00874457306626e-05,7.902006557528293,,,SUT153_NFR/NDR,Promoter,Promoter,
ERG11:ORM2,Fluconazole,4974,8,122014,1.07977408125445e-08,1.14799183665679e-08,1.00984482552541e-05,7.94006120018501,,,SUT153,Unstable transcript,SUT,ncRNA_UNB
ERV25:ERG5,Fluconazole,4284,7,465688,1.17957423646912e-08,1.30600312148737e-08,1.09837085282423e-05,7.884055785049368,,,YGL014W_NFR/NDR,Promoter,Promoter,stable
ERG11:PIS1,Fluconazole,4971,8,119730,1.19847879055129e-08,1.29291178148811e-08,1.1154180911095e-05,7.888431107076276,STP2,SGDID:S000001048,YHR006W,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
SRO9:GIS2,Fluconazole,4973,8,121738,1.53126565269828e-08,1.08617174858579e-08,1.40917168207457e-05,7.964101497430761,,,SUT153_NFR/NDR,Promoter,Promoter,
ERV25:ERG5,Fluconazole,4283,7,465310,1.74495753521321e-08,1.33724147056445e-08,1.59599868318017e-05,7.873790163519771,BIL2,SGDID:S000002983,YGL015C,ORF,Verified ORF,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth"""
SRO9:GIS2,Fluconazole,4291,7,469734,2.08017447745155e-08,2.23052373363802e-08,1.88941934294417e-05,7.651593151335976,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERV25:ERG5,Fluconazole,4282,7,462915,2.42704178925903e-08,2.4634684629274e-08,2.18931180098872e-05,7.608452993147251,KAP122,SGDID:S000002984,YGL016W,ORF,Verified ORF,"""Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance"""
ERG11:MID2,Fluconazole,4963,8,116469,2.56076422956783e-08,2.07203035164464e-08,2.30298679354881e-05,7.683603887220608,YHRCdelta3,SGDID:S000006992,YHRCdelta3,Other features,LTR,"""Ty1 LTR"""
ERG11:PIS1,Fluconazole,4284,7,465688,2.96404685072405e-08,3.78704271555078e-08,2.64530031740497e-05,7.421699796272526,,,YGL014W_NFR/NDR,Promoter,Promoter,stable
SRO9:GIS2,Fluconazole,4285,7,467332,3.18256193193603e-08,3.60018252986698e-08,2.8321996841016e-05,7.44367547987037,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
SRO9:GIS2,Fluconazole,4290,7,469647,3.19747394345462e-08,3.00745405722763e-08,2.84479256749158e-05,7.521800998350519,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4283,7,465310,3.42077376342958e-08,2.26157863063011e-08,3.03443137157457e-05,7.645588308092675,BIL2,SGDID:S000002983,YGL015C,ORF,Verified ORF,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth"""
ERG11:MID2,Fluconazole,4967,8,119053,3.44206328419055e-08,3.7477564958516e-08,3.05150547012247e-05,7.426228634418049,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:MID2,Fluconazole,4968,8,119057,3.44206328419055e-08,3.7477564958516e-08,3.05150547012247e-05,7.426228634418049,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:MID2,Fluconazole,4970,8,119178,3.44206328419055e-08,3.7477564958516e-08,3.05150547012247e-05,7.426228634418049,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
SSH1:ERG11,Fluconazole,4283,7,465310,3.73639283167728e-08,3.61970579033931e-08,3.29679540728259e-05,7.441326727484718,BIL2,SGDID:S000002983,YGL015C,ORF,Verified ORF,"""Formin inhibitor; negatively regulates Bnr1-mediated actin filament nucleation but not filament elongation; performs distinct but overlapping roles with Hof1p to control actin cable assembly and polarized secretion; bnr1 bil2 double mutants are inviable; localizes to the cytosol ; secretory vesicles and sites of polarized growth"""
SSH1:ERG11,Fluconazole,4280,7,460988,4.45875965880149e-08,4.81145746230432e-08,3.8946296324053e-05,7.317723349414326,ATE1,SGDID:S000002985,YGL017W,ORF,Verified ORF,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response"""
SRO9:GIS2,Fluconazole,4293,7,472246,5.25922635720108e-08,5.44041106967121e-08,4.54652666234993e-05,7.264368284392784,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
SSH1:ERG11,Fluconazole,4281,7,461431,7.03846592512731e-08,7.59727088346994e-08,5.98836911681699e-05,7.119342388391173,,,YGL016W_NFR/NDR,Promoter,Promoter,stable
ERG11:PIS1,Fluconazole,4281,7,461431,7.30223558380243e-08,8.46920500423011e-08,6.19656087099305e-05,7.072157354542989,,,YGL016W_NFR/NDR,Promoter,Promoter,stable
ERG11:MID2,Fluconazole,4969,8,119122,7.32466891853736e-08,7.94359348077803e-08,6.21277569734543e-05,7.099982989282606,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4969,8,119122,7.59443490106246e-08,8.22665588621132e-08,6.42627460874006e-05,7.084776668470534,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4967,8,119053,7.71462057728734e-08,8.35616625598105e-08,6.52059065731118e-05,7.077992927794547,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4968,8,119057,7.71462057728734e-08,8.35616625598105e-08,6.52059065731118e-05,7.077992927794547,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4970,8,119178,7.71462057728734e-08,8.35616625598105e-08,6.52059065731118e-05,7.077992927794547,STP2,SGDID:S000001048,YHR006W,ORF,Verified ORF,"""Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog ; STP1 ; that arose from the whole genome duplication"""
ERV25:ERG5,Fluconazole,4281,7,461431,7.80317076518888e-08,7.48447955413337e-08,6.58798470969541e-05,7.125838393667809,,,YGL016W_NFR/NDR,Promoter,Promoter,stable
ERG11:MID2,Fluconazole,4959,8,114934,8.07148413455939e-08,8.10006846991382e-08,6.7991518541419e-05,7.0915113100127,,,CUT173_NFR/NDR,Promoter,Promoter,
ERG11:ORM2,Fluconazole,4983,8,131702,8.08210814466365e-08,9.20298820577601e-08,6.80656677676143e-05,7.036071134549523,,,YHR013C_NFR/NDR,Promoter,Promoter,
ERG11:MID2,Fluconazole,4293,7,472246,8.53759531408356e-08,8.39783501992524e-08,7.17158006383019e-05,7.075832661567558,PDR1,SGDID:S000002981,YGL013C,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
ERG11:PIS1,Fluconazole,4963,8,116469,8.73572528585303e-08,9.11334288440458e-08,7.32977076561322e-05,7.040322289333283,YHRCdelta3,SGDID:S000006992,YHRCdelta3,Other features,LTR,"""Ty1 LTR"""
SRO9:GIS2,Fluconazole,4286,7,467497,9.90951155393419e-08,9.38770756998642e-08,8.27007665082033e-05,7.027440447271067,PUF4,SGDID:S000002982,YGL014W,ORF,Verified ORF,"""Member of the PUF protein family; PUF family is defined by the presence of Pumilio homology domains that confer RNA binding activity; preferentially binds mRNAs encoding nucleolar ribosomal RNA-processing factors"""
ERG11:PIS1,Fluconazole,4954,8,112848,9.97401690057105e-08,1.13868052698572e-07,8.32112255258761e-05,6.9435981063237895,NEM1,SGDID:S000001046,YHR004C,ORF,Verified ORF,"""Probable catalytic subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis ; required for normal nuclear envelope morphology and sporulation; homolog of the human protein Dullard"""
ERG11:ORM2,Fluconazole,4980,8,124640,1.10677176868267e-07,1.20570615505969e-07,9.17621109142953e-05,6.918758522034611,TDA3,SGDID:S000001051,YHR009C,ORF,Verified ORF,"""Putative oxidoreductase involved in late endosome to Golgi transport; physical and genetical interactions with Btn2p; null mutant is viable ; has extended S phase ; and sensitive to expression of top1-T722A allele; similar to human FOXRED1"""
ERG11:PIS1,Fluconazole,4965,8,117168,1.12172816586506e-07,1.18780347178881e-07,9.2934159701912e-05,6.925255409673142,,,YHRCdelta4_NFR/NDR,Promoter,Promoter,
ERG11:PIS1,Fluconazole,4964,8,117153,1.14496859785031e-07,1.27138513750596e-07,9.47607964192949e-05,6.89572286977899,,,YHRCdelta4_NFR/NDR,Promoter,Promoter,
ERG11:PIS1,Fluconazole,4951,8,110021,1.318876613748e-07,1.74239188472587e-07,0.0001083857268013,6.758854160331058,LEU5,SGDID:S000001044,YHR002W,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial carrier protein; involved in the accumulation of CoA in the mitochondrial matrix; homolog of human Graves disease protein SLC25A16 ; which complements yeast null mutant; does not encode an isozyme of Leu4p ; as first hypothesized"""
ERV25:ERG5,Fluconazole,4280,7,460988,1.5996603288188e-07,1.70318701841975e-07,0.0001301156886615,6.768737661721304,ATE1,SGDID:S000002985,YGL017W,ORF,Verified ORF,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response"""
