seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
I,van_Dijk_2011,ncRNA,133550,133959,2.39144785,-,.,ID=1R-55;Name=XUT_1R-55;xrn1_to_WT_log2_ratio=2.39144784994619;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-55
I,van_Dijk_2011,ncRNA,180277,180956,4.761500794,-,.,ID=1R-79;Name=XUT_1R-79;xrn1_to_WT_log2_ratio=4.76150079415607;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-79
I,van_Dijk_2011,ncRNA,181503,181809,3.070315725,-,.,ID=1R-80;Name=XUT_1R-80;xrn1_to_WT_log2_ratio=3.07031572475675;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-80
I,van_Dijk_2011,ncRNA,182874,183599,3.710111215,-,.,ID=1R-83;Name=XUT_1R-83;xrn1_to_WT_log2_ratio=3.71011121480108;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-83
I,van_Dijk_2011,ncRNA,185987,186358,2.239639728,-,.,ID=1R-85;Name=XUT_1R-85;xrn1_to_WT_log2_ratio=2.23963972846453;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-85
I,van_Dijk_2011,ncRNA,187092,188135,2.392711089,-,.,ID=1R-87;Name=XUT_1R-87;xrn1_to_WT_log2_ratio=2.39271108929707;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-87
I,van_Dijk_2011,ncRNA,188795,189114,4.014290485,-,.,ID=1R-90;Name=XUT_1R-90;xrn1_to_WT_log2_ratio=4.01429048544943;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-90
I,van_Dijk_2011,ncRNA,189574,190047,2.918776222,-,.,ID=1R-91;Name=XUT_1R-91;xrn1_to_WT_log2_ratio=2.91877622226714;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-91
I,van_Dijk_2011,ncRNA,203588,204277,1.104698719,-,.,ID=1R-99;Name=XUT_1R-99;xrn1_to_WT_log2_ratio=1.10469871878242;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-99
I,van_Dijk_2011,ncRNA,206240,206695,1.972549958,-,.,ID=1R-101;Name=XUT_1R-101;xrn1_to_WT_log2_ratio=1.97254995793405;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-101
I,van_Dijk_2011,ncRNA,206733,207482,1.947458977,-,.,ID=1R-103;Name=XUT_1R-103;xrn1_to_WT_log2_ratio=1.94745897697122;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-103
I,van_Dijk_2011,ncRNA,210434,210807,5.030874985,-,.,ID=1R-107;Name=XUT_1R-107;xrn1_to_WT_log2_ratio=5.03087498515886;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-107
I,van_Dijk_2011,ncRNA,220242,220682,2.565125643,-,.,ID=1R-108;Name=XUT_1R-108;xrn1_to_WT_log2_ratio=2.56512564276508;desc=Xrn1-sensitive_unstable_transcript,XUT_1R-108
II,van_Dijk_2011,ncRNA,10621,13764,2.997004186,+,.,ID=2F-2;Name=XUT_2F-2;xrn1_to_WT_log2_ratio=2.99700418593941;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-2
II,van_Dijk_2011,ncRNA,121997,122344,4.830102026,+,.,ID=2F-32;Name=XUT_2F-32;xrn1_to_WT_log2_ratio=4.83010202633306;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-32
II,van_Dijk_2011,ncRNA,151405,153136,3.45298701,+,.,ID=2F-43;Name=XUT_2F-43;xrn1_to_WT_log2_ratio=3.45298701019797;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-43
II,van_Dijk_2011,ncRNA,164470,165004,3.295150168,+,.,ID=2F-50;Name=XUT_2F-50;xrn1_to_WT_log2_ratio=3.29515016792367;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-50
II,van_Dijk_2011,ncRNA,238484,238951,2.721183121,+,.,ID=2F-78;Name=XUT_2F-78;xrn1_to_WT_log2_ratio=2.72118312114755;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-78
II,van_Dijk_2011,ncRNA,251288,252147,3.445322907,+,.,ID=2F-87;Name=XUT_2F-87;xrn1_to_WT_log2_ratio=3.44532290737969;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-87
II,van_Dijk_2011,ncRNA,254627,254916,2.21292012,+,.,ID=2F-89;Name=XUT_2F-89;xrn1_to_WT_log2_ratio=2.21292012019955;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-89
II,van_Dijk_2011,ncRNA,256924,257601,2.601283336,+,.,ID=2F-91;Name=XUT_2F-91;xrn1_to_WT_log2_ratio=2.60128333583718;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-91
II,van_Dijk_2011,ncRNA,258150,258828,4.280034316,+,.,ID=2F-93;Name=XUT_2F-93;xrn1_to_WT_log2_ratio=4.28003431605809;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-93
II,van_Dijk_2011,ncRNA,288253,288844,4.702346479,+,.,ID=2F-101;Name=XUT_2F-101;xrn1_to_WT_log2_ratio=4.70234647913469;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-101
II,van_Dijk_2011,ncRNA,292135,292764,3.102106792,+,.,ID=2F-106;Name=XUT_2F-106;xrn1_to_WT_log2_ratio=3.10210679167183;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-106
II,van_Dijk_2011,ncRNA,306247,306896,3.309515185,+,.,ID=2F-116;Name=XUT_2F-116;xrn1_to_WT_log2_ratio=3.30951518456389;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-116
II,van_Dijk_2011,ncRNA,307029,307344,3.229229945,+,.,ID=2F-118;Name=XUT_2F-118;xrn1_to_WT_log2_ratio=3.2292299453866;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-118
II,van_Dijk_2011,ncRNA,321342,321653,3.424272674,+,.,ID=2F-123;Name=XUT_2F-123;xrn1_to_WT_log2_ratio=3.42427267383676;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-123
II,van_Dijk_2011,ncRNA,324373,325105,5.168378509,+,.,ID=2F-125;Name=XUT_2F-125;xrn1_to_WT_log2_ratio=5.16837850890879;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-125
II,van_Dijk_2011,ncRNA,325786,326185,2.532421478,+,.,ID=2F-127;Name=XUT_2F-127;xrn1_to_WT_log2_ratio=2.53242147769238;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-127
II,van_Dijk_2011,ncRNA,336693,337671,2.214790318,+,.,ID=2F-132;Name=XUT_2F-132;xrn1_to_WT_log2_ratio=2.21479031834453;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-132
II,van_Dijk_2011,ncRNA,339655,339975,2.934402824,+,.,ID=2F-134;Name=XUT_2F-134;xrn1_to_WT_log2_ratio=2.93440282414578;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-134
II,van_Dijk_2011,ncRNA,341435,342157,4.054256,+,.,ID=2F-136;Name=XUT_2F-136;xrn1_to_WT_log2_ratio=4.05425599984807;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-136
II,van_Dijk_2011,ncRNA,349753,350791,3.321670463,+,.,ID=2F-141;Name=XUT_2F-141;xrn1_to_WT_log2_ratio=3.32167046279133;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-141
II,van_Dijk_2011,ncRNA,356263,356651,2.608252891,+,.,ID=2F-143;Name=XUT_2F-143;xrn1_to_WT_log2_ratio=2.60825289065202;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-143
II,van_Dijk_2011,ncRNA,362765,364715,4.037081434,+,.,ID=2F-145;Name=XUT_2F-145;xrn1_to_WT_log2_ratio=4.0370814339747;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-145
II,van_Dijk_2011,ncRNA,365890,367098,2.452694285,+,.,ID=2F-146;Name=XUT_2F-146;xrn1_to_WT_log2_ratio=2.45269428522164;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-146
II,van_Dijk_2011,ncRNA,370386,370953,3.435926258,+,.,ID=2F-149;Name=XUT_2F-149;xrn1_to_WT_log2_ratio=3.43592625846151;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-149
II,van_Dijk_2011,ncRNA,371468,373701,2.276501924,+,.,ID=2F-150;Name=XUT_2F-150;xrn1_to_WT_log2_ratio=2.27650192396065;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-150
II,van_Dijk_2011,ncRNA,376610,378633,2.866511457,+,.,ID=2F-154;Name=XUT_2F-154;xrn1_to_WT_log2_ratio=2.86651145738125;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-154
II,van_Dijk_2011,ncRNA,379227,380025,3.09946207,+,.,ID=2F-158;Name=XUT_2F-158;xrn1_to_WT_log2_ratio=3.09946207041627;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-158
II,van_Dijk_2011,ncRNA,381464,381740,1.736891991,+,.,ID=2F-161;Name=XUT_2F-161;xrn1_to_WT_log2_ratio=1.73689199103156;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-161
II,van_Dijk_2011,ncRNA,391919,392318,2.062936194,+,.,ID=2F-166;Name=XUT_2F-166;xrn1_to_WT_log2_ratio=2.06293619439116;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-166
II,van_Dijk_2011,ncRNA,407397,408043,2.913957233,+,.,ID=2F-169;Name=XUT_2F-169;xrn1_to_WT_log2_ratio=2.91395723337971;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-169
II,van_Dijk_2011,ncRNA,408247,408769,2.289564954,+,.,ID=2F-170;Name=XUT_2F-170;xrn1_to_WT_log2_ratio=2.28956495379621;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-170
II,van_Dijk_2011,ncRNA,427127,431732,3.234340125,+,.,ID=2F-177;Name=XUT_2F-177;xrn1_to_WT_log2_ratio=3.23434012475938;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-177
II,van_Dijk_2011,ncRNA,474277,477074,3.287437111,+,.,ID=2F-190;Name=XUT_2F-190;xrn1_to_WT_log2_ratio=3.28743711121531;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-190
II,van_Dijk_2011,ncRNA,493075,493760,2.140457613,+,.,ID=2F-197;Name=XUT_2F-197;xrn1_to_WT_log2_ratio=2.14045761331286;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-197
II,van_Dijk_2011,ncRNA,532462,533319,4.363294206,+,.,ID=2F-206;Name=XUT_2F-206;xrn1_to_WT_log2_ratio=4.36329420645612;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-206
II,van_Dijk_2011,ncRNA,581943,582300,2.244659986,+,.,ID=2F-221;Name=XUT_2F-221;xrn1_to_WT_log2_ratio=2.24465998595621;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-221
II,van_Dijk_2011,ncRNA,593262,595507,3.962851027,+,.,ID=2F-225;Name=XUT_2F-225;xrn1_to_WT_log2_ratio=3.9628510273882;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-225
II,van_Dijk_2011,ncRNA,611321,611918,2.404316652,+,.,ID=2F-240;Name=XUT_2F-240;xrn1_to_WT_log2_ratio=2.40431665194469;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-240
II,van_Dijk_2011,ncRNA,614215,616167,2.34452993,+,.,ID=2F-242;Name=XUT_2F-242;xrn1_to_WT_log2_ratio=2.34452992972062;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-242
II,van_Dijk_2011,ncRNA,640342,642246,3.757933241,+,.,ID=2F-252;Name=XUT_2F-252;xrn1_to_WT_log2_ratio=3.757933240873;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-252
II,van_Dijk_2011,ncRNA,644202,645048,3.070841392,+,.,ID=2F-258;Name=XUT_2F-258;xrn1_to_WT_log2_ratio=3.0708413924765;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-258
II,van_Dijk_2011,ncRNA,661979,662557,3.129209414,+,.,ID=2F-270;Name=XUT_2F-270;xrn1_to_WT_log2_ratio=3.12920941381032;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-270
II,van_Dijk_2011,ncRNA,674950,675269,4.109730406,+,.,ID=2F-274;Name=XUT_2F-274;xrn1_to_WT_log2_ratio=4.1097304058701;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-274
II,van_Dijk_2011,ncRNA,697854,698284,2.845940217,+,.,ID=2F-282;Name=XUT_2F-282;xrn1_to_WT_log2_ratio=2.8459402171412;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-282
II,van_Dijk_2011,ncRNA,718344,719000,3.005673591,+,.,ID=2F-291;Name=XUT_2F-291;xrn1_to_WT_log2_ratio=3.00567359091652;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-291
II,van_Dijk_2011,ncRNA,742771,743069,3.795455884,+,.,ID=2F-313;Name=XUT_2F-313;xrn1_to_WT_log2_ratio=3.79545588352617;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-313
II,van_Dijk_2011,ncRNA,767868,768159,2.337405495,+,.,ID=2F-319;Name=XUT_2F-319;xrn1_to_WT_log2_ratio=2.33740549528723;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-319
II,van_Dijk_2011,ncRNA,807263,808334,4.289945244,+,.,ID=2F-340;Name=XUT_2F-340;xrn1_to_WT_log2_ratio=4.28994524379798;desc=Xrn1-sensitive_unstable_transcript,XUT_2F-340
II,van_Dijk_2011,ncRNA,35554,35884,5.93923847,-,.,ID=2R-11;Name=XUT_2R-11;xrn1_to_WT_log2_ratio=5.93923847016625;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-11
II,van_Dijk_2011,ncRNA,91328,92221,5.109730406,-,.,ID=2R-31;Name=XUT_2R-31;xrn1_to_WT_log2_ratio=5.1097304058701;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-31
II,van_Dijk_2011,ncRNA,110954,111279,3.353600076,-,.,ID=2R-39;Name=XUT_2R-39;xrn1_to_WT_log2_ratio=3.35360007576167;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-39
II,van_Dijk_2011,ncRNA,114847,115359,1.511140558,-,.,ID=2R-43;Name=XUT_2R-43;xrn1_to_WT_log2_ratio=1.5111405576052;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-43
II,van_Dijk_2011,ncRNA,126054,127558,3.671970447,-,.,ID=2R-48;Name=XUT_2R-48;xrn1_to_WT_log2_ratio=3.67197044670236;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-48
II,van_Dijk_2011,ncRNA,159869,160243,4.149092838,-,.,ID=2R-56;Name=XUT_2R-56;xrn1_to_WT_log2_ratio=4.14909283814087;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-56
II,van_Dijk_2011,ncRNA,160516,160771,4.947458977,-,.,ID=2R-58;Name=XUT_2R-58;xrn1_to_WT_log2_ratio=4.94745897697122;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-58
II,van_Dijk_2011,ncRNA,165316,165884,3.496352223,-,.,ID=2R-61;Name=XUT_2R-61;xrn1_to_WT_log2_ratio=3.49635222298486;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-61
II,van_Dijk_2011,ncRNA,165963,166967,4.240837415,-,.,ID=2R-63;Name=XUT_2R-63;xrn1_to_WT_log2_ratio=4.24083741540902;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-63
II,van_Dijk_2011,ncRNA,169342,169998,2.356312016,-,.,ID=2R-65;Name=XUT_2R-65;xrn1_to_WT_log2_ratio=2.35631201554448;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-65
II,van_Dijk_2011,ncRNA,171501,172189,2.947458977,-,.,ID=2R-67;Name=XUT_2R-67;xrn1_to_WT_log2_ratio=2.94745897697122;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-67
II,van_Dijk_2011,ncRNA,184471,184846,3.025461489,-,.,ID=2R-74;Name=XUT_2R-74;xrn1_to_WT_log2_ratio=3.02546148897249;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-74
II,van_Dijk_2011,ncRNA,208367,208922,3.596551815,-,.,ID=2R-82;Name=XUT_2R-82;xrn1_to_WT_log2_ratio=3.59655181511209;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-82
II,van_Dijk_2011,ncRNA,218230,221050,3.925197365,-,.,ID=2R-85;Name=XUT_2R-85;xrn1_to_WT_log2_ratio=3.92519736549907;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-85
II,van_Dijk_2011,ncRNA,221282,221552,4.193896872,-,.,ID=2R-86;Name=XUT_2R-86;xrn1_to_WT_log2_ratio=4.19389687227432;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-86
II,van_Dijk_2011,ncRNA,245837,246528,3.052156356,-,.,ID=2R-91;Name=XUT_2R-91;xrn1_to_WT_log2_ratio=3.05215635563791;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-91
II,van_Dijk_2011,ncRNA,246775,248621,2.417882876,-,.,ID=2R-93;Name=XUT_2R-93;xrn1_to_WT_log2_ratio=2.41788287603524;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-93
II,van_Dijk_2011,ncRNA,269734,270170,3.584888898,-,.,ID=2R-103;Name=XUT_2R-103;xrn1_to_WT_log2_ratio=3.58488889758651;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-103
II,van_Dijk_2011,ncRNA,279141,280938,3.940856242,-,.,ID=2R-109;Name=XUT_2R-109;xrn1_to_WT_log2_ratio=3.94085624214697;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-109
II,van_Dijk_2011,ncRNA,281281,283948,3.913792755,-,.,ID=2R-114;Name=XUT_2R-114;xrn1_to_WT_log2_ratio=3.91379275508535;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-114
II,van_Dijk_2011,ncRNA,288329,289246,3.396885202,-,.,ID=2R-121;Name=XUT_2R-121;xrn1_to_WT_log2_ratio=3.39688520179499;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-121
II,van_Dijk_2011,ncRNA,301354,303621,2.506359912,-,.,ID=2R-127;Name=XUT_2R-127;xrn1_to_WT_log2_ratio=2.50635991218565;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-127
II,van_Dijk_2011,ncRNA,327844,328151,2.281359714,-,.,ID=2R-136;Name=XUT_2R-136;xrn1_to_WT_log2_ratio=2.28135971352466;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-136
II,van_Dijk_2011,ncRNA,330108,330424,2.233045225,-,.,ID=2R-142;Name=XUT_2R-142;xrn1_to_WT_log2_ratio=2.23304522479486;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-142
II,van_Dijk_2011,ncRNA,349638,350769,3.226077278,-,.,ID=2R-154;Name=XUT_2R-154;xrn1_to_WT_log2_ratio=3.22607727802347;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-154
II,van_Dijk_2011,ncRNA,372983,373318,3.621230745,-,.,ID=2R-166;Name=XUT_2R-166;xrn1_to_WT_log2_ratio=3.62123074465023;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-166
II,van_Dijk_2011,ncRNA,380398,381137,3.267294693,-,.,ID=2R-170;Name=XUT_2R-170;xrn1_to_WT_log2_ratio=3.26729469289734;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-170
II,van_Dijk_2011,ncRNA,390126,390772,2.958514165,-,.,ID=2R-172;Name=XUT_2R-172;xrn1_to_WT_log2_ratio=2.95851416548022;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-172
II,van_Dijk_2011,ncRNA,408017,409207,3.437547182,-,.,ID=2R-178;Name=XUT_2R-178;xrn1_to_WT_log2_ratio=3.43754718151133;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-178
II,van_Dijk_2011,ncRNA,417024,417494,1.436497058,-,.,ID=2R-183;Name=XUT_2R-183;xrn1_to_WT_log2_ratio=1.43649705769384;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-183
II,van_Dijk_2011,ncRNA,460657,460920,2.510888316,-,.,ID=2R-200;Name=XUT_2R-200;xrn1_to_WT_log2_ratio=2.51088831614274;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-200
II,van_Dijk_2011,ncRNA,533840,534984,3.425921856,-,.,ID=2R-226;Name=XUT_2R-226;xrn1_to_WT_log2_ratio=3.4259218563917;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-226
II,van_Dijk_2011,ncRNA,590148,591385,1.884917511,-,.,ID=2R-246;Name=XUT_2R-246;xrn1_to_WT_log2_ratio=1.88491751090251;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-246
II,van_Dijk_2011,ncRNA,601273,602308,3.140050951,-,.,ID=2R-256;Name=XUT_2R-256;xrn1_to_WT_log2_ratio=3.14005095120363;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-256
II,van_Dijk_2011,ncRNA,628818,629851,3.842794745,-,.,ID=2R-264;Name=XUT_2R-264;xrn1_to_WT_log2_ratio=3.84279474503892;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-264
II,van_Dijk_2011,ncRNA,643766,645057,4.775906307,-,.,ID=2R-267;Name=XUT_2R-267;xrn1_to_WT_log2_ratio=4.77590630748838;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-267
II,van_Dijk_2011,ncRNA,653173,653533,3.144495824,-,.,ID=2R-271;Name=XUT_2R-271;xrn1_to_WT_log2_ratio=3.14449582403078;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-271
II,van_Dijk_2011,ncRNA,653692,654243,2.384864289,-,.,ID=2R-272;Name=XUT_2R-272;xrn1_to_WT_log2_ratio=2.38486428927852;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-272
II,van_Dijk_2011,ncRNA,689133,689655,3.039990263,-,.,ID=2R-288;Name=XUT_2R-288;xrn1_to_WT_log2_ratio=3.03999026272508;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-288
II,van_Dijk_2011,ncRNA,701889,702190,1.980625841,-,.,ID=2R-296;Name=XUT_2R-296;xrn1_to_WT_log2_ratio=1.98062584090642;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-296
II,van_Dijk_2011,ncRNA,704780,705169,4.040568381,-,.,ID=2R-299;Name=XUT_2R-299;xrn1_to_WT_log2_ratio=4.0405683813627;desc=Xrn1-sensitive_unstable_transcript,XUT_2R-299
