seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
II,LD information,LD block,119244,119246,1,+,.,Name=CHR_2_283-284,
II,LD information,LD block,120291,124677,1,+,.,Name=CHR_2_287-291,
II,LD information,LD block,128935,133435,1,+,.,Name=CHR_2_294-300,
II,LD information,LD block,135402,136173,1,+,.,Name=CHR_2_303-308,
II,LD information,LD block,138318,141545,1,+,.,Name=CHR_2_310-318,
II,LD information,LD block,146723,147946,1,+,.,Name=CHR_2_322-323,
II,LD information,LD block,153228,153455,1,+,.,Name=CHR_2_328-329,
II,LD information,LD block,154160,154235,1,+,.,Name=CHR_2_332-333,
II,LD information,LD block,163284,165675,1,+,.,Name=CHR_2_340-343,
II,LD information,LD block,168518,169651,1,+,.,Name=CHR_2_347-349,
II,LD information,LD block,170725,171254,1,+,.,Name=CHR_2_352-353,
II,LD information,LD block,173254,173973,1,+,.,Name=CHR_2_355-358,
II,LD information,LD block,180314,180339,1,+,.,Name=CHR_2_361-362,
II,LD information,LD block,183619,191066,1,+,.,Name=CHR_2_364-368,
II,LD information,LD block,191124,191128,1,+,.,Name=CHR_2_369-370,
II,LD information,LD block,191762,192390,1,+,.,Name=CHR_2_372-375,
II,LD information,LD block,195759,196912,1,+,.,Name=CHR_2_376-377,
II,LD information,LD block,198283,205834,1,+,.,Name=CHR_2_380-389,
II,LD information,LD block,207561,210102,1,+,.,Name=CHR_2_392-394,
II,LD information,LD block,214801,215016,1,+,.,Name=CHR_2_396-397,
II,LD information,LD block,230378,241518,1,+,.,Name=CHR_2_400-405,
II,LD information,LD block,250466,254908,1,+,.,Name=CHR_2_407-411,
II,LD information,LD block,255862,255975,1,+,.,Name=CHR_2_413-414,
II,LD information,LD block,259284,268086,1,+,.,Name=CHR_2_416-419,
II,LD information,LD block,274729,287187,1,+,.,Name=CHR_2_421-432,
II,LD information,LD block,296073,296082,1,+,.,Name=CHR_2_435-436,
II,LD information,LD block,299708,300111,1,+,.,Name=CHR_2_442-444,
II,LD information,LD block,303446,304691,1,+,.,Name=CHR_2_447-450,
II,LD information,LD block,310030,310972,1,+,.,Name=CHR_2_454-456,
II,LD information,LD block,318265,318379,1,+,.,Name=CHR_2_460-461,
II,LD information,LD block,321266,322957,1,+,.,Name=CHR_2_462-463,
II,LD information,LD block,335046,340466,1,+,.,Name=CHR_2_468-474,
II,LD information,LD block,350086,353536,1,+,.,Name=CHR_2_479-488,
II,LD information,LD block,358277,359515,1,+,.,Name=CHR_2_491-494,
II,LD information,LD block,363588,369530,1,+,.,Name=CHR_2_496-504,
II,LD information,LD block,369931,371033,1,+,.,Name=CHR_2_506-507,
II,LD information,LD block,373518,376172,1,+,.,Name=CHR_2_509-511,
II,LD information,LD block,381368,384955,1,+,.,Name=CHR_2_513-518,
II,LD information,LD block,387301,388313,1,+,.,Name=CHR_2_520-521,
II,LD information,LD block,389425,389428,1,+,.,Name=CHR_2_522-523,
II,LD information,LD block,391233,391319,1,+,.,Name=CHR_2_525-526,
II,LD information,LD block,395606,405100,1,+,.,Name=CHR_2_530-543,
II,LD information,LD block,406688,410647,1,+,.,Name=CHR_2_549-552,
II,LD information,LD block,419943,425467,1,+,.,Name=CHR_2_555-557,
II,LD information,LD block,427842,427869,1,+,.,Name=CHR_2_558-559,
II,LD information,LD block,431266,434090,1,+,.,Name=CHR_2_561-564,
II,LD information,LD block,449537,450017,1,+,.,Name=CHR_2_568-569,
II,LD information,LD block,451779,451784,1,+,.,Name=CHR_2_570-571,
II,LD information,LD block,453768,455247,1,+,.,Name=CHR_2_573-576,
II,LD information,LD block,457024,457298,1,+,.,Name=CHR_2_580-581,
II,LD information,LD block,460262,460263,1,+,.,Name=CHR_2_583-584,
II,LD information,LD block,464424,465824,1,+,.,Name=CHR_2_586-587,
II,LD information,LD block,470686,474141,1,+,.,Name=CHR_2_589-596,
II,LD information,LD block,475703,476732,1,+,.,Name=CHR_2_597-598,
II,LD information,LD block,477272,477273,1,+,.,Name=CHR_2_600-601,
II,LD information,LD block,480275,480340,1,+,.,Name=CHR_2_604-605,
II,LD information,LD block,481312,486033,1,+,.,Name=CHR_2_607-613,
II,LD information,LD block,495558,495559,1,+,.,Name=CHR_2_618-619,
II,LD information,LD block,498889,499294,1,+,.,Name=CHR_2_621-623,
II,LD information,LD block,500320,501746,1,+,.,Name=CHR_2_626-629,
II,LD information,LD block,507491,510140,1,+,.,Name=CHR_2_633-635,
II,LD information,LD block,517869,524731,1,+,.,Name=CHR_2_637-643,
II,LD information,LD block,538868,538990,1,+,.,Name=CHR_2_648-649,
II,LD information,LD block,544904,544962,1,+,.,Name=CHR_2_655-657,
II,LD information,LD block,555320,558703,1,+,.,Name=CHR_2_661-665,
II,LD information,LD block,567265,567339,1,+,.,Name=CHR_2_669-670,
II,LD information,LD block,572565,573624,1,+,.,Name=CHR_2_674-676,
II,LD information,LD block,573983,574678,1,+,.,Name=CHR_2_679-682,
II,LD information,LD block,577915,579042,1,+,.,Name=CHR_2_684-685,
II,LD information,LD block,592989,598249,1,+,.,Name=CHR_2_693-699,
II,LD information,LD block,604023,610624,1,+,.,Name=CHR_2_702-704,
II,LD information,LD block,618646,622622,1,+,.,Name=CHR_2_707-712,
II,LD information,LD block,625278,626092,1,+,.,Name=CHR_2_716-717,
II,LD information,LD block,628692,633130,1,+,.,Name=CHR_2_719-722,
II,LD information,LD block,633308,633859,1,+,.,Name=CHR_2_724-725,
II,LD information,LD block,635959,638637,1,+,.,Name=CHR_2_727-731,
II,LD information,LD block,646360,649511,1,+,.,Name=CHR_2_735-738,
II,LD information,LD block,657722,660189,1,+,.,Name=CHR_2_743-744,
II,LD information,LD block,671554,680493,1,+,.,Name=CHR_2_748-752,
II,LD information,LD block,682076,682239,1,+,.,Name=CHR_2_754-755,
II,LD information,LD block,689964,698030,1,+,.,Name=CHR_2_758-764,
II,LD information,LD block,699384,701195,1,+,.,Name=CHR_2_768-771,
II,LD information,LD block,703873,704219,1,+,.,Name=CHR_2_772-773,
II,LD information,LD block,705558,712761,1,+,.,Name=CHR_2_777-783,
II,LD information,LD block,712877,712962,1,+,.,Name=CHR_2_785-786,
II,LD information,LD block,718598,719785,1,+,.,Name=CHR_2_792-795,
II,LD information,LD block,722169,723281,1,+,.,Name=CHR_2_797-798,
II,LD information,LD block,725477,725577,1,+,.,Name=CHR_2_800-801,
II,LD information,LD block,734586,735866,1,+,.,Name=CHR_2_803-804,
II,LD information,LD block,741443,741554,1,+,.,Name=CHR_2_808-809,
II,LD information,LD block,742620,742956,1,+,.,Name=CHR_2_811-813,
II,LD information,LD block,744147,744466,1,+,.,Name=CHR_2_815-819,
II,LD information,LD block,746573,747212,1,+,.,Name=CHR_2_820-821,
II,LD information,LD block,750067,751443,1,+,.,Name=CHR_2_824-825,
II,LD information,LD block,764689,773629,1,+,.,Name=CHR_2_830-834,
II,LD information,LD block,778895,780187,1,+,.,Name=CHR_2_840-842,
II,LD information,LD block,782605,788140,1,+,.,Name=CHR_2_847-853,
II,LD information,LD block,789530,792233,1,+,.,Name=CHR_2_856-862,
II,LD information,LD block,794999,800811,1,+,.,Name=CHR_2_864-870,
II,LD information,LD block,801661,801662,1,+,.,Name=CHR_2_871-872,
II,LD information,LD block,801676,801677,1,+,.,Name=CHR_2_874-875,
II,LD information,LD block,801689,801690,1,+,.,Name=CHR_2_876-877,
III,LD information,LD block,550,583,1,+,.,Name=CHR_3_891-892,
III,LD information,LD block,612,617,1,+,.,Name=CHR_3_893-894,
III,LD information,LD block,929,931,1,+,.,Name=CHR_3_899-900,
III,LD information,LD block,1349,1357,1,+,.,Name=CHR_3_902-903,
III,LD information,LD block,6078,6190,1,+,.,Name=CHR_3_915-916,
III,LD information,LD block,16356,21337,1,+,.,Name=CHR_3_924-925,
III,LD information,LD block,25563,27063,1,+,.,Name=CHR_3_928-929,
III,LD information,LD block,30748,31109,1,+,.,Name=CHR_3_932-933,
III,LD information,LD block,40865,41458,1,+,.,Name=CHR_3_936-937,
III,LD information,LD block,46486,49785,1,+,.,Name=CHR_3_939-949,
III,LD information,LD block,59518,59758,1,+,.,Name=CHR_3_961-962,
III,LD information,LD block,61462,61544,1,+,.,Name=CHR_3_964-965,
III,LD information,LD block,62729,63929,1,+,.,Name=CHR_3_966-967,
III,LD information,LD block,68046,68178,1,+,.,Name=CHR_3_970-971,
III,LD information,LD block,72790,76147,1,+,.,Name=CHR_3_974-980,
III,LD information,LD block,80341,80444,1,+,.,Name=CHR_3_983-984,
III,LD information,LD block,84802,84803,1,+,.,Name=CHR_3_994-995,
III,LD information,LD block,90725,90727,1,+,.,Name=CHR_3_1000-1001,
III,LD information,LD block,92556,92671,1,+,.,Name=CHR_3_1002-1003,
III,LD information,LD block,98535,101814,1,+,.,Name=CHR_3_1008-1011,
III,LD information,LD block,118719,126954,1,+,.,Name=CHR_3_1017-1024,
III,LD information,LD block,135728,137654,1,+,.,Name=CHR_3_1028-1033,
III,LD information,LD block,143428,147986,1,+,.,Name=CHR_3_1037-1044,
III,LD information,LD block,149289,150845,1,+,.,Name=CHR_3_1047-1048,
III,LD information,LD block,151537,151550,1,+,.,Name=CHR_3_1051-1054,
III,LD information,LD block,152080,152269,1,+,.,Name=CHR_3_1056-1057,
III,LD information,LD block,156729,158006,1,+,.,Name=CHR_3_1059-1060,
III,LD information,LD block,165283,170404,1,+,.,Name=CHR_3_1062-1067,
III,LD information,LD block,177336,181487,1,+,.,Name=CHR_3_1069-1072,
III,LD information,LD block,187346,190765,1,+,.,Name=CHR_3_1074-1083,
III,LD information,LD block,196679,198615,1,+,.,Name=CHR_3_1085-1093,
III,LD information,LD block,204854,204903,1,+,.,Name=CHR_3_1096-1098,
III,LD information,LD block,207999,208702,1,+,.,Name=CHR_3_1100-1106,
III,LD information,LD block,210472,210757,1,+,.,Name=CHR_3_1107-1108,
III,LD information,LD block,211998,212095,1,+,.,Name=CHR_3_1112-1113,
III,LD information,LD block,219050,222829,1,+,.,Name=CHR_3_1118-1121,
III,LD information,LD block,226294,226510,1,+,.,Name=CHR_3_1124-1125,
III,LD information,LD block,227816,228048,1,+,.,Name=CHR_3_1126-1127,
III,LD information,LD block,234438,235617,1,+,.,Name=CHR_3_1133-1134,
III,LD information,LD block,238914,241126,1,+,.,Name=CHR_3_1137-1138,
III,LD information,LD block,242578,245238,1,+,.,Name=CHR_3_1140-1141,
III,LD information,LD block,251255,259458,1,+,.,Name=CHR_3_1147-1169,
III,LD information,LD block,265059,267625,1,+,.,Name=CHR_3_1173-1174,
III,LD information,LD block,273631,278791,1,+,.,Name=CHR_3_1177-1183,
III,LD information,LD block,284743,286180,1,+,.,Name=CHR_3_1185-1188,
III,LD information,LD block,286440,286652,1,+,.,Name=CHR_3_1189-1190,
III,LD information,LD block,289856,291204,1,+,.,Name=CHR_3_1192-1203,
III,LD information,LD block,291220,291227,1,+,.,Name=CHR_3_1204-1205,
III,LD information,LD block,291349,291388,1,+,.,Name=CHR_3_1206-1207,
III,LD information,LD block,293851,293855,1,+,.,Name=CHR_3_1213-1214,
III,LD information,LD block,295867,299460,1,+,.,Name=CHR_3_1216-1221,
III,LD information,LD block,299701,302380,1,+,.,Name=CHR_3_1223-1224,
III,LD information,LD block,307029,307046,1,+,.,Name=CHR_3_1236-1239,
III,LD information,LD block,307241,307245,1,+,.,Name=CHR_3_1243-1245,
III,LD information,LD block,316056,316065,1,+,.,Name=CHR_3_1251-1252,
IV,LD information,LD block,2228,2230,1,+,.,Name=CHR_4_1253-1254,
IV,LD information,LD block,21871,22141,1,+,.,Name=CHR_4_1259-1260,
IV,LD information,LD block,38160,39021,1,+,.,Name=CHR_4_1268-1270,
IV,LD information,LD block,43687,43708,1,+,.,Name=CHR_4_1271-1272,
IV,LD information,LD block,51859,52141,1,+,.,Name=CHR_4_1282-1284,
IV,LD information,LD block,55290,56089,1,+,.,Name=CHR_4_1286-1287,
IV,LD information,LD block,60023,60460,1,+,.,Name=CHR_4_1290-1291,
IV,LD information,LD block,65329,65934,1,+,.,Name=CHR_4_1294-1295,
IV,LD information,LD block,66763,70129,1,+,.,Name=CHR_4_1298-1303,
IV,LD information,LD block,72324,76499,1,+,.,Name=CHR_4_1306-1311,
IV,LD information,LD block,82080,82701,1,+,.,Name=CHR_4_1314-1316,
IV,LD information,LD block,84004,86904,1,+,.,Name=CHR_4_1321-1329,
IV,LD information,LD block,90424,92317,1,+,.,Name=CHR_4_1331-1333,
IV,LD information,LD block,96178,103991,1,+,.,Name=CHR_4_1335-1345,
IV,LD information,LD block,106371,132952,1,+,.,Name=CHR_4_1347-1377,
IV,LD information,LD block,135298,135409,1,+,.,Name=CHR_4_1378-1379,
IV,LD information,LD block,136069,143484,1,+,.,Name=CHR_4_1383-1389,
IV,LD information,LD block,147035,148075,1,+,.,Name=CHR_4_1391-1393,
IV,LD information,LD block,149464,156963,1,+,.,Name=CHR_4_1397-1402,
IV,LD information,LD block,158123,158426,1,+,.,Name=CHR_4_1404-1405,
IV,LD information,LD block,161760,163327,1,+,.,Name=CHR_4_1408-1410,
IV,LD information,LD block,165290,168256,1,+,.,Name=CHR_4_1413-1419,
IV,LD information,LD block,172408,173461,1,+,.,Name=CHR_4_1421-1423,
IV,LD information,LD block,174546,175467,1,+,.,Name=CHR_4_1427-1429,
IV,LD information,LD block,177207,182380,1,+,.,Name=CHR_4_1431-1457,
IV,LD information,LD block,192266,196790,1,+,.,Name=CHR_4_1461-1469,
IV,LD information,LD block,204037,205977,1,+,.,Name=CHR_4_1473-1474,
IV,LD information,LD block,210795,210797,1,+,.,Name=CHR_4_1476-1477,
IV,LD information,LD block,210813,210833,1,+,.,Name=CHR_4_1478-1479,
IV,LD information,LD block,211091,211612,1,+,.,Name=CHR_4_1480-1481,
IV,LD information,LD block,213169,213950,1,+,.,Name=CHR_4_1484-1485,
IV,LD information,LD block,221261,224966,1,+,.,Name=CHR_4_1492-1499,
IV,LD information,LD block,234536,238194,1,+,.,Name=CHR_4_1507-1508,
IV,LD information,LD block,243657,251719,1,+,.,Name=CHR_4_1510-1517,
IV,LD information,LD block,256985,257828,1,+,.,Name=CHR_4_1521-1522,
IV,LD information,LD block,259994,263044,1,+,.,Name=CHR_4_1523-1524,
IV,LD information,LD block,267844,268855,1,+,.,Name=CHR_4_1528-1529,
IV,LD information,LD block,274409,275038,1,+,.,Name=CHR_4_1535-1540,
IV,LD information,LD block,275108,275111,1,+,.,Name=CHR_4_1541-1542,
IV,LD information,LD block,275191,285234,1,+,.,Name=CHR_4_1544-1581,
IV,LD information,LD block,289573,299599,1,+,.,Name=CHR_4_1586-1605,
IV,LD information,LD block,302333,302334,1,+,.,Name=CHR_4_1608-1609,
IV,LD information,LD block,307387,308154,1,+,.,Name=CHR_4_1616-1617,
IV,LD information,LD block,311787,314015,1,+,.,Name=CHR_4_1619-1622,
IV,LD information,LD block,320017,320510,1,+,.,Name=CHR_4_1625-1626,
IV,LD information,LD block,351322,353020,1,+,.,Name=CHR_4_1631-1632,
IV,LD information,LD block,356492,356935,1,+,.,Name=CHR_4_1637-1640,
IV,LD information,LD block,357632,357802,1,+,.,Name=CHR_4_1641-1642,
IV,LD information,LD block,362199,364690,1,+,.,Name=CHR_4_1644-1647,
IV,LD information,LD block,368457,369403,1,+,.,Name=CHR_4_1649-1651,
IV,LD information,LD block,375688,376511,1,+,.,Name=CHR_4_1658-1659,
IV,LD information,LD block,382176,383443,1,+,.,Name=CHR_4_1662-1663,
IV,LD information,LD block,383482,383485,1,+,.,Name=CHR_4_1664-1665,
IV,LD information,LD block,383641,383681,1,+,.,Name=CHR_4_1667-1674,
IV,LD information,LD block,384602,384607,1,+,.,Name=CHR_4_1679-1680,
IV,LD information,LD block,388305,388542,1,+,.,Name=CHR_4_1681-1682,
IV,LD information,LD block,414243,425858,1,+,.,Name=CHR_4_1695-1703,
IV,LD information,LD block,428826,428861,1,+,.,Name=CHR_4_1707-1708,
IV,LD information,LD block,433554,434351,1,+,.,Name=CHR_4_1710-1712,
IV,LD information,LD block,435289,435291,1,+,.,Name=CHR_4_1713-1714,
IV,LD information,LD block,445208,446835,1,+,.,Name=CHR_4_1717-1718,
IV,LD information,LD block,450801,451837,1,+,.,Name=CHR_4_1721-1722,
IV,LD information,LD block,454191,466334,1,+,.,Name=CHR_4_1726-1744,
IV,LD information,LD block,473492,476181,1,+,.,Name=CHR_4_1748-1756,
IV,LD information,LD block,478092,481074,1,+,.,Name=CHR_4_1759-1762,
IV,LD information,LD block,485454,504419,1,+,.,Name=CHR_4_1767-1780,
IV,LD information,LD block,520560,520665,1,+,.,Name=CHR_4_1786-1794,
IV,LD information,LD block,538009,538069,1,+,.,Name=CHR_4_1798-1806,
IV,LD information,LD block,538120,538141,1,+,.,Name=CHR_4_1807-1808,
IV,LD information,LD block,538174,538183,1,+,.,Name=CHR_4_1809-1810,
IV,LD information,LD block,538201,538357,1,+,.,Name=CHR_4_1812-1828,
IV,LD information,LD block,538369,538384,1,+,.,Name=CHR_4_1830-1831,
IV,LD information,LD block,546036,546402,1,+,.,Name=CHR_4_1839-1840,
IV,LD information,LD block,547876,549461,1,+,.,Name=CHR_4_1845-1849,
IV,LD information,LD block,554056,554792,1,+,.,Name=CHR_4_1853-1854,
IV,LD information,LD block,559258,560213,1,+,.,Name=CHR_4_1856-1857,
IV,LD information,LD block,564066,567417,1,+,.,Name=CHR_4_1862-1865,
IV,LD information,LD block,572183,575468,1,+,.,Name=CHR_4_1870-1874,
IV,LD information,LD block,577415,584912,1,+,.,Name=CHR_4_1879-1892,
IV,LD information,LD block,590826,591435,1,+,.,Name=CHR_4_1896-1900,
IV,LD information,LD block,593359,593362,1,+,.,Name=CHR_4_1911-1912,
IV,LD information,LD block,593676,594369,1,+,.,Name=CHR_4_1913-1914,
IV,LD information,LD block,598800,600513,1,+,.,Name=CHR_4_1916-1917,
IV,LD information,LD block,605641,605918,1,+,.,Name=CHR_4_1919-1920,
IV,LD information,LD block,608355,614738,1,+,.,Name=CHR_4_1923-1928,
IV,LD information,LD block,619541,621613,1,+,.,Name=CHR_4_1930-1933,
IV,LD information,LD block,621999,624555,1,+,.,Name=CHR_4_1936-1940,
IV,LD information,LD block,629042,629973,1,+,.,Name=CHR_4_1942-1943,
IV,LD information,LD block,630817,631409,1,+,.,Name=CHR_4_1944-1945,
IV,LD information,LD block,636347,636879,1,+,.,Name=CHR_4_1947-1950,
IV,LD information,LD block,638340,645245,1,+,.,Name=CHR_4_1952-1959,
IV,LD information,LD block,660338,665217,1,+,.,Name=CHR_4_1963-1969,
IV,LD information,LD block,667994,668118,1,+,.,Name=CHR_4_1972-1974,
IV,LD information,LD block,668207,668243,1,+,.,Name=CHR_4_1976-1979,
IV,LD information,LD block,671820,675982,1,+,.,Name=CHR_4_1983-1989,
IV,LD information,LD block,679624,681488,1,+,.,Name=CHR_4_1993-1998,
IV,LD information,LD block,687169,687895,1,+,.,Name=CHR_4_2001-2002,
IV,LD information,LD block,692323,698339,1,+,.,Name=CHR_4_2006-2015,
IV,LD information,LD block,700250,700855,1,+,.,Name=CHR_4_2017-2019,
IV,LD information,LD block,706032,713555,1,+,.,Name=CHR_4_2022-2034,
IV,LD information,LD block,721638,722056,1,+,.,Name=CHR_4_2037-2038,
IV,LD information,LD block,727323,741737,1,+,.,Name=CHR_4_2040-2050,
IV,LD information,LD block,746264,746943,1,+,.,Name=CHR_4_2051-2052,
IV,LD information,LD block,747520,747526,1,+,.,Name=CHR_4_2054-2056,
IV,LD information,LD block,749708,752433,1,+,.,Name=CHR_4_2059-2060,
IV,LD information,LD block,756788,756811,1,+,.,Name=CHR_4_2062-2063,
IV,LD information,LD block,760734,765852,1,+,.,Name=CHR_4_2069-2072,
IV,LD information,LD block,769848,769943,1,+,.,Name=CHR_4_2076-2077,
IV,LD information,LD block,778573,784282,1,+,.,Name=CHR_4_2079-2084,
IV,LD information,LD block,794951,797405,1,+,.,Name=CHR_4_2087-2091,
IV,LD information,LD block,802266,802519,1,+,.,Name=CHR_4_2093-2094,
IV,LD information,LD block,811690,812053,1,+,.,Name=CHR_4_2100-2101,
IV,LD information,LD block,816707,826324,1,+,.,Name=CHR_4_2104-2115,
IV,LD information,LD block,831973,832289,1,+,.,Name=CHR_4_2118-2119,
IV,LD information,LD block,835165,835337,1,+,.,Name=CHR_4_2121-2122,
IV,LD information,LD block,838720,839960,1,+,.,Name=CHR_4_2123-2124,
IV,LD information,LD block,842326,845722,1,+,.,Name=CHR_4_2126-2138,
IV,LD information,LD block,847796,848136,1,+,.,Name=CHR_4_2142-2144,
IV,LD information,LD block,850450,858371,1,+,.,Name=CHR_4_2146-2158,
IV,LD information,LD block,861441,861801,1,+,.,Name=CHR_4_2160-2164,
IV,LD information,LD block,863847,864546,1,+,.,Name=CHR_4_2166-2168,
IV,LD information,LD block,866929,871373,1,+,.,Name=CHR_4_2172-2177,
IV,LD information,LD block,871818,877779,1,+,.,Name=CHR_4_2179-2180,
IV,LD information,LD block,877783,877784,1,+,.,Name=CHR_4_2181-2182,
IV,LD information,LD block,884500,884706,1,+,.,Name=CHR_4_2189-2190,
IV,LD information,LD block,888476,892444,1,+,.,Name=CHR_4_2193-2198,
IV,LD information,LD block,896181,896785,1,+,.,Name=CHR_4_2201-2202,
IV,LD information,LD block,908655,910018,1,+,.,Name=CHR_4_2206-2209,
IV,LD information,LD block,912557,913736,1,+,.,Name=CHR_4_2214-2215,
IV,LD information,LD block,914902,924619,1,+,.,Name=CHR_4_2218-2232,
IV,LD information,LD block,926384,930823,1,+,.,Name=CHR_4_2234-2249,
IV,LD information,LD block,934187,937563,1,+,.,Name=CHR_4_2252-2257,
IV,LD information,LD block,937735,937744,1,+,.,Name=CHR_4_2258-2259,
IV,LD information,LD block,938510,953287,1,+,.,Name=CHR_4_2261-2273,
IV,LD information,LD block,960833,962979,1,+,.,Name=CHR_4_2278-2280,
IV,LD information,LD block,964930,969630,1,+,.,Name=CHR_4_2282-2284,
IV,LD information,LD block,974042,1006085,1,+,.,Name=CHR_4_2287-2320,
IV,LD information,LD block,1013533,1029308,1,+,.,Name=CHR_4_2322-2339,
IV,LD information,LD block,1040300,1043992,1,+,.,Name=CHR_4_2341-2342,
IV,LD information,LD block,1047131,1049568,1,+,.,Name=CHR_4_2345-2346,
IV,LD information,LD block,1051793,1052459,1,+,.,Name=CHR_4_2348-2349,
IV,LD information,LD block,1062762,1066228,1,+,.,Name=CHR_4_2353-2356,
IV,LD information,LD block,1077718,1077851,1,+,.,Name=CHR_4_2359-2360,
IV,LD information,LD block,1079690,1079853,1,+,.,Name=CHR_4_2361-2362,
IV,LD information,LD block,1091200,1095215,1,+,.,Name=CHR_4_2366-2372,
IV,LD information,LD block,1103400,1107094,1,+,.,Name=CHR_4_2376-2380,
IV,LD information,LD block,1113001,1123959,1,+,.,Name=CHR_4_2384-2390,
IV,LD information,LD block,1127480,1141284,1,+,.,Name=CHR_4_2392-2401,
IV,LD information,LD block,1154205,1154297,1,+,.,Name=CHR_4_2407-2410,
IV,LD information,LD block,1154411,1154412,1,+,.,Name=CHR_4_2412-2413,
IV,LD information,LD block,1156518,1156839,1,+,.,Name=CHR_4_2417-2419,
IV,LD information,LD block,1157271,1158603,1,+,.,Name=CHR_4_2421-2422,
IV,LD information,LD block,1162000,1162013,1,+,.,Name=CHR_4_2425-2427,
IV,LD information,LD block,1171794,1175949,1,+,.,Name=CHR_4_2430-2439,
IV,LD information,LD block,1190935,1198548,1,+,.,Name=CHR_4_2447-2454,
IV,LD information,LD block,1213560,1213754,1,+,.,Name=CHR_4_2455-2456,
IV,LD information,LD block,1218917,1235719,1,+,.,Name=CHR_4_2458-2472,
IV,LD information,LD block,1242241,1242383,1,+,.,Name=CHR_4_2476-2477,
IV,LD information,LD block,1248530,1250650,1,+,.,Name=CHR_4_2479-2481,
IV,LD information,LD block,1256509,1261899,1,+,.,Name=CHR_4_2483-2492,
IV,LD information,LD block,1267444,1268325,1,+,.,Name=CHR_4_2495-2497,
IV,LD information,LD block,1270573,1271005,1,+,.,Name=CHR_4_2499-2500,
IV,LD information,LD block,1272320,1276141,1,+,.,Name=CHR_4_2502-2503,
IV,LD information,LD block,1278618,1285240,1,+,.,Name=CHR_4_2506-2512,
IV,LD information,LD block,1291435,1292515,1,+,.,Name=CHR_4_2515-2516,
IV,LD information,LD block,1298073,1307383,1,+,.,Name=CHR_4_2518-2526,
IV,LD information,LD block,1312702,1318792,1,+,.,Name=CHR_4_2529-2534,
IV,LD information,LD block,1321800,1324081,1,+,.,Name=CHR_4_2536-2538,
IV,LD information,LD block,1333527,1337078,1,+,.,Name=CHR_4_2542-2548,
IV,LD information,LD block,1337514,1338321,1,+,.,Name=CHR_4_2550-2552,
IV,LD information,LD block,1342082,1342485,1,+,.,Name=CHR_4_2554-2556,
