SNP,Chr,Pos,locus_id,name,p-value_eQTL,p-value_rMVP,FDR,-log_pval,Effect,snps_class_up,snps_class_down,description
10454,15,462280,YOR072W,YOR072W,5.4799739010890695e-55,4.0511109909615886e-55,2.7302983566874098e-49,54.392425858000855,-2.22929476453053,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive"""
10460,15,466097,YOR073W,SGO1,6.00926305541391e-52,4.69692254282237e-52,2.36368985575657e-46,51.32818660172908,-2.18023527191321,ORF,Verified ORF,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension"""
10462,15,466738,YOR074C,CDC21,1.05042353616608e-51,5.74721709622528e-52,3.9251596445332505e-46,51.24054239745271,-2.1857786703488,ORF,Verified ORF,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature"""
10461,15,466324,YOR073W,SGO1,1.59690590985994e-51,1.42279930513509e-51,5.68306875200955e-46,50.84685635558639,-2.19776639852759,ORF,Verified ORF,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension"""
10463,15,467591,YOR073W-A,YOR073W-A,1.35564945844706e-49,1.16340628978831e-49,3.75237744989442e-44,48.93426859258083,-2.1276258583081,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR"""
10466,15,467792,YOR074C_NFR/NDR,,7.18438224096114e-49,6.74709141424038e-49,1.73201087065091e-43,48.17088340568416,-2.11994832379426,Promoter,Promoter,stable
10465,15,467752,YOR074C_NFR/NDR,,7.72716053389175e-49,7.39024426203836e-49,1.8046493658384197e-43,48.13134120708524,-2.12380672851545,Promoter,Promoter,stable
10464,15,467703,YOR074C_NFR/NDR,,9.035082780631649e-49,1.11533116685678e-48,2.04616698361803e-43,47.952596161688376,-2.13682145296154,Promoter,Promoter,stable
10467,15,467889,YOR074C,CDC21,3.06929799537311e-45,2.90863667724008e-45,5.5947163859661e-40,44.5363105238283,-2.07503503086708,Close to 3'-UTR,Close to 3'-UTR,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature"""
10457,15,464262,YOR072W-B_NFR/NDR,,6.030803828220989e-43,1.34469585426521e-43,6.59559613562152e-38,42.87137593406398,-2.21317011924801,Promoter,Promoter,
10470,15,472448,YOR077W,RTS2,1.2641733762655702e-35,1.03357115683562e-35,2.8254111532915996e-31,34.98565961873938,-1.87726311829902,ORF,Verified ORF,"""Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication"""
10469,15,471823,YOR077W_NFR/NDR,,6.66633363352412e-34,7.09764299931705e-34,9.984110437569109e-30,33.14888584879313,-1.84299071988831,Promoter,Promoter,
10473,15,475002,YOR080W,DIA2,9.553612762886029e-34,7.503598114681399e-34,1.39178818540299e-29,33.12473043439047,-1.8439918966718,ORF,Verified ORF,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth"""
10472,15,474768,YOR080W,DIA2,2.6828855672527097e-33,3.0925775814648e-33,3.5804449337770997e-29,32.50967939670145,-1.82014327258991,ORF,Verified ORF,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth"""
10471,15,474477,YOR080W_NFR/NDR,,1.97065004278028e-29,3.13917761553535e-29,1.4625237022559701e-25,28.503184111103195,-1.78430228722268,Promoter,Promoter,stable
10474,15,477403,YOR081C,TGL5,1.13389123707817e-26,1.2786947126685299e-26,5.97189110815993e-23,25.893233130602994,-1.65904632848869,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication"""
10475,15,477590,YOR081C,TGL5,1.0990801687726402e-25,2.0324296741295504e-25,5.13051446578322e-22,24.691984472875774,-1.65554363197701,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication"""
10444,15,453019,YOR067C,ALG8,7.4162526171984e-25,5.93960192034805e-25,3.17077892503317e-21,24.226242661010307,-1.79720778479201,ORF,Verified ORF,"""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant"""
10443,15,451421,YOR066W,MSA1,1.97834667558821e-24,1.68528288434822e-24,8.11033149373284e-21,23.773327189866883,-1.79468115298409,Close to 3'-UTR,Close to 3'-UTR,"""Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog ; MSA2 ; that arose from the whole genome duplication"""
10476,15,477914,YOR081C,TGL5,3.3989066988722304e-24,4.99379283825936e-24,1.36788698093094e-20,23.301569477817054,-1.59674555216986,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication"""
10477,15,478685,YOR081C,TGL5,6.77086140064085e-23,6.245531328396781e-23,2.38126575343348e-19,22.204430608823063,-1.53917380161622,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication"""
10432,15,446521,YOR064C,YNG1,1.04361864473889e-22,8.846134838523311e-23,3.624285812771e-19,22.05324644511786,-1.71679763539498,ORF,Verified ORF,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region"""
10433,15,446992,YOR065W_NFR/NDR,,6.88020206380894e-22,5.80832222748071e-22,2.2115721513907497e-18,21.235949298345332,-1.69209333886174,Promoter,Promoter,fragile
10442,15,449086,YOR065W,CYT1,1.28761804946454e-21,1.1067639381945e-21,4.03818201439875e-18,20.955944999963215,-1.70619936760235,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"""
10434,15,447362,YOR064C,YNG1,7.62507885418191e-21,7.59372958242546e-21,2.21390343104706e-17,20.119544872425546,-1.73058300073054,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region"""
10437,15,448753,YOR065W,CYT1,2.40094623363274e-19,1.9408048513149104e-19,6.1746124081657295e-16,18.712018130895956,-1.74943491726015,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"""
10478,15,479604,YOR082C,YOR082C,3.4512806017149797e-16,3.24757921645391e-16,6.65799601221087e-13,15.488440246613914,-1.30080082007342,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W"""
10429,15,442681,YOR061W,CKA2,4.0054406495668e-14,3.79625135235645e-14,6.2716489808767e-11,13.420645040362889,-1.43442583028755,Close to 3'-UTR,Close to 3'-UTR,"""Alpha' catalytic subunit of casein kinase 2 (CK2); CK2 is a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases; protein abundance increases in response to DNA replication stress; regulates Fkh1p-mediated donor preference during mating-type switching"""
10431,15,443890,YOR062C_NFR/NDR,,6.06055177709904e-14,5.54054466412444e-14,9.329230174070879e-11,13.256447539784824,-1.34781660418584,Promoter,Promoter,stable
10430,15,443566,YOR062C,YOR062C,1.38528320197767e-13,1.23019055523133e-13,2.0615066316838001e-10,12.910027611588538,-1.33637736137864,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog ; YKR075C ; that arose from the whole genome duplication"""
10436,15,448419,SUT777_NFR/NDR,,3.66836128522096e-12,4.10527184605288e-12,4.748081866621611e-09,11.386658079145839,-1.32855143286281,Promoter,Promoter,
4292,7,471518,YGL013C,PDR1,3.7845855527737394e-11,4.2715433320252496e-11,4.47886372714861e-08,10.369415183643989,0.811105243109241,ORF,Verified ORF,"""Transcription factor that regulates the pleiotropic drug response; zinc cluster protein that is a master regulator involved in recruiting other zinc cluster proteins to pleiotropic drug response elements (PDREs) to fine tune the regulation of multidrug resistance genes; relocalizes to the cytosol in response to hypoxia; PDR1 has a paralog ; PDR3 ; that arose from the whole genome duplication"""
10428,15,441176,YOR061W_NFR/NDR,,7.56399531133104e-11,6.933286441687001e-11,8.7088842519375e-08,10.159060856995186,-1.18250835419565,Promoter,Promoter,fragile
10427,15,439078,YOR059C,LPL1,5.56981312473448e-10,5.19746495630053e-10,5.95847222894942e-07,9.284208430199786,-1.16058149113672,ORF,Verified ORF,"""Phospholipase; contains lipase specific GXSXG motif; maintains lipid droplet (LD) morphology; induced by transcription factor Rpn4p; protein abundance increases in response to DNA replication stress"""
10438,15,448815,YOR065W,CYT1,7.80597892507337e-10,8.15347748100924e-10,8.22702402721159e-07,9.088657123934338,-1.81115767103187,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"""
1097,3,204897,YCR042C,TAF2,9.73873115339479e-10,1.08744345248313e-09,1.01707954863433e-06,8.963593317281878,-0.908375726466533,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1095,3,203261,YCR042C,TAF2,1.65639116048301e-09,1.84046420580194e-09,1.68743268948291e-06,8.735072624494883,-0.889592827912795,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1096,3,204854,YCR042C,TAF2,2.1305584632714103e-09,2.34097557519225e-09,2.14620380968994e-06,8.63060311753557,-0.88860324520391,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
1098,3,204903,YCR042C,TAF2,2.1827662033995203e-09,2.43444649775897e-09,2.19613079776282e-06,8.61359976557624,-0.889147562931469,ORF,Verified ORF,"""TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"""
10426,15,433993,YOR058C,ASE1,2.68683547834799e-08,2.54596293719383e-08,2.40911952138262e-05,7.594147922869858,-1.01823306515568,ORF,Verified ORF,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress"""
10198,15,181071,YOL080C,REX4,4.46183993187948e-08,7.34416355926122e-08,3.89640938234432e-05,7.134057659680774,-0.538726163882139,ORF,Verified ORF,"""Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly"""
1093,3,198615,YCR038C,BUD5,8.73885449421852e-08,9.02922044187412e-08,7.33075028459448e-05,7.044349743862247,-0.703297827745495,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
1103,3,208234,YCR045C,RRT12,1.0294544614693e-07,1.07477155164059e-07,8.57130941254629e-05,6.968683837520803,-0.789856363666809,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
10439,15,448820,YOR065W,CYT1,1.47623733007466e-07,1.44239437688571e-07,0.0001206015540179,6.840915979361269,-1.80884640432992,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex"""
1102,3,208086,YCR044C_NFR/NDR,,2.03508228053053e-07,2.13851327260283e-07,0.0001631882695482,6.669888049966309,-0.761539840414501,Promoter,Promoter,stable
1088,3,197297,YCR037C_NFR/NDR,,2.12344998699044e-07,2.364793638546e-07,0.0001698005671813,6.626206751565074,-0.639337945328775,Promoter,Promoter,stable
10480,15,484698,YOR086C,TCB1,2.50217558586131e-07,2.52580389055476e-07,0.0001980718059254,6.597600372132312,-0.839528648409476,ORF,Verified ORF,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication"""
10197,15,180978,YOL080C,REX4,2.86501121010692e-07,1.6728646031906e-07,0.000224770144641,6.776539208151031,-0.529286446767871,ORF,Verified ORF,"""Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly"""
1087,3,196733,YCR037C,PHO87,3.15106075169703e-07,3.82494663839924e-07,0.0002455363310039,6.417374619284327,-0.67195327469168,ORF,Verified ORF,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
4279,7,460447,YGL017W,ATE1,3.32805386983316e-07,3.74822845784032e-07,0.0002585148060853,6.426173946344658,0.632249306942233,ORF,Verified ORF,"""Arginyl-tRNA-protein transferase; catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway; may have a role in regulating stress response"""
8810,13,505070,tL(CAA)M_NFR/NDR,,3.32834163489201e-07,3.72913602406695e-07,0.0002585148060853,6.4283917750124475,0.396035349460003,Promoter,Promoter,
10210,15,195072,YOL072W,THP1,3.59886988223466e-07,4.31310377390263e-07,0.0002779095070002,6.365210092540091,-0.715132924120751,ORF,Verified ORF,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding"""
1104,3,208660,YCR045C,RRT12,3.76589107825697e-07,3.9890490750201e-07,0.0002901176338061,6.399130620777318,-0.758862084915203,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
4276,7,458995,YGL019W,CKB1,3.99138319252416e-07,3.89689789392383e-07,0.0003061950570895,6.409280973392938,0.69946227526841,Close to 3'-UTR,Close to 3'-UTR,"""Beta regulatory subunit of casein kinase 2 (CK2); a Ser/Thr protein kinase with roles in cell growth and proliferation; CK2 ; comprised of CKA1 ; CKA2 ; CKB1 and CKB2 ; has many substrates including transcription factors and all RNA polymerases"""
1100,3,207999,YCR044C_NFR/NDR,,4.0289403303633e-07,4.32436163085469e-07,0.000308885976407,6.364077994710043,-0.754978881421976,Promoter,Promoter,stable
10211,15,195091,YOL072W,THP1,4.16670602567801e-07,4.90679848820875e-07,0.0003188592478884,6.309201777204736,-0.711441112758286,ORF,Verified ORF,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding"""
1099,3,207966,YCR044C_NFR/NDR,,4.1831140327083e-07,4.43323269227356e-07,0.0003197547208874,6.353279472779575,-0.750892805185982,Promoter,Promoter,stable
1105,3,208696,YCR045C,RRT12,4.79693694174248e-07,5.08622866537819e-07,0.0003636252388211,6.293604118820243,-0.748105887769907,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
10185,15,169414,YOL082W,ATG19,5.24251763577194e-07,7.93929164264493e-07,0.0003944809776539,6.100218244350486,-0.504093867071782,ORF,Verified ORF,"""Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p"""
1106,3,208702,YCR045C,RRT12,5.85113485342878e-07,6.23595042294955e-07,0.0004371058743825,6.20509734619728,-0.743451977192213,ORF,Verified ORF,"""Probable subtilisin-family protease; role in formation of the dityrosine layer of spore walls; localizes to the spore wall and also the nuclear envelope and ER region in mature spores"""
10209,15,194959,YOL072W_NFR/NDR,,6.02566565816347e-07,6.76767543486918e-07,0.0004495177858152,6.169560477425489,-0.701336591248175,Promoter,Promoter,stable
10213,15,197493,YOL070C,NBA1,7.77527972547265e-07,7.69476926394337e-07,0.000570248190579,6.113804398431407,-0.684841048114427,ORF,Verified ORF,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate"""
1092,3,198348,YCR038C,BUD5,9.4996713984976e-07,1.09041431199317e-06,0.0006878086049529,5.9624084568992926,-0.73077783297789,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
1101,3,208066,YCR044C_NFR/NDR,,1.00605163248714e-06,1.06229878309968e-06,0.0007263047482959,5.973753316021424,-0.744114783744055,Promoter,Promoter,stable
1089,3,198109,YCR038C,BUD5,1.08494876531448e-06,1.16044048607106e-06,0.0007794235219266,5.935377127705868,-0.638333670737876,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
1090,3,198110,YCR038C,BUD5,1.08494876531448e-06,1.16044048607106e-06,0.0007794235219266,5.935377127705868,-0.638333670737876,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
1091,3,198164,YCR038C,BUD5,1.08494876531448e-06,1.16044048607106e-06,0.0007794235219266,5.935377127705868,-0.638333670737876,ORF,Verified ORF,"""GTP/GDP exchange factor for Rsr1p (Bud1p); required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types"""
10217,15,203284,YOL066C,RIB2,1.10052580925332e-06,1.05014313631544e-06,0.0007899306209122,5.9787515018107475,-0.656902724299327,ORF,Verified ORF,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication"""
10456,15,462740,CUT379,,1.23618296274305e-06,2.40151146077807e-06,0.0008815447183588,5.619515336428393,-1.5398700292244,Unstable transcript,CUT,ncRNA_STM
10479,15,483470,YOR086C,TCB1,1.27823080931449e-06,1.29450163031188e-06,0.0009102270022673,5.88789739827275,-0.791229594194051,ORF,Verified ORF,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication"""
10184,15,168689,YOL082W,ATG19,1.6796587934825e-06,1.77828101121875e-06,0.001172181940416,5.749999608957261,-0.481430152905551,Close to 3'-UTR,Close to 3'-UTR,"""Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p"""
10182,15,168558,CUT827_NFR/NDR,,1.68488714949015e-06,1.66594817395468e-06,0.0011756110927057,5.778338513202698,-0.481213119528691,Promoter,Promoter,
1086,3,196680,YCR037C,PHO87,1.83406116020654e-06,2.17556163494564e-06,0.0012717405269605,5.66242860837788,-0.628293240971509,ORF,Verified ORF,"""Low-affinity inorganic phosphate (Pi) transporter; acts upstream of Pho81p in regulation of the PHO pathway; expression is independent of Pi concentration and Pho4p activity; contains 12 membrane-spanning segments; PHO87 has a paralog ; PHO90 ; that arose from the whole genome duplication"""
8794,13,489756,YMR109W,MYO5,1.9580193696797e-06,2.51744640664342e-06,0.0013522981793654,5.599039766274554,0.377105230925712,ORF,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication"""
10189,15,170944,XUT_15R-101_NFR/NDR,,2.17754460365475e-06,2.38755486431817e-06,0.0014930124811487,5.6220466398502404,-0.471157218130399,Promoter,Promoter,
