SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
77,1,93789,-0.0661329216704101,0.132340671610262,0.617585489994874,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
78,1,94351,-0.0271967879870462,0.132728000318226,0.837763522998501,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
79,1,99148,-0.0185615679252343,0.132383786957823,0.888573817083781,YAL026C,DRS2,SGDID:S000000024,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation ; endocytosis ; protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease""",Verified ORF
82,1,106800,-0.0416351028931115,0.132547525519879,0.753619611741354,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
83,1,107970,0.0195435726088126,0.132169209403436,0.882531510816255,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
84,1,109000,-0.0199234693289267,0.132401990203122,0.880474151907311,YAL022C,FUN26,SGDID:S000000020,CDS,CDS,"""High affinity ; broad selectivity ; nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole ; contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member""",Verified ORF
85,1,112549,-0.106648479045543,0.132134484565481,0.420140426033451,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
86,1,112742,-0.125806716079252,0.132602666799655,0.343397080068168,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
87,1,113050,-0.0854176135371912,0.132470272215271,0.519471792444875,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
88,1,113135,-0.133076848258427,0.132020790162948,0.314145294151516,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
89,1,114076,0.0047829526094468,0.132210410465861,0.971161815181482,YAL020C,ATS1,SGDID:S000000018,CDS,CDS,"""Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex ; Kti11p ; and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p""",Verified ORF
90,1,114628,-0.0014976020764581,0.132545101275256,0.990991427594729,YAL019W-A,YAL019W-A,SGDID:S000028729,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C""",Dubious ORF
91,1,116283,-0.0031648837054792,0.133282221214848,0.981068845718265,YAL019W,FUN30,SGDID:S000000017,CDS,CDS,"""Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus ; telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres ; as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate""",Verified ORF
93,1,127853,0.02616813731968,0.13302687987416,0.844165219628182,YAL015C,NTG1,SGDID:S000000013,CDS,CDS,"""DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog ; NTG2 ; that arose from the whole genome duplication""",Verified ORF
94,1,128302,0.0455209683684076,0.132501016961686,0.731387874779331,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
95,1,128704,0.0581852407405081,0.132618929419239,0.661118279812767,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
96,1,128911,0.122215749872273,0.132510199708117,0.356995789071838,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
97,1,130267,0.0433801533945188,0.132586775355225,0.743723327589214,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
98,1,130271,0.0406666125514986,0.132746619678925,0.759520582573744,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
99,1,130613,0.0628000970009155,0.133963246635518,0.639511961485201,YAL012W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
100,1,132012,-0.0261565012386991,0.133713253752549,0.845022998359564,YAL011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
101,1,133231,-0.084237047687115,0.132695901319911,0.525961782873619,YAL011W,SWC3,SGDID:S000000009,CDS,CDS,"""Protein of unknown function; component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae""",Verified ORF
102,1,137074,-0.0833711468056987,0.132508516180197,0.529640945845178,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
103,1,137304,-0.118614373554318,0.132478536859416,0.371211276605004,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
104,1,139686,-0.0777550181454256,0.132738674495348,0.558400934509774,YAL005C,SSA1,SGDID:S000000004,CDS,CDS,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Verified ORF
105,1,149562,-0.121222791057878,0.132949675525354,0.362499118297754,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
106,1,150447,-0.0846072250951011,0.134507229269607,0.529745286737911,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
108,1,154084,-0.129436285368895,0.13482248138388,0.337687306674451,YAR002C-A,ERP1,SGDID:S000002129,CDS,CDS,"""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog ; ERP6 ; that arose from the whole genome duplication""",Verified ORF
110,1,157269,-0.151082768806127,0.132304116170481,0.254254824041929,YAR007C,RFA1,SGDID:S000000065,CDS,CDS,"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia""",Verified ORF
111,1,160054,-0.116290497765574,0.133664348684289,0.384881339778119,ARS109,ARS101,SGDID:S000077372,Other features,Replication,"""ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex""",ARS
112,1,166222,-0.102256081773166,0.1327063462759,0.441492646633445,tA(UGC)A_NFR/NDR,,,Promoter,Promoter,,Promoter
113,1,166416,-0.115362817367363,0.13240596925822,0.384192854963907,YAR010C,YAR010C,SGDID:S000000068,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",transposable_element_gene
114,1,167326,-0.12530093419316,0.133134541680587,0.347266366839911,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
115,1,168836,-0.121489920421851,0.132512090497309,0.35986216645465,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
116,1,171200,-0.162855480029777,0.132585411921072,0.220150365184645,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
117,1,171431,-0.166518955637246,0.133403865823916,0.212773438861894,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
118,1,173339,-0.148820085965864,0.13242154351212,0.261846318669594,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
119,1,173845,-0.12476951071054,0.132381802689074,0.346582588088024,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
120,1,175121,-0.143697920318463,0.13206417375005,0.277296997888261,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
