SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
61,1,81262,-0.111185540424852,0.0775907205000739,0.152750084932832,YAL034C,FUN19,SGDID:S000002134,CDS,CDS,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
62,1,81999,-0.142942787520455,0.0776342040963525,0.0664261003233939,YAL034C,FUN19,SGDID:S000002134,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
63,1,82431,-0.135409403987041,0.0780432920321292,0.0836038482099287,YAL034C,FUN19,SGDID:S000002134,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
64,1,83284,-0.159380841906432,0.0773412129549989,0.0400591679967197,YAL033W,POP5,SGDID:S000000031,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs""",Verified ORF
65,1,83613,-0.163248132344484,0.0773097315448152,0.03542208132753,YAL032C,PRP45,SGDID:S000000030,CDS,CDS,"""Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene""",Verified ORF
66,1,84112,-0.153642879150196,0.0773741001601569,0.0478382929498783,YAL032C,PRP45,SGDID:S000000030,CDS,CDS,"""Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene""",Verified ORF
68,1,84858,-0.136144814543924,0.0776874161509627,0.0805613199858434,YAL031W-A,YAL031W-A,SGDID:S000028731,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C""",Dubious ORF
69,1,85751,-0.138889099643064,0.0779957983615082,0.0758172181875446,YAL031C,GIP4,SGDID:S000000029,CDS,CDS,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
70,1,87445,-0.112284320942262,0.0782831585324355,0.152361782509933,YAL031C,GIP4,SGDID:S000000029,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
71,1,87467,-0.0991700141117361,0.0787452531816474,0.20872602618914,YAL031C,GIP4,SGDID:S000000029,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
72,1,89070,-0.143248444232738,0.0780565301434658,0.0673189769753857,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
73,1,89616,-0.107658861790824,0.077795362324265,0.167271868163224,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
74,1,89679,-0.121665309507554,0.0777467710089595,0.118504195715642,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
75,1,89880,-0.122920202864375,0.0777610163393581,0.114832323243503,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
76,1,91472,-0.128929471189571,0.0783149223966558,0.100592989356217,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
77,1,93789,-0.013431345682196,0.0778017559326777,0.863036876715379,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
78,1,94351,0.0023771410876261,0.0780097066466665,0.975707545172733,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
79,1,99148,-0.0372450746842128,0.0777797823652622,0.632339750867441,YAL026C,DRS2,SGDID:S000000024,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation ; endocytosis ; protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease""",Verified ORF
82,1,106800,-0.0383734292485724,0.0778832146458869,0.62252754558406,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
83,1,107970,-0.0486817575059596,0.0776359447437994,0.531030635905846,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
84,1,109000,-0.0206076763164035,0.0778083371133193,0.791278229928692,YAL022C,FUN26,SGDID:S000000020,CDS,CDS,"""High affinity ; broad selectivity ; nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole ; contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member""",Verified ORF
85,1,112549,0.0292952409281407,0.0777123387443941,0.706422212989948,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
86,1,112742,-0.0047849705262092,0.0780303920729199,0.951137567964987,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
87,1,113050,-0.0166252854662809,0.0778945116442729,0.831112195935418,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
88,1,113135,-0.0342699507496959,0.0776797113368775,0.659360084581997,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
89,1,114076,-0.0369481878557947,0.077676233276956,0.634604324233424,YAL020C,ATS1,SGDID:S000000018,CDS,CDS,"""Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex ; Kti11p ; and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p""",Verified ORF
90,1,114628,-0.0344296924816343,0.0778761359484171,0.658681513743988,YAL019W-A,YAL019W-A,SGDID:S000028729,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C""",Dubious ORF
91,1,116283,-0.06248701938345,0.0782603145462472,0.425145710879709,YAL019W,FUN30,SGDID:S000000017,CDS,CDS,"""Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus ; telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres ; as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate""",Verified ORF
93,1,127853,-0.0722734006564408,0.0780904217281641,0.355333393620731,YAL015C,NTG1,SGDID:S000000013,CDS,CDS,"""DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog ; NTG2 ; that arose from the whole genome duplication""",Verified ORF
94,1,128302,-0.0559628757103166,0.0778278107566634,0.472579596713095,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
95,1,128704,-0.0367873473377656,0.0779377255756682,0.637211641468358,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
96,1,128911,-0.0336305994188927,0.0779503962295375,0.666414815165222,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
97,1,130267,-0.0978324921236063,0.0777598370041721,0.20917393283648,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
98,1,130271,-0.0965937375051114,0.0778569231151037,0.21555640995861,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
99,1,130613,-0.0747899781000956,0.078654971534689,0.342325295673529,YAL012W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
100,1,132012,-0.0482776622300783,0.0785464509217387,0.539189537298074,YAL011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
101,1,133231,-0.0028201399972942,0.0780306633176951,0.971190013707702,YAL011W,SWC3,SGDID:S000000009,CDS,CDS,"""Protein of unknown function; component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae""",Verified ORF
102,1,137074,-0.0214523132783897,0.0779114657767959,0.783214454555241,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
103,1,137304,0.0027328938882839,0.0779467797868669,0.972050898114827,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
104,1,139686,0.0072578166745409,0.0780483938449081,0.925963276868608,YAL005C,SSA1,SGDID:S000000004,CDS,CDS,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Verified ORF
105,1,149562,0.0273476052384028,0.0782138638687455,0.726808660618484,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
106,1,150447,0.0508652583899086,0.0790487790628099,0.520339102158412,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
108,1,154084,0.0490553176139214,0.0792965151528665,0.536558161079089,YAR002C-A,ERP1,SGDID:S000002129,CDS,CDS,"""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog ; ERP6 ; that arose from the whole genome duplication""",Verified ORF
110,1,157269,0.0356686196016716,0.0778764010377838,0.647222922231554,YAR007C,RFA1,SGDID:S000000065,CDS,CDS,"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia""",Verified ORF
111,1,160054,-0.0101714658679671,0.0786377828803803,0.897157710615054,ARS109,ARS101,SGDID:S000077372,Other features,Replication,"""ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex""",ARS
112,1,166222,-0.0100987934446935,0.0780561566815563,0.8971317949478,tA(UGC)A_NFR/NDR,,,Promoter,Promoter,,Promoter
113,1,166416,-0.0050603079221405,0.0778990719276586,0.948242780912044,YAR010C,YAR010C,SGDID:S000000068,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",transposable_element_gene
114,1,167326,-0.0228358289397157,0.0783327760810592,0.770822362314423,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
115,1,168836,-0.003951272004687,0.077970661526842,0.959612049325259,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
116,1,171200,-0.0195279954568391,0.0780807946475402,0.802655614661237,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
117,1,171431,0.0170478848347471,0.0785699789726815,0.828351552329516,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
118,1,173339,-0.026996978838262,0.0779509228823632,0.729298791775748,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
119,1,173845,-0.008988617806512,0.0778980684338212,0.908202024837441,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
120,1,175121,-0.0312447098077149,0.077727296337497,0.687943049291065,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
