SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
33,1,39144,-0.0576388745212056,0.122813087075787,0.639129289394744,YAL056W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
34,1,41499,-0.16389571276008,0.122199672099801,0.180713796435488,YAL056W,GPB2,SGDID:S000000052,CDS,CDS,"""Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p ; thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog ; GPB1 ; that arose from the whole genome duplication""",Verified ORF
37,1,51248,-0.234232789752838,0.122398823238706,0.0564689196242555,YAL051W,OAF1,SGDID:S000000048,CDS,CDS,"""Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p ; which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids ; peroxisome organization and biogenesis ; activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog ; PIP2 ; that arose from the whole genome duplication""",Verified ORF
38,1,51462,-0.221451567600067,0.122633806233021,0.0718020265852155,YAL051W,OAF1,SGDID:S000000048,CDS,CDS,"""Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p ; which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids ; peroxisome organization and biogenesis ; activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog ; PIP2 ; that arose from the whole genome duplication""",Verified ORF
39,1,52124,-0.240836391472674,0.122362513743809,0.0498249255771136,YAL049C,AIM2,SGDID:S000000047,CDS,CDS,"""Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor""",Verified ORF
40,1,52667,-0.281218557176121,0.121919581113307,0.0216561727440526,YAL049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
42,1,59265,-0.134530029042909,0.122563975797079,0.273113764405792,YAL043C,PTA1,SGDID:S000000041,CDS,CDS,"""Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF ; required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII""",Verified ORF
43,1,60165,-0.150744785668455,0.122417532477738,0.218993532473136,YAL043C,PTA1,SGDID:S000000041,CDS,CDS,"""Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF ; required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII""",Verified ORF
44,1,62308,-0.127311345535528,0.122357772445135,0.298827048782773,YAL042W,ERV46,SGDID:S000000040,CDS,CDS,"""Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport""",Verified ORF
45,1,62869,-0.155354422897344,0.122250549636558,0.20464121995436,YAL041W,CDC24,SGDID:S000000039,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance ; and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42""",Verified ORF
49,1,66841,-0.117448884409424,0.122428124442673,0.338049492283222,YAL040C,CLN3,SGDID:S000000038,CDS,CDS,"""G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins ; CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2 ; CCNB1 ; CCNC ; CCND1 ; or CCNE1""",Verified ORF
50,1,66948,-0.143948168392409,0.123101757649787,0.243054472039905,YAL040C,CLN3,SGDID:S000000038,CDS,CDS,"""G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins ; CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2 ; CCNB1 ; CCNC ; CCND1 ; or CCNE1""",Verified ORF
51,1,68621,-0.22832392469156,0.122404039030456,0.0629645778415378,SUT003_NFR/NDR,,,Promoter,Promoter,,Promoter
52,1,69417,-0.149570911073873,0.122421611387665,0.222610313837782,SUT003,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
56,1,74327,-0.0936630010568881,0.123253889712613,0.447810077776606,YAL037W,YAL037W,SGDID:S000000035,CDS,CDS,"""Putative protein of unknown function; YAL037W has a paralog ; YOR342C ; that arose from the whole genome duplication""",Uncharacterized ORF
57,1,74572,-0.0786370981912162,0.122955039296363,0.522873664307825,YAL037W,YAL037W,SGDID:S000000035,CDS,CDS,"""Putative protein of unknown function; YAL037W has a paralog ; YOR342C ; that arose from the whole genome duplication""",Uncharacterized ORF
58,1,75211,-0.0541735064688449,0.122768134413827,0.659289982677935,YAL036C,RBG1,SGDID:S000000034,CDS,CDS,"""Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p ; Ygr250cp ; Gir2p and Yap1p via two-hybrid""",Verified ORF
59,1,76030,-0.0488658031345275,0.122774444104414,0.690861331042036,YAL036C,RBG1,SGDID:S000000034,CDS,CDS,"""Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p ; Ygr250cp ; Gir2p and Yap1p via two-hybrid""",Verified ORF
60,1,80108,-0.136613031410077,0.122557448517603,0.265743474071478,YAL034W-A,MTW1,SGDID:S000000032,CDS,CDS,"""Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)""",Verified ORF
61,1,81262,-0.159352377469604,0.122433117377319,0.193920280083161,YAL034C,FUN19,SGDID:S000002134,CDS,CDS,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
62,1,81999,-0.142374125557901,0.122792655767437,0.247049242086799,YAL034C,FUN19,SGDID:S000002134,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
63,1,82431,-0.133525247668386,0.123404157699823,0.27998409644175,YAL034C,FUN19,SGDID:S000002134,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog ; YOR338W ; that arose from the whole genome duplication""",Verified ORF
64,1,83284,-0.0568406848403347,0.122671848649799,0.64339506719144,YAL033W,POP5,SGDID:S000000031,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs""",Verified ORF
65,1,83613,-0.0509063045825155,0.122665706320485,0.678393794821341,YAL032C,PRP45,SGDID:S000000030,CDS,CDS,"""Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene""",Verified ORF
66,1,84112,-0.0668645800336752,0.122657530052693,0.586006788377692,YAL032C,PRP45,SGDID:S000000030,CDS,CDS,"""Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene""",Verified ORF
68,1,84858,0.0100944707499791,0.123054298167125,0.934667239370031,YAL031W-A,YAL031W-A,SGDID:S000028731,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C""",Dubious ORF
69,1,85751,-0.0902955866836984,0.123467761453875,0.465063240030035,YAL031C,GIP4,SGDID:S000000029,CDS,CDS,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
70,1,87445,-0.0970410973888541,0.123714691466102,0.433334837270876,YAL031C,GIP4,SGDID:S000000029,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
71,1,87467,-0.134264299227101,0.124265368470787,0.280673082729791,YAL031C,GIP4,SGDID:S000000029,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate""",Verified ORF
72,1,89070,-0.146824318295973,0.123444547367775,0.235083701304677,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
73,1,89616,-0.0894212537790678,0.122934159219431,0.467468346804967,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
74,1,89679,-0.143759743159843,0.122803691641677,0.24253046106233,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
75,1,89880,-0.10649616853467,0.122942414161043,0.3869534790392,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
76,1,91472,-0.0891739421294342,0.123895677250565,0.472155050268571,YAL029C,MYO4,SGDID:S000000027,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport ; including ASH1 mRNA ; and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog ; MYO2 ; that arose from the whole genome duplication""",Verified ORF
77,1,93789,-0.0311884050394121,0.122697919572621,0.799497903213355,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
78,1,94351,-0.0436747883591973,0.123010134592784,0.722763927113545,YAL028W,FRT2,SGDID:S000000026,CDS,CDS,"""Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+ ; alkaline pH ; or cell wall stress ; possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog ; FRT1 ; that arose from the whole genome duplication""",Verified ORF
79,1,99148,-0.0359277302710556,0.122694247527134,0.769829293774938,YAL026C,DRS2,SGDID:S000000024,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation ; endocytosis ; protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease""",Verified ORF
82,1,106800,-0.105755839477666,0.12274567453177,0.389500770677223,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
83,1,107970,-0.123983489452341,0.122332780358591,0.31151861242875,YAL023C,PMT2,SGDID:S000000021,CDS,CDS,"""Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog ; PMT3 ; that arose from the whole genome duplication""",Verified ORF
84,1,109000,-0.131135907494829,0.122527906739122,0.285236506456116,YAL022C,FUN26,SGDID:S000000020,CDS,CDS,"""High affinity ; broad selectivity ; nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole ; contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member""",Verified ORF
85,1,112549,-0.171258820503313,0.122248256363301,0.162119411324015,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
86,1,112742,-0.0936103521625002,0.122964315502532,0.446997725473372,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
87,1,113050,-0.120893159149693,0.1226895696712,0.32512309878255,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
88,1,113135,-0.154081405200687,0.122270539442746,0.208441223226619,YAL021C,CCR4,SGDID:S000000019,CDS,CDS,"""Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase ; which is involved in mRNA poly(A) tail shortening""",Verified ORF
89,1,114076,-0.0779905551815817,0.122474932309922,0.524675731009649,YAL020C,ATS1,SGDID:S000000018,CDS,CDS,"""Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex ; Kti11p ; and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p""",Verified ORF
90,1,114628,-0.0695522844571429,0.122799489169258,0.571489254472854,YAL019W-A,YAL019W-A,SGDID:S000028729,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C""",Dubious ORF
91,1,116283,-0.061628375585044,0.123495029070752,0.618065379550792,YAL019W,FUN30,SGDID:S000000017,CDS,CDS,"""Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus ; telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres ; as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate""",Verified ORF
93,1,127853,0.0191130731207717,0.123304372008898,0.876904184113087,YAL015C,NTG1,SGDID:S000000013,CDS,CDS,"""DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog ; NTG2 ; that arose from the whole genome duplication""",Verified ORF
94,1,128302,0.0099017875399823,0.122833790771227,0.935796787673856,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
95,1,128704,0.0109639581065303,0.122955809659465,0.928997449515307,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
96,1,128911,0.0596637690002322,0.122929793134928,0.627730363755242,YAL014C,SYN8,SGDID:S000000012,CDS,CDS,"""Endosomal SNARE related to mammalian syntaxin 8""",Verified ORF
97,1,130267,0.0581421503270176,0.12287354994286,0.636372333981431,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
98,1,130271,0.0582297216611856,0.123019359849013,0.636264723915269,YAL013W,DEP1,SGDID:S000000011,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes ; as well as maintenance of telomeres ; mating efficiency ; and sporulation""",Verified ORF
99,1,130613,0.0646019139480155,0.124160766701116,0.603174670854237,YAL012W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
100,1,132012,-0.100380183947582,0.123829520126967,0.418123149132653,YAL011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
101,1,133231,-0.101989326620145,0.122945435217392,0.40735413993673,YAL011W,SWC3,SGDID:S000000009,CDS,CDS,"""Protein of unknown function; component of the SWR1 complex ; which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae""",Verified ORF
102,1,137074,-0.0361910147982665,0.122875092620377,0.768522255425786,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
103,1,137304,-0.0793653144360418,0.122860308163048,0.518711951628009,YAL008W,FUN14,SGDID:S000000006,CDS,CDS,"""Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes ; such as alterations in mitochondrial morphology ; protein complex assembly ; and lipid profile; dosage suppressor of MDM12 ; MDM34 ; and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p ; the TOM complex ; and the TIM23 complex ; requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis""",Verified ORF
104,1,139686,-0.0600433238348157,0.123052966182153,0.625890322279715,YAL005C,SSA1,SGDID:S000000004,CDS,CDS,"""ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus ; cytoplasm ; cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions ; vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils""",Verified ORF
105,1,149562,-0.0310443421953313,0.123364212837442,0.801459686597511,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
106,1,150447,0.0050865243462155,0.12474349450316,0.96749762969896,YAL001C,TFC3,SGDID:S000000001,CDS,CDS,"""Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (extra TFIIIC) sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes""",Verified ORF
108,1,154084,-0.0429091661557844,0.12510833803844,0.73182061532941,YAR002C-A,ERP1,SGDID:S000002129,CDS,CDS,"""Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p ; Emp24p ; and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog ; ERP6 ; that arose from the whole genome duplication""",Verified ORF
110,1,157269,-0.0633236728084455,0.122811944692153,0.606446146724771,YAR007C,RFA1,SGDID:S000000065,CDS,CDS,"""Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication ; repair ; and recombination; RPA protects against inappropriate telomere recombination ; and upon telomere uncapping ; prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia""",Verified ORF
111,1,160054,-0.0551944450831788,0.123990639253168,0.65648413141831,ARS109,ARS101,SGDID:S000077372,Other features,Replication,"""ARS containing multiple redundant ORC binding sites; ORC is the acronym for origin recognition complex""",ARS
112,1,166222,-0.0207109191410877,0.123103176463926,0.866490564071332,tA(UGC)A_NFR/NDR,,,Promoter,Promoter,,Promoter
113,1,166416,-0.0503526517726482,0.122828949386875,0.682097720579642,YAR010C,YAR010C,SGDID:S000000068,Close to 3'-UTR,Close to 3'-UTR,"""Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional""",transposable_element_gene
114,1,167326,-0.0502384231768396,0.123527393178748,0.684475805483933,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
115,1,168836,-0.0544650295088637,0.122936629407541,0.658012972090708,YAR014C,BUD14,SGDID:S000000069,CDS,CDS,"""Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly ; cytokinesis ; and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
116,1,171200,-0.0950593511625252,0.123050988288606,0.440323413253884,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
117,1,171431,-0.107239169025229,0.123792307983585,0.386923409679101,YAR018C,KIN3,SGDID:S000000071,CDS,CDS,"""Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol""",Verified ORF
118,1,173339,-0.0528141689588649,0.122927974379528,0.667723247248974,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
119,1,173845,-0.057361658171366,0.122820242961794,0.64076119132397,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
120,1,175121,-0.079120967681865,0.122542251820232,0.518917255911996,YAR019C,CDC15,SGDID:S000000072,CDS,CDS,"""Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure ; spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress""",Verified ORF
