snp_id,snps_annotations
349,SUT_XUT
350,SUT_XUT
351,XUT
355,ORF
356,ORF
357,ORF
358,ORF
360,ORF
361,ORF
362,ORF
363,ORF
364,ORF
365,ORF
367,ORF
368,ORF
369,ORF
370,ORF
383,ORF
386,ORF
387,ORF
388,ORF
392,ORF
393,ORF_XUT
394,ORF
396,ORF
397,ORF
398,ORF_XUT
400,ORF
401,ORF
402,ORF
403,ORF
404,SUT_XUT
406,ORF
407,ORF
410,SUT_XUT
411,CUT_XUT
412,CUT
413,SUT
414,SUT
415,XUT
416,ORF
418,ORF
419,ORF
420,ORF
421,ORF
423,ORF_SUT
424,ORF_SUT
425,ORF_SUT
426,SUT
427,ORF_CUT_XUT
428,CUT_XUT
429,XUT
430,XUT
431,ORF
432,ORF
433,XUT
434,ORF
438,CUT
439,ORF
440,ORF_CUT
441,ORF_CUT
442,ORF_CUT
443,ORF_CUT
445,ORF
446,ORF_SUT_XUT
447,ORF_SUT_XUT
448,ORF_SUT
449,ORF_SUT
450,ORF_SUT
453,ORF
454,ORF
455,ORF
456,ORF
457,ORF
461,ORF
462,ORF
463,ORF
464,ORF_CUT
468,ORF
469,ORF
470,ORF
471,ORF
472,ORF
474,ORF
475,CUT
476,CUT
478,ORF
479,XUT
481,ORF
482,ORF
483,ORF
484,ORF
485,ORF
486,ORF
487,ORF
490,ORF
491,ORF
492,ORF
493,ORF
494,ORF
495,SUT_XUT
496,SUT_XUT
497,SUT_XUT
498,SUT_XUT
499,SUT_XUT
501,ORF_CUT_XUT
502,ORF_CUT_XUT
503,XUT
504,ORF
508,SUT_XUT
509,SUT_XUT
514,CUT
516,ORF
517,ORF
518,ORF
520,ORF
521,ORF
524,XUT
525,ORF
530,ORF
531,ORF
532,ORF
533,ORF
534,ORF
535,ORF
536,ORF
537,ORF
540,ORF
541,ORF
542,ORF
543,ORF
548,CUT
549,ORF
550,XUT
551,XUT
556,ORF
557,ORF
558,ORF_XUT
559,ORF_XUT
560,ORF_XUT
561,CUT_SUT_XUT
562,CUT_SUT_XUT
563,ORF
564,ORF
565,ORF
566,ORF
567,ORF
569,ORF
570,ORF
571,ORF
573,SUT
574,ORF_SUT
575,ORF
576,ORF
577,ORF
578,ORF
579,ORF
580,ORF
581,ORF
582,ORF
585,ORF
586,ORF
587,ORF
588,ORF
589,ORF
590,ORF
591,ORF
592,ORF
593,ORF
594,ORF
597,ORF_SUT_XUT
598,SUT_XUT
609,ORF_CUT
611,ORF
612,ORF
613,ORF
617,ORF
620,ORF
621,ORF
622,ORF
625,ORF
626,ORF
627,ORF
628,ORF
630,ORF
632,ORF
633,ORF
634,ORF
635,ORF
636,ORF
637,ORF
638,ORF
639,ORF
640,ORF
641,ORF
642,ORF
643,ORF
644,ORF
645,ORF
646,ORF
648,ORF
649,ORF
653,ORF
658,ORF
659,SUT
660,ORF_SUT
661,SUT
662,SUT
663,ORF
664,ORF
665,ORF
669,ORF
670,ORF
674,ORF
675,ORF
679,ORF
680,ORF
681,ORF
682,ORF
684,ORF
687,XUT
696,XUT
697,ORF_XUT
698,ORF_XUT
699,ORF
702,ORF
704,ORF
706,ORF
708,ORF
709,ORF
710,ORF
711,ORF
717,ORF
720,ORF
721,ORF
722,ORF
723,ORF
724,ORF
725,ORF
726,ORF
727,ORF
728,ORF
729,ORF
730,ORF
731,ORF
733,XUT
735,ORF
738,ORF
741,ORF
744,ORF
746,ORF
747,ORF
748,ORF
749,ORF
750,ORF
751,ORF
752,ORF
755,ORF_CUT
757,ORF
758,ORF
759,ORF
760,ORF
761,ORF
762,ORF
764,SUT_XUT
765,SUT_XUT
766,SUT_XUT
767,ORF
768,ORF
769,ORF
770,ORF
771,ORF
772,ORF
773,CUT
776,ORF_XUT
777,ORF
778,CUT
779,ORF
780,ORF
781,ORF
782,ORF
788,CUT
789,ORF
791,XUT
792,XUT
793,XUT
794,XUT
795,ORF
797,ORF
798,ORF
800,ORF
801,ORF
802,ORF
803,ORF
804,ORF_CUT
805,ORF
807,ORF_XUT
808,ORF
809,ORF
813,ORF_XUT
814,ORF
815,ORF
816,ORF
820,ORF
821,ORF
823,ORF
824,ORF
825,ORF
827,ORF
828,ORF
829,ORF
830,ORF
832,ORF
833,ORF
834,ORF
838,ORF
839,ORF
840,ORF
841,ORF
842,ORF
843,ORF
844,ORF
845,ORF
846,ORF
847,ORF
848,ORF
849,CUT
850,SUT_XUT
851,ORF
852,ORF
853,ORF
854,SUT_XUT
855,ORF_SUT_XUT
856,ORF_SUT_XUT
857,ORF_SUT_XUT
858,ORF_SUT_XUT
859,ORF_SUT_XUT
860,SUT_XUT
861,SUT_XUT
862,SUT_XUT
863,ORF_SUT
864,ORF_SUT
865,ORF
866,SUT
867,SUT
868,SUT
869,SUT
870,ORF
871,ORF
872,ORF
873,ORF
874,ORF
875,ORF
876,ORF
877,ORF
878,ORF
883,ORF
884,ORF
885,ORF
904,ORF
905,ORF
907,ORF
908,ORF
909,ORF
910,ORF
917,ORF
922,ORF
923,ORF
924,ORF
925,ORF
928,ORF
929,ORF
932,XUT
933,CUT_XUT
936,SUT_XUT
938,ORF
939,ORF
940,ORF
941,ORF
942,ORF
943,ORF
944,ORF
945,ORF
946,ORF
947,ORF
948,ORF
949,ORF
950,ORF_SUT
951,ORF_SUT
953,ORF_XUT
954,ORF
961,ORF
962,ORF
967,ORF
969,ORF
970,ORF
971,ORF
972,ORF_CUT
973,ORF_XUT
974,ORF
976,ORF_XUT
979,ORF
980,ORF
982,ORF
983,ORF
984,ORF
1006,ORF
1007,ORF
1008,ORF
1009,ORF
1012,ORF
1013,ORF
1016,SUT
1017,ORF
1018,ORF
1020,ORF
1021,SUT
1022,XUT
1023,ORF_XUT
1024,XUT
1026,CUT
1027,ORF
1028,ORF
1029,ORF
1030,ORF
1031,ORF
1032,ORF
1034,ORF_CUT
1038,ORF
1039,ORF
1040,ORF
1041,ORF
1043,CUT_XUT
1044,CUT_XUT
1045,XUT
1046,ORF
1057,XUT
1059,ORF_XUT
1060,SUT_XUT
1061,ORF
1062,ORF
1063,ORF
1071,ORF
1072,ORF
1073,ORF
1074,ORF
1075,ORF
1076,ORF
1077,ORF
1078,ORF
1079,ORF
1080,ORF
1081,ORF
1082,ORF
1083,ORF
1084,ORF
1085,ORF
1086,ORF
1087,ORF
1089,ORF
1090,ORF
1091,ORF
1092,ORF
1093,ORF
1094,ORF
1095,ORF_SUT_XUT
1096,ORF_XUT
1097,ORF_XUT
1098,ORF_XUT
1099,SUT
1100,SUT
1103,ORF
1104,ORF
1105,ORF
1106,ORF
1107,XUT
1108,ORF_XUT
1109,ORF
1111,ORF
1112,ORF
1113,ORF
1114,ORF_XUT
1115,ORF
1117,ORF
1118,ORF
1119,ORF
1120,ORF
1121,ORF
1123,XUT
1124,ORF_SUT
1125,ORF_SUT
1126,SUT
1130,ORF
1131,ORF
1132,ORF
1133,ORF
1134,ORF
1136,ORF
1138,ORF
1140,XUT
1141,ORF
1142,ORF
1144,ORF
1145,ORF
1146,ORF_XUT
1147,ORF
1148,ORF
1149,ORF
1150,ORF
1152,ORF_XUT
1153,ORF_XUT
1154,ORF_XUT
1155,ORF_XUT
1157,ORF
1158,ORF
1159,ORF
1160,ORF
1161,ORF
1162,ORF
1163,ORF
1164,ORF
1168,ORF
1171,ORF
1174,ORF
1176,SUT
1177,SUT
1178,ORF
1179,ORF
1180,ORF
1181,ORF
1182,ORF
1183,ORF
1184,ORF
1185,ORF
1186,ORF
1187,ORF
1188,ORF
1189,ORF
1191,XUT
1192,XUT
1193,XUT
1194,XUT
1195,XUT
1212,ORF_XUT
1213,ORF_XUT
1214,ORF_XUT
1218,ORF
1219,SUT_XUT
1220,SUT_XUT
1221,SUT_XUT
1222,SUT_XUT
1223,XUT
1227,ORF
1228,ORF
1229,ORF
1230,ORF
1233,ORF
1247,ORF
1248,ORF
1249,ORF
1251,ORF
1252,ORF
1253,ORF
1254,ORF
1255,ORF
1256,ORF
1257,ORF
1259,CUT_XUT
1260,CUT_XUT
1262,ORF
1263,ORF
1264,ORF
1267,ORF
1268,ORF
1270,ORF
1271,ORF
1277,XUT
1278,XUT
1281,ORF
1282,ORF
1283,ORF
1284,ORF
1285,ORF
1286,ORF
1287,ORF
1289,ORF
1290,ORF_SUT_XUT
1291,SUT_XUT
1292,ORF
1293,ORF
1294,CUT
1295,CUT
1297,XUT
1298,ORF_XUT
1301,ORF
1302,ORF
1303,ORF
1305,ORF
1306,ORF
1307,ORF
1308,ORF
1309,ORF
1310,CUT_XUT
1311,ORF_XUT
1314,SUT_XUT
1315,SUT_XUT
1316,XUT
1317,XUT
1318,XUT
1322,ORF
1323,ORF
1324,ORF
1325,ORF
1326,ORF
1327,ORF
1328,ORF
1329,ORF
1330,ORF
1331,ORF
1332,ORF
1333,ORF
1334,ORF
1335,ORF
1336,ORF
1339,ORF
1340,ORF_CUT
1341,XUT
1342,ORF_XUT
1343,ORF_XUT
1345,ORF_XUT
1346,ORF
1347,ORF
1348,ORF
1349,ORF
1350,ORF
1352,ORF
1353,ORF
1354,ORF
1355,ORF_CUT
1356,ORF_CUT_XUT
1357,CUT_XUT
1358,ORF
1364,ORF
1365,ORF
1366,ORF
1367,ORF
1368,ORF
1369,ORF
1370,ORF
1371,ORF
1372,ORF
1373,ORF
1374,ORF
1375,XUT
1378,ORF_SUT_XUT
1379,ORF_SUT_XUT
1380,SUT_XUT
1381,SUT_XUT
1383,ORF
1384,ORF
1385,ORF
1386,ORF
1387,ORF
1388,ORF
1389,ORF
1391,ORF
1395,ORF
1396,ORF_XUT
1397,ORF_XUT
1398,ORF_XUT
1399,ORF
1401,ORF
1402,ORF
1404,ORF
1405,ORF
1408,ORF
1409,ORF
1412,ORF
1413,ORF
1414,ORF
1415,ORF
1416,ORF
1417,ORF
1418,ORF
1419,ORF
1420,ORF
1422,ORF
1423,ORF
1424,ORF
1425,ORF
1426,ORF
1427,ORF
1428,ORF
1429,ORF
1430,ORF
1431,ORF
1432,ORF
1433,ORF
1434,ORF
1435,ORF
1436,ORF
1439,ORF
1440,ORF
1441,ORF
1442,ORF
1443,ORF
1444,ORF
1445,ORF
1446,ORF
1447,ORF
1448,ORF
1449,ORF
1450,ORF
1451,ORF
1452,ORF
1453,ORF
1454,ORF
1455,ORF
1456,ORF
1457,ORF
1458,ORF
1460,ORF
1463,ORF
1464,ORF
1465,ORF
1466,ORF
1467,ORF
1468,ORF
1469,ORF
1471,ORF
1473,ORF
1474,ORF
1481,ORF
1484,XUT
1485,ORF_XUT
1489,ORF
1490,ORF
1491,ORF
1492,XUT
1494,ORF
1495,ORF
1496,ORF
1497,ORF
1498,ORF
1499,ORF
1502,ORF
1504,SUT_XUT
1505,SUT_XUT
1506,SUT_XUT
1507,XUT
1508,ORF
1510,ORF
1511,ORF
1512,ORF
1513,ORF
1514,ORF
1515,ORF
1516,XUT
1517,ORF
1521,ORF
1522,ORF
1523,ORF
1524,ORF
1525,XUT
1532,ORF
1533,ORF
1534,ORF
1535,ORF_XUT
1536,ORF_XUT
1537,ORF
1543,ORF
1544,ORF
1545,ORF
1546,ORF
1547,ORF
1548,ORF
1549,ORF
1550,ORF
1551,ORF
1552,ORF
1553,ORF
1554,ORF
1555,ORF
1556,ORF
1557,ORF
1558,ORF
1562,ORF
1563,ORF
1564,ORF
1565,ORF
1566,ORF
1567,ORF
1568,ORF
1569,ORF
1570,ORF
1571,ORF
1572,ORF
1573,ORF
1574,ORF
1575,ORF
1576,ORF
1577,ORF
1578,ORF
1579,ORF
1580,ORF
1583,ORF
1584,ORF
1586,ORF
1587,ORF
1588,ORF
1589,ORF
1590,ORF
1591,ORF
1592,ORF
1593,XUT
1594,ORF
1595,ORF
1596,ORF
1597,ORF
1598,ORF
1600,ORF
1601,ORF
1602,ORF
1603,ORF
1604,ORF
1605,ORF
1612,ORF
1615,ORF_CUT_XUT
1618,ORF
1619,ORF
1622,ORF_SUT_XUT
1624,SUT
1625,ORF
1626,SUT_XUT
1627,ORF
1628,ORF
1629,ORF
1632,ORF
1636,ORF
1637,ORF
1638,ORF
1640,CUT
1641,XUT
1642,XUT
1643,ORF
1644,ORF
1646,ORF
1647,ORF
1648,ORF_XUT
1654,SUT
1655,SUT
1658,ORF
1661,ORF
1662,ORF_SUT
1663,ORF_SUT
1664,ORF_SUT
1665,ORF_SUT
1666,ORF_SUT
1667,ORF_SUT
1668,ORF_SUT
1669,ORF_SUT
1670,ORF_SUT
1671,ORF_SUT
1672,ORF_SUT
1673,ORF_SUT
1674,ORF_SUT
1675,ORF_SUT
1676,ORF_SUT
1677,SUT
1678,SUT
1679,ORF_SUT
1680,ORF_SUT
1681,ORF
1682,ORF_XUT
1683,ORF
1684,ORF
1685,ORF
1688,ORF
1690,ORF
1691,ORF
1692,ORF
1694,ORF_CUT
1695,ORF_CUT_XUT
1696,ORF
1697,ORF
1698,ORF
1700,CUT_XUT
1702,ORF
1703,ORF
1710,ORF_SUT
1717,ORF
1721,ORF
1722,ORF
1726,ORF
1727,ORF
1728,ORF
1738,XUT
1739,ORF
1740,ORF
1741,ORF
1742,ORF
1743,ORF
1744,ORF
1745,XUT
1746,ORF
1747,ORF
1748,ORF
1750,ORF
1751,ORF
1752,ORF
1753,ORF
1754,ORF
1759,ORF
1760,ORF
1761,ORF
1762,ORF
1764,CUT
1766,ORF
1768,ORF
1769,ORF
1772,ORF
1773,ORF
1774,ORF
1776,ORF
1777,ORF
1778,SUT_XUT
1780,ORF
1781,XUT
1785,ORF
1786,ORF
1787,ORF
1788,ORF
1789,ORF
1790,ORF
1791,ORF
1792,ORF
1793,ORF
1794,ORF
1796,ORF
1797,ORF
1798,ORF
1799,ORF
1800,ORF
1801,ORF
1802,ORF
1803,ORF
1804,ORF
1805,ORF
1806,ORF
1807,ORF
1808,ORF
1809,ORF
1810,ORF
1811,ORF
1812,ORF
1813,ORF
1814,ORF
1815,ORF
1816,ORF
1817,ORF
1818,ORF
1819,ORF
1820,ORF
1821,ORF
1822,ORF
1823,ORF
1824,ORF
1825,ORF
1826,ORF
1827,ORF
1828,ORF
1829,ORF
1830,ORF
1831,ORF
1835,XUT
1836,CUT_XUT
1837,SUT_XUT
1838,SUT_XUT
1842,ORF
1843,CUT
1846,ORF
1848,ORF
1849,ORF
1852,ORF
1853,ORF
1854,ORF
1855,ORF
1856,ORF
1857,ORF
1860,CUT_XUT
1861,ORF_XUT
1862,ORF_XUT
1863,ORF
1864,ORF
1865,ORF
1867,ORF
1868,ORF
1869,ORF
1870,ORF
1871,ORF
1872,ORF
1873,ORF_SUT_XUT
1874,ORF_SUT_XUT
1875,XUT
1876,XUT
1878,ORF
1879,ORF
1880,ORF
1881,ORF
1882,CUT
1883,CUT
1884,ORF_XUT
1891,ORF
1895,ORF_XUT
1896,ORF
1897,ORF
1898,ORF
1903,ORF
1904,ORF
1905,ORF_XUT
1906,XUT
1907,XUT
1908,SUT_XUT
1909,SUT_XUT
1910,SUT_XUT
1911,SUT_XUT
1912,SUT_XUT
1914,ORF
1915,ORF
1916,ORF_CUT_XUT
1918,ORF
1919,ORF
1920,ORF
1922,ORF
1923,ORF
1924,ORF
1925,ORF
1926,ORF
1927,ORF
1928,ORF_SUT_XUT
1930,ORF
1932,XUT
1933,SUT_XUT
1937,ORF
1938,ORF
1939,ORF
1940,ORF
1941,XUT
1942,XUT
1943,CUT
1945,ORF
1946,ORF
1947,ORF
1948,ORF
1951,ORF
1952,ORF
1953,ORF
1954,ORF
1955,ORF
1956,ORF
1957,ORF
1958,ORF_XUT
1963,ORF
1964,ORF
1965,ORF
1966,ORF
1967,ORF
1982,ORF
1983,ORF
1984,ORF
1985,ORF
1986,ORF
1987,ORF
1990,ORF
1992,ORF
1993,ORF
1994,SUT_XUT
1995,XUT
1996,XUT
1997,ORF
1998,ORF
1999,ORF
2000,ORF
2001,ORF
2005,ORF
2006,ORF
2009,ORF
2010,ORF
2011,ORF
2012,ORF
2013,ORF
2018,ORF
2019,ORF
2020,ORF_CUT_XUT
2021,ORF
2022,ORF
2023,ORF
2024,ORF
2025,ORF
2026,ORF
2027,ORF
2028,ORF
2029,ORF
2030,ORF
2031,ORF
2033,ORF
2034,ORF
2035,ORF_SUT_XUT
2036,XUT
2038,XUT
2039,ORF_SUT_XUT
2040,ORF
2042,ORF
2044,ORF
2045,ORF
2046,ORF
2047,ORF
2048,ORF
2052,ORF
2053,ORF
2054,ORF
2055,ORF
2056,ORF
2057,ORF
2058,ORF
2059,ORF
2060,ORF
2062,ORF
2063,ORF
2064,ORF
2065,ORF
2066,ORF
2067,ORF
2068,ORF
2069,ORF
2070,ORF
2071,ORF
2072,ORF
2073,ORF
2075,ORF_CUT
2076,ORF_CUT
2077,ORF_CUT
2078,ORF
2079,ORF
2080,ORF
2081,ORF
2082,ORF
2083,ORF
2084,CUT
2087,CUT_XUT
2088,CUT_XUT
2089,CUT_XUT
2090,ORF
2091,ORF
2092,ORF
2096,XUT
2098,ORF
2099,ORF
2105,ORF
2106,ORF
2109,ORF
2110,ORF_XUT
2112,ORF
2113,ORF
2114,ORF
2115,ORF
2116,SUT_XUT
2117,SUT_XUT
2118,ORF_SUT_XUT
2119,ORF_SUT_XUT
2120,ORF
2121,ORF
2122,ORF
2123,ORF
2124,ORF
2127,ORF
2128,ORF
2129,ORF
2130,ORF
2131,ORF
2132,ORF
2133,ORF
2134,ORF
2135,ORF
2140,ORF
2141,ORF
2142,ORF
2143,ORF
2144,ORF
2145,ORF
2146,ORF
2149,ORF
2150,ORF
2151,ORF
2152,ORF
2153,ORF
2154,ORF
2155,ORF
2156,ORF
2157,ORF
2158,ORF
2159,ORF
2160,ORF
2161,ORF
2165,ORF
2166,ORF
2167,ORF
2168,ORF
2171,ORF
2172,ORF
2174,ORF
2176,ORF
2177,ORF
2193,ORF
2195,ORF
2196,ORF
2197,ORF
2198,ORF_CUT
2201,ORF
2202,ORF
2203,ORF
2205,ORF
2206,ORF_SUT_XUT
2207,ORF_SUT_XUT
2209,XUT
2210,SUT_XUT
2211,SUT_XUT
2212,ORF_SUT_XUT
2213,ORF_SUT_XUT
2214,ORF_SUT_XUT
2215,SUT_XUT
2220,XUT
2221,CUT_XUT
2222,CUT_XUT
2223,XUT
2224,SUT
2225,SUT
2227,ORF
2228,ORF
2229,ORF
2230,ORF
2234,ORF
2235,ORF
2236,ORF
2237,ORF
2238,ORF_XUT
2242,ORF
2243,ORF_SUT
2244,ORF_SUT
2245,ORF
2246,ORF
2251,ORF
2252,ORF
2253,ORF
2256,ORF
2260,ORF
2261,ORF
2262,ORF
2264,ORF
2265,ORF
2266,ORF
2267,ORF
2268,ORF
2269,ORF
2270,ORF
2271,ORF_XUT
2272,ORF
2273,ORF
2274,ORF
2276,ORF
2278,ORF
2279,ORF
2280,ORF
2283,ORF
2284,ORF_SUT_XUT
2286,ORF
2287,ORF
2288,ORF_CUT
2289,ORF_CUT
2290,ORF_CUT
2291,ORF_CUT
2292,ORF_CUT
2293,ORF_CUT
2294,ORF_CUT
2295,ORF_CUT
2296,ORF
2297,ORF
2298,ORF
2299,ORF
2300,ORF
2301,ORF
2302,ORF
2303,ORF
2304,ORF
2309,XUT
2310,ORF_XUT
2311,XUT
2312,XUT
2313,SUT
2314,SUT
2315,SUT
2316,ORF
2317,ORF
2318,ORF
2319,ORF
2320,ORF
2322,ORF_XUT
2323,XUT
2324,XUT
2325,ORF_SUT_XUT
2326,SUT_XUT
2327,SUT_XUT
2328,SUT_XUT
2329,SUT_XUT
2330,SUT_XUT
2332,SUT_XUT
2333,SUT_XUT
2335,ORF
2336,XUT
2337,ORF
2338,ORF
2339,ORF
2340,ORF_CUT
2341,ORF
2342,ORF
2344,ORF
2345,ORF
2347,ORF
2348,ORF
2352,ORF
2353,ORF
2354,ORF
2355,ORF
2356,ORF
2357,XUT
2358,ORF_CUT
2359,ORF_CUT
2360,ORF_CUT
2361,ORF
2362,ORF
2363,SUT_XUT
2364,ORF
2365,ORF_CUT
2366,ORF_CUT
2367,ORF_CUT
2368,ORF
2369,ORF
2370,ORF
2371,ORF
2375,ORF_SUT_XUT
2376,ORF_SUT_XUT
2377,ORF
2378,ORF
2379,ORF
2380,ORF
2381,ORF
2382,ORF
2383,ORF
2384,ORF
2385,ORF
2386,ORF
2387,ORF
2388,ORF
2389,ORF
2390,ORF
2391,ORF
2392,ORF
2393,ORF
2394,ORF
2395,ORF
2396,ORF
2397,ORF
2398,ORF
2399,ORF_XUT
2400,SUT
2401,ORF
2402,ORF
2403,ORF
2408,ORF
2409,ORF
2410,ORF
2411,ORF
2412,ORF
2413,ORF
2414,ORF
2415,ORF
2416,XUT
2417,XUT
2418,CUT_XUT
2419,CUT_XUT
2420,CUT_XUT
2421,CUT_XUT
2422,SUT_XUT
2423,ORF
2426,ORF
2427,ORF
2428,CUT_XUT
2429,ORF
2430,ORF
2433,ORF_XUT
2434,ORF
2435,ORF
2436,SUT_XUT
2437,XUT
2438,XUT
2440,ORF
2441,ORF
2443,ORF
2444,ORF
2445,ORF
2447,ORF
2448,ORF_XUT
2449,ORF_XUT
2451,ORF_SUT_XUT
2452,ORF_SUT_XUT
2453,ORF
2454,ORF
2457,ORF
2458,ORF
2459,ORF
2460,ORF
2461,ORF
2466,ORF
2467,ORF
2468,ORF
2469,ORF
2470,ORF_SUT_XUT
2471,ORF_SUT_XUT
2472,ORF_SUT_XUT
2474,CUT
2478,ORF
2479,ORF
2480,ORF
2481,ORF
2482,ORF
2483,ORF
2484,ORF
2485,ORF
2486,ORF
2487,ORF_SUT_XUT
2488,ORF
2489,ORF_SUT_XUT
2490,ORF_SUT_XUT
2491,SUT_XUT
2492,ORF
2493,ORF
2496,ORF
2497,ORF
2499,ORF
2500,CUT
2502,ORF
2503,ORF_CUT
2504,CUT
2505,ORF
2509,ORF_SUT_XUT
2510,ORF
2511,ORF
2512,ORF
2514,ORF
2515,ORF_SUT_XUT
2516,ORF
2517,ORF_SUT_XUT
2518,ORF
2519,ORF
2522,ORF
2525,ORF
2526,ORF
2527,ORF
2528,ORF
2529,ORF
2530,ORF
2531,ORF
2532,ORF
2533,ORF
2534,ORF
2535,ORF
2536,ORF
2537,ORF_CUT_XUT
2538,ORF_CUT
2541,ORF
2542,ORF
2543,ORF
2544,ORF
2545,ORF
2546,ORF
2550,ORF_XUT
2551,XUT
2552,ORF_SUT_XUT
2553,SUT_XUT
2554,SUT_XUT
2555,SUT_XUT
2559,ORF
2560,ORF
2562,ORF
2563,ORF
2565,ORF
2566,ORF
2567,ORF
2570,ORF
2571,ORF
2575,ORF
2576,ORF
2577,ORF
2578,ORF_CUT
2579,ORF
2580,ORF
2581,ORF
2582,ORF
2584,ORF
2585,ORF
2586,CUT
2589,ORF
2590,ORF
2591,ORF
2592,ORF
2593,ORF
2594,ORF
2596,ORF
2599,ORF
2600,SUT_XUT
2601,SUT_XUT
2602,ORF_XUT
2603,ORF
2605,SUT_XUT
2606,SUT_XUT
2607,SUT_XUT
2608,ORF
2610,ORF
2611,ORF
2613,ORF
2614,ORF
2615,ORF
2616,ORF
2617,ORF
2618,ORF_XUT
2619,XUT
2620,ORF
2621,ORF_CUT
2622,ORF
2623,ORF
2624,ORF
2625,ORF
2626,ORF
2627,ORF
2629,ORF
2630,ORF
2631,ORF
2632,ORF
2633,ORF
2634,ORF
2635,ORF
2636,ORF
2637,ORF
2638,ORF
2639,ORF
2640,ORF
2642,ORF_SUT_XUT
2655,ORF
2656,ORF
2657,ORF
2659,SUT_XUT
2660,ORF_SUT_XUT
2661,ORF_SUT_XUT
2662,ORF
2663,ORF_XUT
2664,ORF_SUT_XUT
2665,ORF_SUT
2666,ORF_SUT
2667,ORF
2668,ORF
2673,ORF
2675,ORF
2676,ORF
2677,ORF
2678,ORF
2679,ORF
2680,ORF
2681,ORF
2682,ORF
2683,XUT
2685,ORF_XUT
2686,ORF_SUT_XUT
2687,ORF_CUT_XUT
2688,ORF_CUT_XUT
2689,ORF_CUT_XUT
2690,ORF_CUT_XUT
2691,ORF
2692,ORF_SUT_XUT
2697,ORF
2706,ORF
2707,ORF
2708,ORF
2709,ORF
2710,ORF
2711,ORF
2712,ORF
2713,ORF_XUT
2714,ORF_XUT
2715,ORF
2728,ORF
2729,XUT
2730,ORF_SUT
2731,ORF_SUT
2732,ORF
2733,ORF
2734,ORF
2735,ORF
2738,SUT_XUT
2739,SUT_XUT
2740,SUT_XUT
2741,SUT_XUT
2742,SUT_XUT
2743,ORF_XUT
2747,ORF
2748,ORF
2749,SUT_XUT
2750,SUT_XUT
2751,SUT_XUT
2752,SUT_XUT
2753,XUT
2759,ORF
2760,ORF
2761,ORF
2762,ORF
2763,ORF
2764,ORF
2765,ORF
2766,ORF
2767,ORF
2768,SUT_XUT
2769,SUT_XUT
2770,SUT_XUT
2771,SUT_XUT
2778,ORF
2799,XUT
2800,XUT
2801,XUT
2802,XUT
2803,XUT
2804,ORF_XUT
2805,ORF_XUT
2806,ORF_XUT
