locus_id,name,sgd_id,chrom,start,end
YAL042W,ERV46,SGDID:S000000040,CHR_1,61316,62563
YAL041W,CDC24,SGDID:S000000039,CHR_1,62840,65404
YAL040C,CLN3,SGDID:S000000038,CHR_1,65778,67520
YAL039C,CYC3,SGDID:S000000037,CHR_1,68716,69525
YAL038W,CDC19,SGDID:S000000036,CHR_1,71786,73288
YAL037C-B,YAL037C-B,SGDID:S000028592,CHR_1,72326,73300
YAL037C-A,YAL037C-A,SGDID:S000028732,CHR_1,73426,73518
YAL037W,YAL037W,SGDID:S000000035,CHR_1,74020,74823
YAL036C,RBG1,SGDID:S000000034,CHR_1,75043,76152
YAL035W,FUN12,SGDID:S000000033,CHR_1,76427,79435
YAL034C-B,YAL034C-B,SGDID:S000002137,CHR_1,79489,79842
YAL034W-A,MTW1,SGDID:S000000032,CHR_1,79718,80587
YAL034C,FUN19,SGDID:S000002134,CHR_1,80710,81951
YAL033W,POP5,SGDID:S000000031,CHR_1,82706,83227
YAL032C,PRP45,SGDID:S000000030,CHR_1,83335,84474
YAL031W-A,YAL031W-A,SGDID:S000028731,CHR_1,84669,84977
YAL031C,GIP4,SGDID:S000000029,CHR_1,84749,87031
YAL030W,SNC1,SGDID:S000000028,CHR_1,87286,87387
YAL029C,MYO4,SGDID:S000000027,CHR_1,87855,92270
YAL028W,FRT2,SGDID:S000000026,CHR_1,92900,94486
YAL027W,SAW1,SGDID:S000000025,CHR_1,94687,95472
YAL026C-A,YAL026C-A,SGDID:S000028730,CHR_1,95386,95823
YAL026C,DRS2,SGDID:S000000024,CHR_1,95630,99697
YAL025C,MAK16,SGDID:S000000023,CHR_1,100225,101145
YAL024C,LTE1,SGDID:S000000022,CHR_1,101565,105872
YAL023C,PMT2,SGDID:S000000021,CHR_1,106272,108551
YAL022C,FUN26,SGDID:S000000020,CHR_1,108877,110430
YAL021C,CCR4,SGDID:S000000019,CHR_1,110846,113359
YAL020C,ATS1,SGDID:S000000018,CHR_1,113614,114615
YAL019W-A,YAL019W-A,SGDID:S000028729,CHR_1,114250,114819
YAL019W,FUN30,SGDID:S000000017,CHR_1,114919,118314
YAL018C,LDS1,SGDID:S000000016,CHR_1,118564,119541
YAL017W,PSK1,SGDID:S000000015,CHR_1,120225,124295
YAL016C-B,YAL016C-B,SGDID:S000028528,CHR_1,124307,124492
YAL016C-A,YAL016C-A,SGDID:S000028728,CHR_1,124755,125069
YAL016W,TPD3,SGDID:S000000014,CHR_1,124879,126786
YAL015C,NTG1,SGDID:S000000013,CHR_1,126903,128102
YAL014C,SYN8,SGDID:S000000012,CHR_1,128252,129019
YAL013W,DEP1,SGDID:S000000011,CHR_1,129270,130487
YAL012W,CYS3,SGDID:S000000010,CHR_1,130799,131983
YAL011W,SWC3,SGDID:S000000009,CHR_1,132199,134076
YAL010C,MDM10,SGDID:S000000008,CHR_1,134184,135665
YAL009W,SPO7,SGDID:S000000007,CHR_1,135854,136633
YAL008W,FUN14,SGDID:S000000006,CHR_1,136914,137510
YAL007C,ERP2,SGDID:S000000005,CHR_1,137698,138345
YAL005C,SSA1,SGDID:S000000004,CHR_1,139503,141431
YAL004W,YAL004W,SGDID:S000002136,CHR_1,140760,141407
YAL003W,EFB1,SGDID:S000000003,CHR_1,142174,142253
YAL002W,VPS8,SGDID:S000000002,CHR_1,143707,147531
YAL001C,TFC3,SGDID:S000000001,CHR_1,147594,151006
YAR002W,NUP60,SGDID:S000000063,CHR_1,152257,153876
YAR002C-A,ERP1,SGDID:S000002129,CHR_1,154065,154724
YAR003W,SWD1,SGDID:S000000064,CHR_1,155005,156285
YAR007C,RFA1,SGDID:S000000065,CHR_1,156754,158619
YAR008W,SEN34,SGDID:S000000066,CHR_1,158966,159793
YAR014C,BUD14,SGDID:S000000069,CHR_1,166742,168871
YAR015W,ADE1,SGDID:S000000070,CHR_1,169375,170295
YAR018C,KIN3,SGDID:S000000071,CHR_1,170396,171703
YAR019C,CDC15,SGDID:S000000072,CHR_1,172211,175135
YAR019W-A,YAR019W-A,SGDID:S000028735,CHR_1,174998,175330
YAR020C,PAU7,SGDID:S000000073,CHR_1,176856,177023
YAR023C,YAR023C,SGDID:S000000074,CHR_1,179281,179820
YAR027W,UIP3,SGDID:S000000075,CHR_1,183770,184477
YAR028W,YAR028W,SGDID:S000000076,CHR_1,184892,185596
YAR029W,YAR029W,SGDID:S000000077,CHR_1,186321,186545
YAR030C,YAR030C,SGDID:S000001821,CHR_1,186512,186853
YAR031W,PRM9,SGDID:S000000078,CHR_1,186836,187732
YAR033W,MST28,SGDID:S000000079,CHR_1,188107,188811
YAR035W,YAT1,SGDID:S000000080,CHR_1,190193,192256
YAR035C-A,YAR035C-A,SGDID:S000028595,CHR_1,192337,192417
YAR042W,SWH1,SGDID:S000000081,CHR_1,192619,196185
YAR047C,YAR047C,SGDID:S000000083,CHR_1,201467,201787
YAR050W,FLO1,SGDID:S000000084,CHR_1,203403,208016
YAR053W,YAR053W,SGDID:S000000085,CHR_1,208367,208663
YAR060C,YAR060C,SGDID:S000000086,CHR_1,217157,217492
YAR064W,YAR064W,SGDID:S000000089,CHR_1,220198,220497
YAR066W,YAR066W,SGDID:S000002144,CHR_1,221049,221660
YAR068W,YAR068W,SGDID:S000000091,CHR_1,222406,222891
YAR069C,YAR069C,SGDID:S000000092,CHR_1,224011,224304
YAR070C,YAR070C,SGDID:S000000093,CHR_1,224563,224862
YAR071W,PHO11,SGDID:S000000094,CHR_1,225460,226863
YAR073W,IMD1,SGDID:S000000095,CHR_1,227742,228953
YAR075W,YAR075W,SGDID:S000002145,CHR_1,228844,229317
YBL113C,YBL113C,SGDID:S000002153,CHR_2,280,2658
YBL113W-A,YBL113W-A,SGDID:S000028599,CHR_2,646,1128
YBL112C,YBL112C,SGDID:S000002152,CHR_2,2582,2899
YBL111C,YBL111C,SGDID:S000002151,CHR_2,2907,4116
YBL109W,YBL109W,SGDID:S000002150,CHR_2,5790,6125
YBL108C-A,PAU9,SGDID:S000007592,CHR_2,7605,7733
YBL108W,YBL108W,SGDID:S000000204,CHR_2,8177,8482
YBL107W-A,YBL107W-A,SGDID:S000007229,CHR_2,9268,9372
YBL107C,MIX23,SGDID:S000000203,CHR_2,9961,10551
YBL106C,SRO77,SGDID:S000000202,CHR_2,10847,13879
YBL105C,PKC1,SGDID:S000000201,CHR_2,14241,17696
YBL104C,SEA4,SGDID:S000000200,CHR_2,18177,21293
YBL103C,RTG3,SGDID:S000000199,CHR_2,22076,23536
YBL102W,SFT2,SGDID:S000000198,CHR_2,24098,24745
YBL101C,ECM21,SGDID:S000000197,CHR_2,24946,28299
YBL100W-C,YBL100W-C,SGDID:S000028598,CHR_2,28427,28546
YBL100C,YBL100C,SGDID:S000000196,CHR_2,36989,37303
YBL099W,ATP1,SGDID:S000000195,CHR_2,37053,38690
YBL098W,BNA4,SGDID:S000000194,CHR_2,39145,40527
YBL097W,BRN1,SGDID:S000000193,CHR_2,40831,43095
YBL096C,YBL096C,SGDID:S000000192,CHR_2,43174,43482
YBL095W,MRX3,SGDID:S000000191,CHR_2,43277,44089
YBL094C,YBL094C,SGDID:S000000190,CHR_2,43765,44097
YBL093C,ROX3,SGDID:S000000189,CHR_2,44256,44918
YBL092W,RPL32,SGDID:S000000188,CHR_2,45978,46370
YBL091C-A,SCS22,SGDID:S000007228,CHR_2,46565,47058
YBL091C,MAP2,SGDID:S000000187,CHR_2,47363,48628
YBL090W,MRP21,SGDID:S000000186,CHR_2,48825,49358
YBL089W,AVT5,SGDID:S000000185,CHR_2,49574,50953
YBL088C,TEL1,SGDID:S000000184,CHR_2,51019,59382
YBL087C,RPL23A,SGDID:S000000183,CHR_2,59822,60193
YBL086C,YBL086C,SGDID:S000000182,CHR_2,61202,62602
YBL085W,BOI1,SGDID:S000000181,CHR_2,63876,66818
YBL084C,CDC27,SGDID:S000000180,CHR_2,67169,69445
YBL083C,YBL083C,SGDID:S000000179,CHR_2,69713,70138
YBL082C,ALG3,SGDID:S000000178,CHR_2,69751,71127
YBL081W,YBL081W,SGDID:S000000177,CHR_2,71866,72972
YBL080C,PET112,SGDID:S000000176,CHR_2,73070,74695
YBL079W,NUP170,SGDID:S000000175,CHR_2,75259,79767
YBL078C,ATG8,SGDID:S000000174,CHR_2,80378,80731
YBL077W,YBL077W,SGDID:S000000173,CHR_2,80897,81328
YBL076C,ILS1,SGDID:S000000172,CHR_2,81043,84261
YBL075C,SSA3,SGDID:S000000171,CHR_2,84499,86448
YBL074C,AAR2,SGDID:S000000170,CHR_2,86722,87789
YBL073W,YBL073W,SGDID:S000000169,CHR_2,87646,87957
YBL072C,RPS8A,SGDID:S000000168,CHR_2,88523,89125
YBL071C-B,YBL071C-B,SGDID:S000028597,CHR_2,89458,89556
YBL071W-A,KTI11,SGDID:S000007587,CHR_2,89978,90226
YBL071C,YBL071C,SGDID:S000000167,CHR_2,90223,90531
YBL070C,YBL070C,SGDID:S000000166,CHR_2,90605,90925
YBL069W,AST1,SGDID:S000000165,CHR_2,90741,92030
YBL068W-A,YBL068W-A,SGDID:S000028530,CHR_2,91794,92030
YBL068W,PRS4,SGDID:S000000164,CHR_2,92414,93394
YBL067C,UBP13,SGDID:S000000163,CHR_2,93639,95882
YBL066C,SEF1,SGDID:S000000162,CHR_2,96669,100115
YBL065W,YBL065W,SGDID:S000000161,CHR_2,99963,100307
YBL064C,PRX1,SGDID:S000000160,CHR_2,100371,101156
YBL063W,KIP1,SGDID:S000000159,CHR_2,101886,105221
YBL062W,YBL062W,SGDID:S000000158,CHR_2,105308,105688
YBL061C,SKT5,SGDID:S000000157,CHR_2,105316,107406
YBL060W,YEL1,SGDID:S000000156,CHR_2,107932,109995
YBL059C-A,CMC2,SGDID:S000007488,CHR_2,110125,110420
YBL059W,IAI11,SGDID:S000000155,CHR_2,110594,110879
YBL058W,SHP1,SGDID:S000000154,CHR_2,111437,112708
YBL057C,PTH2,SGDID:S000000153,CHR_2,112801,113427
YBL056W,PTC3,SGDID:S000000152,CHR_2,113762,115168
YBL055C,YBL055C,SGDID:S000000151,CHR_2,115573,116829
YBL054W,TOD6,SGDID:S000000150,CHR_2,117589,119166
YBL053W,YBL053W,SGDID:S000000149,CHR_2,119335,119709
YBL052C,SAS3,SGDID:S000000148,CHR_2,119379,121874
YBL051C,PIN4,SGDID:S000000147,CHR_2,122753,124759
YBL050W,SEC17,SGDID:S000000146,CHR_2,125125,125154
YBL049W,MOH1,SGDID:S000000145,CHR_2,126828,127244
YBL048W,RRT1,SGDID:S000000144,CHR_2,127299,127610
YBL047C,EDE1,SGDID:S000000143,CHR_2,127895,132040
YBL046W,PSY4,SGDID:S000000142,CHR_2,132424,133749
YBL045C,COR1,SGDID:S000000141,CHR_2,134143,135516
YBL044W,YBL044W,SGDID:S000000140,CHR_2,135998,136366
YBL043W,ECM13,SGDID:S000000139,CHR_2,136688,137461
YBL042C,FUI1,SGDID:S000000138,CHR_2,138341,140260
YBL041W,PRE7,SGDID:S000000137,CHR_2,141247,141972
YBL040C,ERD2,SGDID:S000000136,CHR_2,142112,142749
YBL039W-B,MIN6,SGDID:S000028517,CHR_2,143393,143572
YBL039C,URA7,SGDID:S000000135,CHR_2,143989,145728
YBL039C-A,YBL039C-A,SGDID:S000028814,CHR_2,144948,145031
YBL038W,MRPL16,SGDID:S000000134,CHR_2,146187,146885
YBL037W,APL3,SGDID:S000000133,CHR_2,147209,150286
YBL036C,YBL036C,SGDID:S000000132,CHR_2,150447,151220
YBL035C,POL12,SGDID:S000000131,CHR_2,151493,153610
YBL034C,STU1,SGDID:S000000130,CHR_2,153848,158389
YBL033C,RIB1,SGDID:S000000129,CHR_2,158656,159693
YBL032W,HEK2,SGDID:S000000128,CHR_2,160184,161329
YBL031W,SHE1,SGDID:S000000127,CHR_2,161699,162715
YBL030C,PET9,SGDID:S000000126,CHR_2,163041,163997
YBL029C-A,YBL029C-A,SGDID:S000007591,CHR_2,164488,164772
YBL029W,YBL029W,SGDID:S000000125,CHR_2,166134,167264
YBL028C,YBL028C,SGDID:S000000124,CHR_2,167518,167838
YBL027W,RPL19B,SGDID:S000000123,CHR_2,168423,168424
YBL026W,LSM2,SGDID:S000000122,CHR_2,170623,170676
YBL025W,RRN10,SGDID:S000000121,CHR_2,171481,171918
YBL024W,NCL1,SGDID:S000000120,CHR_2,172534,174588
YBL023C,MCM2,SGDID:S000000119,CHR_2,174920,177526
YBL022C,PIM1,SGDID:S000000118,CHR_2,177874,181275
YBL021C,HAP3,SGDID:S000000117,CHR_2,181660,182094
YBL020W,RFT1,SGDID:S000000116,CHR_2,182401,184125
YBL019W,APN2,SGDID:S000000115,CHR_2,184353,185915
YBL018C,POP8,SGDID:S000000114,CHR_2,185998,186352
YBL017C,PEP1,SGDID:S000000113,CHR_2,186844,191583
YBL016W,FUS3,SGDID:S000000112,CHR_2,192451,193512
YBL015W,ACH1,SGDID:S000000111,CHR_2,194122,195702
YBL014C,RRN6,SGDID:S000000110,CHR_2,199064,201748
YBL013W,FMT1,SGDID:S000000109,CHR_2,202056,203261
YBL012C,YBL012C,SGDID:S000000108,CHR_2,203406,203807
YBL011W,SCT1,SGDID:S000000107,CHR_2,203538,205817
YBL010C,LAA2,SGDID:S000000106,CHR_2,206107,206949
YBL009W,ALK2,SGDID:S000000105,CHR_2,207194,209224
YBL008W-A,YBL008W-A,SGDID:S000028529,CHR_2,209409,209648
YBL008W,HIR1,SGDID:S000000104,CHR_2,209653,212175
YBL007C,SLA1,SGDID:S000000103,CHR_2,212632,216366
YBL006C,LDB7,SGDID:S000000102,CHR_2,216587,217129
YBL006W-A,YBL006W-A,SGDID:S000028596,CHR_2,216711,216860
YBL005W,PDR3,SGDID:S000000101,CHR_2,217470,220400
YBL004W,UTP20,SGDID:S000000100,CHR_2,227636,235117
YBL003C,HTA2,SGDID:S000000099,CHR_2,235394,235792
YBL002W,HTB2,SGDID:S000000098,CHR_2,236492,236887
YBL001C,ECM15,SGDID:S000000097,CHR_2,237153,237467
YBR001C,NTH2,SGDID:S000000205,CHR_2,238941,241283
YBR002C,RER2,SGDID:S000000206,CHR_2,241708,242568
YBR003W,COQ1,SGDID:S000000207,CHR_2,242809,244230
YBR004C,GPI18,SGDID:S000000208,CHR_2,244366,245667
YBR005W,RCR1,SGDID:S000000209,CHR_2,245906,246547
YBR006W,UGA2,SGDID:S000000210,CHR_2,247010,248503
YBR007C,DSF2,SGDID:S000000211,CHR_2,248806,251016
YBR008C,FLR1,SGDID:S000000212,CHR_2,252563,254209
YBR009C,HHF1,SGDID:S000000213,CHR_2,255373,255684
YBR010W,HHT1,SGDID:S000000214,CHR_2,256331,256741
YBR011C,IPP1,SGDID:S000000215,CHR_2,257112,257975
YBR012C,YBR012C,SGDID:S000000216,CHR_2,259147,259566
YBR013C,YBR013C,SGDID:S000000217,CHR_2,265492,265881
YBR014C,GRX7,SGDID:S000000218,CHR_2,266725,267336
YBR015C,MNN2,SGDID:S000000219,CHR_2,267710,269503
YBR016W,YBR016W,SGDID:S000000220,CHR_2,270247,270633
YBR017C,KAP104,SGDID:S000000221,CHR_2,270947,273703
YBR018C,GAL7,SGDID:S000000222,CHR_2,274427,275527
YBR019C,GAL10,SGDID:S000000223,CHR_2,276253,278352
YBR020W,GAL1,SGDID:S000000224,CHR_2,279021,280607
YBR021W,FUR4,SGDID:S000000225,CHR_2,281443,283344
YBR022W,POA1,SGDID:S000000226,CHR_2,283738,284271
YBR023C,CHS3,SGDID:S000000227,CHR_2,284428,287925
YBR024W,SCO2,SGDID:S000000228,CHR_2,289445,290350
YBR025C,OLA1,SGDID:S000000229,CHR_2,290681,291865
YBR026C,ETR1,SGDID:S000000230,CHR_2,292877,294019
YBR027C,YBR027C,SGDID:S000000231,CHR_2,294024,294356
YBR028C,YPK3,SGDID:S000000232,CHR_2,294425,296002
YBR029C,CDS1,SGDID:S000000233,CHR_2,296369,297742
YBR030W,RKM3,SGDID:S000000234,CHR_2,298292,299950
YBR031W,RPL4A,SGDID:S000000235,CHR_2,300166,301254
YBR032W,YBR032W,SGDID:S000000236,CHR_2,301519,301821
YBR033W,EDS1,SGDID:S000000237,CHR_2,301944,304703
YBR034C,HMT1,SGDID:S000000238,CHR_2,304930,305976
YBR035C,PDX3,SGDID:S000000239,CHR_2,306269,306955
YBR036C,CSG2,SGDID:S000000240,CHR_2,309081,310313
YBR037C,SCO1,SGDID:S000000241,CHR_2,310565,311452
YBR038W,CHS2,SGDID:S000000242,CHR_2,311898,314789
YBR039W,ATP3,SGDID:S000000243,CHR_2,315575,316510
YBR040W,FIG1,SGDID:S000000244,CHR_2,316968,317864
YBR041W,FAT1,SGDID:S000000245,CHR_2,318266,320275
YBR042C,CST26,SGDID:S000000246,CHR_2,320416,321609
YBR043C,QDR3,SGDID:S000000247,CHR_2,321876,323945
YBR044C,TCM62,SGDID:S000000248,CHR_2,324341,326059
YBR045C,GIP1,SGDID:S000000249,CHR_2,328173,330092
YBR046C,ZTA1,SGDID:S000000250,CHR_2,330507,331511
YBR047W,FMP23,SGDID:S000000251,CHR_2,331833,332360
YBR048W,RPS11B,SGDID:S000000252,CHR_2,332831,332875
YBR049C,REB1,SGDID:S000000253,CHR_2,334386,336818
YBR050C,REG2,SGDID:S000000254,CHR_2,337183,338199
YBR051W,YBR051W,SGDID:S000000255,CHR_2,337988,338338
YBR052C,RFS1,SGDID:S000000256,CHR_2,338720,339352
YBR053C,YBR053C,SGDID:S000000257,CHR_2,339675,340751
YBR054W,YRO2,SGDID:S000000258,CHR_2,343101,344135
YBR055C,PRP6,SGDID:S000000259,CHR_2,344602,347301
YBR056W,MRX18,SGDID:S000000260,CHR_2,347879,349384
YBR056W-A,MNC1,SGDID:S000028736,CHR_2,351255,351455
YBR056C-B,YBR056C-B,SGDID:S000087087,CHR_2,351293,351451
YBR057C,MUM2,SGDID:S000000261,CHR_2,352193,353293
YBR058C,UBP14,SGDID:S000000262,CHR_2,353672,356017
YBR058C-A,TSC3,SGDID:S000007521,CHR_2,356324,356566
YBR059C,AKL1,SGDID:S000000263,CHR_2,356861,360187
YBR060C,ORC2,SGDID:S000000264,CHR_2,360652,362514
YBR061C,TRM7,SGDID:S000000265,CHR_2,364787,365719
YBR062C,YBR062C,SGDID:S000000266,CHR_2,365976,366502
YBR063C,YBR063C,SGDID:S000000267,CHR_2,366970,368184
YBR064W,YBR064W,SGDID:S000000268,CHR_2,367763,368191
YBR065C,ECM2,SGDID:S000000269,CHR_2,368584,369678
YBR066C,NRG2,SGDID:S000000270,CHR_2,370037,370699
YBR067C,TIP1,SGDID:S000000271,CHR_2,372103,372735
YBR068C,BAP2,SGDID:S000000272,CHR_2,373861,375690
YBR069C,TAT1,SGDID:S000000273,CHR_2,376574,378433
YBR070C,ALG14,SGDID:S000000274,CHR_2,379221,379934
YBR071W,YBR071W,SGDID:S000000275,CHR_2,380411,381046
YBR072W,HSP26,SGDID:S000000276,CHR_2,382030,382674
YBR072C-A,YBR072C-A,SGDID:S000028532,CHR_2,382860,383021
YBR073W,RDH54,SGDID:S000000277,CHR_2,383112,385988
YBR074W,PFF1,SGDID:S000000278,CHR_2,386286,389216
YBR076W,ECM8,SGDID:S000000280,CHR_2,390227,391291
YBR076C-A,YBR076C-A,SGDID:S000028533,CHR_2,391351,391617
YBR077C,SLM4,SGDID:S000000281,CHR_2,391805,392293
YBR078W,ECM33,SGDID:S000000282,CHR_2,393123,393180
YBR079C,RPG1,SGDID:S000000283,CHR_2,395383,398277
YBR080C,SEC18,SGDID:S000000284,CHR_2,398614,400890
YBR081C,SPT7,SGDID:S000000285,CHR_2,401253,405251
YBR082C,UBC4,SGDID:S000000286,CHR_2,406628,407027
YBR083W,TEC1,SGDID:S000000287,CHR_2,409169,410629
YBR084W,MIS1,SGDID:S000000288,CHR_2,411054,413981
YBR084C-A,RPL19A,SGDID:S000002156,CHR_2,414186,414753
YBR085W,AAC3,SGDID:S000000289,CHR_2,415983,416906
YBR085C-A,YBR085C-A,SGDID:S000007522,CHR_2,418907,419164
YBR086C,IST2,SGDID:S000000290,CHR_2,420201,423041
YBR087W,RFC5,SGDID:S000000291,CHR_2,423765,424829
YBR088C,POL30,SGDID:S000000292,CHR_2,424990,425766
YBR089W,YBR089W,SGDID:S000000293,CHR_2,425183,425782
YBR089C-A,NHP6B,SGDID:S000002157,CHR_2,426190,426489
YBR090C,YBR090C,SGDID:S000000294,CHR_2,426333,426516
YBR091C,TIM12,SGDID:S000000295,CHR_2,427155,427484
YBR092C,PHO3,SGDID:S000000296,CHR_2,427698,429101
YBR093C,PHO5,SGDID:S000000297,CHR_2,429548,430951
YBR094W,PBY1,SGDID:S000000298,CHR_2,432036,434297
YBR095C,RXT2,SGDID:S000000299,CHR_2,434406,435698
YBR096W,YBR096W,SGDID:S000000300,CHR_2,436021,436713
YBR097W,VPS15,SGDID:S000000301,CHR_2,436951,441315
YBR098W,MMS4,SGDID:S000000302,CHR_2,441515,443590
YBR099C,YBR099C,SGDID:S000000303,CHR_2,442924,443307
YBR101C,FES1,SGDID:S000000305,CHR_2,443821,444693
YBR102C,EXO84,SGDID:S000000306,CHR_2,445062,447323
YBR103W,SIF2,SGDID:S000000307,CHR_2,447709,449316
YBR103C-A,YBR103C-A,SGDID:S000007593,CHR_2,449320,449463
YBR104W,YMC2,SGDID:S000000308,CHR_2,449667,450656
YBR105C,VID24,SGDID:S000000309,CHR_2,450881,451969
YBR106W,SND3,SGDID:S000000310,CHR_2,452658,453224
YBR107C,IML3,SGDID:S000000311,CHR_2,453793,454530
YBR108W,AIM3,SGDID:S000000312,CHR_2,454822,457665
YBR109C,CMD1,SGDID:S000000313,CHR_2,457919,458362
YBR109W-A,YBR109W-A,SGDID:S000028737,CHR_2,458608,458832
YBR110W,ALG1,SGDID:S000000314,CHR_2,458872,460221
YBR111C,YSA1,SGDID:S000000315,CHR_2,461178,461873
YBR111W-A,SUS1,SGDID:S000028510,CHR_2,462139,462209
YBR112C,CYC8,SGDID:S000000316,CHR_2,462870,465770
YBR113W,YBR113W,SGDID:S000000317,CHR_2,465566,466048
YBR114W,RAD16,SGDID:S000000318,CHR_2,467248,469620
YBR115C,LYS2,SGDID:S000000319,CHR_2,469748,473926
YBR116C,YBR116C,SGDID:S000000320,CHR_2,474199,474726
YBR117C,TKL2,SGDID:S000000321,CHR_2,474392,476437
YBR118W,TEF2,SGDID:S000000322,CHR_2,477671,479047
YBR119W,MUD1,SGDID:S000000323,CHR_2,479338,479345
YBR120C,CBP6,SGDID:S000000324,CHR_2,480435,480923
YBR121C,GRS1,SGDID:S000000325,CHR_2,481364,483367
YBR121C-A,YBR121C-A,SGDID:S000028815,CHR_2,482326,482484
YBR122C,MRPL36,SGDID:S000000326,CHR_2,483970,484503
YBR123C,TFC1,SGDID:S000000327,CHR_2,484742,486691
YBR124W,YBR124W,SGDID:S000000328,CHR_2,486507,486866
YBR125C,PTC4,SGDID:S000000329,CHR_2,487199,488380
YBR126C,TPS1,SGDID:S000000330,CHR_2,488905,490392
YBR126W-A,MEO1,SGDID:S000028600,CHR_2,490850,491056
YBR126W-B,YBR126W-B,SGDID:S000028738,CHR_2,490927,491070
YBR127C,VMA2,SGDID:S000000331,CHR_2,491269,492822
YBR128C,ATG14,SGDID:S000000332,CHR_2,493081,494115
YBR129C,OPY1,SGDID:S000000333,CHR_2,494353,495339
YBR130C,SHE3,SGDID:S000000334,CHR_2,495592,496869
YBR131W,CCZ1,SGDID:S000000335,CHR_2,497163,499277
YBR131C-A,YBR131C-A,SGDID:S000028601,CHR_2,497650,497739
YBR132C,AGP2,SGDID:S000000336,CHR_2,499652,501442
YBR133C,HSL7,SGDID:S000000337,CHR_2,501804,504287
YBR134W,YBR134W,SGDID:S000000338,CHR_2,504243,504644
YBR135W,CKS1,SGDID:S000000339,CHR_2,504854,505306
YBR136W,MEC1,SGDID:S000000340,CHR_2,505668,512774
YBR137W,YBR137W,SGDID:S000000341,CHR_2,513044,513583
YBR138C,YBR138C,SGDID:S000000342,CHR_2,513762,515336
YBR139W,ATG42,SGDID:S000000343,CHR_2,515664,517190
YBR140C,IRA1,SGDID:S000000344,CHR_2,517350,526628
YBR141C,BMT2,SGDID:S000000345,CHR_2,527025,528038
YBR141W-A,YBR141W-A,SGDID:S000028602,CHR_2,527167,527262
YBR142W,MAK5,SGDID:S000000346,CHR_2,528317,530638
YBR143C,SUP45,SGDID:S000000347,CHR_2,530869,532182
YBR144C,YBR144C,SGDID:S000000348,CHR_2,533235,533549
YBR145W,ADH5,SGDID:S000000349,CHR_2,533762,534817
YBR146W,MRPS9,SGDID:S000000350,CHR_2,535260,536096
YBR147W,RTC2,SGDID:S000000351,CHR_2,536575,537465
YBR148W,YSW1,SGDID:S000000352,CHR_2,537876,539705
YBR149W,ARA1,SGDID:S000000353,CHR_2,539987,541021
YBR150C,TBS1,SGDID:S000000354,CHR_2,541209,544493
YBR151W,APD1,SGDID:S000000355,CHR_2,545028,545978
YBR152W,SPP381,SGDID:S000000356,CHR_2,546376,547251
YBR153W,RIB7,SGDID:S000000357,CHR_2,547460,548194
YBR154C,RPB5,SGDID:S000000358,CHR_2,548362,549009
YBR155W,CNS1,SGDID:S000000359,CHR_2,549771,550928
YBR156C,SLI15,SGDID:S000000360,CHR_2,551104,553200
YBR157C,ICS2,SGDID:S000000361,CHR_2,553543,554310
YBR158W,AMN1,SGDID:S000000362,CHR_2,556549,558198
