 CHR          BP            SNP   N           P        P(R)      OR   OR(R)       Q       I
   1      185705            149  62   3.717e-13   3.717e-13  0.0991  0.0991  0.9727    0.00
   1      185749            150  62   1.682e-12   1.682e-12  0.0963  0.0963  0.9712    0.00
   1      185806            151  62    4.32e-15    4.32e-15  0.1071  0.1071  0.8617    0.00
   1      185879            152  62   8.879e-15   8.879e-15  0.1064  0.1064  0.9416    0.00
   1      185916            153  62   5.603e-07   5.603e-07  0.0687  0.0687  0.9988    0.00
   1      185941            154  62   4.292e-08   4.292e-08  0.0755  0.0755  0.9965    0.00
   1      185954            155  62   2.362e-09   2.362e-09  0.0826  0.0826  0.9794    0.00
   1      186055            156  62     2.1e-10     2.1e-10 -0.0861 -0.0861  0.9879    0.00
   1      186896            157  62   4.085e-13   4.085e-13 -0.0998 -0.0998  0.9652    0.00
   1      187697            158  62   1.551e-22   1.551e-22 -0.2740 -0.2740  0.7788    0.00
   1      189392            159  62   5.389e-06   5.389e-06 -0.1285 -0.1285  0.9279    0.00
   1      189416            160  62     0.06457      0.0644 -0.0505 -0.0505  0.4739    0.09
   1      190132            161  62      0.1847      0.1847  0.0180  0.0180  1.0000    0.00
   1      190148            162  62      0.1028      0.1028  0.0222  0.0222  1.0000    0.00
   1      190165            163  62      0.4987      0.4987  0.0093  0.0093  1.0000    0.00
   1      190169            164  62     0.09564     0.09564  0.0228  0.0228  1.0000    0.00
   1      190933            165  62   3.851e-09   3.851e-09 -0.0798 -0.0798  1.0000    0.00
   1      192149            166  62      0.2684      0.2684  0.0151  0.0151  0.9866    0.00
   1      192302            167  62   0.0002738   0.0002738 -0.0657 -0.0657  0.9999    0.00
   1      192303            168  62      0.8374      0.8374 -0.0033 -0.0033  1.0000    0.00
   1      192305            169  62     0.01205     0.01205 -0.0425 -0.0425  0.9999    0.00
   1      192315            170  62      0.8342      0.8342  0.0040  0.0040  0.9998    0.00
   1      192795            171  62      0.9027      0.9027 -0.0017 -0.0017  0.8999    0.00
   1      194020            172  62     0.02406     0.02406 -0.0322 -0.0322  1.0000    0.00
   1      194187            173  62      0.4025      0.4025 -0.0113 -0.0113  0.9987    0.00
   1      194867            174  62   0.0003183   0.0003183 -0.0487 -0.0487  1.0000    0.00
   1      197325            175  62     1.4e-08     1.4e-08 -0.0786 -0.0786  0.9999    0.00
   1      197392            176  62   1.588e-11   1.588e-11 -0.0946 -0.0946  0.9991    0.00
   1      198857            177  62   9.198e-09   9.198e-09  0.3728  0.3728  1.0000    0.00
   1      206666            178  62     0.03804     0.03804 -0.0316 -0.0316  0.9993    0.00
   1      206675            179  62     0.04796     0.04796 -0.0392 -0.0392  0.9998    0.00
   1      223051            180  62   1.083e-05   1.083e-05 -0.0690 -0.0690  0.9972    0.00
   1      223059            181  62    6.61e-21    6.61e-21 -0.1525 -0.1525  0.9764    0.00
   2        7366            182  62    0.005036    0.005036 -0.0550 -0.0550  0.9092    0.00
   2        8180            183  62      0.6816      0.6816 -0.0111 -0.0111  0.9994    0.00
   2        8187            184  62   0.0003826   0.0003826  0.0998  0.0998  0.9998    0.00
   2        8250            185  62      0.1004      0.1004 -0.0455 -0.0455  1.0000    0.00
   2        8253            186  62      0.3819      0.3819 -0.0242 -0.0242  1.0000    0.00
   2        8285            187  62     0.09268     0.09268 -0.0253 -0.0253  1.0000    0.00
   2        8302            188  62   7.478e-05   7.478e-05  0.0557  0.0557  0.9999    0.00
   2        8306            189  62   7.478e-05   7.478e-05  0.0557  0.0557  0.9999    0.00
   2        8314            190  62   2.083e-07   2.083e-07  0.0714  0.0714  0.9995    0.00
   2        8317            191  62   0.0002989   0.0002989  0.0509  0.0509  1.0000    0.00
   2        8328            192  62     0.04129     0.04129  0.0286  0.0286  1.0000    0.00
   2        8331            193  62      0.0494      0.0494  0.0275  0.0275  1.0000    0.00
   2        8498            194  62      0.2164      0.2164  0.0170  0.0170  1.0000    0.00
   2        8651            195  62      0.2959      0.2959  0.0144  0.0144  1.0000    0.00
   2        9418            196  62      0.6806      0.6806 -0.0144 -0.0144  0.9999    0.00
   2        9812            197  62      0.5363      0.5363  0.0086  0.0086  1.0000    0.00
   2        9932            198  62       0.729       0.729  0.0048  0.0048  1.0000    0.00
   2       10135            199  62       0.959       0.959 -0.0007 -0.0007  1.0000    0.00
   2       11616            200  62      0.5637      0.5637  0.0079  0.0079  1.0000    0.00
   2       12133            201  62      0.2981      0.2981  0.0143  0.0143  1.0000    0.00
   2       12194            202  62      0.3257      0.3257  0.0136  0.0136  1.0000    0.00
   2       12359            203  62       0.615       0.615  0.0069  0.0069  1.0000    0.00
   2       13061            204  62      0.8795      0.8795  0.0021  0.0021  1.0000    0.00
   2       14298            205  62       0.588       0.588  0.0075  0.0075  1.0000    0.00
   2       15222            206  62      0.7097      0.7097  0.0052  0.0052  1.0000    0.00
   2       17986            207  62      0.7443      0.7443  0.0045  0.0045  1.0000    0.00
   2       19770            208  62      0.6945      0.6945  0.0054  0.0054  1.0000    0.00
   2       19836            209  62       0.631       0.631  0.0066  0.0066  1.0000    0.00
   2       19851            210  62      0.5301      0.5301  0.0087  0.0087  1.0000    0.00
   2       21595            211  62      0.5965      0.5965 -0.0073 -0.0073  1.0000    0.00
   2       22385            212  62      0.4004      0.4004 -0.0116 -0.0116  1.0000    0.00
   2       23441            213  62      0.7427      0.7427 -0.0046 -0.0046  1.0000    0.00
   2       24209            214  62       0.297       0.297  0.0144  0.0144  1.0000    0.00
   2       24341            215  62      0.1336      0.1336  0.0207  0.0207  1.0000    0.00
   2       26815            216  62     0.02196     0.02196  0.0316  0.0316  0.9998    0.00
   2       28209            217  62      0.1256      0.1256  0.0212  0.0212  0.9986    0.00
   2       28695            218  62     0.06855     0.06855 -0.0263 -0.0263  1.0000    0.00
   2       35849            219  62   2.799e-05   2.799e-05 -0.6196 -0.6196  1.0000    0.00
   2       35850            220  62   4.067e-06   4.067e-06  0.8334  0.8334  0.9999    0.00
   2       41245            221  62       9e-06       9e-06 -0.0611 -0.0611  1.0000    0.00
   2       43214            222  62   1.446e-11   1.446e-11 -0.0943 -0.0943  0.9998    0.00
   2       47104            223  62      0.4709      0.4709 -0.0098 -0.0098  0.9997    0.00
   2       50915            224  62      0.8821      0.8821 -0.0020 -0.0020  0.9989    0.00
   2       55834            225  62     0.01757     0.01757 -0.0324 -0.0324  0.9995    0.00
   2       56422            226  62      0.6081      0.6081 -0.0070 -0.0070  0.9982    0.00
   2       57715            227  62      0.7583      0.7583 -0.0042 -0.0042  0.9996    0.00
   2       59046            228  62      0.3355      0.3355 -0.0132 -0.0132  0.9989    0.00
   2       59191            229  62      0.2906      0.2906 -0.0144 -0.0144  0.9988    0.00
   2       59383            230  62      0.8125      0.8125 -0.0032 -0.0032  0.9951    0.00
   2       59477            231  62      0.1354      0.1354 -0.0207 -0.0207  0.9993    0.00
   2       59755            232  62     0.05274     0.05274  0.0602  0.0602  0.9994    0.00
   2       60471            233  62     0.05367     0.05367 -0.0263 -0.0263  0.9998    0.00
   2       60478            234  62      0.1117      0.1117 -0.0217 -0.0217  0.9998    0.00
   2       60786            235  62     0.05036     0.05036 -0.0267 -0.0267  0.9997    0.00
   2       61035            236  62     0.07137     0.07137 -0.0246 -0.0246  0.9993    0.00
   2       61071            237  62     0.03915     0.03915 -0.0280 -0.0280  0.9988    0.00
   2       61675            238  62    0.008669    0.008669 -0.0358 -0.0358  0.9997    0.00
   2       62776            239  62    0.003195    0.003195 -0.0419 -0.0419  0.9993    0.00
   2       62939            240  62      0.1467      0.1467 -0.0197 -0.0197  0.9986    0.00
   2       63527            241  62      0.4322      0.4322 -0.0107 -0.0107  0.9995    0.00
   2       63857            242  62     0.01653     0.01653 -0.0327 -0.0327  0.9990    0.00
   2       65527            243  62   1.316e-05   1.316e-05 -0.0593 -0.0593  0.9939    0.00
   2       67007            244  62   2.056e-06   2.056e-06 -0.0711 -0.0711  0.9999    0.00
   2       67023            245  62   4.209e-05   4.209e-05  0.1268  0.1268  0.9969    0.00
   2       67024            246  62    0.001183    0.001183  0.1008  0.1008  0.9970    0.00
   2       67976            247  62       0.693       0.693 -0.0054 -0.0054  0.9979    0.00
   2       69628            248  62      0.6783      0.6783  0.0058  0.0058  0.9998    0.00
   2       71825            249  62   3.635e-15   3.635e-15 -0.2133 -0.2133  1.0000    0.00
   2       72389            250  62    0.004721    0.004721  0.0388  0.0388  0.9999    0.00
   2       72392            251  62       0.993       0.993  0.0001  0.0001  1.0000    0.00
   2       73646            252  62   6.977e-05   6.977e-05  0.0538  0.0538  1.0000    0.00
   2       74564            253  62   8.263e-08   8.263e-08  0.0724  0.0724  0.9990    0.00
   2       74739            254  62   8.967e-17   8.967e-17  0.1126  0.1126  0.9906    0.00
   2       79931            255  62   1.471e-35   1.471e-35 -0.1894 -0.1894  0.9647    0.00
   2       80748            256  62    1.08e-23    1.08e-23  0.1411  0.1411  0.9976    0.00
   2       80873            257  62   1.502e-27   1.502e-27  0.1474  0.1474  0.9449    0.00
   2       81501            258  62   7.255e-36   7.255e-36  0.1692  0.1692  0.9273    0.00
   2       83526            259  62   7.136e-26   7.136e-26  0.1423  0.1423  0.9789    0.00
   2       83845            260  62   1.609e-36   1.609e-36  0.1707  0.1707  0.8336    0.00
   2       84412            261  62   1.054e-27   1.054e-27  0.3721  0.3721  1.0000    0.00
   2       84412            262  62   1.311e-06   1.311e-06  0.0828  0.0828  0.9999    0.00
   2       84447            263  62   1.547e-39   1.547e-39  0.1802  0.1802  0.9309    0.00
   2       87391            264  62   3.727e-57   3.727e-57  0.2141  0.2141  0.8065    0.00
   2       87562            265  62   1.278e-58   1.278e-58  0.2174  0.2174  0.6951    0.00
   2       87849            266  62   1.464e-57   1.464e-57  0.2154  0.2154  0.7134    0.00
   2       87878            267  62   1.004e-58   1.004e-58  0.2186  0.2186  0.7698    0.00
   2       88125            268  62   3.999e-22   3.999e-22  0.1460  0.1460  0.9998    0.00
   2       89785            269  62   7.219e-42   7.219e-42  0.1837  0.1837  0.9164    0.00
   2       93441            270  62   5.313e-30   5.313e-30 -0.1590 -0.1590  0.8238    0.00
   2       93588            271  62   5.248e-24   5.248e-24 -0.1462 -0.1462  0.9402    0.00
   2       93721            272  62   7.905e-28   7.905e-28 -0.1479 -0.1479  0.8152    0.00
   2       93952            273  62   2.924e-23   2.924e-23  0.1341  0.1341  0.9560    0.00
   2       95085            274  62   2.309e-30   2.091e-29 -0.1546 -0.1564  0.3727    4.64
   2      103188            275  62   1.138e-38   3.122e-37  0.1797  0.1814  0.3694    4.79
   2      107124            276  62   3.199e-41   2.478e-40  0.1815  0.1825  0.4138    2.80
   2      111645            277  62   2.457e-61   1.475e-46  0.2226  0.2341  0.0178   29.43
   2      111916            278  62   1.891e-56   1.589e-46  0.2139  0.2220  0.0718   21.63
   2      111931            279  62   8.693e-62   1.544e-50  0.2244  0.2329  0.0664   22.16
   2      111999            280  62   1.688e-61   1.854e-47  0.2230  0.2338  0.0248   27.84
   2      114528            281  62   5.493e-50   5.493e-50  0.2018  0.2018  0.6748    0.00
   2      116024            282  62   9.668e-65   1.807e-52  0.2308  0.2393  0.0610   22.73
   2      119244            283  62   4.068e-10   4.068e-10  0.0931  0.0931  0.9999    0.00
   2      119246            284  62   2.358e-12   2.358e-12  0.1055  0.1055  0.9999    0.00
   2      119247            285  62   4.359e-09   4.359e-09  0.0890  0.0890  0.9995    0.00
   2      120090            286  62    2.76e-17    2.76e-17  0.1150  0.1150  0.9992    0.00
   2      120291            287  62   1.306e-18   1.306e-18  0.1211  0.1211  0.9828    0.00
   2      120726            288  62   3.327e-17   3.327e-17  0.1153  0.1153  0.9996    0.00
   2      121716            289  62   4.204e-19   4.204e-19  0.1220  0.1220  0.9120    0.00
   2      123100            290  62   2.642e-13   2.642e-13  0.1001  0.1001  0.9998    0.00
   2      124677            291  62    3.89e-07    3.89e-07  0.0694  0.0694  0.9997    0.00
   2      127636            292  62   1.884e-06   1.884e-06  0.0824  0.0824  0.9930    0.00
   2      127887            293  62   1.161e-08   1.161e-08  0.0785  0.0785  1.0000    0.00
   2      128935            294  62   4.323e-07   4.323e-07  0.0695  0.0695  1.0000    0.00
   2      129053            295  62   2.571e-09   2.571e-09  0.0822  0.0822  0.9998    0.00
   2      130040            296  62   3.893e-07   3.893e-07  0.0704  0.0704  0.9994    0.00
   2      130976            297  62     0.01089     0.01089  0.0351  0.0351  1.0000    0.00
   2      132199            298  62     0.01277     0.01277  0.0345  0.0345  0.9981    0.00
   2      133355            299  62    0.002775    0.002775  0.0417  0.0417  1.0000    0.00
   2      133435            300  62    0.003126    0.003126  0.0413  0.0413  0.9999    0.00
   2      133943            301  62     0.01772     0.01772  0.0388  0.0388  1.0000    0.00
   2      135183            302  62    0.003002    0.003002  0.0415  0.0415  1.0000    0.00
   2      135402            303  62   0.0006522   0.0006522  0.0476  0.0476  1.0000    0.00
   2      135898            304  62   5.105e-06   5.105e-06  0.0640  0.0640  0.9869    0.00
   2      135912            305  62   4.768e-05   4.768e-05  0.0571  0.0571  0.9953    0.00
   2      135925            306  62   4.855e-05   4.855e-05  0.0568  0.0568  0.9926    0.00
   2      136002            307  62     0.01377     0.01377  0.0344  0.0344  0.9996    0.00
   2      136173            308  62    0.002143    0.002143  0.0432  0.0432  1.0000    0.00
   2      138209            309  62     0.03261     0.03261  0.0310  0.0310  0.9999    0.00
   2      138318            310  62    0.003083    0.003083  0.0428  0.0428  0.9985    0.00
   2      138695            311  62      0.2553      0.2553  0.0162  0.0162  0.9991    0.00
   2      138818            312  62        0.33        0.33  0.0138  0.0138  0.9999    0.00
   2      139728            313  62      0.0708      0.0708  0.0256  0.0256  0.9999    0.00
   2      140174            314  62      0.3251      0.3251  0.0139  0.0139  0.9998    0.00
   2      140863            315  62      0.6356      0.6356  0.0067  0.0067  0.9997    0.00
   2      141152            316  62      0.2542      0.2542  0.0162  0.0162  0.9998    0.00
   2      141292            317  62      0.3602      0.3602  0.0129  0.0129  0.9991    0.00
   2      141545            318  62     0.06734     0.06734  0.0259  0.0259  0.9924    0.00
   2      145823            319  62   5.222e-14   3.529e-13  0.1104  0.1156  0.1982   13.01
   2      145934            320  62      0.2897      0.2897  0.0256  0.0256  0.8729    0.00
   2      145980            321  62    0.001168    0.001168  0.0481  0.0481  0.9494    0.00
   2      146723            322  62   7.727e-05   7.727e-05  0.0558  0.0558  0.7190    0.00
   2      147946            323  62   3.408e-05   3.408e-05  0.0590  0.0590  0.5034    0.00
   2      150394            324  62     0.01344     0.01344  0.0384  0.0384  0.6485    0.00
   2      151274            325  62   3.657e-07   3.657e-07  0.1237  0.1237  1.0000    0.00
   2      151397            326  62     0.01463     0.01463  0.0349  0.0349  0.8996    0.00
   2      153035            327  62      0.0817      0.0817  0.0246  0.0246  0.9222    0.00
   2      153228            328  62      0.7137      0.7137  0.0052  0.0052  0.9910    0.00
   2      153455            329  62      0.2999      0.2999  0.0149  0.0149  0.9888    0.00
   2      153732            330  62     0.03219     0.03219  0.0318  0.0318  0.9289    0.00
   2      153815            331  62      0.4454      0.4454  0.0109  0.0109  0.9672    0.00
   2      154160            332  62      0.5445      0.5445  0.0086  0.0086  0.9371    0.00
