SNP,PPI,Chr,Pos,Effect_Metformin,-log_pval,snps_class_up,snps_class_down,locus_id,name,sgd_id,description,Effect_noDrug
11898,FMP45:HNM1,16,823418.0,-0.442179820542593,3.5768279914848837,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11898,MID2:PIN2,16,823418.0,-0.473552594145899,3.491909850427878,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11898,MID2:MAM33,16,823418.0,-0.479497307225642,3.235334207612083,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11898,RET2:EMP70,16,823418.0,-0.276626361457354,3.1112210483683764,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11898,ERV25:RBD2,16,823418.0,-0.401115141924611,3.06080184066281,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11897,HUG1:ADE17,16,823324.0,-0.498616261204554,3.833761991836236,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11897,HUG1:ALO1,16,823324.0,-0.536822029999855,3.608891508000565,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11897,FMP45:HNM1,16,823324.0,-0.433053039738357,3.4582549390893185,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11897,SNA4:GTR2,16,823324.0,-0.409719610061865,3.154277878395744,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11897,RET2:EMP70,16,823324.0,-0.27497815162125,3.0879086711319297,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11896,HUG1:ADE17,16,822959.0,-0.496406095025126,3.799522384655447,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11896,ALO1:ADE17,16,822959.0,-0.485020054359767,3.7473687701349614,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11896,PMC1:CTR2,16,822959.0,-0.509147629617862,3.721147207785801,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11896,HUG1:ALO1,16,822959.0,-0.499354065000639,3.177463052118947,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",0.0
11895,ALO1:ADE17,16,821586.0,-0.468478217991992,3.337711000795386,Promoter,Promoter,YPR144C_NFR/NDR,0,0,fragile,0.0
11895,PLM2:SNA3,16,821586.0,-0.404157778686122,3.288999862064622,Promoter,Promoter,YPR144C_NFR/NDR,0,0,fragile,0.0
11895,ALO1:HYR1,16,821586.0,-0.473488396110053,3.286519730642313,Promoter,Promoter,YPR144C_NFR/NDR,0,0,fragile,0.0
11895,HUG1:ADE17,16,821586.0,-0.46613558660376,3.2214779328718377,Promoter,Promoter,YPR144C_NFR/NDR,0,0,fragile,0.0
11895,PMC1:GTR2,16,821586.0,-0.460079289207213,3.0481859641616404,Promoter,Promoter,YPR144C_NFR/NDR,0,0,fragile,0.0
11893,ALO1:HYR1,16,818804.0,-0.527600222278129,4.123365019487417,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,HUG1:ADE17,16,818804.0,-0.4981073358872,3.750511352329304,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,PMC1:CTR2,16,818804.0,-0.503319536836773,3.578042756092691,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,FMP45:HNM1,16,818804.0,-0.436831701475743,3.441912234706837,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,HUG1:ALO1,16,818804.0,-0.511126875083179,3.247262064085616,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,PMC1:GTR2,16,818804.0,-0.464879017144609,3.2155577140765974,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11893,ALO1:ADE17,16,818804.0,-0.444480303340708,3.1571815737283253,ORF,Verified ORF,YPR143W,RRP15,SGDID:S000006347,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",0.0
11892,ALO1:HYR1,16,814192.0,-0.469074106049996,3.359693577755839,Promoter,Promoter,YPR140W_NFR/NDR,0,0,fragile,0.0
11892,PMC1:CTR2,16,814192.0,-0.483542188903857,3.3443414267386893,Promoter,Promoter,YPR140W_NFR/NDR,0,0,fragile,0.0
11892,FMP45:HNM1,16,814192.0,-0.418599754497748,3.203922616600128,Promoter,Promoter,YPR140W_NFR/NDR,0,0,fragile,0.0
11892,PMC1:GTR2,16,814192.0,-0.461546530953745,3.183802029626794,Promoter,Promoter,YPR140W_NFR/NDR,0,0,fragile,0.0
11892,HUG1:ADE17,16,814192.0,-0.443061830293502,3.0652488240330573,Promoter,Promoter,YPR140W_NFR/NDR,0,0,fragile,0.0
11891,ALO1:HYR1,16,814026.0,-0.460065450230044,3.272759828905998,ORF,Verified ORF,YPR139C,LOA1,SGDID:S000006343,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",0.0
11891,PLM2:SNA3,16,814026.0,-0.389423213829263,3.2279211312422627,ORF,Verified ORF,YPR139C,LOA1,SGDID:S000006343,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",0.0
11891,PMC1:GTR2,16,814026.0,-0.460812627095783,3.198928650312724,ORF,Verified ORF,YPR139C,LOA1,SGDID:S000006343,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",0.0
11891,PMC1:CTR2,16,814026.0,-0.467497148847639,3.1777681434159977,ORF,Verified ORF,YPR139C,LOA1,SGDID:S000006343,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",0.0
11885,PLM2:HNM1,16,798666.0,-0.442682737293741,3.127775338226209,ORF,Verified ORF,YPR134W,MSS18,SGDID:S000006338,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",0.0
11885,FMP45:MID2,16,798666.0,-0.428892302606015,3.0920531654951007,ORF,Verified ORF,YPR134W,MSS18,SGDID:S000006338,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",0.0
11884,PLM2:HNM1,16,797429.0,-0.471052863054368,3.4323568972648006,Promoter,Promoter,YPR133W-A_NFR/NDR,0,0,fragile,0.0
11884,FMP45:MID2,16,797429.0,-0.435369136916451,3.126122041801353,Promoter,Promoter,YPR133W-A_NFR/NDR,0,0,fragile,0.0
11879,PLM2:HNM1,16,792584.0,-0.479971232379098,3.5975875143006504,Promoter,Promoter,YPR129W_NFR/NDR,0,0,stable,0.0
11880,PLM2:HNM1,16,793703.0,-0.498410528685864,3.800269374913386,ORF,Verified ORF,YPR129W,SCD6,SGDID:S000006333,"""Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may have a role in RNA processing; overproduction suppresses null mutation in clathrin heavy chain gene CHC1; forms cytoplasmic foci upon DNA replication stress""",0.0
11877,PLM2:HNM1,16,790960.0,-0.45088934701673,3.178462067377422,ORF,Verified ORF,YPR127W,YPR127W,SGDID:S000006331,"""Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",0.0
11776,ADE17:PGM2,16,657410.0,-0.485048304425751,3.189532485960813,Promoter,Promoter,YPR047W_NFR/NDR,0,0,stable,0.0
11137,HNM1:TPO2,16,56308.0,-0.369252688494978,3.633187158095355,Other features,LTR,YPLWsigma1,YPLWsigma1,SGDID:S000007198,"""Ty3 LTR""",0.0
11136,HNM1:TPO2,16,56294.0,-0.379089862618945,3.8251664071084974,Other features,LTR,YPLWsigma1,YPLWsigma1,SGDID:S000007198,"""Ty3 LTR""",0.0
11135,HNM1:TPO2,16,56288.0,-0.380245972122049,3.871743252914739,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11134,HNM1:TPO2,16,56282.0,-0.373229147505645,3.7544801247906703,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11133,HNM1:TPO2,16,56155.0,-0.383019967593936,3.941503027637365,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11132,HNM1:TPO2,16,56154.0,-0.383019967593936,3.941503027637365,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11131,HNM1:TPO2,16,56137.0,-0.360194983982139,3.5364929334434905,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11130,HNM1:TPO2,16,56019.0,-0.373245004916537,3.7470226511075735,Promoter,Promoter,YPLWdelta2_NFR/NDR,0,0,0,0.0
11129,HNM1:TPO2,16,55976.0,-0.345015102489188,3.2744043757079977,Promoter,Promoter,YPLCdelta1_NFR/NDR,0,0,0,0.0
11128,HNM1:TPO2,16,55962.0,-0.365542037807552,3.615321736923186,Promoter,Promoter,YPLCdelta1_NFR/NDR,0,0,0,0.0
11127,HNM1:TPO2,16,55837.0,-0.368151765005003,3.671742788056505,Other features,LTR,YPLCdelta1,YPLCdelta1,SGDID:S000007184,"""Ty1 LTR""",0.0
11121,HNM1:TPO2,16,54905.0,-0.371375578467546,3.73270702234461,ORF,Verified ORF,YPL258C,THI21,SGDID:S000006179,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",0.0
11120,HNM1:TPO2,16,53867.0,-0.379460014179923,3.8892824322318553,ORF,Verified ORF,YPL258C,THI21,SGDID:S000006179,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",0.0
11169,HNM1:TPO2,16,64540.0,-0.354801779781897,3.3785473679245315,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11164,HNM1:TPO2,16,64316.0,-0.378208515136894,3.693352308431507,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11163,HNM1:TPO2,16,64310.0,-0.372689413321375,3.6442455140397416,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11162,HNM1:TPO2,16,64309.0,-0.372689413321375,3.6442455140397416,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11161,HNM1:TPO2,16,64299.0,-0.3793560208787,3.767837583140025,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11150,HNM1:TPO2,16,64090.0,-0.380455168056477,3.453821246155363,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11149,HNM1:TPO2,16,64086.0,-0.401578506436366,3.8707842154126486,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11148,HNM1:TPO2,16,64053.0,-0.390150456529636,3.9308710794828112,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11147,HNM1:TPO2,16,64043.0,-0.390150456529636,3.9308710794828112,Close to 3'-UTR,Close to 3'-UTR,YPL257W,YPL257W,SGDID:S000006178,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",0.0
11372,ADE17:PGM2,16,223881.0,-0.415643222053294,3.0972658057211206,ORF,Verified ORF,YPL173W,MRPL40,SGDID:S000006094,"""Mitochondrial ribosomal protein of the large subunit""",0.0
11373,ADE17:PGM2,16,225111.0,-0.474728862302702,3.9214300148474455,ORF,Verified ORF,YPL172C,COX10,SGDID:S000006093,"""Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders""",0.0
11383,ADE17:PGM2,16,235230.0,-0.414309347712252,3.0733615203781857,ORF,Verified ORF,YPL167C,REV3,SGDID:S000006088,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",0.0
11392,ADE17:PGM2,16,242191.0,-0.410723411535484,3.0577045668984666,ORF,Verified ORF,YPL163C,SVS1,SGDID:S000006084,"""Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog ; SRL1 ; that arose from the whole genome duplication""",0.0
11537,TPO1:MID2,16,382997.0,0.376180703186322,3.475129521080496,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11537,SSH1:PIS1,16,382997.0,0.466031740726395,3.308782469092418,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11537,MID2:WSC2,16,382997.0,0.48188269604244,3.2971776340673,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11537,PMC1:GTR2,16,382997.0,0.453166352842321,3.118228056763158,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11537,MID2:MAM33,16,382997.0,0.470033285461751,3.114676122545491,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11537,ERV25:RBD2,16,382997.0,0.404940568485523,3.1005096040005715,Close to 3'-UTR,Close to 3'-UTR,YPL088W,YPL088W,SGDID:S000006009,"""Putative aryl alcohol dehydrogenase; localizes to cytosol; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance""",0.0
11540,TPO1:MID2,16,385700.0,0.370846323403581,3.3894776240169384,ORF,Verified ORF,YPL086C,ELP3,SGDID:S000006007,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin; human homolog ELP3 can partially complement yeast elp3 null mutant""",0.0
11540,MID2:MAM33,16,385700.0,0.474906026053461,3.1707183988326437,ORF,Verified ORF,YPL086C,ELP3,SGDID:S000006007,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; exhibits histone acetyltransferase activity that is directed to histones H3 and H4; disruption confers resistance to K. lactis zymotoxin; human homolog ELP3 can partially complement yeast elp3 null mutant""",0.0
