SNP,PPI,Chr,Pos,Effect_5.FC,-log_pval,snps_class_up,snps_class_down,locus_id,name,sgd_id,description,Effect_noDrug
11943,PMC1:GTR2,16,870388.0,-0.581094477586877,3.447268025434729,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.595359676645693
11943,ERV25:UIP4,16,870388.0,-0.616103152195958,3.3752151716241148,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.617543949134547
11943,ERG27:ACF2,16,870388.0,-0.54465671000173,3.236817188709285,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.552215766753871
11943,ALO1:ADE17,16,870388.0,-0.560486965733806,3.146038464783869,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.633009130121028
11943,TPO1:TCB2,16,870388.0,-0.545932674730108,3.088649373062682,Promoter,Promoter,YPR164W_NFR/NDR,0,0,stable,-0.569151863111236
11946,ERG27:ACF2,16,873367.0,-0.633205552783932,4.415625664820079,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.643100872655107
11946,PMC1:GTR2,16,873367.0,-0.624724415733413,4.0950299198292415,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.616650223610816
11946,PMC1:CTR2,16,873367.0,-0.617129977393509,3.843793117824877,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.633981860188604
11946,ERG11:ACF2,16,873367.0,-0.535422259803308,3.639560048708697,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.568531874479143
11946,ERV25:UIP4,16,873367.0,-0.613568076380252,3.501305344552069,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.588391941494783
11946,TPO1:TCB2,16,873367.0,-0.57016265202314,3.479319491895905,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.604731646952858
11946,ALO1:ADE17,16,873367.0,-0.559370905500282,3.274661845234439,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.662720098389134
11946,HUG1:ALO1,16,873367.0,-0.594071611352169,3.1487163667402407,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.56701798845418
11946,TPO1:MID2,16,873367.0,-0.504307258789192,3.1119858466666903,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.581266658503552
11945,ERG27:ACF2,16,873246.0,-0.609342120511771,4.12311538182361,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.630367922967173
11945,PMC1:GTR2,16,873246.0,-0.579736119549159,3.5886567567115786,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.577530391793944
11945,ERV25:UIP4,16,873246.0,-0.606979645153975,3.4368055974705887,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.596261798896069
11945,PMC1:CTR2,16,873246.0,-0.575828076583375,3.4040480303130973,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.581034410189466
11944,ERG27:ACF2,16,873212.0,-0.651343805214604,4.627348268845373,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.660351603135435
11944,PMC1:GTR2,16,873212.0,-0.62197333407714,4.046471464388556,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.62462682510488
11944,PMC1:CTR2,16,873212.0,-0.610226840430163,3.752937983407973,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.629166743441374
11944,TPO1:TCB2,16,873212.0,-0.588886127756622,3.667692617326981,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.609105245275864
11944,ERV25:UIP4,16,873212.0,-0.623654683097555,3.588518396300704,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.619688327038134
11944,ALO1:ADE17,16,873212.0,-0.562510318245569,3.293602133604627,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.668706091954634
11944,ERG11:ACF2,16,873212.0,-0.50672227442571,3.2920579156589547,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.530943899086965
11944,TPO1:MID2,16,873212.0,-0.505973682974691,3.1174735635568966,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.578218575797208
11944,HUG1:ALO1,16,873212.0,-0.581648570998796,3.024063899170712,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.571502955472433
11942,ERG27:ACF2,16,869725.0,-0.577768209957749,3.807316915211853,ORF,Verified ORF,YPR163C,TIF3,SGDID:S000006367,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",-0.600392338925443
11942,ALO1:ADE17,16,869725.0,-0.603688401056627,3.7993384705536064,ORF,Verified ORF,YPR163C,TIF3,SGDID:S000006367,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",-0.696965033124167
11942,PMC1:CTR2,16,869725.0,-0.594900990956474,3.657399283573441,ORF,Verified ORF,YPR163C,TIF3,SGDID:S000006367,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",-0.582711404852752
11942,PMC1:GTR2,16,869725.0,-0.561822100912101,3.446738255893588,ORF,Verified ORF,YPR163C,TIF3,SGDID:S000006367,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",-0.568684381017948
11940,ERG27:ACF2,16,867326.0,-0.633641318489361,4.392142103674893,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.670485864465087
11940,PMC1:CTR2,16,867326.0,-0.646798743005073,4.15153227997136,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.637137355656276
11940,PMC1:GTR2,16,867326.0,-0.63074634566176,4.138676707770306,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.63288820907253
11940,ALO1:ADE17,16,867326.0,-0.613392200860806,3.8247071283340577,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.680912808023124
11940,RET2:SNA3,16,867326.0,-0.349533068007409,3.804197006421049,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.345999898910811
11940,TPO1:TCB2,16,867326.0,-0.59908829250183,3.7713648551062366,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.637403268084561
11940,HUG1:ALO1,16,867326.0,-0.638003230820885,3.54271310983038,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.603117340739763
11940,PLM2:HNM1,16,867326.0,-0.532449525259389,3.476260107713673,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.564393446318482
11940,ERG11:ACF2,16,867326.0,-0.517386439804859,3.405546385130452,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.521703516108727
11940,ERV25:UIP4,16,867326.0,-0.596351768688172,3.310419991414618,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.591982589038547
11940,TPO1:MID2,16,867326.0,-0.511028670043815,3.16399416853303,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.579029730107476
11939,ERG27:ACF2,16,864742.0,-0.551805274875687,3.48791945423514,ORF,Verified ORF,YPR161C,SGV1,SGDID:S000006365,"""Cyclin (Bur2p)-dependent protein kinase; part of the BUR kinase complex which functions in transcriptional regulation; phosphorylates the carboxy-terminal domain (CTD) of Rpo21p and the C-terminal repeat domain of Spt5p; recruits Spt6p to the CTD at the onset of transcription; regulated by Cak1p; similar to metazoan CDK9 proteins""",-0.557078474028701
11939,PMC1:GTR2,16,864742.0,-0.547691913306275,3.2752145539089885,ORF,Verified ORF,YPR161C,SGV1,SGDID:S000006365,"""Cyclin (Bur2p)-dependent protein kinase; part of the BUR kinase complex which functions in transcriptional regulation; phosphorylates the carboxy-terminal domain (CTD) of Rpo21p and the C-terminal repeat domain of Spt5p; recruits Spt6p to the CTD at the onset of transcription; regulated by Cak1p; similar to metazoan CDK9 proteins""",-0.545900299181448
11938,ERG27:ACF2,16,864283.0,-0.578292070851256,3.802342035476314,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.580755160805225
11938,PMC1:GTR2,16,864283.0,-0.572448812253708,3.5514766199704626,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.564804981601213
11938,PMC1:CTR2,16,864283.0,-0.581501149564694,3.50382566500995,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.576076070355632
11938,TPO1:TCB2,16,864283.0,-0.546405313901115,3.269471072234576,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.546552035169311
11938,ALO1:ADE17,16,864283.0,-0.539648573084469,3.114158316418674,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.598712324260065
11938,ERG11:ACF2,16,864283.0,-0.484722577199138,3.0971879244222444,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.502213826793591
11937,PMC1:GTR2,16,864193.0,-0.528117972329386,3.0752354194166163,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.532456262233115
11937,ERG27:ACF2,16,864193.0,-0.509021750025207,3.031899071994212,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.524091047259409
11936,ERG27:ACF2,16,864021.0,-0.549220056910451,3.4452647524249267,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.565417081644906
11936,PMC1:GTR2,16,864021.0,-0.54129321388204,3.196115998861358,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.538375823696842
11936,ALO1:ADE17,16,864021.0,-0.534920833600857,3.0435069654201863,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.604460685803207
11935,ERG27:ACF2,16,863978.0,-0.574179933753585,3.728103379439703,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.590481743227211
11935,PMC1:GTR2,16,863978.0,-0.563918365060148,3.435026732512096,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.566576557998296
11935,PMC1:CTR2,16,863978.0,-0.570683639409854,3.3669411536149902,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.569072710229629
11935,ALO1:ADE17,16,863978.0,-0.566269062091605,3.3619577633395816,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.627719118529642
11935,TPO1:TCB2,16,863978.0,-0.540833301834448,3.189496220369964,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.548076170077741
11935,ERV25:UIP4,16,863978.0,-0.562574469913471,3.026602255665255,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.569099586872048
11935,ERG11:ACF2,16,863978.0,-0.477856011500186,3.001101439856471,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.496140321288536
