SNP,PPI,Chr,Pos,Effect_Metformin,-log_pval,snps_class_up,snps_class_down,locus_id,name,sgd_id,description,Effect_noDrug
11944,TPO1:TCB2,16,873212.0,-0.455010186903404,3.1140068999033894,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.609105245275864
11944,TPO1:TPO2,16,873212.0,-0.404574186447384,3.037976484884398,ORF,Verified ORF,YPR164W,MMS1,SGDID:S000006368,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",-0.658147600443462
11942,ALO1:ADE17,16,869725.0,-0.52503309415849,4.294786129287575,ORF,Verified ORF,YPR163C,TIF3,SGDID:S000006367,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",-0.696965033124167
11940,ALO1:ADE17,16,867326.0,-0.491023637863586,3.7306770759521655,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.680912808023124
11940,TPO1:TCB2,16,867326.0,-0.451545310051963,3.065923785719181,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.637403268084561
11940,ERG27:ACF2,16,867326.0,-0.46379729093993,3.04157991624253,ORF,Verified ORF,YPR162C,ORC4,SGDID:S000006366,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; ORC4 has a paralog ; RIF2 ; that arose from the whole genome duplication""",-0.670485864465087
11938,ALO1:ADE17,16,864283.0,-0.433034128960365,3.0520619703725727,Close to 3'-UTR,Close to 3'-UTR,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.598712324260065
11935,ALO1:ADE17,16,863978.0,-0.448084258847446,3.2152671956082397,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.627719118529642
11934,ALO1:ADE17,16,863372.0,-0.429963868913828,3.0096385134886288,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.610829048113712
11933,ALO1:ADE17,16,863263.0,-0.444755034591548,3.19347865470172,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.611836789274838
11932,ALO1:ADE17,16,862181.0,-0.431744531205372,3.0311192669926905,ORF,Verified ORF,YPR160W,GPH1,SGDID:S000006364,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",-0.586193289636503
11929,ALO1:ADE17,16,859747.0,-0.449701810974688,3.237937598834143,Close to 3'-UTR,Close to 3'-UTR,YPR159W,KRE6,SGDID:S000006363,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",-0.627287687373256
11928,ALO1:ADE17,16,858824.0,-0.481874567212145,3.701518236062304,ORF,Verified ORF,YPR159W,KRE6,SGDID:S000006363,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",-0.621924434120417
11927,ALO1:ADE17,16,858788.0,-0.494634627095873,3.85724955285283,ORF,Verified ORF,YPR159W,KRE6,SGDID:S000006363,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",-0.645919893731879
11921,ALO1:ADE17,16,842949.0,-0.466337578439773,3.396281259573553,Promoter,Promoter,YPR158W_NFR/NDR,0,0,fragile,-0.624253203748869
11922,ALO1:ADE17,16,843618.0,-0.438252534829237,3.116685808025473,ORF,Verified ORF,YPR158W,CUR1,SGDID:S000006362,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",-0.609438159187692
11920,TPO1:TPO2,16,841684.0,-0.413646965135454,3.186974064831801,ORF,Uncharacterized ORF,YPR157W,TDA6,SGDID:S000006361,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",-0.661223551335278
11912,ERV25:RBD2,16,839159.0,-0.455466672982825,3.687796993245793,ORF,Verified ORF,YPR156C,TPO3,SGDID:S000006360,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",-0.484609951185102
11912,PMC1:CTR2,16,839159.0,-0.491430194720446,3.3697335579427685,ORF,Verified ORF,YPR156C,TPO3,SGDID:S000006360,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",-0.614157382819914
11912,ALO1:HYR1,16,839159.0,-0.464022229420349,3.229831003088796,ORF,Verified ORF,YPR156C,TPO3,SGDID:S000006360,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",-0.601352496108091
11912,ERG11:ACF2,16,839159.0,-0.47220109022548,3.224690198313968,ORF,Verified ORF,YPR156C,TPO3,SGDID:S000006360,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",-0.571637711350934
11910,ERG11:ACF2,16,836372.0,-0.445881235276098,3.024932422626593,ORF,Verified ORF,YPR155C,NCA2,SGDID:S000006359,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p""",-0.577248206123175
11903,HUG1:ADE17,16,831753.0,-0.533014813252473,4.282491494176543,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.544381884153393
11903,ALO1:ADE17,16,831753.0,-0.502678126917091,3.964559386703038,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.631986703806197
11903,PLM2:SNA3,16,831753.0,-0.436727296980368,3.954670195624153,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.61391319198821
11903,HUG1:ALO1,16,831753.0,-0.511749260499625,3.292905072282794,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.594657330777648
11903,PLM2:HNM1,16,831753.0,-0.443661177761714,3.122349002014376,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.478778637986876
11903,FMP45:MEP1,16,831753.0,-0.423115785864027,3.088610552213911,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.474681445753522
11903,ALO1:HYR1,16,831753.0,-0.438541383133695,3.017874476651549,Promoter,Promoter,YPR151C_NFR/NDR,0,0,0,-0.515127506120172
11902,ALO1:ADE17,16,828272.0,-0.475721447502095,3.495216084609265,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.588016893455873
11902,PLM2:HNM1,16,828272.0,-0.45869809765964,3.215720186519028,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.492616948942691
11901,PLM2:SNA3,16,828223.0,-0.400613377554986,3.345735486084026,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.504819796320891
11901,ALO1:ADE17,16,828223.0,-0.456120139496846,3.2910095059901963,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.56145537327561
11901,PLM2:HNM1,16,828223.0,-0.453209366753103,3.190946899195459,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.47562121547
11901,ALO1:HYR1,16,828223.0,-0.455170650300984,3.169947559951309,Promoter,Promoter,YPR148C_NFR/NDR,0,0,stable,-0.518972427942536
11900,HUG1:ALO1,16,827031.0,-0.568715408949746,3.927061671384578,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.609978058013358
11900,ALO1:ADE17,16,827031.0,-0.498940384910777,3.875750399477179,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.609293644206189
11900,PLM2:SNA3,16,827031.0,-0.429657503268137,3.805961148302975,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.523399274519887
11900,PMC1:GTR2,16,827031.0,-0.50674746805126,3.7491910631516574,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.566708777215709
11900,PMC1:CTR2,16,827031.0,-0.499677263077039,3.542131739667814,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.569898314562305
11900,PLM2:HNM1,16,827031.0,-0.464860639476247,3.354756271285857,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.495847971796962
11900,ALO1:HYR1,16,827031.0,-0.465019336085201,3.3095583889581186,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.543139141453078
11900,TPO1:TPO2,16,827031.0,-0.423163013927216,3.307600459431519,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.672019524688073
11900,TPO1:TCB2,16,827031.0,-0.465973314351267,3.2688362048729886,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.579737390038557
11900,FMP45:MEP1,16,827031.0,-0.420207843526648,3.0243603958906755,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.497863779358323
11900,HUG1:PGM2,16,827031.0,-0.460413355371796,3.014886732552764,ORF,Verified ORF,YPR148C,YPR148C,SGDID:S000006352,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",-0.682220388911269
11899,PLM2:SNA3,16,825433.0,-0.448872971997696,4.134578277291375,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.525104176371172
11899,HUG1:ALO1,16,825433.0,-0.574224388831109,4.015209592350064,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.55991800502342
11899,ALO1:ADE17,16,825433.0,-0.501122701885158,3.925658086033581,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.587887781036387
11899,PMC1:GTR2,16,825433.0,-0.505973424491375,3.757943328144606,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.524405567302165
11899,FMP45:MEP1,16,825433.0,-0.453653492586895,3.4713699045269606,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.482993342774517
11899,HUG1:PGM2,16,825433.0,-0.497345135888774,3.4637993614289413,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.648020647190667
11899,TPO1:TCB2,16,825433.0,-0.474680570728039,3.392713009410702,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.563594949212435
11899,TPO1:TPO2,16,825433.0,-0.421420600350734,3.30026129325122,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.645551995535371
11899,ALO1:HYR1,16,825433.0,-0.460943062047609,3.2754643285006333,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.488327394402779
11899,RET2:SNA3,16,825433.0,-0.257731111788835,3.1434184633820577,ORF,Dubious ORF,YPR146C,YPR146C,SGDID:S000006350,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",-0.354366386147817
11898,PLM2:SNA3,16,823418.0,-0.496413623602577,5.007207456497654,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.588086821246333
11898,PMC1:GTR2,16,823418.0,-0.552987820988525,4.44584510811593,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.568194293177047
11898,ALO1:HYR1,16,823418.0,-0.542569179181446,4.411989290249637,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.541957305467599
11898,ALO1:ADE17,16,823418.0,-0.528723486621417,4.362070481938619,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.582814283506738
11898,PMC1:CTR2,16,823418.0,-0.552278455483493,4.2926323095649135,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.571735841501273
11898,FMP45:MEP1,16,823418.0,-0.505222666993524,4.240695961077973,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.529877945617113
11898,TPO1:TCB2,16,823418.0,-0.521864301918453,4.048149576201348,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.612728041882017
11898,TPO1:TPO2,16,823418.0,-0.455685413130064,3.821496775849762,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.67666424743236
11898,RET2:SNA3,16,823418.0,-0.273720888150313,3.5237656177571988,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.369083230606448
11898,MID2:RSN1,16,823418.0,-0.518992823556876,3.495208586929872,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.485333018379572
11898,SNA4:GTR2,16,823418.0,-0.43375439548567,3.473366753412547,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.495486858512793
11898,HUG1:PGM2,16,823418.0,-0.488566133549965,3.3895949028766337,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.62501875799212
11898,ERG11:ACF2,16,823418.0,-0.474377033468492,3.366504981982833,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.503962527348177
11898,PLM2:HNM1,16,823418.0,-0.459629410081646,3.336953814119036,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.455343456963175
11898,SRO9:DHH1,16,823418.0,-0.320167127719918,3.093129417650429,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.524969000082982
11898,ALO1:UIP4,16,823418.0,-0.437829542636962,3.035979153959933,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.611491142199873
11897,PLM2:SNA3,16,823324.0,-0.485701473661063,4.826404399772485,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.577563134005524
11897,PMC1:CTR2,16,823324.0,-0.540121089387491,4.136972306008334,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.558551131989316
11897,ALO1:HYR1,16,823324.0,-0.518970140246307,4.086048289461719,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.537005469055263
11897,ALO1:ADE17,16,823324.0,-0.505062600708797,4.030775918669735,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.569861364266192
11897,PMC1:GTR2,16,823324.0,-0.522152684378158,4.023494322417962,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.567646308696667
11897,FMP45:MEP1,16,823324.0,-0.488242161212551,4.001207781852168,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.527571734531988
11897,TPO1:TCB2,16,823324.0,-0.517509745264092,3.999727060505812,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.628150250266824
11897,TPO1:TPO2,16,823324.0,-0.448196694546942,3.7218685423831577,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.685576424935183
11897,MID2:RSN1,16,823324.0,-0.52106376868018,3.529681785943125,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.493597860996731
11897,HUG1:PGM2,16,823324.0,-0.492374945231682,3.4456099141621137,ORF,Verified ORF,YPR145W,ASN1,SGDID:S000006349,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",-0.63626558852356
